feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
density_T6W40,0.048449804920981894,0.03081381981662761,1.0,400,1.0
lcc_T6W40,-0.043017186599369914,0.030124392231925857,1.0,400,1.0
nodes_T6W40,-0.04238220680038953,0.028563362855633857,1.0,400,1.0
l1_T6W40,-0.042073775088036926,0.0634432676742144,1.0,400,1.0
atd_T6W40,0.041444208723663875,0.02279648641552969,1.0,400,1.0
asp_T6W40,-0.0389818394547772,0.021918471448748273,1.0,400,1.0
l3_T6W40,0.03176930272038386,0.03648078439823447,1.0,400,1.0
lsc_T6W40,-0.030397134214998303,0.05258699137163524,1.0,400,1.0
diameter_T6W40,-0.03033302280556348,0.0339155606157535,1.0,400,1.0
l2_T6W40,0.022883077357632117,0.041650930206836384,1.0,400,1.0
edges_T6W40,0.0200396493833877,0.04682785627209916,1.0,400,1.0
re_T6W40,0.016692528880228853,0.04118455605305181,1.0,400,1.0
pe_T6W40,0.014773867742225073,0.047020320306829455,1.0,400,1.0
