subject,l1_T6W30,density_T6W30
CSO-13-7A-YBOSO,0.4887640449438202,0.1152140461364145
CSO-13-8A-KIGAGU,1.0921052631578947,0.1080442156621449
CSO-13-8A-MBUAN,0.3911368015414258,0.1004464190013492
CSO-13-8A-MGAAN,0.3160762942779291,0.0973387348067325
CSO-13-8A-MGAHE,0.2624434389140271,0.109252877501978
CSO-13-8A-MJAGA,1.583617747440273,0.1236568545979479
CSO-13-8A-VHODU,0.3589108910891089,0.1125430591078526
CSO-13-8B-FCJISA,0.1288888888888889,0.1039637362308097
CSO-13-8B-JEMABE,0.2901408450704225,0.1223833604433404
CSO-13-9B-DMLLLU,0.296875,0.1216265281543316
CSO-14-7A-MVEBE,0.3624161073825503,0.1184501930885909
CSO-14-7B-EALHU,0.0957095709570957,0.1118342176352729
CSO-14-7B-EVEGO,0.0994285714285714,0.1002068513547459
CSO-14-8A-AQUMA,0.1218487394957983,0.1197086430847379
CSO-14-8A-MCIDOS,0.3041958041958042,0.1160688475767282
CSO-14-8A-SZARA,0.7961165048543689,0.1071200392069626
CSO-14-8B-JLLORA,0.4233576642335766,0.1178958012739415
CSO-14-9A-AEDCAGO,0.2735849056603773,0.0995527252248888
CSO-14-9A-HASACA,0.1277533039647577,0.1046978076163854
CSO-14-9A-JSMAAL,0.5698689956331878,0.1047116147667025
CSO-14-9A-MARJA,0.0,0.1087401305276757
CSO-14-9A-SORZU,0.5471698113207547,0.1078231568786135
CSO-14-9B-ERAGA,0.4833333333333333,0.1225622126020078
CSO-14-9B-MFEGA,0.7222222222222222,0.1166101716161194
CSO-15-10A-LJRAGU,0.058,0.1071582638448153
CSO-15-10A-MAARLO,0.3668639053254438,0.1139847940948816
CSO-15-10A-SFEGA,0.3283018867924528,0.1268124309248881
CSO-15-10B-MEBUAR,0.0878787878787878,0.1079323844682696
CSO-15-10B-YVBUAN,0.1218487394957983,0.10855770033585
CSO-15-10C-ALBAHO,0.71900826446281,0.1034401150534485
CSO-15-10C-SSCAMO,0.403954802259887,0.1017217049464776
CSO-15-11C-JETALO,0.61101243339254,0.1104033654075004
CSO-15-7B-JCRAGA,0.9090909090909092,0.1098799176342444
CSO-15-8A-VBMABR,0.0574257425742574,0.1099523007816809
CSO-15-8B-KEPOGO,0.1003460207612456,0.0965936248872846
CSO-15-9B-ALRIHE,0.583916083916084,0.1042957797866504
CSO-15-9B-AMSAGO,0.0,0.100951230941133
CSO-15-9B-JCAPA,0.3258426966292135,0.109359421974986
CSO-15-9B-KSBEJA,0.4239766081871345,0.1250214474114352
CSO-15-9B-RMCHLU,0.0914826498422713,0.1100384256430006
CSO-15-9B-SJAGRO,0.0,0.0961371013562035
CSO-16-10A-JEGAHE,0.1567567567567567,0.1095621003881424
CSO-16-10A-MSACO,0.0914826498422713,0.1029553987525242
CSO-16-10A-SARI,0.2761904761904762,0.1071064612311677
CSO-16-10A-SMOUT,0.5461538461538461,0.1005180631681195
CSO-16-10A-YKMUJO,0.4754098360655737,0.1215743196471853
CSO-16-10B-JESUGU,0.1946308724832214,0.1006760356979207
CSO-16-10B-LTVIFA,0.0,0.0855243300760542
CSO-16-10B-VVILI,0.2831632653061224,0.1016215677201993
CSO-16-10C-ACALGU,0.0,0.1074301967219051
CSO-16-10C-MAVAVE,0.2549800796812749,0.1004251501459734
CSO-16-11A-JAVABO,0.4296296296296296,0.1052419671398564
CSO-16-11A-JDMUVA,0.1790123456790123,0.0984637454159588
CSO-16-11A-VZAOR,0.465863453815261,0.0960253514822362
CSO-16-11B-KRORE,0.116,0.1033285077563338
CSO-16-11B-LLOZA,0.2512998266897747,0.0974176291654076
CSO-16-11B-YAROMO,0.380327868852459,0.0958562657312704
CSO-16-9A-JALEMO,0.098976109215017,0.1044533869270729
CSO-16-9A-JPROSO,0.4936170212765957,0.0997697394148049
CSO-16-9A-JSMAGU,0.2056737588652482,0.1138296064047503
CSO-16-9B-SJPAJI,0.1432098765432098,0.1106604814592281
CSO-17-10A-YVGOCA,0.1401869158878504,0.1078162400790528
CSO-17-10B-EHECO,0.1939799331103679,0.1031540509141711
CSO-17-10B-YCQUVE,0.1407766990291262,0.1087679900000624
CSO-17-11A-DJAPA,0.1480730223123732,0.1063344375970638
CSO-17-11A-JDAMO,0.0,0.109361515917274
CSO-17-11A-NPAHE,0.0792540792540792,0.1020663780670978
CSO-17-11A-RLPAIG,0.8452914798206278,0.1096040200614807
CSO-17-11A-SPUVA,0.3129496402877698,0.1200384225676924
CSO-17-11B-CDBEBU,0.1939799331103679,0.1036526838148567
CSO-17-11C-JDAAG,0.0,0.0976824234547673
CSO-17-11C-MAPAMA,0.3682634730538922,0.1085946931216259
CSO-17-11C-MCAAG,0.0611814345991561,0.1036917741864202
CSO-17-11C-SARJA,0.1141732283464567,0.1053457889628811
CSO-18-11A-ADBAHO,0.0,0.098703733352671
CSO-18-11B-YLLRE,0.0,0.1044085366389732
CSO-18-9B-MAMOLO,0.6223337515683814,0.1026247183611917
CSO-8-3A-AIPRBR,0.4367469879518072,0.1202719914401747
CSO-8-3A-DAPAVA,0.697594501718213,0.1160053153786128
CSO-8-3A-KVPECO,0.4113475177304964,0.1162314626822893
CSO-8-4A-ARAGR,0.2871287128712871,0.1035792277000067
CSO-8-4A-JRAAR,0.1966101694915254,0.1376665837453588
CSO-9-2A-EXMOCO,0.2395833333333333,0.1182146686774104
CSO-9-4A-AGAPE,0.0967741935483871,0.113086554253946
CSO-9-4A-DKVIMO,0.418732782369146,0.1232902116492279
CSO-9-4A-DSMOMU,0.6221662468513854,0.1017210562635921
CSO-9-4A-DVGATO,0.6823529411764706,0.1073627910908335
CSO-9-4A-EGCAMO,0.3986254295532646,0.1219520228322178
CSO-9-4A-FAGIGA,0.9761904761904762,0.1022015653866861
CSO-9-4A-GSBRCO,0.908883826879271,0.1299214238647555
CSO-9-4A-KEMOCO,0.2644376899696048,0.1245257367317592
CSO-9-4A-LCOMO,0.2676923076923077,0.1024505526971372
CSO-9-4A-MLORO,0.3883928571428571,0.1185525578231617
CSO-9-4A-MPAME,0.4123711340206185,0.1201208493358475
CSO-9-4A-NSARPA,0.2806451612903226,0.1082367629474933
CSO-9-4A-SLOCA,0.3729903536977492,0.1228825154736645
CSO-9-4A-YVDITR,0.0,0.1465159529536118
