subject,l1_T6W30,density_T6W30,y_true,y_pred
CDMS-11-6B-VZAPE,-0.04870256971102771,0.0001199815954975314,8,5.038556980006748
CDMS-11-6B-YLNIME,0.09126274558849756,-0.00025118426652648296,0,5.178151129444249
CDMS-11-7C-ICARE,0.03841011673127026,0.00028186119922013475,7,5.125831546052768
CDMS-11-7C-IMOIB,-0.011704256938584123,-0.0005575230489602845,3,5.074877788134733
CDMS-11-7C-SALMA,0.09126274558849712,-0.0001378923458474901,7,5.178264421364927
CDMS-11-7C-SPGAVE,-0.2360861372760379,-0.00014083325586700113,5,4.850912597590373
CDMS-12-5A-SRIGO,0.002467545559766915,-0.0004079336617199836,7,5.089199180020325
CDMS-12-6A-FAROPA,-0.007931892281435537,-0.0005603964945999351,5,5.078647279346242
CDMS-12-6A-JGIGA,-0.000594357889499797,0.00043301323281408344,1,5.086978223465592
CDMS-12-6A-JSOTGU,0.0003494949168789674,0.00048724049386894563,10,5.087976303533026
CDMS-12-6A-SROAL,0.028384926278813616,-0.0004183968138660177,10,5.115106097587225
CDMS-12-6B-IJDAGA,-0.3406187359305526,0.00021738664411286024,10,4.746738218835838
CDMS-12-6B-SCLAG,-0.09143534296619116,0.00011110569558958616,14,4.995815330851676
CDMS-12-7C-ARAHE,0.09126274558849667,0.0002749782164417347,11,5.178677291927216
CDMS-12-7C-CATRAR,0.09126274558849623,-0.0002714906393732619,6,5.178130823071401
CDMS-12-7C-DLOLO,0.036216778745920664,0.000295531199212995,10,5.123651878067411
CDMS-12-7C-JSZAOR,0.03832714557136985,-0.0006430765047245046,5,5.124823637188923
CDMS-12-7C-MAROBE,0.091262745588498,-0.0005138147768626311,2,5.177888498933913
CDMS-12-7C-VMAPA,0.09126274558849712,-1.2740448638304258e-05,4,5.178389573262137
CDMS-12-7C-VQURA,0.07602666883079845,-0.00022154484872860536,4,5.162944692104348
CDMS-13-6B-ASUMO,0.001987571505558172,-0.0003052335616020585,1,5.088821906066234
CDMS-13-6B-JDTAHE,-0.028852943177640533,-0.0002272456527627753,8,5.058059379291874
CDMS-13-7C-MVEAR,-0.25272808295133586,0.00037388159702267387,9,4.8347853667679646
CDMS-13-7C-RAIZAC,0.02412491142043205,-0.0005081619548503724,4,5.110756317587859
CDMS-13-7C-SSOSLO,-0.10660324397629628,0.0002871325448707829,10,4.980823456690852
CDMS-14-10A-IMORTO,0.06268851166921818,-0.0001165577563750908,6,5.149711522035121
CDMS-14-10A-JCVANI,0.03431134143213921,-0.000445906575139432,10,5.1210050029792775
CDMS-14-5A-LSDUCO,0.018824556091374234,0.000428257138658239,3,5.10639238135231
CDMS-14-6B-KDCAHE,-0.09237141160411921,-0.00015278633063120495,8,4.994615370187527
CDMS-15-10A-AMALOS,-0.11015075691569498,-0.00022191134586302397,5,4.97676689986072
CDMS-15-10A-JJMACH,0.02170116289450963,-0.000581100431027437,1,5.10825963058576
CDMS-15-10A-MAALCA,0.022254776763940498,-0.00042252446561974466,6,5.1089718204205985
CDMS-15-10A-MAALRI,0.03337989323331936,-0.0005072250254309907,5,5.120012236330166
CDMS-15-10A-SGOMO,0.04478904783479232,-0.0005626373331177881,4,5.131365978623952
CDMS-15-10A-SHEGA,0.07025014100154658,-0.00019283204810571775,7,5.157196877075719
CDMS-15-11B-JEMOLO,-0.010692510925664589,-0.00048000819716031984,6,5.075967048999453
CDMS-15-11B-VSAHO,-0.0032939750527845035,-0.00014453200898412177,4,5.083701061060509
CDMS-16-10A-SGALO,0.04880540058761307,-0.00047732272553835386,7,5.1354676459843525
CDMS-16-11B-NGABE,0.05551402869381494,-0.0006142585095334496,12,5.142039338306559
CDMS-17-10A-ASSAMO,0.09126274558849712,-0.0007126265697463552,6,5.1776896871410285
CDMS-18-7C-VVECA,0.06711668242278934,0.00012768908942417667,4,5.154383939634491
CDMS-8-4A-DBEVA,-0.09496243409232719,0.0009699021012163911,8,4.993147036131167
CDMS-8-4A-DJAVDA,-0.37747309108934823,0.0013253789353613321,2,4.710991855968291
CDMS-8-4A-DOSTR,-0.10870431891919674,0.0006347686877963277,9,4.979070017890877
CDMS-8-4A-LGOPA,-0.04824357583197436,0.0006072927168521147,6,5.0395032850071555
CDMS-8-4C-JDBUTU,-0.2872002596678116,0.0007280142341739015,3,4.80066732268864
CDMS-9-4A-ACDUTR,-0.0784212325485969,0.00030686659184997467,3,5.009025202165531
CDMS-9-4A-CARGA,-0.04157296919979103,0.0002690597241130632,3,5.0458356586466
CDMS-9-4A-CRAAG,-0.08320106291865592,0.0007491202840812505,14,5.004687625487703
CDMS-9-4A-EROHI,-0.11213512639849554,-0.00022153827205162457,2,4.974782903451731
CDMS-9-4A-ILOSE,0.091262745588498,0.0006341282479027655,1,5.1790364419586785
CDMS-9-4A-TGAFR,0.04173978545253343,0.0005528750890246847,2,5.129432228663836
CDMS-9-4C-SCAMO,0.05098004508765852,-0.0008265618163592059,1,5.137293051393577
CDMS-9-5A-ABERO,-0.08586473170125508,3.146813599208542e-05,6,5.001306304557015
CDMS-9-5A-PAGACO,-0.026288195374803536,6.61228006268999e-05,6,5.060917495548101
CDMS-9-5A-VVAAR,-0.008230671311165061,0.000590415643789477,2,5.079499312454902
CDMS-9-5C-JDMADE,-0.34799010561745547,0.00012251474336988366,6,4.739271977248192
CDMS-9-5C-LVIZAC,-0.0073396854881817575,-1.933643765905657e-05,2,5.079780546196437
CDMS-9-5C-MLOGO,-0.08497406910267147,0.0005161468082675036,5,5.002681645827874
CDMS-9-5C-SCAAG,-0.005510148192813258,-9.157353400324197e-05,10,5.081537846395461
CDMS-XX-10A-VGILO,-0.17434394923428398,-0.00029175177419693554,7,4.912503867113797
CDMS-XX-5C-MJSARU,0.03411427774993658,-0.0003718307166256096,2,5.120882015155589
CDMS-XX-5C-MPCAQU,0.09126274558849667,0.00048118070774316735,9,5.178883494418518
CDMS-XX-6A-MAGICA,0.0691234597904482,-0.00041964108944325673,2,5.155843386823283
CDMS-XX-6B-SPUCA,0.07444410281319769,-0.0003208309259932207,0,5.161262840009482
CSO-10-4A-ICAPA,0.05423156351373537,0.0004448496920406164,6,5.141815981328054
CSO-10-4A-KCOMO,-0.028915373369306163,0.000672535361872395,4,5.058896730114844
CSO-10-4A-LRAVI,0.09126274558849756,0.0010642423407127843,12,5.179466556051488
CSO-10-4A-LSCAVA,0.061664345578920976,-0.00033161745030296785,11,5.148472296250896
CSO-10-5A-ACAVA,-0.16864275337960954,-0.0005521528775069839,4,4.917944661865161
CSO-10-5A-ARACA,-0.13000115569465054,-0.0002469625838217304,0,4.9568914498438055
CSO-10-5A-DABRZA,-0.02670802016395868,0.0007915555778099659,3,5.061223103536129
CSO-10-5A-GZAMA,0.06341130004828832,-8.833525979889956e-05,6,5.150462532910767
CSO-10-5A-IPECA,0.05974383870807021,-0.00016408260396083563,11,5.146719324226387
CSO-10-5A-JANORO,0.041866119534513135,-0.0002829792507701434,5,5.128722708406021
CSO-10-5A-JBUVE,-0.03199029325735259,-0.0004715932802850098,2,5.05467768158464
CSO-10-5A-JJSEMO,0.05641905950127457,0.0006292709818951359,13,5.1441878986054475
CSO-10-5A-JLCARI,0.001987571505557728,-0.0002113809546870904,9,5.088915758673148
CSO-10-5A-MAARAN,0.05088155437738662,0.0005547300743660166,4,5.13857585257403
CSO-10-5A-MAOSMO,0.07219125920819058,-0.000627021630903446,2,5.158703805699565
CSO-10-5A-RVMOIB,0.024109162456283695,-0.00030805268065003943,4,5.110940677897911
CSO-10-5A-SVHEES,-0.1365428710369363,0.0002399891980697788,7,4.950836686283411
CSO-11-5A-MDVOSPE,0.03558399850825911,-0.00013381134150503016,3,5.122589755289032
CSO-11-5A-MTAGA,-0.04545545704985443,-0.000807984238620385,5,5.040876126833803
CSO-11-6A-CAPAMU,-0.02671842414718162,-0.000493945690235531,1,5.059927198284861
CSO-11-6A-DSCACH,0.05900511432805944,-0.0005524640473448805,0,5.145592218402992
CSO-11-6A-EROMO,0.09126274558849756,1.9755438453561425e-05,7,5.178422069149229
CSO-11-6A-FSOVRE,-0.003656261338766953,0.0003508286985267617,5,5.0838341354820376
CSO-11-6B-ANREVA,0.04551231011662926,2.619760542321714e-05,5,5.13267807584433
CSO-11-6B-DISEMO,0.091262745588498,-0.0007226302965381848,0,5.177679683414238
CSO-11-6B-LHFDLACH,-0.009197218595941248,-0.000285366750146121,7,5.07765698277619
CSO-11-6B-RJGIHE,-0.07942494230701991,0.00021048346071905755,3,5.007925109275977
CSO-11-6B-SFLVA,-0.2131004962963008,0.0004965155387690601,8,4.874535587364746
CSO-11-6B-VCOMA,0.031313899108120324,-0.0003015251678597508,14,5.118151942062538
CSO-12-6A-DGISE,-0.2958288295367488,-0.00016365239278659516,2,4.791147086192742
CSO-12-6A-FJOVRE,-0.07581866092700151,0.00011371422491590621,1,5.011434621420192
CSO-12-6B-GQULO,-0.13084773062129784,0.00021541276668202158,4,4.956507250267662
CSO-12-6B-LJHEFE,0.009903596793700231,-0.00043059862268179927,2,5.096612566293296
CSO-12-6B-VPAMA,-0.00152324994714359,0.00013552610236367002,9,5.085751844277498
CSO-12-7A-DALRE,-0.08275543377815442,0.0007241951479572961,8,5.005108329492081
CSO-12-7A-ESALA,0.09126274558849712,0.0004130479387516317,7,5.1788153616495265
CSO-12-7A-IMERO,-0.009094329443974924,-8.893005942711696e-05,9,5.077956308618876
CSO-12-7A-JHEZA,-0.08657401451660629,-0.0007345163017324907,9,4.999831037303939
CSO-12-7A-LSARAR,0.09126274558849712,0.00033535250901373104,6,5.178737666219789
CSO-12-7A-SCAHO,0.06894395206776194,1.0527664203063836e-05,1,5.156094047854243
CSO-12-7B-DVAGRO,-0.0910895421676643,-0.0005143425412845737,8,4.995535683413329
CSO-12-7B-SMUGU,-0.010687298888933494,-0.00010414957794280255,4,5.0763481196554014
CSO-12-7B-SSARA,-0.04500711584173267,-0.0006216974027450917,2,5.0415107548778
CSO-12-7B-VHOMA,-0.046619601316369774,-0.0007461048317018992,8,5.039773861974206
CSO-12-8A-YTOME,0.05950138557822049,-0.0003985846412457583,13,5.1462423690592525
CSO-13-6A-ANASA,0.06793519303857742,-0.0006529206799967824,3,5.154421840480858
CSO-13-6B-JETAVE,0.05748788422787632,0.00037606394620182115,9,5.145003516296356
CSO-13-6B-LFMIES,-0.03420490724639125,-0.00023215171242396693,8,5.0527025091634625
CSO-13-6B-LJMAHU,0.04393922924080762,-0.00020582441204997082,8,5.130872972951035
CSO-13-7A-CAPAMU,-0.06261851698837795,-0.00039351800984732677,7,5.0241275331240525
CSO-13-7A-CDDITR,0.05504365083993612,-0.0007194877299729896,2,5.141463731232241
CSO-13-7A-JJATFL,0.03519089979748902,0.00014865040294864684,7,5.122479118322715
CSO-13-7A-KRAMA,0.0030636683551992228,0.00045132436198658255,6,5.0906545608394635
CSO-13-7A-RXCHLU,0.09126274558849756,-6.06778808842634e-06,1,5.178396245922687
CSO-13-7A-YAMEZA,-0.009888317349140863,-0.0005164092004985577,3,5.076734841572638
CSO-13-7A-YBOSO,-0.04791624771496128,0.00015129928296975237,4,5.039374619690286
CSO-13-8A-KIGAGU,-0.21972189552845656,-0.00019216988276049563,2,4.867225502711061
CSO-13-8A-MBUAN,-0.020116204736557286,-0.000556140675352701,3,5.066467222710368
CSO-13-8A-MGAAN,0.0012578016901656497,-0.0007050136091706349,9,5.087692356203273
CSO-13-8A-MGAHE,0.016530133799611768,-0.00013426920083148275,12,5.103535432721058
CSO-13-8A-MJAGA,-0.3596835262297642,0.0005557501816513266,2,4.728011792074165
CSO-13-8A-VHODU,-0.010939650484175,2.334623168520622e-05,8,5.076223263869788
CSO-13-8B-FCJISA,0.05456072957662261,-0.000387644360308137,5,5.141312653338592
CSO-13-8B-JEMABE,0.008643102939132952,0.0004947437218172368,6,5.096277414783228
CSO-13-9B-DMLLLU,0.006725505043903457,0.00045848783601387666,10,5.094323561002195
CSO-14-7A-MVEBE,-0.011937785433091097,0.00030632619718184984,10,5.0755081088863685
CSO-14-7B-EALHU,0.0640087733024508,-1.0610664518573287e-05,5,5.15113773076021
CSO-14-7B-EVEGO,0.06294976180790801,-0.0005676171112343198,1,5.149521712818951
CSO-14-8A-AQUMA,0.056565461543657936,0.00036661196988463374,3,5.14407164163582
CSO-14-8A-MCIDOS,0.004640854651377424,0.00019224835961040299,7,5.091972671133266
CSO-14-8A-SZARA,-0.13543701852904588,-0.00023644235435904548,12,4.951466107238873
CSO-14-8B-JLLORA,-0.029291321603793996,0.00027976817816810495,13,5.058128014696652
CSO-14-9A-AEDCAGO,0.013357522921780607,-0.0005989528808738598,2,5.0998981381631845
CSO-14-9A-HASACA,0.0548840953564631,-0.00035247883062217156,11,5.141671184648119
CSO-14-9A-JSMAAL,-0.07101145184391999,-0.00035181740209555556,2,5.015776298876262
CSO-14-9A-MARJA,0.091262745588498,-0.00015883223284873793,3,5.178243481477927
CSO-14-9A-SORZU,-0.06454769974493457,-0.00020275965559113374,5,5.022389108721752
CSO-14-9B-ERAGA,-0.046369814456036273,0.0005033115954864442,1,5.041273065261728
CSO-14-9B-MFEGA,-0.11439510275390585,0.00021818036969634136,11,4.972962645738068
CSO-15-10A-LJRAGU,0.07474683838315377,-0.00023461121141776786,8,5.161651795294014
CSO-15-10A-MAARLO,-0.013204327124348492,9.24122319170273e-05,4,5.074027653229846
CSO-15-10A-SFEGA,-0.0022235216115618073,0.0007069173776264037,2,5.085622963888342
CSO-15-10B-MEBUAR,0.06623864376221844,-0.00019752713172183078,8,5.153180684752774
CSO-15-10B-YVBUAN,0.05656546154365705,-0.00016757151141399973,6,5.143537458154521
CSO-15-10C-ALBAHO,-0.11347990571741828,-0.0004127283186514674,5,4.973246934086208
CSO-15-10C-SSCAMO,-0.023766220433525387,-0.0004950483801846595,3,5.062878299308568
CSO-15-11C-JETALO,-0.08272733460499593,-7.915532854019247e-05,5,5.004333078188742
CSO-15-7B-JCRAGA,-0.16760727330403968,-0.00010423098000034159,8,4.919428063838238
CSO-15-8A-VBMABR,0.07491036221687075,-0.00010076348110299449,12,5.1619491668580455
CSO-15-8B-KEPOGO,0.06268851166921863,-0.0007407079374166514,5,5.14908737185408
CSO-15-9B-ALRIHE,-0.0750114588540165,-0.00037173788615652015,3,5.011756371382105
CSO-15-9B-AMSAGO,0.09126274558849712,-0.000531957769434932,15,5.17787035594134
CSO-15-9B-JCAPA,-0.001523249947143146,-0.00012916521107930734,5,5.085487152964055
CSO-15-9B-KSBEJA,-0.02946757024004043,0.0006211207028785637,13,5.058293118585116
CSO-15-9B-RMCHLU,0.06521241876618866,-9.663768839729414e-05,5,5.152255349200069
CSO-15-9B-SJAGRO,0.09126274558849667,-0.000762577597642089,3,5.177639736113132
CSO-16-10A-JEGAHE,0.04662515854702853,-0.00011945594588613773,6,5.13364527072342
CSO-16-10A-MSACO,0.06521241876618822,-0.00043594854737127875,5,5.151916038341095
CSO-16-10A-SARI,0.012615568420193846,-0.00023709280433070745,3,5.099518043738141
CSO-16-10A-SMOUT,-0.06425839653078835,-0.0005527085771630524,0,5.022328463014326
CSO-16-10A-YKMUJO,-0.04411354297989467,0.00045598679886138527,5,5.0434820119412445
CSO-16-10B-JESUGU,0.03584023818801452,-0.0005451409375636374,3,5.122434665372729
CSO-16-10B-LTVIFA,0.09126274558849712,-0.0012709800920616132,10,5.177131333618713
CSO-16-10B-VVILI,0.01063001776508088,-0.0004998454321762935,13,5.097269740455182
CSO-16-10C-ACALGU,0.09126274558849712,-0.00022158432622632063,6,5.1781807293845485
CSO-16-10C-MAVAVE,0.01865537773975401,-0.0005571595552327224,4,5.105237786306799
CSO-16-11A-JAVABO,-0.03107730778442086,-0.0003264109872835874,4,5.055735849350573
CSO-16-11A-JDMUVA,0.040287723349782034,-0.0006511202212067246,4,5.126776171250853
CSO-16-11A-VZAOR,-0.041395143611051566,-0.000767930950991591,1,5.044976493560235
CSO-16-11B-KRORE,0.05823093117780909,-0.0004180748418867175,3,5.1449524244582
CSO-16-11B-LLOZA,0.019703355617335827,-0.000701234192117095,4,5.1061416895474965
CSO-16-11B-YAROMO,-0.017038285266216757,-0.0007760309670277188,4,5.069325251889033
CSO-16-9A-JALEMO,0.06307860359985584,-0.00036418775045499174,5,5.149853983971679
CSO-16-9A-JPROSO,-0.04929816679740773,-0.0005885568634194094,0,5.037252844461451
CSO-16-9A-JSMAGU,0.032695698761035175,8.497799945672568e-05,9,5.11992024488277
CSO-16-9B-SJPAJI,0.05048272779752416,-6.683824013897777e-05,7,5.137555457679663
CSO-17-10A-YVGOCA,0.051343537067685574,-0.0002030910033656852,13,5.138280014186598
CSO-17-10B-EHECO,0.03602559774453917,-0.00042643215887805397,8,5.122738733707939
CSO-17-10B-YCQUVE,0.05117559217746903,-0.00015749763089756286,4,5.138157662668849
CSO-17-11A-DJAPA,0.049097912896670426,-0.0002740764282083141,7,5.13596340459074
CSO-17-11A-JDAMO,0.09126274558849712,-0.00012906490123132386,3,5.1782732488095435
CSO-17-11A-NPAHE,0.06869459009530177,-0.00047853688948551465,6,5.155355621328094
CSO-17-11A-RLPAIG,-0.1494399378974558,-0.00011744779307232278,1,4.93758218243175
CSO-17-11A-SPUVA,0.002148138365418717,0.00038240998411875893,2,5.089670116471815
CSO-17-11B-CDBEBU,0.036025597744538285,-0.00040254525847993605,5,5.122762620608336
CSO-17-11C-JDAAG,0.09126274558849712,-0.0006885492794159731,3,5.177713764431359
CSO-17-11C-MAPAMA,-0.013602863861084558,-0.00016579938007676986,2,5.073370904881116
CSO-17-11C-MCAAG,0.07384090254488518,-0.000400672642751676,3,5.160579798024411
CSO-17-11C-SARJA,0.05875111723152182,-0.00032143742548873533,3,5.145569247928311
CSO-18-11A-ADBAHO,0.09126274558849667,-0.0006396236514185638,7,5.177762690059356
CSO-18-11B-YLLRE,0.09126274558849756,-0.0003663362937289527,10,5.178035977417046
CSO-18-9B-MAMOLO,-0.08595115944007059,-0.0004517897194240561,1,5.000736618962783
CSO-8-3A-AIPRBR,-0.03310402553608016,0.000393599050033,0,5.054429141636231
CSO-8-3A-DAPAVA,-0.10738218643453834,0.00018920486350815224,3,4.979946586551248
CSO-8-3A-KVPECO,-0.025871348066422772,0.00020003840078652857,7,5.0614682584566415
CSO-8-4A-ARAGR,0.009500828730359956,-0.00040606415764710135,10,5.096234332694991
CSO-8-4A-JRAAR,0.0352766194686871,0.0012268832021100629,1,5.123643070793075
CSO-9-2A-EXMOCO,0.023039709359526928,0.0002950434516120204,5,5.110474320933417
CSO-9-4A-AGAPE,0.06370561454509849,4.9382248168416965e-05,1,5.150894564915545
CSO-9-4A-DKVIMO,-0.02797435402261028,0.0005381862311266694,3,5.059703400330794
CSO-9-4A-DSMOMU,-0.08590346129589088,-0.0004950794551965565,7,5.00074102737119
CSO-9-4A-DVGATO,-0.10304204506260684,-0.00022481337828716974,4,4.983872709681384
CSO-9-4A-EGCAMO,-0.02224864413895178,0.0004740805875953491,8,5.065365004570921
CSO-9-4A-FAGIGA,-0.18671434612705973,-0.0004720607704138402,9,4.899953161224804
CSO-9-4A-GSBRCO,-0.16754830519039654,0.0008558530065991832,3,4.92044711593848
CSO-9-4A-KEMOCO,0.015962256810333475,0.000597373790841349,2,5.103699198723453
CSO-9-4A-LCOMO,0.015035481563832942,-0.0004601330875888543,3,5.101714916598522
CSO-9-4A-MLORO,-0.01933484730442947,0.0003112299574739019,3,5.068115950775322
CSO-9-4A-MPAME,-0.026162829991622782,0.0003863586204766456,10,5.061363096751132
CSO-9-4A-NSARPA,0.01134706556263998,-0.00018294594703371914,3,5.098303687737884
CSO-9-4A-SLOCA,-0.014948876310820314,0.0005186556347207549,4,5.072709347446178
CSO-9-4A-YVDITR,0.09126274558849667,0.0016508103047256917,8,5.1800531240155
