target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W30,VALIDATION,R2,0.002522,0.032324,-0.000656,0.005699,1.9659,399,False
MOT,T2W30,VALIDATION,RMSE,7.51807,0.34009,7.48464,7.5515,1.9659,399,True
MOT,T2W30,VALIDATION,MAE,6.372959,0.264595,6.34695,6.398968,1.9659,399,True
MOT,T2W30,VALIDATION,rho,0.089813,0.130419,0.076994,0.102633,1.9659,399,True
MOT,T2W30,TEST,R2,-0.000966,0.055928,-0.006463,0.004532,1.9659,399,False
MOT,T2W30,TEST,RMSE,7.5769,0.536417,7.524172,7.629628,1.9659,399,True
MOT,T2W30,TEST,MAE,6.438368,0.431719,6.395932,6.480805,1.9659,399,True
MOT,T2W30,TEST,rho,0.093207,0.213868,0.072185,0.11423,1.9659,399,True
COG,T2W30,VALIDATION,R2,-0.00869,0.030594,-0.011698,-0.005683,1.9659,399,True
COG,T2W30,VALIDATION,RMSE,2.23817,0.181657,2.220313,2.256026,1.9659,399,True
COG,T2W30,VALIDATION,MAE,1.74169,0.117531,1.730137,1.753243,1.9659,399,True
COG,T2W30,VALIDATION,rho,0.065698,0.120231,0.05388,0.077516,1.9659,399,True
COG,T2W30,TEST,R2,-0.020896,0.047352,-0.02555,-0.016241,1.9659,399,True
COG,T2W30,TEST,RMSE,2.236423,0.280965,2.208805,2.264041,1.9659,399,True
COG,T2W30,TEST,MAE,1.774595,0.191212,1.7558,1.793391,1.9659,399,True
COG,T2W30,TEST,rho,0.029866,0.199211,0.010285,0.049448,1.9659,399,True
MOT_V4,T2W30,VALIDATION,R2,-0.004264,0.037986,-0.007998,-0.00053,1.9659,399,True
MOT_V4,T2W30,VALIDATION,RMSE,3.457522,0.195945,3.438262,3.476783,1.9659,399,True
MOT_V4,T2W30,VALIDATION,MAE,2.840312,0.130612,2.827474,2.853151,1.9659,399,True
MOT_V4,T2W30,VALIDATION,rho,0.06122,0.128788,0.048561,0.073879,1.9659,399,True
MOT_V4,T2W30,TEST,R2,-0.008362,0.055123,-0.01378,-0.002943,1.9659,399,True
MOT_V4,T2W30,TEST,RMSE,3.34698,0.270855,3.320355,3.373604,1.9659,399,True
MOT_V4,T2W30,TEST,MAE,2.761542,0.185915,2.743267,2.779817,1.9659,399,True
MOT_V4,T2W30,TEST,rho,0.068275,0.200456,0.048571,0.087979,1.9659,399,True
COG_V1,T2W30,VALIDATION,R2,0.011945,0.056328,0.006408,0.017481,1.9659,399,True
COG_V1,T2W30,VALIDATION,RMSE,1.33559,0.082911,1.327441,1.34374,1.9659,399,True
COG_V1,T2W30,VALIDATION,MAE,1.060765,0.065769,1.0543,1.06723,1.9659,399,True
COG_V1,T2W30,VALIDATION,rho,0.120983,0.119563,0.109231,0.132736,1.9659,399,True
COG_V1,T2W30,TEST,R2,0.002166,0.09034,-0.006714,0.011046,1.9659,399,False
COG_V1,T2W30,TEST,RMSE,1.340378,0.122082,1.328378,1.352378,1.9659,399,True
COG_V1,T2W30,TEST,MAE,1.061334,0.096356,1.051863,1.070806,1.9659,399,True
COG_V1,T2W30,TEST,rho,0.114893,0.20979,0.094271,0.135514,1.9659,399,True
