feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
l3_T6W40,-0.26979534680546213,0.12449771870516983,1.0,395,0.9875
pe_T6W40,-0.24462696053458277,0.06601335424961718,1.0,8,0.02
re_T6W40,-0.18353645373842506,0.12129916704100349,1.0,328,0.82
nodes_T6W40,-0.1277903032403693,0.5720971459793998,1.0,345,0.8625
lsc_T6W40,-0.1132388009844918,0.14265495499917163,1.0,2,0.005
diameter_T6W40,0.10555853683144246,0.19380001742609057,1.0,70,0.175
atd_T6W40,-0.09321230516474478,0.29084005527808526,1.0,361,0.9025
l2_T6W40,0.08436840848689937,0.07175111627243633,1.0,3,0.0075
density_T6W40,-0.0795425578407737,0.14086668076337577,1.0,73,0.1825
l1_T6W40,0.05283275406437269,0.09474670086865837,1.0,5,0.0125
asp_T6W40,0.04391393299973585,0.1499434374928829,1.0,94,0.235
edges_T6W40,0.010176622126559294,0.06354608555022571,1.0,11,0.0275
lcc_T6W40,-0.0038035217108124894,0.3230851184103098,1.0,305,0.7625
