feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_l2,z,6,T6W180,247,-0.05090478093110856,0.42574741585963444,-0.05861229281499207,0.35998012997387824,0.1029759022637696,0.10642362956978658,0.047311714376055365,0.46009552045997926,-0.07407086315327743,0.2461286724434117,-0.08644478683929181,0.17654841717680764,0.002656177754417283,0.9668706434058126,-0.02625814970948794,0.6819408879978224
z_l3,z,6,T6W180,247,0.054321043347172755,0.3953142664906406,0.05822665565331468,0.3631549477852017,-0.07796070451030734,0.22212670923436048,-0.0463401811200967,0.4693701214965648,0.0637788569364702,0.31813602833504107,0.06994598872217186,0.2744766201582087,-0.11089818000978391,0.08195916757206699,-0.09661063317416844,0.13076354249188596
z_cc,z,6,T6W180,247,-0.01677682952247294,0.7930519514278371,-0.019481654179873808,0.7611047374612765,0.06402534534459578,0.31626550429668954,0.03905644942714481,0.5420677295836963,-0.003222123523304186,0.9598172594474003,-0.007503397744980163,0.9067899693688659,0.0713232158675735,0.2641358554525647,0.05955076097166218,0.352326686503519
z_density,z,6,T6W180,247,-0.042411949376473954,0.5070272958157583,-0.045098564274176814,0.4813711046253891,0.026107961832507073,0.6830482440479841,0.001539582965701393,0.9808331130556073,0.005224957127740163,0.9348847509246201,0.0012693623721089426,0.9841967140295443,0.10137901766509505,0.11199006974446082,0.09070138250650957,0.1561105015348561
z_lsc,z,6,T6W180,247,-0.052567080340511704,0.41077266401991824,-0.053575379165745916,0.4028072043163825,-0.01945957551224618,0.7608927101232699,-0.029937544389956314,0.6403101071374167,-0.017805630487340997,0.7806745900995723,-0.019392843563637255,0.7621610623257039,0.012941663116421493,0.8396267378089085,0.008387127860855902,0.8958708183418309
z_asp,z,6,T6W180,247,0.008374067415578711,0.8958200004686575,0.010477666530781997,0.8701222005045817,-0.017913036519021732,0.7793855227250708,0.003184402199154111,0.9603685172884577,0.001473941616677734,0.9816125282759508,0.004879603517482463,0.9393043430073481,-0.06321858363644643,0.32241450806202515,-0.053746481452269644,0.401304370106647
z_pe,z,6,T6W180,247,-0.020547790206187282,0.7479605487619572,-0.022046571266752607,0.7307954364500207,0.017637228341370405,0.7826969269393896,0.0029446024685920867,0.9633507733947877,-0.009544441578025737,0.8813601733976707,-0.011956913301733922,0.8519833931558477,-0.010176769669947738,0.8735638497154067,-0.017363822106081134,0.7864108390385464
z_l1,z,6,T6W180,247,-0.03133659560344272,0.6240522033357357,-0.03030129289123572,0.6362522459946618,-0.016747394658728897,0.7934068580415939,-0.005894634646698366,0.9267110352936399,-0.09065200674832553,0.15548911692716202,-0.08904272280563752,0.16385142642336428,-0.03992563355493391,0.5322685819071923,-0.034918643931557976,0.5857161399218704
z_diameter,z,6,T6W180,247,-0.01286677929335421,0.8405422845751148,-0.010967499886044478,0.864107761046902,0.014401615909828705,0.8218215708048952,0.03531117542631013,0.58150667042239,0.004572537079349043,0.9430006957651553,0.007804375770469331,0.9030690877942411,-0.016149184737696585,0.8006288051304881,-0.006744299526836947,0.9161832773253842
z_re,z,6,T6W180,247,0.04586865476843783,0.473001746969411,0.045947225967343186,0.47315038886363303,-0.0020640749395842966,0.9742527720865765,-0.0014171146483513708,0.9823575127013047,0.007939480001393944,0.9011983054817454,0.008055064915655137,0.8999715200642182,-0.0075732769472576025,0.9057338215396296,-0.00728999461846571,0.9094294316216924
