target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T6W30,VALIDATION,R2,-0.017335,0.03373,-0.020651,-0.01402,1.9659,399,True
MOT,T6W30,VALIDATION,RMSE,7.662642,0.33209,7.629999,7.695285,1.9659,399,True
MOT,T6W30,VALIDATION,MAE,6.536017,0.257959,6.510661,6.561374,1.9659,399,True
MOT,T6W30,VALIDATION,rho,-0.035003,0.12653,-0.047441,-0.022566,1.9659,399,True
MOT,T6W30,TEST,R2,-0.014113,0.031145,-0.017174,-0.011051,1.9659,399,True
MOT,T6W30,TEST,RMSE,7.834547,0.488901,7.78649,7.882605,1.9659,399,True
MOT,T6W30,TEST,MAE,6.718333,0.377254,6.68125,6.755415,1.9659,399,True
MOT,T6W30,TEST,rho,-0.009509,0.1831,-0.027507,0.008489,1.9659,399,False
COG,T6W30,VALIDATION,R2,-0.00126,0.050749,-0.006248,0.003729,1.9659,399,False
COG,T6W30,VALIDATION,RMSE,2.242004,0.183722,2.223944,2.260063,1.9659,399,True
COG,T6W30,VALIDATION,MAE,1.763965,0.125274,1.751651,1.776279,1.9659,399,True
COG,T6W30,VALIDATION,rho,0.106244,0.130803,0.093386,0.119101,1.9659,399,True
COG,T6W30,TEST,R2,-0.00681,0.067998,-0.013494,-0.000126,1.9659,399,True
COG,T6W30,TEST,RMSE,2.169253,0.262725,2.143428,2.195077,1.9659,399,True
COG,T6W30,TEST,MAE,1.700442,0.189679,1.681797,1.719087,1.9659,399,True
COG,T6W30,TEST,rho,0.101734,0.183698,0.083677,0.119791,1.9659,399,True
MOT_V4,T6W30,VALIDATION,R2,-0.013131,0.027684,-0.015852,-0.010409,1.9659,399,True
MOT_V4,T6W30,VALIDATION,RMSE,3.471078,0.17534,3.453842,3.488313,1.9659,399,True
MOT_V4,T6W30,VALIDATION,MAE,2.878429,0.120683,2.866566,2.890292,1.9659,399,True
MOT_V4,T6W30,VALIDATION,rho,0.011722,0.129578,-0.001015,0.024459,1.9659,399,False
MOT_V4,T6W30,TEST,R2,-0.017818,0.035382,-0.021296,-0.01434,1.9659,399,True
MOT_V4,T6W30,TEST,RMSE,3.488382,0.261616,3.462666,3.514098,1.9659,399,True
MOT_V4,T6W30,TEST,MAE,2.90785,0.171758,2.890967,2.924733,1.9659,399,True
MOT_V4,T6W30,TEST,rho,0.015311,0.183268,-0.002703,0.033326,1.9659,399,False
COG_V1,T6W30,VALIDATION,R2,-0.0097,0.040783,-0.013709,-0.005692,1.9659,399,True
COG_V1,T6W30,VALIDATION,RMSE,1.387491,0.074831,1.380135,1.394846,1.9659,399,True
COG_V1,T6W30,VALIDATION,MAE,1.084461,0.057438,1.078815,1.090107,1.9659,399,True
COG_V1,T6W30,VALIDATION,rho,0.091163,0.130765,0.078309,0.104017,1.9659,399,True
COG_V1,T6W30,TEST,R2,-0.012232,0.0519,-0.017333,-0.00713,1.9659,399,True
COG_V1,T6W30,TEST,RMSE,1.342156,0.105726,1.331764,1.352549,1.9659,399,True
COG_V1,T6W30,TEST,MAE,1.041762,0.076614,1.034231,1.049293,1.9659,399,True
COG_V1,T6W30,TEST,rho,0.083316,0.198824,0.063773,0.10286,1.9659,399,True
