subject,pe_T2W10,l2_T2W10,diameter_T2W10,asp_T2W10,z_pe_T2W10,z_l3_T2W10,y_true,y_pred
CSO-15-10A-LJRAGU,-0.29558799524575086,-0.08958774686932225,2.4830512290725317,0.16520376275352308,0.5979960079856673,-0.42107525769664783,17,17.0
CSO-15-10A-MAARLO,0.13258287914974642,-0.1903709658347916,-0.4852632613756173,0.015807711503990296,-0.12345534058503592,0.09069897714170937,14,14.0
CSO-15-10A-SFEGA,-1.392434107877472,-1.3742380710854665,-1.915407824948655,-1.6169207206114122,-2.148680814399282,-1.1123184610777113,5,5.0
CSO-15-10B-MEBUAR,-0.1316708884935751,-0.20853222346029995,0.9082495964677216,0.1534835140935771,-0.3307236406577647,1.0491936420503425,16,16.0
CSO-15-10B-YVBUAN,1.0266121596834932,0.9606002802932672,3.0436303209542013,1.7430756626243784,1.4132505654089556,1.2528310110357064,24,24.0
CSO-15-10C-ALBAHO,-0.2694885704426695,-0.2586310031704633,1.0441579901428262,-0.5285266820601399,-0.7916690794016435,-0.7558426550679088,13,13.0
CSO-15-10C-SSCAMO,-0.6732361490674176,-0.7306901656689722,0.6713607232136862,-0.5159192314830112,-1.7126950644423828,-1.598820112551901,10,10.0
CSO-15-11C-JETALO,-0.15508034916016653,0.09644901240034548,-0.35194014952002095,0.45504530786576314,0.03789744195400374,0.3576287364600764,15,15.0
CSO-15-7B-JCRAGA,0.40098823924273813,0.3895599578587707,2.608629440636861,0.7424414144674054,0.14603093256100141,1.1523500152332244,20,20.0
CSO-15-8A-VBMABR,2.4102686150430612,2.3702464492521624,4.300903161374079,2.432901800719158,2.240391698126162,2.685288275485377,31,31.0
CSO-15-8B-KEPOGO,-0.8691894429200099,-0.7267280167820607,-3.0086803508920466,-0.8445521534904437,-0.9980748044620924,-1.1127752314533454,7,7.0
CSO-15-9B-ALRIHE,-0.803179147136805,-0.8850402645043782,-2.1212667148969677,-0.550148637326779,-0.867352259278334,-1.3330129768567343,8,8.0
CSO-15-9B-AMSAGO,2.3201235981712687,2.040371313183819,3.611810708533778,3.060474934896964,2.6903500432629475,3.7168694019512225,32,32.0
CSO-15-9B-JCAPA,-0.5401212711429162,-0.6834183696092117,1.8846814697756955,-0.15392366985811512,-0.8152613605483079,-0.2519567986171434,14,14.0
CSO-15-9B-KSBEJA,2.0455833394471457,1.9250361579326196,4.195851768244335,1.9509945731755893,1.412072489489617,1.910461671710694,28,28.0
CSO-15-9B-RMCHLU,-0.44743761770373247,-0.5511186512028017,-2.5444587130932943,-0.24223424530043847,-0.3177618258603906,-1.4569889468393413,9,9.0
CSO-16-10A-JEGAHE,-0.30040208249098055,-0.26832532612027915,-2.242392653646491,-0.9703811851534995,-0.5580769452256157,-1.2204218073631334,9,9.0
CSO-16-10A-MSACO,0.15589001231407842,0.14341636008568429,-0.06990859307874563,-0.059118986149283015,0.3929804635104336,-0.12325925668216632,15,15.0
CSO-16-10A-SMOUT,-1.191718318473035,-1.107959943318703,-3.677231974899866,-2.325656482497786,-1.3057526209950627,-0.9516806598155458,4,4.0
CSO-16-10A-YKMUJO,-0.45596927671266474,-0.21568990177273473,0.3489392223560837,-0.4966503559747453,1.0336246812658605,0.2257456308382018,15,15.0
CSO-16-10B-JESUGU,-0.5330696310373858,-0.4575242122300853,-0.6609078523768254,-0.8460042785112937,-1.1660607826787026,-0.8964332431657057,10,10.0
CSO-16-10B-LTVIFA,0.4510552732648704,0.5428930813569245,1.3082594487484374,0.34915661745619797,1.0177794790256462,1.770856100147925,20,20.0
CSO-16-10B-VVILI,1.9547106163831551,1.6324774926101604,2.8655514491555043,2.503499590789757,2.7037891421936195,3.7799717088678055,30,30.0
CSO-16-10C-ACALGU,0.42685381739980327,0.09598552419304324,2.4002303241788057,0.5966507032858733,0.09209253276611129,0.8281870981763642,19,19.0
CSO-16-10C-MAVAVE,-0.3774485006181097,-0.2912603211979034,-1.405408054242958,-0.14133934200268383,-0.5415564545983896,-0.8029873273399541,11,11.0
CSO-16-11A-JAVABO,-0.6432810608140538,-0.728764917596631,2.7326116999225127,-0.023425319075890627,0.2309039020407186,-0.1280443044766545,16,16.0
CSO-16-11A-JDMUVA,0.683963385158397,0.6317381354805827,1.9287876740212753,1.4189062766778378,1.2350879184529286,2.54151661020898,23,23.0
CSO-16-11A-VZAOR,-1.6222421987221967,-1.491809116470612,-2.7304189496856743,-1.4645816416762312,-1.6777116623204915,-1.5732364311247922,4,4.0
CSO-16-11B-KRORE,-0.9509298203582129,-0.6641364021889992,-2.616661565168827,-0.9493860363336244,-1.007653646279226,-0.37123252967110876,8,8.0
CSO-16-11B-LLOZA,-1.230482920354095,-1.1886010402681737,-0.2738280478294035,-1.2154959079235095,-0.506457663320222,-1.1451344203045954,9,9.0
CSO-16-11B-YAROMO,0.073495683722261,0.0047505381858408136,-1.4577226058967945,0.24731186071107938,0.08754815927120072,-0.5153836359935859,13,13.0
CSO-16-9A-JALEMO,0.10769702009009759,-0.19686139532957508,-0.8666554393973623,0.2378763141200766,-0.059716827054096644,-0.7823396724291388,13,13.0
CSO-16-9A-JPROSO,-1.438135281176752,-1.7024128284667417,-3.582983965894988,-1.7313262185944627,-1.8716210777979776,-2.2335206280690776,2,2.0
CSO-16-9A-JSMAGU,0.2945428681329819,0.23339768979882305,2.4355352949395384,1.0231156940968396,-0.10765333601866534,0.5610617890504837,19,19.0
CSO-16-9B-SJPAJI,1.2589446641475492,1.041799383851517,1.5494282194661981,1.548811741753913,1.5053679799035515,2.535648010877271,24,24.0
CSO-17-10A-YVGOCA,1.1139672068608297,1.1100541722869384,2.029843081310532,1.9859226325243196,1.204525006054096,1.9956879009632846,24,24.0
CSO-17-10B-EHECO,0.18667816327908052,0.1333615515813844,-0.6622422859714212,0.5819393024074903,-8.867565759307361e-05,0.20035194436106035,15,15.0
CSO-17-10B-YCQUVE,-0.7200612280297313,-0.67157690291312,0.20515776697987884,-0.6660198924525292,0.07557724649751885,-0.7830769900820163,12,12.0
CSO-17-11A-DJAPA,0.006620065128352559,0.043892428906047845,-0.17589211898350396,0.4692382423677043,0.1684969031905166,0.927644479390884,16,16.0
CSO-17-11A-JDAMO,-0.8625936597916137,-0.9957160035023404,-2.3654309854276154,-1.534934253024883,-1.3028406292422094,-1.4984844690113366,6,6.0
CSO-17-11A-NPAHE,0.49617798873993235,0.13490253181830075,0.3711400685682206,-0.18669926910054402,1.5516544200245999,0.07282425994949206,17,17.0
CSO-17-11A-RLPAIG,-1.6295109363952942,-1.5428291800077336,-1.690124364668968,-1.458169481772579,-2.1064591473026386,-2.132906889852786,4,4.0
CSO-17-11A-SPUVA,-1.7946085540988428,-1.526225956789124,0.1720783873588001,-1.5649698442203708,-2.035599283102757,-1.8106747491477047,6,6.0
CSO-17-11B-CDBEBU,0.06468855102073379,0.24657419661690871,-1.3407326087955822,-0.7301936186829686,1.003965303848974,-0.8043018240080644,13,13.0
CSO-17-11C-JDAAG,-1.2707166911318923,-1.096805744675669,-2.359769705139701,-1.045684330720723,-0.1459806834800652,-1.6410428448519474,7,7.0
CSO-17-11C-MAPAMA,-0.825860355295008,-0.9377940430656821,-2.494251152574099,-0.5912033383027238,-0.9328831448728366,-1.778007965889649,7,7.0
CSO-17-11C-MCAAG,-0.23004482341602908,-0.34341429315861177,-1.1482270786763755,0.06753405984884875,-0.13001920145072005,-0.7758286631471112,12,12.0
CSO-17-11C-SARJA,-0.6924663568001503,-0.5578164547750828,-3.1141038295244052,-0.46704587527587726,-0.8309748125730183,-0.897592671051465,8,8.0
CSO-18-11A-ADBAHO,0.7694101839886197,0.7539791856514831,-0.2246584811835426,1.0681150763321765,0.9123178926156426,1.160836142595622,19,19.0
CSO-18-11B-YLLRE,1.2613187273619697,0.9697263435738426,0.8091729282163564,1.2592185197280363,1.615780537634941,1.5247829434848552,22,22.0
CSO-18-9B-MAMOLO,-0.7721703539974824,-0.50170517863521,-1.327308517432358,-0.6432409668248745,-0.6807633214804327,-0.6348116616296413,10,10.0
CSO-8-3A-AIPRBR,-1.5663836398258955,-1.4932272495243222,-4.179520840847803,-2.807693267465057,-1.83679617163248,-1.6763788307044407,1,1.0
CSO-8-3A-DAPAVA,-1.1499121556201717,-0.9672695694291371,0.7838517989895593,-0.7278196248173164,-1.2554182521923107,-2.2434321969306223,9,9.0
CSO-8-3A-KVPECO,2.0437424896036394,1.289091719166154,0.5599113401826741,0.13922471721107677,2.516497724407753,1.8915320094287047,23,23.0
CSO-8-4A-ARAGR,1.6929731804810764,1.5603114109663938,1.9811542470264292,2.0439592627234435,2.0803597430061123,2.0812421557965464,26,26.0
CSO-8-4A-JRAAR,-0.9594807126947458,-0.7832901576777788,-2.185541363217763,-0.8835726825701102,-0.27233717868572516,-1.4757779051538755,8,8.0
CSO-9-2A-EXMOCO,0.46336013862404174,0.20894981392493214,-0.3302012404542447,0.5319537386023988,0.5624714033711836,1.0034661459316898,17,17.0
CSO-9-4A-AGAPE,-1.6338826258704244,-1.3471060985770822,-2.6971931496734536,-1.2388108651545906,-1.4401020925293035,-2.202905168195143,4,4.0
CSO-9-4A-DKVIMO,-1.601082470686838,-1.643603666397258,-2.670983540509126,-1.142341860069493,-1.8767808937138826,-1.6252075686234002,4,4.0
CSO-9-4A-DSMOMU,0.22350329538666713,0.23607014788193098,3.308261191928573,0.865000445339177,1.1536880377424514,0.6534768817212017,21,21.0
CSO-9-4A-DVGATO,-1.2121735680346477,-1.058646854192347,-0.600469270053801,-1.0245167990980522,-0.6974817571932014,-0.9667117514279491,9,9.0
CSO-9-4A-FAGIGA,1.64612685384602,1.4342689451121142,2.58597233349768,1.5999143369273876,2.461140987260226,1.7125765433565736,26,26.0
CSO-9-4A-GSBRCO,-0.36534923782343803,-0.4435202458222117,-1.501437480109126,-0.932591370440452,-0.22581130643939762,-1.0912903593653733,10,10.0
CSO-9-4A-KEMOCO,0.0036283236826623044,-0.021986275396887297,-0.4921522760277641,-0.18249435971872466,0.17613531426387194,-0.04313072680315698,14,14.0
CSO-9-4A-LCOMO,-0.9647253987183396,-0.7575152546745226,-1.4081186950365447,-0.7010172173393208,-0.9220592133276583,0.19343577909638743,10,10.0
CSO-9-4A-MLORO,-0.5788020719713974,-0.16649819075961503,-1.6833720500245932,-0.6177765118968739,-0.3825306155011151,-1.1310205598464038,10,10.0
CSO-9-4A-MPAME,2.4587276285876625,2.5508033891724162,2.4108921923207283,1.8428112192467783,3.038382237406968,4.138383333265447,31,31.0
CSO-9-4A-NSARPA,-0.3649469855510112,-0.3662957155055266,-1.65319385515709,-0.4320309822862238,-0.7124147015043955,-0.03111775999575217,11,11.0
CSO-9-4A-SLOCA,-0.8505303344307541,-0.6340442135896752,-2.3226559251765995,-1.187338277506196,-0.9697945898448384,-0.5956366594519356,8,8.0
CSO-9-4A-YVDITR,0.7726963282660224,0.8942931196394103,2.7901625872311895,1.1151907709505127,0.6226686082532558,1.2449885856596106,22,22.0
