subject,pe_T2W10,diameter_T2W10,asp_T2W10,z_l3_T2W10
CDMS-9-5C-JDMADE,0.3318777292576419,6.960698689956332,3.020385388507659,0.0080811623775642
CDMS-9-5C-LVIZAC,0.4404145077720207,6.331606217616581,2.811859527921704,0.2165901033181874
CDMS-9-5C-MLOGO,0.1848739495798319,6.092436974789916,2.76031079098306,0.5417878621526778
CDMS-9-5C-SCAAG,2.4,4.96,2.3823809523809523,0.6371178965157634
CDMS-XX-10A-VGILO,0.0634920634920634,8.063492063492063,3.370118417737465,-0.149009821455189
CDMS-XX-5C-MPCAQU,0.2185792349726776,6.852459016393443,3.007828085696938,0.0346559208006656
CDMS-XX-6B-SPUCA,0.3903743315508021,7.117647058823529,3.0736652236652238,-0.3064962415207277
CSO-10-4A-KCOMO,0.0747663551401869,7.4392523364485985,3.183615190624536,-0.0264524756063444
CSO-10-4A-LRAVI,0.1818181818181818,7.772727272727272,3.2822871572871573,-0.2000446692709209
CSO-10-4A-LSCAVA,0.1666666666666666,7.276041666666667,3.122325562169312,0.1121135321828303
CSO-10-5A-ACAVA,0.1739130434782608,6.043478260869565,2.73373878536922,-0.1582357766024739
CSO-10-5A-ARACA,0.3291139240506329,6.291139240506329,2.8177265420936304,0.3007206025173077
CSO-10-5A-DABRZA,0.5454545454545454,6.705882352941177,2.951027077497666,0.0349795616909251
CSO-10-5A-GZAMA,0.0,6.965909090909091,3.050595238095238,-0.0185731399341596
CSO-10-5A-IPECA,0.0592592592592592,7.451851851851852,3.196972369194591,0.1896948093966484
CSO-10-5A-JANORO,0.0941176470588235,7.317647058823529,3.140336134453782,0.1098695407644512
CSO-10-5A-JBUVE,0.3333333333333333,7.516666666666667,3.199603174603175,0.0404932476214907
CSO-10-5A-JJSEMO,0.5192307692307693,6.5,2.880677655677656,-0.0251803244291491
CSO-10-5A-JLCARI,0.5714285714285714,6.883928571428571,2.99953231292517,-0.115690895245475
CSO-10-5A-MAARAN,0.0833333333333333,6.53125,2.8936011904761902,0.1896016313668666
CSO-10-5A-RVMOIB,0.1970443349753694,7.315270935960591,3.1420908593322388,-0.1058180238064526
CSO-10-5A-SVHEES,0.2751322751322751,6.735449735449736,2.953586125808348,-0.3436821085927397
CSO-11-5A-MDVOSPE,0.2133333333333333,7.04,3.045915343915344,0.4239846942919195
CSO-11-5A-MTAGA,0.0,7.064814814814815,3.043261316872428,0.0285927890976673
CSO-11-6A-CAPAMU,0.2897196261682243,6.574766355140187,2.893139000148346,0.1592741254277546
CSO-11-6A-DSCACH,0.0987654320987654,7.197530864197531,3.1150548696844997,-0.1346817634053687
CSO-11-6A-EROMO,0.1379310344827586,7.747126436781609,3.274940704251049,-0.1901994706156027
CSO-11-6A-FSOVRE,0.4407894736842105,6.506578947368421,2.8906328320802004,-0.0551378758484746
CSO-11-6B-ANREVA,0.1759259259259259,7.324074074074074,3.170708406819518,-0.2550591249128608
CSO-11-6B-DISEMO,0.0,6.363636363636363,2.825541125541126,-0.1840497435932254
CSO-11-6B-LHFDLACH,0.3536585365853658,7.103658536585366,3.06527293844367,-0.0527141482447437
CSO-11-6B-RJGIHE,0.0289855072463768,6.710144927536232,2.960605014952841,0.0104435692067777
CSO-11-6B-SFLVA,0.4461538461538462,7.3076923076923075,3.1323565323565323,-0.1288318962221888
CSO-11-6B-VCOMA,0.2135416666666666,7.1875,3.0979910714285714,0.1811619663740884
CSO-12-6A-DGISE,0.35,6.85,2.998730158730159,0.0527943040012945
CSO-12-6A-FJOVRE,0.3522012578616352,6.566037735849057,2.88853449136468,-0.1495651550644762
