feature,selected,ranking
asp_T2W10,True,1
diameter_T2W10,True,1
pe_T2W10,True,1
z_l3_T2W10,True,1
l2_T2W10,False,2
l3_T2W10,False,2
z_l2_T2W10,False,2
lcc_T2W10,False,3
z_density_T2W10,False,3
z_lsc_T2W10,False,3
atd_T2W10,False,4
density_T2W10,False,4
nodes_T2W10,False,4
edges_T2W10,False,5
z_pe_T2W10,False,5
z_re_T2W10,False,5
re_T2W10,False,6
z_asp_T2W10,False,6
z_diameter_T2W10,False,6
l1_T2W10,False,7
lsc_T2W10,False,7
z_l1_T2W10,False,7
