feature,selected,ranking
atd_T2W40,True,1
edges_T2W40,True,1
l3_T2W40,False,2
asp_T2W40,False,3
l2_T2W40,False,3
density_T2W40,False,4
l1_T2W40,False,4
nodes_T2W40,False,5
re_T2W40,False,5
diameter_T2W40,False,6
lsc_T2W40,False,6
lcc_T2W40,False,7
pe_T2W40,False,7
