feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
lcc_T7W40,0.24714305066294726,0.7007012599404703,1.0,61,0.1525
nodes_T7W40,-0.12082636262880037,0.5447062796104866,1.0,187,0.4675
re_T7W40,0.02901480897980604,0.04708879724043608,1.0,159,0.3975
edges_T7W40,0.02416991614720348,0.02028167081481795,1.0,170,0.425
lsc_T7W40,0.02332075737819796,0.03326623171304073,1.0,109,0.2725
diameter_T7W40,-0.01690370589731001,0.07475237233775313,1.0,117,0.2925
density_T7W40,0.01438005659713664,0.05474557739604052,1.0,206,0.515
atd_T7W40,-0.012393440182371278,0.1632406146273936,1.0,271,0.6775
l2_T7W40,0.011463367245241595,0.061724037587781,1.0,97,0.2425
asp_T7W40,0.010646010834260278,0.11873308072518389,1.0,85,0.2125
l3_T7W40,0.0074190298002039905,0.015341605737804836,1.0,88,0.22
pe_T7W40,-0.006723879084615563,0.05904098086272012,1.0,127,0.3175
l1_T7W40,-0.0020480041008196816,0.01594099837226508,1.0,323,0.8075
