subject,z_lsc_T6W30,z_diameter_T6W30,z_asp_T6W30,y_true,y_pred
CDMS-11-6B-EFRGR,1.4878835088385012,-9.21861538058816,5.316464275446642,10,10.678816802854886
CDMS-11-6B-EROCO,-3.1355720351352767,0.8545220460284924,-0.8241032738671548,13,9.987931136183965
CDMS-11-6B-JACUPE,11.450947277648753,-14.304959316097937,7.438214515327198,22,17.677286876035918
CDMS-11-6B-JDCHBA,10.454843540975672,-16.40655939405694,7.985802728522145,13,15.127171274598778
CDMS-11-6B-JFSAHE,-4.711359059288311,8.60307465294801,-3.8770407961456197,12,13.107759196671983
CDMS-11-6B-JLPENA,2.9092179441692316,-11.573441499578916,4.228571045963095,7,8.657431889711315
CDMS-11-6B-JMARME,-0.9230604428646099,-1.2085213069706229,1.018703651141843,8,11.980206300464515
CDMS-11-6B-JPSAMA,-4.249843623335309,3.05054263580238,-1.796189898089756,0,10.09759351353522
CDMS-11-6B-LESTA,-2.797027970639966,-2.7160560412529207,-0.3636284660168547,21,7.216371921248163
CDMS-11-6B-MAGIMU,-2.085300312750384,2.0602015588606593,-0.9939285866908163,26,12.074057058577363
CDMS-11-6B-MEBRTA,2.7089852311264004,-6.379694311336445,3.368960600546639,17,12.791335919494497
CDMS-11-6B-MMAMO,-0.45494729525440913,5.807173110631066,-3.1570801914371307,9,15.28823002309743
CDMS-11-6B-RSECA,-5.47652609788341,9.563940241476487,-4.083029127980918,1,13.097469414770064
CDMS-11-6B-SCAPA,-7.2846110607062755,12.032983336033496,-5.714144347173521,10,12.127312327311603
CDMS-11-6B-VZAPE,-1.9140200864799963,-3.371732205377815,1.5484723005815848,21,9.355804407881678
CDMS-11-6B-YLNIME,-4.887838699919982,8.158802443236963,-4.3293347725240015,8,12.034713369950882
CDMS-11-7C-ICARE,10.849020306395007,-12.950844497314588,4.846424487769209,17,15.837684696007532
CDMS-11-7C-IMOIB,1.994943160066443,1.044508995477214,-0.8933815659284665,7,15.239154988773095
CDMS-11-7C-SALMA,1.9314076176215886,-6.608898046764843,3.1202354411806708,18,11.535829411195321
CDMS-11-7C-SPGAVE,13.902145222004147,-20.051027582239623,8.429670696492567,8,15.373872735414995
CDMS-12-5A-SRIGO,-4.232722586670985,5.707669997867779,-3.273361491048427,15,11.29467031930627
CDMS-12-6A-FAROPA,-8.069457349917919,14.231850370454445,-6.020604809169285,23,13.234872610525148
CDMS-12-6A-JGIGA,-1.8350697419137987,5.124345667800053,-3.728137645998931,1,12.654222679045228
CDMS-12-6A-JSOTGU,1.1257583303934886,-3.0332644063172998,1.0591415923444265,21,12.24471991557852
CDMS-12-6A-SROAL,-1.804991082988782,4.9055875096338255,-1.6807327760105375,24,14.51294804979241
CDMS-12-6B-IJDAGA,9.54500447543061,-17.963228753474816,8.583563064364572,25,13.25842318547827
CDMS-12-6B-SCLAG,4.784791010625446,-7.074484302209673,3.4576758439802004,31,14.261066951553877
CDMS-12-7C-ARAHE,-7.291272976453964,7.210949516553753,-3.7952711917904596,22,9.217489747467235
CDMS-12-7C-CATRAR,-5.0061125333656245,4.339640004170407,-2.0886870131401087,12,10.337924856822578
CDMS-12-7C-DLOLO,-1.33079526554028,2.7240609358741676,-1.808055689238975,19,12.678294380252817
CDMS-12-7C-JSZAOR,-6.6174276428564776,12.49099864883162,-5.103710793060862,10,13.862944612072186
CDMS-12-7C-MAROBE,-3.242549495561369,7.457034464441411,-3.5931244521104535,9,13.714444915927492
CDMS-12-7C-VMAPA,-5.473580980062768,9.434133992276667,-4.643600282910861,12,12.410037128460942
CDMS-12-7C-VQURA,9.947909625406018,-7.968934876834302,2.600890360112137,13,17.672949507841757
CDMS-13-6B-ASUMO,4.260298218176907,-3.2120482418765297,1.0371203251580834,5,15.178454700616365
CDMS-13-6B-JDTAHE,1.8582247486679728,-2.5381544207264346,2.098818157873712,21,14.511972884973154
CDMS-13-7C-MVEAR,0.045729540110455935,1.1845414894815056,-0.20376771405136174,27,14.119587714698504
CDMS-13-7C-RAIZAC,-6.8195763479534754,-0.6046228587334657,0.18027137420412664,5,5.84915656667509
CDMS-13-7C-SSOSLO,3.311836050568176,-5.445442362595669,2.8525764605162847,23,13.812054547646696
CDMS-14-10A-IMORTO,3.463085015030299,-11.500354271464161,5.267888934771464,11,10.323704077495506
CDMS-14-10A-JCVANI,0.3390879122722996,1.8421573213518938,-1.142633451812995,22,14.131696180969103
CDMS-14-5A-LSDUCO,-1.5229809966294807,-4.2114663997861115,2.6429147203201504,10,10.001551723062462
CDMS-14-6B-KDCAHE,7.400034968648757,-11.259621878383,6.721501366306228,22,15.95499885572989
CDMS-15-10A-AMALOS,0.6361046506254893,1.2756913346585415,0.331506577111669,16,15.336386961553604
CDMS-15-10A-JJMACH,-0.8925263842562483,4.024209261735888,-2.304449545134683,6,13.920317731502863
CDMS-15-10A-MAALCA,-3.5895826079355686,5.794315272544992,-2.0820060138575087,13,13.215811049909819
CDMS-15-10A-MAALRI,1.5227091665401462,-1.8687761082801941,0.987253685681418,12,13.734271143099274
CDMS-15-10A-SGOMO,-2.8532124898342244,3.18323518095747,-1.728806842433912,12,11.694300247847238
CDMS-15-10A-SHEGA,3.7279913340918087,0.15928694787223296,-0.46180524764931974,13,16.518557433472623
CDMS-15-11B-JEMOLO,4.978678687841458,-6.3283183684344255,3.428714854481597,19,15.172159573046534
CDMS-15-11B-VSAHO,2.9905995640263336,-3.048438759853596,1.2837085980914145,12,14.318953801422056
CDMS-16-10A-SGALO,-1.1472600644421291,-4.714680524511299,2.0842678124192,20,9.315411622623676
CDMS-16-11B-NGABE,-1.5865543801895488,3.924540966600173,-2.606559047038241,28,12.824511938530287
CDMS-17-10A-ASSAMO,-2.7280116691831964,4.5230203038873675,-3.0272044537179053,11,11.86088858014417
CDMS-18-7C-VVECA,0.25176714619609464,1.5572419809907954,-0.8351030856285515,5,14.066990440716243
CDMS-8-4A-DBEVA,0.6736607797227112,-2.8943246294035845,0.8589809416371849,21,11.731401491114216
CDMS-8-4A-DJAVDA,5.354688257839776,-9.407434503925796,3.1436499650665315,5,12.183988118138416
CDMS-8-4A-DOSTR,2.727940547901783,-4.686922710576888,2.2734190869435045,17,13.407521323426304
CDMS-8-4A-LGOPA,12.474976964859657,-18.651601406294414,8.658185335906943,12,15.574645293630091
CDMS-8-4C-JDBUTU,6.052119372521341,-12.664611628792372,6.326603717192757,7,12.80719586007963
CDMS-9-4A-ACDUTR,-0.8595685083479756,3.7141332919253354,-2.231413453840109,5,13.716235728895155
CDMS-9-4A-CARGA,-2.6836086732449385,2.517153407711503,-1.6570373626299757,8,11.269591770994493
CDMS-9-4A-CRAAG,2.9235517766541284,-3.9150070098173266,2.0965450851868317,32,14.19817425118154
CDMS-9-4A-EROHI,-1.9475976846892458,-8.391763130191325,3.9058165948348402,5,6.659540179112174
CDMS-9-4A-ILOSE,-3.6869943023792673,6.093771239143281,-2.3597920559858125,7,13.140069279936105
CDMS-9-4A-TGAFR,-2.3457842767985433,2.343955820184739,-1.334826630294934,6,11.756429312249166
CDMS-9-4C-SCAMO,-5.470841139202082,5.501324339088047,-3.257368525070887,10,9.866199073972982
CDMS-9-5A-ABERO,3.4826852477107018,-9.678703010521016,4.790435182709471,22,11.687501819057061
CDMS-9-5A-PAGACO,4.458886700134173,-10.827305586378623,5.237106316589061,17,11.961771829502513
CDMS-9-5A-VVAAR,-4.2472758953104295,3.9460755887744785,-1.7971831415626278,5,10.994700951059325
CDMS-9-5C-JDMADE,24.48497486941239,-41.418880762869165,18.098495139626067,15,14.257673645327202
CDMS-9-5C-LVIZAC,8.709480226095064,-13.684823862470457,4.763166288313888,6,12.880907051096399
CDMS-9-5C-MLOGO,2.7430806403987114,-5.935628488998473,2.7018556870960437,5,12.602392237654186
CDMS-9-5C-SCAAG,-2.4639793831326684,0.29699524979564207,0.10005311212355572,21,11.026153377944434
CDMS-XX-10A-VGILO,-0.7140933458462719,-0.9057648913328803,0.5764489155556523,17,12.049675077534404
CDMS-XX-5C-MJSARU,-4.008123828924978,7.581904252245409,-3.111675295202482,9,13.555189527275854
CDMS-XX-5C-MPCAQU,-1.793305301658315,3.491879144461166,-1.7655905872513973,24,13.026067654709358
CDMS-XX-6A-MAGICA,-2.869718239549571,6.982016181657434,-3.2141956445259448,6,13.991186696739824
CDMS-XX-6B-SPUCA,-2.7786096993265046,2.662495138712694,-1.2414274427747025,2,11.735542395769391
CSO-10-4A-ICAPA,-1.6565817483233185,0.4886804404046563,-0.7487703318150678,15,11.176412759424174
CSO-10-4A-KCOMO,4.94294378135193,-7.09978803309435,2.753981292292905,8,13.69022143970839
CSO-10-4A-LRAVI,0.12226176771240693,6.04070261255296,-3.256048779423273,16,15.999999999999998
CSO-10-4A-LSCAVA,7.392615612964993,-14.636021802560395,6.73593770819079,22,12.585615917753291
CSO-10-5A-ACAVA,1.6871850084255313,-6.398481028135968,2.5299568722804398,9,10.911745251727908
CSO-10-5A-ARACA,11.463271226435511,-13.969934482905767,6.497784232203713,5,17.08420537489136
CSO-10-5A-DABRZA,8.123186289878792,-16.38603271704084,5.926809474142132,10,10.757047446137985
CSO-10-5A-GZAMA,-4.1649567575818045,3.1652196196087905,-0.9512086159365243,20,11.142138645248368
CSO-10-5A-IPECA,-1.4457479587151751,3.9926797006015273,-2.117379337275853,27,13.522636803768403
CSO-10-5A-JANORO,-1.8124847105649413,3.648656863963032,-0.6798066865791472,15,14.249449865976848
CSO-10-5A-JBUVE,0.5164145567637073,0.030519477563578867,0.7536532983623694,9,14.39367173184756
CSO-10-5A-JJSEMO,-1.7052347335689682,6.4783878044625425,-2.0652160733108538,23,15.801021396740625
CSO-10-5A-JLCARI,9.394515456545436,-6.65872411961327,2.476969766126393,24,18.305845502216464
CSO-10-5A-MAARAN,-3.5597389475241012,5.070954199497725,-3.2141379585352112,7,11.390161692596317
CSO-10-5A-MAOSMO,-3.2278029526744447,5.167047643899705,-2.725912248370401,12,12.306416842012764
CSO-10-5A-RVMOIB,-2.0344712808715286,6.672761579414088,-3.512445378721635,15,14.218929318978828
CSO-10-5A-SVHEES,-0.49363855245997534,1.7649017937389468,-1.073195638514122,10,13.291152001922754
CSO-11-5A-MDVOSPE,-3.3579643477447574,3.369005599196105,-1.8745203317085957,8,11.229605318900656
CSO-11-5A-MTAGA,-3.047345368905922,-2.6726718128058082,1.0196306471547327,12,8.392697864600906
CSO-11-6A-CAPAMU,4.808175076135901,-4.4996478731653085,1.2673991434882081,6,14.669010745616704
CSO-11-6A-DSCACH,-5.724098467633788,12.659812416929746,-5.861329660626249,2,14.167468687827611
CSO-11-6A-EROMO,-1.2185994501373796,2.3596865846525596,0.17327391919330104,14,14.407445452866385
CSO-11-6A-FSOVRE,3.1985584987619116,-2.953677054951328,2.11093931038348,15,15.448905153351967
CSO-11-6B-ANREVA,-4.095152263757049,9.842693007028974,-3.589270599970572,18,15.251354542459257
CSO-11-6B-DISEMO,-1.4313502276376164,-3.266123136465317,1.2510031356506648,2,9.646614170705636
CSO-11-6B-LHFDLACH,12.898535274839777,-19.876505056590812,10.69216803651698,21,16.80728265392385
CSO-11-6B-RJGIHE,0.09315196116886293,-2.9889030535243544,0.0020851228155689405,7,10.199418429617982
CSO-11-6B-SFLVA,7.872790508015628,-14.002605000032316,8.094688083462442,22,15.057957990603658
CSO-11-6B-VCOMA,0.7695774224498259,-1.664435780977117,0.3129318120373258,28,12.511157852667939
CSO-12-6A-DGISE,10.564913444535696,-20.522697233555384,9.230702868025924,7,12.366003478164142
CSO-12-6A-FJOVRE,-1.5154565538781108,4.389433820543552,-2.412604104176846,8,13.554457561646501
CSO-12-6B-GQULO,1.238306622176916,-5.32514722552506,1.4060018368571354,7,10.412245632666895
CSO-12-6B-LJHEFE,5.130381760591909,-6.557626545132428,3.4792700737071085,2,15.145109688324494
CSO-12-6B-VPAMA,-1.0172444304081427,8.574937460018548,-5.268260988734516,23,15.382516440033793
CSO-12-7A-DALRE,9.918502678201119,-13.323060951897839,7.269724888249886,23,16.95825101371107
CSO-12-7A-ESALA,-7.10965919136388,15.913651633817718,-7.979604148005185,17,13.917472693606557
CSO-12-7A-IMERO,7.368801352519387,-12.88556814820956,4.978235314734585,18,12.554552918202317
CSO-12-7A-JHEZA,14.468265361352133,-18.2465616591987,9.320908811346783,23,18.635696912658116
CSO-12-7A-LSARAR,-0.15442777657355222,6.347436966414213,-3.0539623552113824,20,16.232131233787182
CSO-12-7A-SCAHO,-1.071861468827024,1.438775233108393,-0.6495781364429438,6,12.81042002699633
CSO-12-7B-DVAGRO,9.032957746405316,-15.428884892490919,6.7892108957152715,21,13.486368148787573
CSO-12-7B-SMUGU,-2.242931700647212,4.338909539653909,-3.1811674535386834,12,12.007894784625918
CSO-12-7B-SSARA,-6.889142028564114,2.4187852695073113,-0.9745805309610374,7,7.648147109140064
CSO-12-7B-VHOMA,-1.7968869711163604,-0.19024544571890312,-0.43420383041877075,22,10.67174815190387
CSO-12-8A-YTOME,-5.773988231497768,6.756293583480115,-2.8846860096131266,29,11.190703741527125
CSO-13-6A-ANASA,-5.1693262474821005,6.983861128964731,-3.2800615420171706,11,11.627557738623365
CSO-13-6B-JETAVE,-3.8634879646333835,7.718789576758249,-3.5157294143431277,23,13.432656596939644
CSO-13-6B-LFMIES,-3.6565881980174564,3.794359983213881,-2.416766081273965,23,10.814090103080364
CSO-13-6B-LJMAHU,-0.05348652508744767,-0.9222903880712527,0.6407532518516579,24,12.758060737850862
CSO-13-7A-CAPAMU,5.927366403424154,-12.651870230290124,6.265160841012163,15,12.633741413304097
CSO-13-7A-CDDITR,-0.9755730454219866,0.9176331263238957,-1.5419707923779242,11,11.493173687681889
CSO-13-7A-JJATFL,-7.830557658975959,15.245834584014437,-6.224458264475654,18,14.283903059720728
CSO-13-7A-KRAMA,-7.1982508985374105,14.946938443241956,-7.039451390736201,17,13.802320553126247
CSO-13-7A-RXCHLU,-7.574066959373671,14.136267024989655,-5.696778279577024,5,13.958506185196862
CSO-13-7A-YAMEZA,-2.450073959708698,1.2722970834483474,-1.326533046124292,7,10.588774476773262
CSO-13-7A-YBOSO,5.648089923730483,3.7099424408867003,-1.7727545726027092,14,20.678362191172383
CSO-13-8A-KIGAGU,-0.7021758648380141,-3.2307682553272548,1.0475595936323465,9,10.207699872624982
CSO-13-8A-MBUAN,2.64271395167865,-5.680793403822567,2.6229868816365585,8,12.677991828650544
CSO-13-8A-MGAAN,-2.1216870456389065,0.4534531217450355,-0.018764386003400357,25,11.406086089260633
CSO-13-8A-MGAHE,-1.425562734120999,2.7154988791167245,-1.733314532791831,24,12.6497060113618
CSO-13-8A-MJAGA,7.997471434043839,-15.474057366854662,7.56689363893283,5,13.18339210527991
CSO-13-8A-VHODU,-5.086298348695511,7.038564205638489,-3.631330071673463,17,11.414020184427418
CSO-13-8B-FCJISA,3.1699953891326036,-5.418932594050065,1.810154036289199,11,12.654301230529642
CSO-13-8B-JEMABE,-3.070682651368178,6.1698500216106735,-2.639426229299779,9,13.55282554010062
CSO-13-9B-DMLLLU,-2.3588402525148813,0.880007978415936,-0.21437257085739936,26,11.39987955420156
CSO-14-7A-MVEBE,-9.391441881303672,16.977622855046967,-9.628135175170716,25,11.051130197730483
CSO-14-7B-EALHU,-1.0902496875972725,-1.9128193947220506,1.6624293962954655,8,11.752444713134047
CSO-14-7B-EVEGO,-2.6008617156592093,3.116937218681998,-1.3615950612577503,4,12.24756484092294
CSO-14-8A-AQUMA,-1.9061203396356907,3.356450519534727,-1.4861282492491847,9,13.057286329807756
CSO-14-8A-MCIDOS,1.2918360893587018,-2.993630396430235,2.4810935009493287,27,13.8723835930357
CSO-14-8A-SZARA,2.719684672125701,-3.243561347825423,1.1302328005795172,30,13.6994405240377
CSO-14-8B-JLLORA,-1.0466130411937824,6.3301914652941,-3.832877721258342,31,14.54378510199988
CSO-14-9A-AEDCAGO,-3.9669665711446,3.561117416694672,-1.2958899276276594,7,11.391345317080319
CSO-14-9A-HASACA,1.6695306176926636,1.842890726875866,-1.723559106421467,19,14.881946637304967
CSO-14-9A-JSMAAL,3.584711925773595,1.6074950161091284,0.38908458442582905,10,18.674375925466457
CSO-14-9A-MARJA,-2.1824480195844362,5.282637371961703,-2.5377805244003797,10,13.65549322713479
CSO-14-9A-SORZU,6.816144280462751,-6.055811016930553,3.3463177451477932,21,17.199735407837895
CSO-14-9B-ERAGA,1.679278714255423,-2.4758314880017434,0.2304418974909781,6,12.526973522902562
CSO-14-9B-MFEGA,3.779461202163234,-14.97087923849215,5.581390809196799,27,7.483057172025785
CSO-15-10A-LJRAGU,-8.492504081692996,9.274885172345243,-4.004168748982522,17,9.87129674082763
CSO-15-10A-MAARLO,-2.1040053698199865,-0.004204781469244523,-0.5761786685264088,14,10.408695579342265
CSO-15-10A-SFEGA,-4.58275786134546,5.143969934338683,-1.6733506470307908,5,11.980945825120337
CSO-15-10B-MEBUAR,1.9768556154259571,-0.668139540925617,-0.7277018451442276,16,13.674098628514017
CSO-15-10B-YVBUAN,-1.5450649570810073,4.822220606328343,-2.2524131583470037,24,14.117826890058236
CSO-15-10C-ALBAHO,2.7186546016123803,-8.468993227090229,5.5963385041606895,13,12.939084277840745
CSO-15-10C-SSCAMO,1.686528780356488,-9.977460540665625,5.197847361151231,10,9.999999999999998
CSO-15-11C-JETALO,17.671011890414825,-28.577426312268972,14.748522470126405,15,16.93519244743016
CSO-15-7B-JCRAGA,-1.4617984528044006,0.35647683772994676,0.35962618503363714,20,12.347388969117087
CSO-15-8A-VBMABR,-4.277887137697595,-1.2627135963543612,1.095451448248829,31,8.647935113354777
CSO-15-8B-KEPOGO,-8.875888514169066,7.895366784000066,-4.3105690897535425,7,7.801993579235362
CSO-15-9B-ALRIHE,-2.0188566991851817,0.7639406258226895,-1.1681992914530819,8,10.66996903434233
CSO-15-9B-AMSAGO,-4.328692352842935,10.3763294931248,-4.035315280086224,32,15.105406259353543
CSO-15-9B-JCAPA,-2.6914775882489095,3.3861396733220888,-2.231516659228505,14,11.556229825002578
CSO-15-9B-KSBEJA,11.326873339041423,-3.5435619243988223,2.402891073745783,28,23.27928688754629
CSO-15-9B-RMCHLU,-1.7260952240343634,-0.9983102351949276,0.220842794452758,9,10.589521734381371
CSO-15-9B-SJAGRO,-5.883029144683455,7.934158153900663,-4.110823256287134,7,11.033390152087978
CSO-16-10A-JEGAHE,-1.0393099284949772,0.8804446668738191,0.18318856683668816,9,13.117407704373434
CSO-16-10A-MSACO,-2.8584462657098824,4.901261205563272,-2.20019910357237,15,12.935700235438924
CSO-16-10A-SARI,6.119991303490452,-6.446478441040844,4.885306227921291,6,17.651903489528802
CSO-16-10A-SMOUT,-0.9838607804055135,-1.1155181246754375,0.39549671240504036,4,11.389202206481993
CSO-16-10A-YKMUJO,-5.040612375262268,5.589664771821203,-4.1916784124788755,15,9.450458383237965
CSO-16-10B-JESUGU,-7.7682093883349,13.908346251192647,-5.979421071301032,10,13.253800190714617
CSO-16-10B-LTVIFA,-3.4891092015863086,6.973759753015341,-3.4999317547757887,20,13.077803195811146
CSO-16-10B-VVILI,1.2985592747981825,-2.835282478045933,1.3128860485580693,30,12.869247244468223
CSO-16-10C-ACALGU,-5.566736175776107,8.23169309871879,-3.819096094933368,19,11.938945227167219
CSO-16-10C-MAVAVE,-0.39416294939246876,-0.2383447735402081,-0.5953365570337262,11,11.865240119191501
CSO-16-11A-JAVABO,-1.368520342296408,2.1238495679879565,-1.788198859894347,16,12.060214764955106
CSO-16-11A-JDMUVA,-7.3334138454924425,11.060506446610288,-4.5952995413987185,23,12.224877458877032
CSO-16-11A-VZAOR,1.5059741260895634,2.7774383461848213,-1.7853407788385063,4,15.591156092593781
CSO-16-11B-KRORE,-1.7643573396857661,-2.842437757522236,1.2392978302794617,8,9.725587132229364
CSO-16-11B-LLOZA,-6.600296321025856,7.804993874801452,-3.7678417044141836,9,10.529940248519317
CSO-16-11B-YAROMO,11.111883151573963,-19.671631498424983,9.633702364169055,13,14.16703841647594
CSO-16-9A-JALEMO,-4.941572500690392,9.341029432267584,-4.395319776923327,13,13.09722155381177
CSO-16-9A-JPROSO,5.9055704461742025,-7.732236726679098,3.4174480587231315,2,14.68386617737614
CSO-16-9A-JSMAGU,-5.001771999832692,8.298183617598147,-3.368932048481118,19,13.020563968442241
CSO-16-9B-SJPAJI,-4.509702505853428,7.970431304075805,-4.670311935651526,24,11.883501261728757
CSO-17-10A-YVGOCA,-5.580196345463213,4.525715766371118,-1.5953391395236967,24,10.443264680542114
CSO-17-10B-EHECO,-5.716592730072251,1.6820099915070914,-1.2950416241661626,15,7.763460036426582
CSO-17-10B-YCQUVE,5.7626195938549785,-7.354461698451678,3.2041091844786864,12,14.70535147903989
CSO-17-11A-DJAPA,-2.0933927377585846,4.812755972026709,-1.949826295915864,16,13.862621337510165
CSO-17-11A-JDAMO,-1.8238895022424177,5.751871116537382,-2.0574675122611747,6,14.963598501191692
CSO-17-11A-NPAHE,-8.743076727314554,12.366693911447538,-5.854354798194274,17,10.862346785096612
CSO-17-11A-RLPAIG,3.104010300225542,-10.464429355258872,5.133071063691298,4,10.86573640781587
CSO-17-11A-SPUVA,0.779426499964575,-3.1803878816411224,1.9334577391652865,6,12.625580756646645
CSO-17-11B-CDBEBU,-2.028602772067639,0.5291818321936717,-2.3522881314565542,13,9.241375327827384
CSO-17-11C-JDAAG,-7.507323377019689,11.924086560164325,-6.036058792505902,7,11.473788789796636
CSO-17-11C-MAPAMA,2.0916768947518447,-2.1749669953830897,-0.07982006443746892,7,12.92997423408919
CSO-17-11C-MCAAG,-2.698427112373387,2.6105007197575523,-0.6095947238161972,12,12.395563282725872
CSO-17-11C-SARJA,-6.00642151763908,7.093439615051704,-2.9488989062473276,8,11.2312035903232
CSO-18-11A-ADBAHO,-7.593165190564755,14.23753864125975,-6.946900298830125,19,12.790557551022776
CSO-18-11B-YLLRE,1.5006310030564838,-2.1411492577568767,0.8726001851553034,22,13.325166329612815
CSO-18-9B-MAMOLO,16.00325519834972,-25.04733888307325,11.064714873632342,10,15.113715588066713
CSO-8-3A-AIPRBR,0.09869303381784977,3.1662228710964992,-2.2205258121662483,1,14.137474491906005
CSO-8-3A-DAPAVA,9.485631233074185,-8.403161434480527,4.7851597113649795,9,18.96071390911654
CSO-8-3A-KVPECO,-0.46641637502268996,4.998632612016809,-2.6056204263450775,23,15.019680209806946
CSO-8-4A-ARAGR,0.6877860889345193,-0.9345882367551068,0.5690219538446373,26,13.415304205181954
CSO-8-4A-JRAAR,-5.303126888984058,9.496238921684494,-5.3939832035853685,8,11.892213228272972
CSO-9-2A-EXMOCO,2.8764843123548687,0.6831898838360928,-0.91173542579258,17,15.741023169556286
CSO-9-4A-AGAPE,-5.674165466406999,13.42102544495567,-5.000101067352539,4,15.839843310354038
CSO-9-4A-DKVIMO,-4.187176147376745,9.554576249232516,-4.033211011080006,4,14.42727348993367
CSO-9-4A-DSMOMU,-2.273739023997289,0.43051980042171656,-0.23499550381595324,21,11.014869671766379
CSO-9-4A-DVGATO,6.294439089312004,-9.4496525108532,3.4277119327744217,9,13.36558291039113
CSO-9-4A-EGCAMO,0.005850558454001842,1.6466944714868113,-0.29497270575256074,20,14.450656723346157
CSO-9-4A-FAGIGA,9.439661216964511,-8.201948996603383,3.9557418762074814,26,18.286538495726514
CSO-9-4A-GSBRCO,-0.9351904804107292,-2.1289128135981965,1.9505160901677374,10,11.979497195316716
CSO-9-4A-KEMOCO,-3.0661143775527604,1.463613779739287,-0.848942003269193,14,10.641641798075238
CSO-9-4A-LCOMO,2.3044961363325394,-4.145777101518943,1.6078527315339857,10,12.859656165505486
CSO-9-4A-MLORO,-1.0336780276428854,-2.406170783897158,0.3467644123821394,10,10.000000000000002
CSO-9-4A-MPAME,4.55676511847238,-7.546454558838955,2.1311530569060135,31,12.234548015697342
CSO-9-4A-NSARPA,-6.428035194759124,7.550293611923989,-2.324182927994121,11,11.891159888328648
CSO-9-4A-SLOCA,2.484532329678055,0.2679352024918775,-1.0878742703120494,8,14.757677661015785
CSO-9-4A-YVDITR,-0.4807063624964494,4.424480788975975,-1.1382244784641893,22,15.89863434717324
