feature,selected,ranking
atd_T6W30,True,1
density_T6W30,True,1
diameter_T6W30,True,1
edges_T6W30,True,1
l2_T6W30,True,1
lsc_T6W30,True,1
nodes_T6W30,True,1
pe_T6W30,True,1
re_T6W30,True,1
l1_T6W30,False,2
asp_T6W30,False,3
lcc_T6W30,False,4
l3_T6W30,False,5
