subject,z_pe_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20,y_true,y_pred
CDMS-11-6B-EAFESA,-0.6891756292978932,-0.8133086074193316,0.8749516776402784,-1.1328176892598467,-1.1540920810699455,2,12.25568
CDMS-11-6B-EFRGR,-1.015852217992147,-0.7935268389383947,0.7460486090977971,-0.8238645556767775,-0.9337061805725103,10,12.349221
CDMS-11-6B-EROCO,-0.7615290931065877,-0.37078971258799354,0.8696203832626326,-0.39731964461008595,-0.9942828896840411,13,13.515821
CDMS-11-6B-JACUPE,-0.8873934199015302,-0.2853995221455894,0.7563800579706826,-0.515799893697104,-0.671686491330464,22,13.566223
CDMS-11-6B-JDCHBA,-0.5757068090438858,-0.6525815992355335,1.121821968078613,-1.516376259803772,-0.72417199420929,13,12.823108
CDMS-11-6B-JFSAHE,-0.5964204470316579,-1.4335610739390054,0.3156529776255295,0.022761524518331022,-0.062434865633647606,12,13.416121
CDMS-11-6B-JLPENA,-0.6272236572901402,-0.5441494468053181,0.7719378801981582,-1.3313134164810168,-1.01155928961436,7,12.4278145
CDMS-11-6B-JMARME,-0.839338132858276,0.4061038983662928,1.0528319641749035,-1.4287153278986617,-0.5088596204121897,8,13.852145
CDMS-11-6B-JPSAMA,-0.7557358783086142,0.05810979270934924,-2.234232879638672,-0.266981955528258,-0.07130857721964612,0,11.899973
CDMS-11-6B-LESTA,-0.5941795860926296,-0.2715106283823653,0.3835343898137397,0.05553577550252395,0.011148705164589434,21,14.754651
CDMS-11-6B-MAGIMU,2.4711478347778297,0.5817809123992925,3.459145028114316,-0.479583731969198,-0.6953054043451904,26,20.507307
CDMS-11-6B-MEBRTA,-0.944924250284832,-1.6424714682896897,1.409209247589108,-0.6709985357920334,-0.5294516204198199,17,12.791486
CDMS-11-6B-MMAMO,-0.9398772827784226,-0.6874267403284707,0.31372450987497924,-1.52443995475769,-0.821928194363913,9,11.510175
CDMS-11-6B-RSECA,-0.7478696613311762,-1.7242588453292838,0.31397370529174645,0.3390919672648104,-0.2047115799585979,1,13.146348
CDMS-11-6B-SCAPA,-0.3239434620539365,-0.26094599850972405,-2.078588256518044,0.07302596282958973,0.1816799723307271,10,12.761351
CDMS-11-6B-VZAPE,0.20102173074086607,1.8684280497233074,1.3998341614405285,0.34736545467376895,-0.015406835238139571,21,18.971365
CDMS-11-6B-YLNIME,-0.6721167103449501,-1.0953543980916325,-2.1856065559387186,2.48278092861175,0.8359008693695069,8,14.535727
CDMS-11-7C-ICARE,0.06708143997192473,0.7505423653920481,0.028046644210815857,-0.20849707953135235,0.027005211194355505,17,15.834301
CDMS-11-7C-SALMA,-0.21682279078165548,-0.5102172085444132,0.12813025824228896,0.09751523367563808,0.07972904872894127,18,14.748457
CDMS-11-7C-SPGAVE,-0.8913884506225583,-1.457896958351134,0.27225131416320825,0.1732751598358142,-0.19945559597015547,8,13.066908
CDMS-12-5A-SRIGO,-0.09150193500518877,0.6104953562418611,1.2991463727951025,-1.246672170639035,-0.5933032175699872,15,15.148287
CDMS-12-6A-FAROPA,-0.27544458421071255,-0.37109417629241936,0.42086899725595983,0.03980536429087253,0.20029894638061482,23,15.184557
CDMS-12-6A-JGIGA,-0.9561755129496263,-0.4137323471705117,-2.238317309697467,0.06229845555623292,0.35701310189564883,1,11.981209
CDMS-12-6A-JSOTGU,-0.18152811336517297,-0.02634566911061542,-2.207787829716999,3.359656641006467,1.4188701521555571,21,17.532988
CDMS-12-6A-SROAL,1.3301972322463986,0.49241945234934587,0.44271809864044015,-1.3340613876978542,0.029494083404539517,24,16.13089
CDMS-12-6B-IJDAGA,0.17108449618021537,0.47399988015492756,1.612262574831644,0.059324420293173,-0.003717689514160405,25,17.483076
CDMS-12-6B-SCLAG,1.2028118470509852,2.166886587460833,1.495394870758055,0.2755556379954035,0.24216328970591317,31,20.552935
CDMS-12-7C-ARAHE,2.4240756460825605,0.6273804264068601,1.81978600311279,0.025492920557659282,-0.21123225720723524,22,19.855625
CDMS-12-7C-CATRAR,-0.33088480154673355,0.035401597023011766,-2.38526231765747,1.8985125573476143,0.8949446042378734,12,15.282834
CDMS-12-7C-DLOLO,0.19770824146270896,1.240263160387675,0.350835611343383,0.05614184411366741,-0.021190045356751952,19,16.993881
CDMS-12-7C-JSZAOR,-1.0778035418192546,-0.7361053323745735,0.9262259578704835,-0.8922637716929119,-0.7614935890833539,10,12.628682
CDMS-12-7C-MAROBE,-0.32640444723765133,-0.36310097344716336,-0.19344741948445665,0.04181213569641273,0.05347888501484966,9,14.382461
CDMS-12-7C-VMAPA,-0.2696565151214622,0.008957648277282182,-2.2737466986974053,3.3457062355677283,1.4396698490778599,12,17.421053
