subject,z_pe_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CDMS-12-7C-MAROBE,-0.5288938596011872,-0.5310330966827717,-0.0007711786582257,0.0669121754966889,0.1645219885661628
CDMS-12-7C-VMAPA,-0.4630817831024502,-0.4643192306317961,0.5978252431631386,-0.7969424551093773,-0.8502065967795324
CDMS-12-7C-VQURA,-0.0203654550997324,-0.0369938371250701,-0.1250349041045456,-0.1622410039190938,-0.0707244349071564
CDMS-13-6B-ASUMO,-0.7307854035477356,-0.7399941125797657,0.1598810853830478,0.4092867772623691,0.5433370929399193
CDMS-13-6B-JDTAHE,0.35946402785598,0.1737477863337295,-0.6115553388771144,0.691055286424862,0.7727012025196235
CDMS-13-7C-MVEAR,0.9494505905263624,0.4911802032174865,-1.0870595062537691,1.2481201786209333,1.4000232758501605
CDMS-13-7C-RAIZAC,-0.1594733368138043,-0.339063398738205,-0.3857820292608885,0.6941991761117318,0.7190776875543406
CDMS-13-7C-SSOSLO,0.9747951916803648,0.5321908115772894,-0.5000525532685571,1.3038069181966858,1.417179104595624
CDMS-14-10A-IMORTO,-0.1126701259933757,-0.0995691749384302,0.2811952123475182,-0.3558076836438024,-0.4436340577820729
CDMS-14-10A-JCVANI,-0.1342431078510698,-0.3413493631388029,-0.2692489851967573,0.2627356036369712,0.3733380306849936
CDMS-14-6B-KDCAHE,-0.6301182577664718,-0.627170113573393,0.1627516826601856,-0.0712341618957347,-0.0282401853057169
CDMS-15-10A-AMALOS,0.0659252354033281,-0.0846506216667262,-0.4937844571064116,0.5927029351633153,0.6871322407649448
CDMS-15-10A-JJMACH,-0.0433270432732074,-0.0368753123471448,-0.3366872273195477,0.149564686039275,0.1922241996475348
CDMS-15-10A-MAALCA,1.5117149721463747,1.3423651024727714,-0.8819511234473256,0.2521478781036186,0.2757971513155557
CDMS-15-10A-MAALRI,-0.2284324369785102,-0.2185559615578372,-0.5712560314591134,0.5894324978317907,0.6596278205553874
CDMS-15-10A-SGOMO,0.8746360951541841,0.3729247016673957,-0.4938472912609718,-0.0479671068386513,0.0413401231796843
CDMS-15-10A-SHEGA,0.1373767282167123,-0.2829591812120806,-0.5521337187869471,0.541661293146896,0.6692397172673331
CDMS-15-11B-JEMOLO,-0.6207054325590045,-0.7071641144674179,-1.0116261338896348,1.25694266912871,1.3109031340834512
CDMS-15-11B-VSAHO,0.1626592638951815,0.1728305545489562,-0.7127899895247785,0.707440765530785,0.6767114491299783
CDMS-16-10A-SGALO,-0.4225901254300839,-0.424448785400868,0.6469632666511602,-0.4313170056222989,-0.4740413180915114
CDMS-16-11B-NGABE,0.5785110504964501,0.5992071693809493,-0.4341079967045748,0.2489340486811934,0.3018606653241166
CDMS-17-10A-ASSAMO,-0.5569976820369827,-0.5611423383244042,0.3276367237611377,0.2072009294916331,0.1947330190020746
CDMS-18-7C-VVECA,-0.3879990459470385,-0.3994405732646659,-0.2913352926145409,0.5375728402216429,0.588097208743759
CDMS-8-4A-DJAVDA,-1.0437130075367185,-1.0708848284382506,-0.3053530132403517,-0.0471797394461749,-0.0863981337755647
CDMS-8-4A-DOSTR,-0.3288923444126782,-0.3164859353319347,-1.0666475952679697,0.7475247839669154,0.962776876413876
CDMS-8-4A-LGOPA,0.0166105641309134,0.0365139965755967,-0.1703425719684123,0.0573122530779012,0.1073797038746621
CDMS-8-4C-JDBUTU,0.0084388398289771,-0.4722737974684832,-1.6380411004517803,1.4699590636011863,1.93540387548578
CDMS-9-4A-ACDUTR,0.0892391759523766,0.166550523172135,-0.8890804303464183,0.8679124313977835,0.8759239560954102
CDMS-9-4A-CARGA,-0.1287446640473305,-0.1146217337823806,-0.1770374023380781,-0.0023104947141223,-0.0118854703192933
CDMS-9-4A-CRAAG,1.0798422723590144,-0.1724510599005352,-0.9990108707178526,1.0602384214633702,1.067612513223833
CDMS-9-4A-EROHI,-0.2193417047296045,-0.2063428904329615,-1.3170627988769317,0.862581888927842,1.1898537426904268
CDMS-9-4A-ILOSE,-0.3761722315657439,-0.37985529287279,0.2467715911897729,-0.1787097473950649,-0.1891598514220931
CDMS-9-4A-TGAFR,-0.2834038039509491,-0.2576302993228477,0.0862170248090472,-0.1408912821317507,-0.1677274954928713
CDMS-9-4C-SCAMO,-0.2045167225211978,-0.2023857432699119,-0.0799444768344357,0.1322742678284652,0.1123974585208987
CDMS-9-5A-ABERO,0.4757302086076904,0.3347528957222161,-1.7240375317721568,1.6959519731380193,1.9945166713793792
CDMS-9-5A-VVAAR,-0.3732901479018201,-0.4336525932613473,0.1647320643623359,0.3414825854832525,0.2413584010104226
CDMS-9-5C-JDMADE,0.2740477835704711,-0.1147110686717851,-1.0572782036712678,0.6683310206863923,0.850102592652164
CDMS-9-5C-LVIZAC,0.283243797716373,-0.0625428102611429,-1.6706414446070104,1.5486669771617,1.9655210515499624
CDMS-9-5C-MLOGO,-0.3379275626241226,-0.4648143962102429,-0.5096938416747948,0.6367571700097481,0.8264697935902109
CDMS-9-5C-SCAAG,3.802236017823119,0.8780638281546459,-1.5827016310902204,1.5738250107863907,1.9820534552571565
CDMS-XX-10A-VGILO,-0.2093913478898263,-0.2033508849520653,-0.0784536103535194,-0.1378611798184979,-0.0678968245809332
CDMS-XX-5C-MPCAQU,0.1650758557610452,0.1822081688768177,-0.440053132666493,0.2463615649675872,0.3633687581524102
CDMS-XX-6B-SPUCA,0.3490544694875092,0.1196458292480694,-0.3375255595244557,0.1221448619535904,0.20729380665632
CSO-10-4A-KCOMO,-0.2017547776021993,-0.202847971383547,0.0200639470923282,-0.0911771160738199,-0.0700346308782425
CSO-10-4A-LRAVI,0.4980499466118616,0.5147082272698347,-0.0670191689891323,0.056968064529395,0.0572330530063123
CSO-10-4A-LSCAVA,0.1907975455669583,0.1929472417442323,-0.1321003155979905,0.3141840112790539,0.2770563872317373
CSO-10-5A-ACAVA,0.0709921318555474,0.0743075426954011,-0.120351931556758,0.3848877410811547,0.3670281782728616
CSO-10-5A-ARACA,-0.0706465149613826,-0.2924161095344181,-0.6553612075698385,0.632923142348589,0.7680493591331531
CSO-10-5A-DABRZA,0.7243202768434259,0.3255774249727151,-1.526908873041796,1.2587017995684433,1.5292418571834705
CSO-10-5A-GZAMA,-0.6761670659666424,-0.682110500114919,-0.0308734411469661,0.0908340428960104,0.0112762178849852
CSO-10-5A-IPECA,-0.265674107329026,-0.2630969151863885,0.0018200980307164,-0.0513354099461451,-0.0032478803553638
CSO-10-5A-JANORO,-0.1694553952693315,-0.1697266156420724,-0.2304204182282333,0.2802108635435275,0.3174672017294753
CSO-10-5A-JBUVE,0.7833299444813929,0.5660826891295517,-1.4672326951917165,1.064798566219887,1.205411175636317
CSO-10-5A-JJSEMO,0.4094101283854455,0.2970643479758248,-0.9594783920906004,0.445649652322703,0.7562475976818059
CSO-10-5A-JLCARI,1.35481555768054,0.9405931921489548,-1.316032073683667,0.9088053922439742,0.9920721302778864
CSO-10-5A-MAARAN,-0.3413886329857425,-0.3412582946495925,0.3557580136630257,-0.3312531539121597,-0.4092516742966725
CSO-10-5A-RVMOIB,0.3182220894048409,0.1691589926190221,-0.3261566801866119,0.2569475161822337,0.3282343729475488
CSO-10-5A-SVHEES,0.1177402992032148,0.0637339498597741,-0.8701730497177814,0.7079027598234421,0.7750092615991828
CSO-11-5A-MDVOSPE,0.1456617962748417,-0.0941089400162258,-0.2833182222566469,0.3409061879252259,0.4612687760676665
CSO-11-5A-MTAGA,-0.594416485259896,-0.597657665886391,0.2811135103725198,-0.0801141711557963,-0.1119651548896676
CSO-11-6A-CAPAMU,0.2701557840124892,0.1537326612718232,-0.3423783481106993,0.5521023972557066,0.6200450816221308
CSO-11-6A-DSCACH,-0.2238538133707448,-0.2142236601201022,-0.0061199155865132,0.1618603735390655,0.0989665452512942
CSO-11-6A-EROMO,0.0962355923839477,0.1053445534751845,-0.3358850908978928,-0.1498274584639141,-0.0651240897198555
CSO-11-6A-FSOVRE,0.7538133727907367,0.3493406637439024,-0.6257032776230748,0.6882846187845151,0.936059122976326
CSO-11-6B-ANREVA,-0.1513859833287476,-0.1372560071912354,-0.0556479944385019,-0.4822548140807257,-0.4458692618518443
CSO-11-6B-DISEMO,-0.4313628366268885,-0.4317191310439827,-0.4371835109267881,0.5058706494003194,0.6890930289914262
CSO-11-6B-LHFDLACH,0.7889511135146249,0.4311609859806835,-1.0734162359049813,1.2312444047247266,1.3949915109236326
CSO-11-6B-RJGIHE,-0.6927802223149653,-0.7000658054720059,-0.5579588499777003,0.3389246384464761,0.4100184680175935
CSO-11-6B-SFLVA,0.9550417313191149,0.5304020725281189,-0.6015315563185047,0.8057998817112612,0.7853850972174553
CSO-11-6B-VCOMA,0.1915355628900024,-0.1508538755416334,-0.5332648716757609,0.5083882109593068,0.6146401818555467
CSO-12-6A-DGISE,0.5142465280055637,0.5629610700616676,-0.7807460323764371,0.0304449130618075,0.4046303680730939
CSO-12-6A-FJOVRE,0.2028569747490218,-0.0515106460004,-1.5596873929734714,1.4497042286905153,1.6228765288810485
CSO-12-6B-GQULO,0.0658170082817465,0.0839866324862429,-0.4446717399844564,0.327263289716171,0.383941288504658
CSO-12-6B-LJHEFE,0.2388851980205223,-0.0639883189990791,-0.7362972957734204,0.9485666860382944,1.0515511093803245
CSO-12-6B-VPAMA,-0.477624106272153,-0.4814735449634181,-1.1756329809727704,0.4935583450269394,0.5699770796497972
CSO-12-7A-DALRE,-0.9122762634982984,-0.9261825530180368,-0.4693888013029612,0.1572437182198076,0.3601651212461107
CSO-12-7A-ESALA,-0.3731606258052593,-0.3728650695206182,0.1665633127084188,-0.2185976143192027,-0.20784268354869
CSO-12-7A-IMERO,-0.1235338185920494,-0.1210537356793223,-0.51880219105303,0.7818041805686332,0.8630320389625687
CSO-12-7A-JHEZA,0.1632482930320021,0.081170145910147,-0.5966541361602263,0.7606912610894735,0.9620528150369276
CSO-12-7A-LSARAR,-0.5429642112292934,-0.5473339520321241,-0.5213837716777497,0.2057899549957529,0.219659863241093
CSO-12-7A-SCAHO,-0.2029232450008706,-0.229832064277623,-0.1987416029036737,0.3561981579929342,0.3435698889928908
CSO-12-7B-DVAGRO,0.4755670975194558,-0.0786706639737585,-0.8802496725415958,0.7570859053140778,0.920034114791946
CSO-12-7B-SMUGU,-0.3194280446999891,-0.5307734204724122,-0.104640226066533,0.1476368163457232,0.2163625371616119
CSO-12-7B-SSARA,0.5682170824566167,0.2089491249465961,-0.4024119258442163,0.2890983808851244,0.3099701173966891
CSO-12-7B-VHOMA,0.3926636194972279,0.4168436308690111,-0.1505084231982296,0.3226690012912229,0.3153232865235115
CSO-12-8A-YTOME,1.000758529919331,0.8806521810226645,-0.6389539385691588,0.403890266687965,0.553720734241127
CSO-13-6A-ANASA,-0.1468675174658193,-0.3119480298869783,0.3845956391354004,-0.0489207113466027,-0.1470791524669903
CSO-13-6B-JETAVE,0.5674861885498131,0.2586954669884634,-0.6809071870554773,0.4322105030496633,0.452268994706638
CSO-13-6B-LFMIES,0.2794202457467087,0.2944730140069481,0.1555651736929564,-0.4536988603949153,-0.4845471852749182
CSO-13-6B-LJMAHU,0.5910366462465942,0.6001822724106036,-0.5365256054010454,0.3464361546795404,0.2112971152085178
CSO-13-7A-CAPAMU,0.3790190931135322,0.2206478586542022,-0.2041526424530754,0.4043775969573764,0.2857044808086031
CSO-13-7A-CDDITR,0.0472864476793019,0.0685933615653941,0.3757861895318413,-0.5196170814121566,-0.5275732527689282
CSO-13-7A-JJATFL,-0.2360418906610847,-0.3404867243011018,-0.1493361933728178,-0.0155965540258693,0.012490443720901
CSO-13-7A-KRAMA,0.7328287808555832,0.7843773448988985,-0.8420251237281942,0.3986791724027216,0.4525198696609142
CSO-13-7A-RXCHLU,0.3047432141012117,0.1404124080796174,-0.5192773851887746,0.3093427400795724,0.3386802636323844
CSO-13-7A-YAMEZA,-0.0334953027083271,-0.0228931317949443,-0.253607544464709,0.3371517506263634,0.4104193416432113
CSO-13-8A-KIGAGU,0.4262803304727837,0.1573175314018378,-1.3591139479932073,1.3627450697980603,1.5217067216514544
CSO-13-8A-MBUAN,-0.4530394790780992,-0.4530394790780992,0.7636397434980721,0.6207144215377988,0.5454806858820391
CSO-13-8A-MGAAN,-0.2444793669093423,-0.2412290224550205,-0.3851191615311664,0.1302061838430318,0.1702533616712967
CSO-13-8A-MGAHE,0.3210734130310116,0.1480769952456176,0.0004019463495034,-0.3447146902684132,-0.2931137026207904
CSO-13-8A-MJAGA,0.3404434113632162,0.0144432814286702,-0.5388798995297948,0.5276646821005296,0.6027208743987295
CSO-13-8A-VHODU,-0.0137655147674683,-0.1813347290563496,-0.701373966928003,0.1867427267177099,0.4790560616643999
CSO-13-8B-FCJISA,0.018188001803275,0.0219507097102321,-0.1434291047186804,-0.3764572724037532,-0.3641611116886206
CSO-13-8B-JEMABE,0.3355159398360212,0.0856870438162184,-0.2464017232012493,0.3999305227483591,0.4063889720694704
CSO-13-9B-DMLLLU,-0.2608665394921283,-0.2329108105109206,-1.1548591516261362,0.9008198459831546,1.0668277378484552
CSO-14-7A-MVEBE,-0.7098640380623231,-0.7198475063768562,1.0508556601911043,-0.8602285448298167,-0.8126578700343923
CSO-14-7B-EVEGO,-0.0025332103181397,-0.0285369309394164,-0.2042402503894061,0.303138870794313,0.3316037113520936
CSO-14-8A-AQUMA,-0.4876467357922763,-0.4825709855184485,0.3397855869355985,0.0448912577830644,-0.0448058138440948
CSO-14-8A-MCIDOS,1.949904895427148,2.116786273300585,-2.1600527413177946,0.6557610422558683,0.924972874144468
CSO-14-8A-SZARA,0.6902624486650181,0.7459581369226245,-0.5053790704320993,0.6428580375001794,0.7064384327292306
CSO-14-8B-JLLORA,-0.7883224628071721,-0.7998581897802652,-0.2795611943476803,0.4616442120102113,0.3745032931455741
CSO-14-9A-AEDCAGO,-0.1277941030834649,-0.1809909288332941,0.0753646551983763,0.1254019477737203,0.1104629932153877
CSO-14-9A-HASACA,-0.4693159303502616,-0.4678587709895948,0.2538559080723249,-0.2436896851221535,-0.1737682529981082
CSO-14-9A-JSMAAL,-0.1789250616391336,-0.1771468203350321,0.2206304921459308,-0.0034163239630761,-0.0782350837854052
CSO-14-9A-MARJA,-0.5404558057605834,-0.5438316060426466,-0.1893812621962557,0.0991055243602007,0.0513877924178557
CSO-14-9A-SORZU,-0.4953981583440235,-0.7003065344918461,-0.0972378315645409,0.2409428730791816,0.2095258713551991
CSO-14-9B-ERAGA,-0.5925743033661168,-0.5914573594871266,-0.3740361325544992,0.4908933276769345,0.4927628394549952
CSO-14-9B-MFEGA,0.6903195432917704,0.2944119112661629,-0.554313408120445,0.2561895799079461,0.2683678610805106
CSO-15-10A-LJRAGU,0.5753924095823776,0.4903535281511396,-0.2243787766628416,0.0771148728416935,0.1052513554467548
CSO-15-10A-MAARLO,0.2334023540131449,0.2302664046041298,-0.906775870591902,0.5468713778185934,0.7408027895865047
CSO-15-10A-SFEGA,-0.4230674792343213,-0.4248561309340569,-0.8325515472021003,0.9022564941318114,0.923079875815102
CSO-15-10B-MEBUAR,-0.2810150753781374,-0.2708623167965346,-0.4239311298573152,0.6234064422041672,0.7861247025205689
CSO-15-10B-YVBUAN,-0.2586700023856921,-0.2519588575039653,-0.167306504253663,0.0526963457303686,0.0687028858015078
CSO-15-10C-ALBAHO,-0.0849168327611167,-0.0849168327611167,0.1377086252229945,-0.4429129499396526,-0.2064497090339585
CSO-15-10C-SSCAMO,-0.6743580837040957,-0.68787717939377,-0.1925174564761031,0.7798208429717657,0.9242383383272386
CSO-15-11C-JETALO,0.1078046008406539,-0.2290264473467516,-0.1982083590116545,0.7912542082376656,0.8794124111504098
CSO-15-7B-JCRAGA,-0.618386392561663,-0.6219648132743961,0.5399766404732366,-0.7307500989388173,-0.7832638293007712
CSO-15-8A-VBMABR,-0.1958333352048747,-0.4283204065635667,-0.144521938762701,-0.2328069429404376,-0.1777996796582084
CSO-15-8B-KEPOGO,-0.0375092915782109,-0.0911911020237296,0.1923064937390911,0.0547080605162005,0.0976354999509711
CSO-15-9B-ALRIHE,-0.3214366852709689,-0.3205667509280989,-0.0744311786228434,-0.1694357240547524,-0.1415806475830194
CSO-15-9B-AMSAGO,-0.03601276047716,-0.0203115694611665,-0.4984615479908832,0.6533563217357174,0.5634363459090462
CSO-15-9B-JCAPA,0.0056723919303752,0.0214242673369413,-0.3465525091947414,0.2781361868655616,0.3685078998791176
CSO-15-9B-KSBEJA,-0.5714760067847913,-0.5776630865224541,-0.0576729274182012,-0.0651701642485868,-0.0973125625461575
CSO-15-9B-RMCHLU,0.2735607487862783,-0.0170798843443982,0.0226595701537765,-0.1640800832633932,-0.1110010932974337
CSO-16-10A-JEGAHE,-1.30159439813072,-1.3746907576084018,0.0610005726917772,0.3738613290820525,0.2758400879060107
CSO-16-10A-MSACO,-0.648285486370665,-0.6496608370260198,-0.2739963383268382,0.8446170453150369,1.034731138666129
CSO-16-10A-SMOUT,-0.6041157430568325,-0.6098294477450548,0.9879768802498992,0.3996164940108797,-0.2745162846080057
CSO-16-10A-YKMUJO,0.8365980690704972,0.8789471318536264,-0.0624352853322806,-0.1194173247009553,-0.1995578254412174
CSO-16-10B-JESUGU,-0.6493929985070502,-0.6570249228369865,0.0812894183665305,0.2365918391507978,0.2331244083041674
CSO-16-10B-LTVIFA,0.0933269322650817,0.1181219083618439,0.2365485600154639,0.1724968224393526,0.1615504941723225
CSO-16-10B-VVILI,0.0881934838432797,0.0975291544380206,-0.2211719351242807,-0.0408387178490419,-0.0341942841936203
CSO-16-10C-ACALGU,-0.0766943462477646,-0.1427649642219313,0.0350899225983447,0.0476356330444892,0.1235041506322943
CSO-16-10C-MAVAVE,-0.1899653320082421,-0.1817622609245511,0.3480697205616719,-0.3315733492495257,-0.397325845632462
CSO-16-11A-JAVABO,0.2024930074086819,0.2187820937363887,-0.0345855071001239,-0.1830395381885632,-0.1070045579070607
CSO-16-11A-JDMUVA,0.3619807360343299,0.1761618754230459,-0.3707112326806242,0.1434378867280323,0.1515341143415684
CSO-16-11A-VZAOR,0.0287823443325444,0.0376548590137699,-0.5724994622876258,0.4170819710733914,0.4862486765498818
CSO-16-11B-KRORE,-0.459956148690441,-0.5281201961416548,0.2726267919373073,-0.4718341589623491,-0.3902483449328736
CSO-16-11B-LLOZA,0.7080093625660848,0.4117740542531098,-0.0685618705360056,0.3241244253242702,0.270905075891195
CSO-16-11B-YAROMO,0.2800971346624551,-0.1551459176262435,-0.4172949267194547,0.2907360215254576,0.4007214587196444
CSO-16-9A-JALEMO,0.1417473454184939,0.1460389174488036,-0.7049330668130257,0.2941871991128642,0.2970506047164815
CSO-16-9A-JPROSO,0.185381896537514,-0.0553558678585303,-0.4516437075579627,0.506515417756049,0.5234447478235948
CSO-16-9A-JSMAGU,-0.0895143089543424,-0.2823047722036231,-0.1741121173430561,0.1793219550008127,0.3299485316711187
CSO-16-9B-SJPAJI,-0.2728051982112546,-0.2497941473929781,0.1251476628997166,-0.0001311474897203,-0.2316139810664041
CSO-17-10A-YVGOCA,-0.4218467973894616,-0.4238992037473418,-0.0044738100817194,-0.4357123547146027,-0.4077131097212531
CSO-17-10B-EHECO,-0.5309177218428278,-0.5346176829623531,0.665356021420336,-0.3688180245707477,-0.3880177238776424
CSO-17-10B-YCQUVE,0.4155172338130747,0.1293004747221766,-0.5378570678361547,0.3595661620680475,0.4555694228630714
CSO-17-11A-DJAPA,0.111453804049361,-0.2149463757927231,0.0475247390216776,0.1605605908042017,0.2035597100126896
CSO-17-11A-JDAMO,-0.6627876303055574,-0.6671479937050183,0.5346432612154063,-0.4232431960026282,-0.5532242343206216
CSO-17-11A-NPAHE,0.995452142157825,0.4941087282395513,-0.8009014942665903,0.6191053595878685,0.6769946233480608
CSO-17-11A-RLPAIG,-0.0149492643155041,-0.2090455613046032,-0.2662294806125988,0.1381206554577248,0.1910787698940622
CSO-17-11A-SPUVA,-0.4599887791127207,-0.4869574584667936,-0.9755258663374876,1.736688900313002,1.9002893021182776
CSO-17-11B-CDBEBU,1.3634517222174545,1.0568416456469838,-0.4981288736627801,0.8216501435363841,0.8431083618010335
CSO-17-11C-JDAAG,0.6945681222674439,0.4887862285308189,-0.1606637781073893,0.1830226242771208,0.2097936762512029
CSO-17-11C-MAPAMA,0.1870224603868762,0.1772712055054052,-0.5938758495195107,0.3121055726189923,0.3328619166911143
CSO-17-11C-MCAAG,0.5023529450253321,0.5110195604186542,-0.3739193483492986,0.5351478902926038,0.5400413166983911
CSO-17-11C-SARJA,-0.2620063616746436,-0.2605332049677099,0.1780284890679594,-0.0008543048432448,-0.0763290975284955
CSO-18-11A-ADBAHO,-0.1430861254521786,-0.1455059348735746,0.0145168188419622,0.0756570111768386,0.1770921670666079
CSO-18-11B-YLLRE,0.0978359004372829,0.014463318990027,-0.1102194701545336,0.2554396982677643,0.2879374540897987
CSO-18-9B-MAMOLO,0.2070746049784854,-0.1034117150184829,-1.574280181021288,1.5770698579645184,1.851474472458136
CSO-8-3A-DAPAVA,0.0657491708405107,0.0911491650898329,-1.0127688447240284,0.868475807405635,1.0207967956449282
CSO-8-3A-KVPECO,1.646977005515523,0.9832611183461776,-1.3776906086177003,1.1612552204776183,1.6493137589528748
CSO-8-4A-ARAGR,-0.668156825919919,-0.6747224977910358,0.3195933108596959,-0.2558915403221439,-0.2830948569960687
