feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
diameter_T6W150,0.23037548799788335,0.1934789881668422,1.0,128,0.32
l3_T6W150,-0.18409687183493886,0.11564902714170046,1.0,382,0.955
atd_T6W150,-0.1716896331178282,0.4290601633477134,1.0,162,0.405
pe_T6W150,-0.14990653187445852,0.07431023455524936,1.0,13,0.0325
l2_T6W150,0.13046264574245925,0.08352619779910456,1.0,3,0.0075
re_T6W150,-0.10803066612307852,0.09726267652852133,1.0,281,0.7025
lcc_T6W150,-0.07334513536053759,0.6416439323096651,1.0,285,0.7125
density_T6W150,-0.06737370785011346,0.18801473807576932,1.0,70,0.175
cc_T6W150,-0.06579187397474509,0.05112427142175503,1.0,86,0.215
asp_T6W150,-0.06371470199665914,0.19724836012510782,1.0,71,0.1775
l1_T6W150,-0.019014318268848213,0.007808263185396216,1.0,3,0.0075
nodes_T6W150,-0.015535505112688591,0.5069897420983382,1.0,327,0.8175
lsc_T6W150,0.00393234182700676,0.13822571899440206,1.0,182,0.455
edges_T6W150,0.0020214820565506004,0.06703422014156553,1.0,7,0.0175
