feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_re_T7W20,-0.12579199031153415,0.10749132054744924,1.0,230,0.575
z_atd_T7W20,-0.09391522530011867,0.07442201983110933,1.0,118,0.295
z_density_T7W20,0.08714067942969897,0.0654365116854086,1.0,358,0.895
z_diameter_T7W20,-0.07293576334768055,0.05479162356864571,1.0,370,0.925
z_asp_T7W20,-0.06691367438032889,0.05013414884033342,1.0,316,0.79
z_l1_T7W20,-0.06153788401205772,0.07392594993286153,1.0,125,0.3125
z_pe_T7W20,-0.05306574165375848,0.059639056989096995,1.0,113,0.2825
z_l2_T7W20,-0.050345690771878844,0.06247206753607504,1.0,91,0.2275
z_lsc_T7W20,0.04508827050675908,0.042543827990730955,1.0,167,0.4175
z_l3_T7W20,0.020049480569657708,0.06537510239075572,1.0,112,0.28
