number,value,datetime_start,datetime_complete,duration,params_et_max_depth,params_et_max_features,params_et_min_samples_leaf,params_et_min_samples_split,params_et_n_estimators,params_regressor,params_rfe_n_features,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_estimator,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_trial_time_seconds,user_attrs_use_scaler_final,state
0,3.0244114947831746,2026-06-14 13:36:50.223074,2026-06-14 13:38:26.438512,0 days 00:01:36.215438,13,log2,1,3,380,ExtraTreesRegressor,10,False,-0.07651563553260739,-0.0701114157066892,698.0,-0.0733135256196483,0.0032021099129590897,0.04311943027505199,1.9633684547051278,3.012343004938491,3.0364799846278583,698.0,3.0244114947831746,0.012068489844683753,0.16251359901076032,1.9633684547051278,935230778796922.4,1020194906845393.1,698.0,977712842821157.8,42482064024235.32,572061062057838.4,1.9633684547051278,8.853438634017866,9.03335897452525,698.0,8.943398804271558,0.08996017025369245,1.2113985447805133,1.9633684547051278,2.734955500707031,2.773402397285389,698.0,2.75417894899621,0.01922344828917905,0.2588618631723756,1.9633684547051278,699.0,0.9856938483547926,-0.15009917280132382,-0.13821051528176495,698.0,-0.14415484404154438,0.005944328759779436,0.08004599356567133,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",10,"['nodes_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.06113245276051194,-0.04468667108541168,698.0,-0.05290956192296181,0.00822289083755013,0.11072898113027285,1.9633684547051278,3.670096162274093,3.7011142713565226,698.0,3.6856052168153077,0.015509054541214921,0.20884404786215066,1.9633684547051278,completed,96.20294308662415,False,COMPLETE
1,2.8801219997709318,2026-06-14 13:38:26.471605,2026-06-14 13:39:56.216492,0 days 00:01:29.744887,6,log2,1,4,425,ExtraTreesRegressor,5,False,-0.024419504510655877,-0.019664816274557326,698.0,-0.0220421603926066,0.0023773441180492765,0.032013180910239546,1.9633684547051278,2.8696764419964587,2.890567557545405,698.0,2.8801219997709318,0.010445557774473277,0.140659287901896,1.9633684547051278,907536345566787.9,988941590493455.9,698.0,948238968030121.9,40702622463333.96,548099203033795.56,1.9633684547051278,8.573410698787693,8.753697266908716,698.0,8.663553982848205,0.09014328406051118,1.213864344906101,1.9633684547051278,2.551208862513029,2.5828502637250583,698.0,2.5670295631190436,0.01582070060601482,0.21304065607576927,1.9633684547051278,699.0,0.7525035765379113,-0.05151438482906935,-0.042234219119332964,698.0,-0.04687430197420116,0.0046400828548681956,0.06248309226401921,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.031034260983603387,0.04803798560060804,698.0,0.039536123292105714,0.008501862308502329,0.11448559511837168,1.9633684547051278,3.5118033100587507,3.541100759094597,698.0,3.526452034576674,0.014648724517923352,0.19725889261725366,1.9633684547051278,completed,89.73548793792725,False,COMPLETE
2,2.8444696779060674,2026-06-14 13:39:56.245231,2026-06-14 13:40:37.727481,0 days 00:00:41.482250,8,,4,7,181,ExtraTreesRegressor,2,True,-0.011598389166117941,-0.007131137860290274,698.0,-0.009364763513204108,0.0022336256529138336,0.03007787621892791,1.9633684547051278,2.8342397610745134,2.8546995947376215,698.0,2.8444696779060674,0.010229916831553863,0.1377554792084375,1.9633684547051278,922586061091387.0,1006437997837905.8,698.0,964512029464646.4,41925968373259.32,564572709596395.1,1.9633684547051278,8.45818037801525,8.641326778823618,698.0,8.549753578419434,0.09157320040418425,1.233119517200668,1.9633684547051278,2.556617482571986,2.5877913602658937,698.0,2.57220442141894,0.015586938846954003,0.20989283350103394,1.9633684547051278,699.0,0.6680972818311874,-0.031155592080558417,-0.02291347161617162,698.0,-0.027034531848365018,0.0041210602321933975,0.055493963096707434,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",2,"['atd_T6W30', 'density_T6W30']",0.06323783097113947,0.08084803232795953,698.0,0.0720429316495495,0.008805100678410026,0.11856898578995302,1.9633684547051278,3.478957680161472,3.507509995650032,698.0,3.493233837905752,0.014276157744279922,0.19224192959736988,1.9633684547051278,completed,41.47327184677124,True,COMPLETE
3,2.9260794646428043,2026-06-14 13:40:37.845194,2026-06-14 13:41:01.811445,0 days 00:00:23.966251,20,,5,12,79,ExtraTreesRegressor,7,True,-0.04114426405681677,-0.035642362597850946,698.0,-0.03839331332733386,0.0027509507294829153,0.03704414632676522,1.9633684547051278,2.9150192677430855,2.937139661542523,698.0,2.9260794646428043,0.01106019689971894,0.14893598346380998,1.9633684547051278,934600728898306.9,1019275232413132.1,698.0,976937980655719.5,42337251757412.64,570111028295111.5,1.9633684547051278,8.58476635256292,8.762101624864481,698.0,8.6734339887137,0.08866763615078034,1.1939933539395962,1.9633684547051278,2.6399033046989957,2.6769640836309203,698.0,2.658433694164958,0.018530389465962405,0.2495291724101827,1.9633684547051278,699.0,0.8783977110157367,-0.07811114201946776,-0.06824183347047419,698.0,-0.07317648774497097,0.004934654274496779,0.0664497742752435,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 're_T6W30', 'l1_T6W30', 'l2_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",-0.002309271717918614,0.01493212294224313,698.0,0.006311425612162258,0.008620697330080872,0.11608582077160515,1.9633684547051278,3.5554186477247858,3.584872639997698,698.0,3.570145643861242,0.014726996136455882,0.19831289378822223,1.9633684547051278,completed,23.956459045410156,True,COMPLETE
4,2.9043652754681664,2026-06-14 13:41:01.826319,2026-06-14 13:41:22.189120,0 days 00:00:20.362801,19,,4,4,65,ExtraTreesRegressor,4,False,-0.0335928853609419,-0.02782656006883982,698.0,-0.03070972271489086,0.0028831626460510394,0.03882450448840059,1.9633684547051278,2.893170741438634,2.9155598094976987,698.0,2.9043652754681664,0.01119453402953213,0.15074495962633574,1.9633684547051278,932246954036721.8,1016873504813845.2,698.0,974560229425283.5,42313275388561.72,569788163873521.1,1.9633684547051278,8.597854334200685,8.76479899515216,698.0,8.681326664676423,0.08347233047573824,1.124033662704156,1.9633684547051278,2.645468301719251,2.682057819761394,698.0,2.6637630607403224,0.01829475902107119,0.24635618621815752,1.9633684547051278,699.0,0.8011444921316166,-0.06793232519042716,-0.05744341703475295,698.0,-0.06268787111259005,0.005244454077837104,0.07062152083687648,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",4,"['l1_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.03953681217226437,0.05638782951460645,698.0,0.04796232084343541,0.008425508671171042,0.11345742137335786,1.9633684547051278,3.5374816435761955,3.566835508612747,698.0,3.552158576094471,0.014676932518275634,0.1976387399483732,1.9633684547051278,completed,20.353950023651123,False,COMPLETE
5,2.847587213789306,2026-06-14 13:41:22.204427,2026-06-14 13:42:58.410667,0 days 00:01:36.206240,19,log2,5,8,473,ExtraTreesRegressor,5,True,-0.012328123733167908,-0.008696185777997217,698.0,-0.010512154755582563,0.0018159689775853452,0.02445373514311629,1.9633684547051278,2.838215292174894,2.8569591354037183,698.0,2.847587213789306,0.009371921614412007,0.12620176433058442,1.9633684547051278,924870077727834.5,1007502882954258.2,698.0,966186480341046.4,41316402613211.88,556364331682179.4,1.9633684547051278,8.347304869593126,8.51847664909045,698.0,8.432890759341788,0.08558588974866244,1.1524947318674021,1.9633684547051278,2.5779613887305888,2.605856547295233,698.0,2.591908968012911,0.013947579282322072,0.18781731068502827,1.9633684547051278,699.0,0.6108726752503576,-0.019172462154576946,-0.01273417685114851,698.0,-0.015953319502862728,0.0032191426517142177,0.043348792168025306,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",5,"['nodes_T6W30', 'lcc_T6W30', 'atd_T6W30', 'density_T6W30', 'asp_T6W30']",0.05312486463541118,0.07004687665831746,698.0,0.06158587064686432,0.008461006011453139,0.11393542654209024,1.9633684547051278,3.4612642686039368,3.4883075979122427,698.0,3.4747859332580897,0.013521664654153024,0.18208196848514466,1.9633684547051278,completed,96.19704604148865,True,COMPLETE
6,2.9004882869241846,2026-06-14 13:42:58.425471,2026-06-14 13:44:30.651485,0 days 00:01:32.226014,8,log2,3,5,423,ExtraTreesRegressor,13,True,-0.031429353969191484,-0.027166032605196077,698.0,-0.029297693287193782,0.0021316606819977045,0.028704821710048567,1.9633684547051278,2.8905581687730324,2.910418405075337,698.0,2.9004882869241846,0.009930118151152297,0.1337184072004433,1.9633684547051278,935627338702036.9,1019122895499639.6,698.0,977375117100838.2,41747778398801.35,562173213517806.94,1.9633684547051278,8.460544870091038,8.625191930847095,698.0,8.542868400469066,0.08232353037802786,1.1085639858162009,1.9633684547051278,2.597374973963579,2.6296277801772114,698.0,2.613501377070395,0.01612640310681604,0.21715722859405168,1.9633684547051278,699.0,0.8741058655221745,-0.05605419066238986,-0.04861626872211811,698.0,-0.05233522969225399,0.0037189609701358773,0.05007931726466706,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",13,"['nodes_T6W30', 'edges_T6W30', 're_T6W30', 'pe_T6W30', 'l1_T6W30', 'l2_T6W30', 'l3_T6W30', 'lcc_T6W30', 'lsc_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",-0.020555369395291137,-0.004179371020528072,698.0,-0.012367370207909604,0.008187999187381532,0.1102591321502183,1.9633684547051278,3.5222892969536996,3.550013080155642,698.0,3.536151188554671,0.01386189160097097,0.18666344523322206,1.9633684547051278,completed,92.21679902076721,True,COMPLETE
7,2.836485798610453,2026-06-14 13:44:30.667422,2026-06-14 13:44:46.799077,0 days 00:00:16.131655,17,sqrt,4,9,52,ExtraTreesRegressor,3,True,-0.007965795679458399,-0.005151875311489581,698.0,-0.00655883549547399,0.0014069601839844085,0.018946045951629117,1.9633684547051278,2.8276455426894564,2.8453260545314496,698.0,2.836485798610453,0.008840255920996775,0.11904238429054387,1.9633684547051278,932117836462545.0,1014986953453764.5,698.0,973552394958154.8,41434558495609.7,557955412085766.06,1.9633684547051278,8.275898250185342,8.438286231237537,698.0,8.35709224071144,0.081193990526098,1.0933536663043473,1.9633684547051278,2.5342589700126847,2.5573078055772696,698.0,2.545783387794977,0.011524417782292332,0.15518715551050863,1.9633684547051278,699.0,0.4434907010014306,-0.003738265161153268,0.0008644243202788025,698.0,-0.0014369204204372327,0.0023013447407160353,0.030989777610244847,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['nodes_T6W30', 'atd_T6W30', 'density_T6W30']",0.08489804178276629,0.10224276726471175,698.0,0.09357040452373902,0.008672362740972736,0.11678154426116047,1.9633684547051278,3.437259574566874,3.4635709839969646,698.0,3.4504152792819194,0.013155704715045258,0.17715397272398817,1.9633684547051278,completed,16.1217200756073,True,COMPLETE
8,2.8650245297906736,2026-06-14 13:44:46.828099,2026-06-14 13:45:32.371415,0 days 00:00:45.543316,3,,2,5,199,ExtraTreesRegressor,7,True,-0.018831814116131055,-0.014598495280042579,698.0,-0.016715154698086817,0.002116659418044237,0.02850281554140914,1.9633684547051278,2.855203156089767,2.8748459034915803,698.0,2.8650245297906736,0.009821373700906655,0.13225406060784534,1.9633684547051278,915713772150852.9,997560870477105.9,698.0,956637321313979.4,40923549163126.516,551074189429187.3,1.9633684547051278,8.365254298630793,8.532852965879625,698.0,8.44905363225521,0.08379933362441616,1.128437068537315,1.9633684547051278,2.544056611276618,2.5745195980188287,698.0,2.5592881046477234,0.015231493371105137,0.2051064249051202,1.9633684547051278,699.0,0.6509298998569385,-0.030812475618601946,-0.023090269659551133,698.0,-0.02695137263907654,0.003861102979525405,0.05199339349241391,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",7,"['nodes_T6W30', 'l1_T6W30', 'l3_T6W30', 'atd_T6W30', 'density_T6W30', 'diameter_T6W30', 'asp_T6W30']",0.05930984067978863,0.07630277900797423,698.0,0.06780630984388143,0.008496469164092805,0.1144129713419708,1.9633684547051278,3.4792931032223033,3.506708444829948,698.0,3.4930007740261257,0.013707670803822321,0.18458671673533336,1.9633684547051278,completed,45.53353500366211,True,COMPLETE
9,2.8349598892410657,2026-06-14 13:45:32.388450,2026-06-14 13:46:51.512228,0 days 00:01:19.123778,12,sqrt,3,10,393,ExtraTreesRegressor,3,False,-0.007375341750469983,-0.00470125586619075,698.0,-0.006038298808330366,0.0013370429421396162,0.018004544342783816,1.9633684547051278,2.826317269960977,2.8436025085211543,698.0,2.8349598892410657,0.008642619280088441,0.1163810205056989,1.9633684547051278,942543499113153.5,1025853362702519.0,698.0,984198430907836.2,41654931794682.805,560922946418491.25,1.9633684547051278,8.202893965651478,8.3456507756307,698.0,8.27427237064109,0.0713784049896117,0.9611775487899396,1.9633684547051278,2.5618083472370836,2.584953850236361,698.0,2.5733810987367223,0.011572751499638585,0.15583801460394925,1.9633684547051278,699.0,0.413447782546495,0.0009372893874490407,0.004744508064274353,698.0,0.002840898725861697,0.001903609338412656,0.025633895265877796,1.9633684547051278,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['l1_T6W30', 'lcc_T6W30', 'density_T6W30']",0.08113502336598657,0.09815065339366424,698.0,0.08964283837982541,0.008507815013838842,0.11456575391044403,1.9633684547051278,3.430283732568364,3.45579563174948,698.0,3.443039682158922,0.012755949590557985,0.17177089291537076,1.9633684547051278,completed,79.11438989639282,False,COMPLETE
