split,subject,set
0,CDMS-12-6A-SROAL,TRAIN
0,CSO-11-6A-FSOVRE,TRAIN
0,CSO-14-9B-ERAGA,TRAIN
0,CDMS-10-5A-HEPIHO,TRAIN
0,CSO-10-5A-IPECA,TRAIN
0,CSO-15-9B-AMSAGO,TRAIN
0,CDMS-11-6B-EAFESA,TRAIN
0,CSO-8-4A-ARAGR,TRAIN
0,CSO-11-6B-RJGIHE,TRAIN
0,CSO-15-11C-JETALO,TRAIN
0,CSO-10-5A-JBUVE,TRAIN
0,CSO-12-7B-SSARA,TRAIN
0,CDMS-10-4A-JURAN,TRAIN
0,CDMS-14-10A-IMORTO,TRAIN
0,CDMS-8-4A-DOSTR,TRAIN
0,CSO-15-10A-LJRAGU,TRAIN
0,CSO-12-6B-LJHEFE,TRAIN
0,CSO-17-11A-SPUVA,TRAIN
0,CSO-10-5A-GZAMA,TRAIN
0,CDMS-12-6A-JSOTGU,TRAIN
0,CDMS-14-6B-KDCAHE,TRAIN
0,CDMS-XX-6B-SPUCA,TRAIN
0,CDMS-11-6B-AVROTO,TRAIN
0,CSO-11-6A-DSCACH,TRAIN
0,CDMS-12-7C-MAROBE,TRAIN
0,CSO-11-6B-DISEMO,TRAIN
0,CSO-13-9B-DMLLLU,TRAIN
0,CSO-16-9A-JSMAGU,TRAIN
0,CDMS-10-5C-MAORTO,TRAIN
0,CDMS-16-10A-SGALO,TRAIN
0,CDMS-10-5A-SROPU,TRAIN
0,CSO-16-9B-SJPAJI,TRAIN
0,CDMS-18-7C-VVECA,TRAIN
0,CSO-17-11C-MCAAG,TRAIN
0,CSO-17-11C-MAPAMA,TRAIN
0,CDMS-11-5A-EAARCA,TRAIN
0,CDMS-11-6B-JDCHBA,TRAIN
0,CDMS-15-10A-SHEGA,TRAIN
0,CDMS-10-5C-NBEMO,TRAIN
0,CDMS-12-6A-FAROPA,TRAIN
0,CDMS-13-6B-ASUMO,TRAIN
0,CSO-12-7B-SMUGU,TRAIN
0,CDMS-8-4C-JDBUTU,TRAIN
0,CDMS-11-6B-JFSAHE,TRAIN
0,CDMS-11-6B-LESTA,TRAIN
0,CDMS-11-6B-EROCO,TRAIN
0,CSO-13-7A-YAMEZA,TRAIN
0,CSO-16-11A-JAVABO,TRAIN
0,CSO-13-7A-RXCHLU,TRAIN
0,CSO-15-9B-ALRIHE,TRAIN
0,CSO-10-5A-JLCARI,TRAIN
0,CSO-10-5A-JJSEMO,TRAIN
0,CDMS-13-7C-MVEAR,TRAIN
0,CSO-12-7B-DVAGRO,TRAIN
0,CSO-9-4A-DKVIMO,TRAIN
0,CSO-13-6B-JETAVE,TRAIN
0,CSO-11-6B-LHFDLACH,TRAIN
0,CSO-13-8A-MBUAN,TRAIN
0,CSO-15-9B-JCAPA,TRAIN
0,CSO-12-7A-SCAHO,TRAIN
0,CSO-12-6A-FJOVRE,TRAIN
0,CSO-14-8A-AQUMA,TRAIN
0,CSO-10-4A-LRAVI,TRAIN
0,CDMS-8-4A-DBEVA,TRAIN
0,CSO-16-10B-LTVIFA,TRAIN
0,CDMS-10-5A-SZURO,TRAIN
0,CSO-15-10B-YVBUAN,TRAIN
0,CDMS-12-7C-ARAHE,TRAIN
0,CSO-17-10A-YVGOCA,TRAIN
0,CDMS-9-4A-CARGA,TRAIN
0,CSO-16-10A-JEGAHE,TRAIN
0,CDMS-12-6B-SCLAG,TRAIN
0,CSO-17-10B-YCQUVE,TRAIN
0,CSO-15-10C-SSCAMO,TRAIN
0,CSO-10-4A-KCOMO,TRAIN
0,CDMS-12-7C-DLOLO,TRAIN
0,CSO-13-8A-MGAHE,TRAIN
0,CDMS-9-5C-MLOGO,TRAIN
0,CSO-12-8A-YTOME,TRAIN
0,CSO-13-8A-KIGAGU,TRAIN
0,CSO-12-6A-DGISE,TRAIN
0,CDMS-12-7C-VMAPA,TRAIN
0,CSO-14-7B-EVEGO,TRAIN
0,CDMS-13-7C-RAIZAC,TRAIN
0,CDMS-11-6A-NMREPR,TRAIN
0,CDMS-12-6A-JGIGA,TRAIN
0,CSO-8-3A-KVPECO,TRAIN
0,CSO-12-7A-JHEZA,TRAIN
0,CSO-13-7A-JJATFL,TRAIN
0,CDMS-15-11B-VSAHO,TRAIN
0,CSO-10-5A-MAARAN,TRAIN
0,CSO-12-6B-GQULO,TRAIN
0,CSO-11-5A-MTAGA,TRAIN
0,CSO-16-11A-JDMUVA,TRAIN
0,CDMS-9-5C-LVIZAC,TRAIN
0,CSO-14-9A-JSMAAL,TRAIN
0,CDMS-9-4C-SCAMO,TRAIN
0,CDMS-12-7C-CATRAR,TRAIN
0,CDMS-9-5A-VVAAR,TRAIN
0,CSO-9-4A-DVGATO,TRAIN
0,CSO-16-10A-MSACO,TRAIN
0,CSO-16-10A-SMOUT,TRAIN
0,CDMS-11-7C-ICARE,TRAIN
0,CSO-13-8A-MJAGA,TRAIN
0,CSO-12-7A-DALRE,TRAIN
0,CSO-11-6A-EROMO,TRAIN
0,CDMS-15-11B-JEMOLO,TRAIN
0,CSO-14-9A-MARJA,TRAIN
0,CDMS-15-10A-MAALCA,TRAIN
0,CSO-10-4A-LSCAVA,TRAIN
0,CSO-13-6A-ANASA,TRAIN
0,CSO-17-11A-NPAHE,TRAIN
0,CSO-9-4A-SLOCA,TRAIN
0,CDMS-XX-10A-VGILO,TRAIN
0,CSO-17-11C-SARJA,TRAIN
0,CDMS-13-6B-JDTAHE,TRAIN
0,CSO-11-6B-ANREVA,TRAIN
0,CSO-17-11A-DJAPA,TRAIN
0,CDMS-9-4A-TGAFR,TRAIN
0,CSO-18-11B-YLLRE,TRAIN
0,CSO-14-8B-JLLORA,TRAIN
0,CSO-15-9B-RMCHLU,TRAIN
0,CSO-15-8A-VBMABR,TRAIN
0,CDMS-11-7C-SPGAVE,TRAIN
0,CDMS-11-6B-JPSAMA,TRAIN
0,CSO-13-8B-JEMABE,TRAIN
0,CSO-9-4A-MPAME,TRAIN
0,CDMS-11-6B-MEBRTA,TRAIN
0,CDMS-9-4A-EROHI,TRAIN
0,CDMS-10-5C-ICAPA,TRAIN
0,CSO-10-5A-RVMOIB,TRAIN
0,CSO-12-7A-IMERO,TRAIN
0,CSO-17-11B-CDBEBU,TRAIN
0,CSO-12-6B-VPAMA,TRAIN
0,CDMS-17-10A-ASSAMO,TRAIN
0,CDMS-10-6B-JJMOBE,TRAIN
0,CSO-9-4A-DSMOMU,TRAIN
0,CSO-15-8B-KEPOGO,TRAIN
0,CDMS-12-7C-VQURA,TRAIN
0,CDMS-9-4A-CRAAG,TRAIN
0,CDMS-11-6B-JMARME,TRAIN
0,CSO-15-10A-MAARLO,TRAIN
0,CDMS-15-10A-SGOMO,TRAIN
0,CSO-12-7A-LSARAR,TRAIN
0,CDMS-11-6B-SCAPA,TRAIN
0,CSO-14-7A-MVEBE,TRAIN
0,CDMS-10-5B-SRAJA,TRAIN
0,CSO-11-6A-CAPAMU,TRAIN
0,CDMS-11-6B-VZAPE,TRAIN
0,CSO-15-9B-KSBEJA,TRAIN
0,CSO-17-10B-EHECO,TRAIN
0,CSO-13-6B-LFMIES,TRAIN
0,CSO-14-9A-HASACA,TRAIN
0,CSO-11-5A-MDVOSPE,TRAIN
0,CDMS-11-6B-MAGIMU,TRAIN
0,CSO-17-11A-JDAMO,TRAIN
0,CDMS-11-6B-MMAMO,TRAIN
0,CSO-16-11B-LLOZA,TRAIN
0,CDMS-11-6B-RSECA,TRAIN
0,CDMS-11-7C-SALMA,TRAIN
0,CSO-9-4A-FAGIGA,TRAIN
0,CSO-12-7B-VHOMA,TRAIN
0,CSO-8-3A-AIPRBR,TRAIN
0,CSO-14-9A-AEDCAGO,TRAIN
0,CSO-10-5A-JANORO,TRAIN
0,CSO-16-11B-YAROMO,TRAIN
0,CDMS-11-6B-YLNIME,TRAIN
0,CSO-15-10B-MEBUAR,VALIDATION
0,CSO-16-9A-JALEMO,VALIDATION
0,CSO-15-7B-JCRAGA,VALIDATION
0,CSO-8-3A-DAPAVA,VALIDATION
0,CSO-16-10C-ACALGU,VALIDATION
0,CSO-16-10C-MAVAVE,VALIDATION
0,CSO-8-4A-JRAAR,VALIDATION
0,CSO-11-6B-SFLVA,VALIDATION
0,CDMS-15-10A-MAALRI,VALIDATION
0,CDMS-12-6B-IJDAGA,VALIDATION
0,CSO-15-10C-ALBAHO,VALIDATION
0,CDMS-15-10A-JJMACH,VALIDATION
0,CSO-16-9A-JPROSO,VALIDATION
0,CSO-9-4A-MLORO,VALIDATION
0,CDMS-12-5A-SRIGO,VALIDATION
0,CSO-10-5A-ARACA,VALIDATION
0,CSO-10-5A-SVHEES,VALIDATION
0,CDMS-9-5C-SCAAG,VALIDATION
0,CDMS-XX-5C-MPCAQU,VALIDATION
0,CDMS-11-6B-JACUPE,VALIDATION
0,CSO-10-5A-DABRZA,VALIDATION
0,CSO-16-10A-YKMUJO,VALIDATION
0,CSO-16-10B-VVILI,VALIDATION
0,CDMS-11-6B-JLPENA,VALIDATION
0,CSO-13-7A-KRAMA,VALIDATION
0,CSO-16-11A-VZAOR,VALIDATION
0,CDMS-9-5C-JDMADE,VALIDATION
0,CSO-9-4A-KEMOCO,VALIDATION
0,CSO-9-4A-LCOMO,VALIDATION
0,CSO-15-10A-SFEGA,VALIDATION
0,CSO-18-9B-MAMOLO,VALIDATION
0,CSO-17-11C-JDAAG,VALIDATION
0,CSO-16-11B-KRORE,VALIDATION
0,CSO-14-8A-MCIDOS,VALIDATION
0,CSO-13-8B-FCJISA,VALIDATION
0,CDMS-11-6B-ARAHE,VALIDATION
0,CSO-14-9B-MFEGA,VALIDATION
0,CSO-14-9A-SORZU,VALIDATION
0,CSO-10-5A-ACAVA,VALIDATION
0,CDMS-11-6B-EFRGR,VALIDATION
0,CSO-13-8A-MGAAN,VALIDATION
0,CSO-13-7A-CDDITR,VALIDATION
0,CDMS-8-4A-LGOPA,VALIDATION
0,CDMS-9-5A-ABERO,VALIDATION
0,CDMS-15-10A-AMALOS,VALIDATION
0,CSO-9-4A-AGAPE,VALIDATION
0,CSO-12-7A-ESALA,VALIDATION
0,CSO-9-4A-GSBRCO,VALIDATION
0,CSO-9-4A-YVDITR,VALIDATION
0,CSO-14-7B-EALHU,TEST
0,CDMS-12-7C-JSZAOR,TEST
0,CDMS-9-4A-ILOSE,TEST
0,CDMS-11-6A-DFVEBE,TEST
0,CSO-13-7A-CAPAMU,TEST
0,CDMS-10-5A-KSRAGU,TEST
0,CSO-9-4A-NSARPA,TEST
0,CSO-16-10B-JESUGU,TEST
0,CDMS-16-11B-NGABE,TEST
0,CSO-13-8A-VHODU,TEST
0,CDMS-8-4A-DJAVDA,TEST
0,CSO-11-6B-VCOMA,TEST
0,CSO-17-11A-RLPAIG,TEST
0,CDMS-10-5C-DAAUSA,TEST
0,CDMS-10-6B-ASCACO,TEST
0,CSO-13-6B-LJMAHU,TEST
0,CDMS-14-10A-JCVANI,TEST
0,CDMS-10-5C-JFALGI,TEST
0,CDMS-13-7C-SSOSLO,TEST
0,CDMS-11-5A-MGTHAR,TEST
0,CSO-18-11A-ADBAHO,TEST
0,CSO-9-2A-EXMOCO,TEST
0,CSO-14-8A-SZARA,TEST
0,CDMS-9-4A-ACDUTR,TEST
1,CSO-17-11C-MCAAG,TRAIN
1,CSO-9-4A-NSARPA,TRAIN
1,CSO-14-9A-AEDCAGO,TRAIN
1,CSO-16-10C-ACALGU,TRAIN
1,CSO-14-7A-MVEBE,TRAIN
1,CSO-13-6B-LFMIES,TRAIN
1,CDMS-12-7C-JSZAOR,TRAIN
1,CSO-14-9A-MARJA,TRAIN
1,CSO-15-10B-MEBUAR,TRAIN
1,CDMS-10-5B-SRAJA,TRAIN
1,CSO-10-5A-ACAVA,TRAIN
1,CSO-8-4A-ARAGR,TRAIN
1,CSO-16-11A-JDMUVA,TRAIN
1,CSO-10-5A-RVMOIB,TRAIN
1,CSO-10-5A-GZAMA,TRAIN
1,CSO-16-10A-YKMUJO,TRAIN
1,CDMS-11-6B-EFRGR,TRAIN
1,CDMS-11-6B-SCAPA,TRAIN
1,CSO-12-6B-GQULO,TRAIN
1,CDMS-10-6B-ASCACO,TRAIN
1,CSO-13-7A-KRAMA,TRAIN
1,CSO-16-11A-JAVABO,TRAIN
1,CDMS-16-10A-SGALO,TRAIN
1,CDMS-11-6A-NMREPR,TRAIN
1,CSO-14-9A-SORZU,TRAIN
1,CSO-18-11A-ADBAHO,TRAIN
1,CSO-12-8A-YTOME,TRAIN
1,CDMS-9-4C-SCAMO,TRAIN
1,CSO-16-9A-JALEMO,TRAIN
1,CSO-9-4A-DKVIMO,TRAIN
1,CSO-14-9B-ERAGA,TRAIN
1,CSO-11-6B-RJGIHE,TRAIN
1,CSO-10-5A-ARACA,TRAIN
1,CSO-17-11C-SARJA,TRAIN
1,CSO-16-10A-MSACO,TRAIN
1,CDMS-13-7C-SSOSLO,TRAIN
1,CDMS-11-6B-MEBRTA,TRAIN
1,CDMS-9-4A-EROHI,TRAIN
1,CSO-14-9A-HASACA,TRAIN
1,CDMS-12-7C-DLOLO,TRAIN
1,CSO-10-5A-JLCARI,TRAIN
1,CSO-17-11A-JDAMO,TRAIN
1,CDMS-9-4A-CARGA,TRAIN
1,CSO-14-8A-MCIDOS,TRAIN
1,CSO-16-10A-SMOUT,TRAIN
1,CSO-12-7A-ESALA,TRAIN
1,CSO-11-6A-EROMO,TRAIN
1,CDMS-11-7C-SALMA,TRAIN
1,CDMS-11-6B-MAGIMU,TRAIN
1,CDMS-9-5C-JDMADE,TRAIN
1,CSO-14-8B-JLLORA,TRAIN
1,CDMS-11-6B-JLPENA,TRAIN
1,CSO-14-7B-EVEGO,TRAIN
1,CDMS-13-7C-MVEAR,TRAIN
1,CDMS-10-5A-SZURO,TRAIN
1,CSO-13-8A-MGAAN,TRAIN
1,CSO-14-8A-SZARA,TRAIN
1,CSO-11-6A-DSCACH,TRAIN
1,CDMS-11-6B-ARAHE,TRAIN
1,CSO-12-6A-DGISE,TRAIN
1,CSO-15-8A-VBMABR,TRAIN
1,CDMS-11-6B-EAFESA,TRAIN
1,CDMS-10-5C-NBEMO,TRAIN
1,CDMS-11-5A-EAARCA,TRAIN
1,CDMS-11-6B-EROCO,TRAIN
1,CDMS-15-10A-SGOMO,TRAIN
1,CSO-13-8B-FCJISA,TRAIN
1,CDMS-12-6B-IJDAGA,TRAIN
1,CSO-13-6B-LJMAHU,TRAIN
1,CSO-15-9B-JCAPA,TRAIN
1,CDMS-11-6A-DFVEBE,TRAIN
1,CDMS-16-11B-NGABE,TRAIN
1,CDMS-11-6B-YLNIME,TRAIN
1,CDMS-12-6B-SCLAG,TRAIN
1,CDMS-8-4A-LGOPA,TRAIN
1,CSO-12-6A-FJOVRE,TRAIN
1,CDMS-18-7C-VVECA,TRAIN
1,CSO-16-10C-MAVAVE,TRAIN
1,CSO-15-10A-SFEGA,TRAIN
1,CSO-8-3A-AIPRBR,TRAIN
1,CSO-17-11A-DJAPA,TRAIN
1,CDMS-11-6B-MMAMO,TRAIN
1,CSO-10-4A-LSCAVA,TRAIN
1,CSO-17-10B-YCQUVE,TRAIN
1,CDMS-10-5A-KSRAGU,TRAIN
1,CDMS-12-7C-ARAHE,TRAIN
1,CDMS-9-4A-ILOSE,TRAIN
1,CSO-15-9B-ALRIHE,TRAIN
1,CSO-16-11B-KRORE,TRAIN
1,CSO-12-7A-LSARAR,TRAIN
1,CDMS-9-5C-LVIZAC,TRAIN
1,CSO-10-5A-JBUVE,TRAIN
1,CSO-11-6A-FSOVRE,TRAIN
1,CDMS-XX-6B-SPUCA,TRAIN
1,CDMS-12-7C-MAROBE,TRAIN
1,CSO-11-5A-MTAGA,TRAIN
1,CSO-13-8A-MBUAN,TRAIN
1,CDMS-15-10A-JJMACH,TRAIN
1,CSO-14-9A-JSMAAL,TRAIN
1,CSO-9-4A-DSMOMU,TRAIN
1,CSO-12-7A-IMERO,TRAIN
1,CSO-10-5A-IPECA,TRAIN
1,CDMS-9-5C-SCAAG,TRAIN
1,CSO-13-8A-KIGAGU,TRAIN
1,CDMS-9-5A-ABERO,TRAIN
1,CSO-14-7B-EALHU,TRAIN
1,CDMS-8-4A-DJAVDA,TRAIN
1,CSO-15-10A-MAARLO,TRAIN
1,CDMS-11-6B-VZAPE,TRAIN
1,CDMS-13-7C-RAIZAC,TRAIN
1,CDMS-10-5C-MAORTO,TRAIN
1,CSO-9-4A-MPAME,TRAIN
1,CDMS-11-6B-AVROTO,TRAIN
1,CDMS-11-5A-MGTHAR,TRAIN
1,CSO-10-4A-KCOMO,TRAIN
1,CDMS-10-5C-DAAUSA,TRAIN
1,CSO-10-4A-LRAVI,TRAIN
1,CSO-15-7B-JCRAGA,TRAIN
1,CSO-10-5A-DABRZA,TRAIN
1,CSO-12-7B-DVAGRO,TRAIN
1,CSO-13-8A-MJAGA,TRAIN
1,CDMS-10-5A-SROPU,TRAIN
1,CDMS-13-6B-JDTAHE,TRAIN
1,CSO-16-10B-JESUGU,TRAIN
1,CDMS-17-10A-ASSAMO,TRAIN
1,CSO-18-9B-MAMOLO,TRAIN
1,CSO-12-7A-DALRE,TRAIN
1,CDMS-8-4C-JDBUTU,TRAIN
1,CDMS-12-7C-VMAPA,TRAIN
1,CSO-12-6B-LJHEFE,TRAIN
1,CDMS-8-4A-DOSTR,TRAIN
1,CSO-11-6A-CAPAMU,TRAIN
1,CDMS-11-7C-ICARE,TRAIN
1,CSO-8-3A-DAPAVA,TRAIN
1,CSO-9-4A-DVGATO,TRAIN
1,CSO-9-2A-EXMOCO,TRAIN
1,CSO-16-10A-JEGAHE,TRAIN
1,CDMS-15-10A-SHEGA,TRAIN
1,CDMS-10-5C-JFALGI,TRAIN
1,CSO-12-7B-SSARA,TRAIN
1,CDMS-11-6B-JACUPE,TRAIN
1,CDMS-8-4A-DBEVA,TRAIN
