feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_density_T6W50,0.028266643061395716,0.06282221474019026,1.0,400,1.0
z_lsc_T6W50,-0.02755986063621618,0.05361140358989768,1.0,400,1.0
z_l3_T6W50,-0.02513995012028314,0.031546651481352724,1.0,400,1.0
z_asp_T6W50,-0.019759718135235933,0.06427122124773002,1.0,400,1.0
z_l2_T6W50,0.0146931829764448,0.04916172203012837,1.0,400,1.0
z_re_T6W50,-0.011478084576307689,0.037247423778439565,1.0,400,1.0
z_pe_T6W50,-0.009312004975021642,0.030798840863883858,1.0,400,1.0
z_diameter_T6W50,0.00877589077321047,0.05191734227934603,1.0,400,1.0
z_atd_T6W50,-0.004418484546956609,0.023982220697927995,1.0,400,1.0
z_l1_T6W50,-0.004320137189211914,0.030166714793601227,1.0,400,1.0
z_lcc_T6W50,6.266596391845647e-18,1.6138856951400472e-16,0.0,400,1.0
z_edges_T6W50,0.0,0.0,0.0,400,1.0
z_nodes_T6W50,0.0,0.0,0.0,400,1.0
