feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG,abs_r_MOT_V4,abs_r_partial_MOT_V4,abs_r_COG_V1,abs_r_partial_COG_V1
density,raw,2,T2W10,240,0.017238618488529613,0.7904818208924819,0.019810534317051095,0.7606040413866667,-0.02275037601819383,0.7258489710311282,-0.004004164671036685,0.9508984285982126,0.04793815523363905,0.4597840276059832,0.05073119691399564,0.43499290190148493,0.014969784154038015,0.8175377314487485,0.023953694259154095,0.7125552195650702,0.017238618488529613,0.019810534317051095,0.02275037601819383,0.004004164671036685,0.04793815523363905,0.05073119691399564,0.014969784154038015,0.023953694259154095
diameter,raw,2,T2W10,240,0.0028780277469868764,0.964622604940815,-0.0034423244288724723,0.9577811504435987,0.09687000603958945,0.13455203961101922,0.052059382308358916,0.4230491673974334,0.004251803598194541,0.9477559518698369,-0.0022460396984741405,0.9724458039274182,0.0951078528949661,0.14182082520214928,0.07539277949375281,0.24560665697386092,0.0028780277469868764,0.0034423244288724723,0.09687000603958945,0.052059382308358916,0.004251803598194541,0.0022460396984741405,0.0951078528949661,0.07539277949375281
asp,raw,2,T2W10,240,0.00219555362465564,0.9730080624500138,-0.0041588550395022465,0.9490040394519044,0.09293686441946274,0.15118362859903942,0.047818144156589845,0.4618549194437886,0.0006613960813657035,0.9918674546327697,-0.005949106231030375,0.9271035868072341,0.09180196064159808,0.1562607578569594,0.07193846457462037,0.26797116421500383,0.00219555362465564,0.0041588550395022465,0.09293686441946274,0.047818144156589845,0.0006613960813657035,0.005949106231030375,0.09180196064159808,0.07193846457462037
z_re,z,2,T2W10,240,-0.044945535938392275,0.48830433569272735,-0.043108216188509504,0.5071696288543603,-0.04781631874248831,0.46092676262846916,-0.03376249397496415,0.6035047624028842,-0.02834887854280941,0.6621302840046215,-0.026398109602565393,0.6847161120683356,0.009790282553203562,0.8800686647824114,0.01684246463685164,0.7956109661736316,0.044945535938392275,0.043108216188509504,0.04781631874248831,0.03376249397496415,0.02834887854280941,0.026398109602565393,0.009790282553203562,0.01684246463685164
z_pe,z,2,T2W10,240,0.15030767065096506,0.019824665309583964,0.15061661648685856,0.019828692507651947,0.015073582799173089,0.8162949384238241,0.017322117024510957,0.7899238909945494,0.1440074506066071,0.02568460156117177,0.14432571726498727,0.025666678865387656,-0.0413945705264265,0.5233386098949084,-0.04072474713930941,0.5309552189442928,0.15030767065096506,0.15061661648685856,0.015073582799173089,0.017322117024510957,0.1440074506066071,0.14432571726498727,0.0413945705264265,0.04072474713930941
z_l1,z,2,T2W10,240,-0.025918306362129953,0.6895281409791814,-0.021336986069858933,0.7427832944024663,-0.014962550789152103,0.8176243543797105,0.023337081652548306,0.7196400304132008,-0.07482228343924212,0.24820943017729868,-0.0708891951436003,0.2750315837876439,0.011199015918302637,0.8629705438288474,0.029215853140890702,0.6531473832083221,0.025918306362129953,0.021336986069858933,0.014962550789152103,0.023337081652548306,0.07482228343924212,0.0708891951436003,0.011199015918302637,0.029215853140890702
z_l2,z,2,T2W10,240,0.1538151696548174,0.01709482438988619,0.15379624291501295,0.017343672519244797,0.02123476220108857,0.7434508703451855,0.021110265736432852,0.7454217836324535,0.14722075502035684,0.022532404684526622,0.14720048806817793,0.02283723451510667,-0.035112935417936496,0.5883047913852818,-0.0355603373581124,0.5843510241173098,0.1538151696548174,0.15379624291501295,0.02123476220108857,0.021110265736432852,0.14722075502035684,0.14720048806817793,0.035112935417936496,0.0355603373581124
z_l3,z,2,T2W10,240,-0.12807193414958024,0.04749129665575073,-0.13184780353681588,0.04169713641635403,-0.11675081682961586,0.07100709580506434,-0.14325924630025533,0.026790408338815838,-0.08132557587037814,0.20933606436421012,-0.08491473047906034,0.19079479912730743,-0.0761221788067176,0.2400634329653547,-0.08751721126430499,0.17750447493760493,0.12807193414958024,0.13184780353681588,0.11675081682961586,0.14325924630025533,0.08132557587037814,0.08491473047906034,0.0761221788067176,0.08751721126430499
z_lsc,z,2,T2W10,240,-0.028442280750584498,0.6610860638248178,-0.033352013586792253,0.6079169273121806,0.07424837779996214,0.2518663664612734,0.041867507129818196,0.5194813693936357,-0.02833284873455136,0.6623095601537381,-0.03339334318587894,0.6074720378213645,0.07633401953632588,0.23875385098737903,0.061679028961756324,0.34239697451866397,0.028442280750584498,0.033352013586792253,0.07424837779996214,0.041867507129818196,0.02833284873455136,0.03339334318587894,0.07633401953632588,0.061679028961756324
z_density,z,2,T2W10,240,-0.06017658868115325,0.35329032184355774,-0.06668300547301514,0.3045934683905923,0.03762756326952285,0.5618567453550619,-0.0024120805714516968,0.9704097269258773,-0.03537902622325107,0.585479263105566,-0.04159530383055607,0.5222028376446535,0.03565792356863402,0.5825244859885976,0.01747042282470283,0.7881677121845662,0.06017658868115325,0.06668300547301514,0.03762756326952285,0.0024120805714516968,0.03537902622325107,0.04159530383055607,0.03565792356863402,0.01747042282470283
z_diameter,z,2,T2W10,240,0.06031343066606946,0.35219471367547467,0.06620603271494684,0.3080733276460058,-0.07075723297894657,0.27491554696414683,-0.03531332515531234,0.5869659096516947,0.04652821220880245,0.4731042656587456,0.05236538598543866,0.4203247153439782,-0.05088726511529479,0.43260902999688955,-0.034472691802293155,0.5959049946060331,0.06031343066606946,0.06620603271494684,0.07075723297894657,0.03531332515531234,0.04652821220880245,0.05236538598543866,0.05088726511529479,0.034472691802293155
z_asp,z,2,T2W10,240,0.054923159717369975,0.3969598592392497,0.06100579153872221,0.3477014581134824,-0.07480441557346645,0.24832272481674078,-0.03803374597353465,0.5584693639841565,0.0405420983999201,0.5319359799105738,0.04654745286256916,0.47385442329403854,-0.060866078431053676,0.34779178621603724,-0.04401281568822316,0.49829012049400395,0.054923159717369975,0.06100579153872221,0.07480441557346645,0.03803374597353465,0.0405420983999201,0.04654745286256916,0.060866078431053676,0.04401281568822316
