feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_lsc_T7W20,0.05333387616127303,0.10099722505920322,1.0,111,0.2775
z_l3_T7W20,0.046228629099096134,0.06644512593459508,1.0,194,0.485
z_re_T7W20,0.027062094293541412,0.03785794102282998,1.0,234,0.585
z_diameter_T7W20,-0.025202653260355038,0.15556119183770883,1.0,214,0.535
z_atd_T7W20,0.023941690289676118,0.030685199943741193,1.0,169,0.4225
z_density_T7W20,-0.023031950177661943,0.0559962178836852,1.0,305,0.7625
z_asp_T7W20,0.01749436386828325,0.1274854088233698,1.0,227,0.5675
z_l1_T7W20,0.004706381632306086,0.018330648599760347,1.0,307,0.7675
z_pe_T7W20,-0.0021870582520429715,0.016891295739638486,1.0,119,0.2975
z_l2_T7W20,0.0003599671665998726,0.01571790176032703,1.0,120,0.3
