feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
nodes,raw,6,T6W30,252,-0.11007982067604825,0.08114527812068482,-0.13067197219089044,0.038566897447696515,0.14563767907280115,0.020734910107708057,0.07622231130839678,0.22885556188889772
asp,raw,6,T6W30,252,-0.11398254589879848,0.07086958080185475,-0.12954563205212954,0.04028703538992957,0.12559505316606684,0.046399495019468565,0.06496272593651387,0.305292839866205
lcc,raw,6,T6W30,252,-0.10927688405658913,0.08340172289616093,-0.12901235706331451,0.04112374073987724,0.14518937961773012,0.021134045131212278,0.07714053227365453,0.22328057822145955
diameter,raw,6,T6W30,252,-0.11390411194672719,0.07106511824059336,-0.12897659772220588,0.04118036661254036,0.12180378906524877,0.0534634572858912,0.06194899090629256,0.32832325387577305
lcc,raw,6,T6W40,252,-0.1089318326168852,0.08438679316447015,-0.12750313293929216,0.043571380470708417,0.14803674110259257,0.01870811233330097,0.0824811218889147,0.1927645183321052
density,raw,6,T6W30,252,0.10578150688150835,0.0938194964956871,0.12574618656007883,0.04657369500301448,-0.1365207628600652,0.03026695126102667,-0.06623581657867135,0.2958921821775932
atd,raw,6,T6W30,252,0.10503657197786488,0.09616853789387647,0.125734673463606,0.04659392566931797,-0.14944123624754474,0.017603356619480825,-0.0793027847014039,0.2105356377069289
diameter,raw,6,T6W40,252,-0.11049730133953552,0.07999166902490655,-0.12449432662398574,0.048816916765288564,0.123268587034008,0.05063502065791326,0.06556464990559457,0.30082388726690573
nodes,raw,6,T6W40,252,-0.10517115003139792,0.0957407379226345,-0.12375389586305792,0.05018563556336223,0.1490923411821706,0.01787234866251557,0.08291567478963802,0.1904225919895425
density,raw,6,T6W40,252,0.10522083547292227,0.0955831799208748,0.12356814627206832,0.05053397405145686,-0.1373831892003673,0.029228063301179268,-0.07031469270016028,0.2670818124194201
lsc,raw,6,T6W50,252,-0.10605658863685881,0.0929637195215668,-0.12321201332580056,0.051207466451357216,0.10469059685414685,0.09727531287188951,0.03675601459848276,0.562174949962767
asp,raw,6,T6W40,252,-0.10788421230473978,0.08743503932412645,-0.12283777330642992,0.051923233713850714,0.127707713383431,0.042814088688283444,0.067626265996923,0.28584726927169296
atd,raw,6,T6W40,252,0.10198140066775829,0.10629567809347629,0.12081774354841933,0.05593179334844432,-0.15127033826598757,0.016250109481069124,-0.0842288738827553,0.18347204911817724
lcc,raw,6,T6W50,252,-0.09944411861056256,0.11532947892409119,-0.11619945981676463,0.06606424915649742,0.15594108768966317,0.013198753207487665,0.0931234704349445,0.1412403730224483
lcc,raw,6,T6W150,252,-0.10129726145902174,0.10867472910960037,-0.11434224585167316,0.07054191273826203,0.15040374195217196,0.016879489906935795,0.0958233634867556,0.130016751483245
nodes,raw,6,T6W150,252,-0.10118430155675641,0.1090715367374095,-0.11421338181850162,0.07086156289495835,0.1506649339295206,0.016687592866292563,0.0961274029183795,0.12879721563316646
atd,raw,6,T6W150,252,0.100699061843703,0.11078906471790367,0.1139376302580623,0.07154953738794849,-0.14708065215037502,0.01949421192824889,-0.09164341407952593,0.14769939085290607
nodes,raw,6,T6W50,252,-0.0969785154282262,0.1246724210156909,-0.11371479534673437,0.07210945569621224,0.15516130264262962,0.013670182947923428,0.09182293590417244,0.14690420055633016
asp,raw,6,T6W150,252,-0.10369156104856601,0.1005281105455869,-0.11318670704802877,0.07345063560830593,0.12582591806331694,0.04599584956739429,0.07981172612037837,0.20761339780754698
density,raw,6,T6W50,252,0.09600503374558078,0.1285188507241111,0.11266894576966191,0.07478520641782081,-0.14470604177865976,0.021571812837189935,-0.08017197231856935,0.20556268749658088
density,raw,6,T6W150,252,0.1009760200093901,0.10980617720657138,0.11256877408174625,0.07504566598637556,-0.13892153033836546,0.02745059844718115,-0.08720009065490779,0.1684386187942394
atd,raw,6,T6W50,252,0.09454631234988195,0.13445335202916578,0.11176351736588648,0.07716629039435594,-0.15724970119591494,0.012439670778549475,-0.09265980940716395,0.1432401664924952
asp,raw,6,T6W50,252,-0.09687043419283611,0.1250950168588996,-0.10989938964537392,0.08226189419333778,0.12653443447211896,0.04477538786381668,0.06924555586248915,0.2744410908964069
asp,raw,6,T6W200,248,-0.10138270355481711,0.11124623765071946,-0.10806878909402308,0.09011604764852033,0.1139544902258668,0.07324028284109475,0.07487043525604914,0.24105308899845868
lsc,raw,6,T6W150,252,-0.09525296848265812,0.13155269106816636,-0.1078708826649466,0.0881113728549852,0.14836007584203195,0.018448575865070403,0.09369864559805,0.13878933734710397
diameter,raw,6,T6W50,252,-0.09539444982204026,0.130977778900911,-0.10683417729088089,0.09122706349550502,0.130186573092985,0.03890691257901078,0.0773658028861769,0.22192772499508187
density,raw,6,T6W200,248,0.0953738275811717,0.13419123623761528,0.10336144633823073,0.10511291860878186,-0.12537905452564405,0.0485770009892905,-0.08136675171496266,0.20251945221968715
re,raw,6,T6W30,252,0.08883810111908617,0.15971483680675086,0.10267568980769477,0.10461911986831508,-0.1603999567109654,0.010767841059749655,-0.10259140985762326,0.10490577212622573
lsc,raw,6,T6W200,248,-0.090859984834178,0.1536986570552683,-0.10012980946255017,0.11650164443677845,0.13750962452232285,0.030398579847043028,0.08932921293067096,0.16163406458100701
atd,raw,6,T6W200,248,0.09013077716081508,0.15704157763349325,0.09927762642823983,0.11965989901567489,-0.13661428997374514,0.031505564467883385,-0.08864182707060111,0.16489836218282256
