feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG
nodes,raw,6,T6W150,252,-0.10118430155675641,0.1090715367374095,-0.11421338181850162,0.07086156289495835,0.1506649339295206,0.016687592866292563,0.0961274029183795,0.12879721563316646,0.10118430155675641,0.11421338181850162,0.1506649339295206,0.0961274029183795
edges,raw,6,T6W150,252,-0.03716084108508862,0.5570827683433874,-0.03878061241908826,0.5408264194187125,0.026537039808606964,0.6750393435490751,0.011675641823030124,0.8539664559797068,0.03716084108508862,0.03878061241908826,0.026537039808606964,0.011675641823030124
re,raw,6,T6W150,252,0.08307544067997437,0.1886784936717707,0.09567189286678093,0.13062763220243942,-0.1590208026736694,0.01147363112471723,-0.10315795830633588,0.10299070419906833,0.08307544067997437,0.09567189286678093,0.1590208026736694,0.10315795830633588
pe,raw,6,T6W150,252,0.03249549266064041,0.607656903411112,0.03548203640047707,0.5758127157855045,-0.06028304385548882,0.3405530742660411,-0.03471640965326408,0.5840826459893517,0.03249549266064041,0.03548203640047707,0.06028304385548882,0.03471640965326408
l1,raw,6,T6W150,252,-0.03299456761482799,0.6021505119174867,-0.03004718392833259,0.6356655261186215,-0.032016134424086067,0.612966675169981,0.004712908109405466,0.9407762770300311,0.03299456761482799,0.03004718392833259,0.032016134424086067,0.004712908109405466
l2,raw,6,T6W150,252,0.025508297398262346,0.6869599484872173,0.026675929766147598,0.6740533873034705,-0.007469559828269106,0.906077393914212,0.003948051389654085,0.9503741576751709,0.025508297398262346,0.026675929766147598,0.007469559828269106,0.003948051389654085
l3,raw,6,T6W150,252,0.05666291176295561,0.37038964705839195,0.06613587714514438,0.296623104412264,-0.19424384718006368,0.001949936586563092,-0.145405576549884,0.021199116332259932,0.05666291176295561,0.06613587714514438,0.19424384718006368,0.145405576549884
lcc,raw,6,T6W150,252,-0.10129726145902174,0.10867472910960037,-0.11434224585167316,0.07054191273826203,0.15040374195217196,0.016879489906935795,0.0958233634867556,0.130016751483245,0.10129726145902174,0.11434224585167316,0.15040374195217196,0.0958233634867556
lsc,raw,6,T6W150,252,-0.09525296848265812,0.13155269106816636,-0.1078708826649466,0.0881113728549852,0.14836007584203195,0.018448575865070403,0.09369864559805,0.13878933734710397,0.09525296848265812,0.1078708826649466,0.14836007584203195,0.09369864559805
atd,raw,6,T6W150,252,0.100699061843703,0.11078906471790367,0.1139376302580623,0.07154953738794849,-0.14708065215037502,0.01949421192824889,-0.09164341407952593,0.14769939085290607,0.100699061843703,0.1139376302580623,0.14708065215037502,0.09164341407952593
