feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
l3,raw,6,T6W30,252,0.07323254261812999,0.24673885807712811,0.08023601935636551,0.20519963530546276,-0.20832656949786713,0.0008771696255254403,-0.1713357149914952,0.006507113628426986
l3,raw,6,T6W50,252,0.07172540983574602,0.2566240825924607,0.08029822810063707,0.2048474472760635,-0.20829283062125753,0.0008789057109083971,-0.16580382369518307,0.00848946749760564
l3,raw,6,T6W40,252,0.07231084986077564,0.2527522219984891,0.08021600019846027,0.20531306458113058,-0.20497959712049263,0.0010656653773337475,-0.16455275359535398,0.009006137512833532
l3,raw,6,T6W200,248,0.0444915115912464,0.4855157417795912,0.05160316945740648,0.4194178033820496,-0.19601184194056373,0.0019264508740011524,-0.15072525910824555,0.017770057949025253
l3,raw,6,T6W150,252,0.05666291176295561,0.37038964705839195,0.06613587714514438,0.296623104412264,-0.19424384718006368,0.001949936586563092,-0.145405576549884,0.021199116332259932
re,raw,6,T6W50,252,0.07914811384540059,0.2105130222431725,0.09226311747781646,0.14496819638330324,-0.17376203813256463,0.005679316581749646,-0.11716347003972137,0.06383346894442014
cc,raw,6,T6W30,252,0.03598992553869676,0.5695826906641559,0.04257123591469126,0.5019701344818387,-0.170655407864971,0.006616565021405296,-0.12765273706317593,0.04332341626610497
cc,raw,6,T6W40,252,0.045477806764850096,0.472313134601076,0.05275181955637074,0.40532206658165615,-0.16678946332941028,0.007974510784898732,-0.12222191589369669,0.05311921535627329
re,raw,6,T6W40,252,0.07945171703786788,0.2087629226199282,0.09247612093395892,0.1440383690411593,-0.16493306693887871,0.008710720226000225,-0.10779297502868775,0.08834251133664424
re,raw,6,T6W30,252,0.08883810111908617,0.15971483680675086,0.10267568980769477,0.10461911986831508,-0.1603999567109654,0.010767841059749655,-0.10259140985762326,0.10490577212622573
cc,raw,6,T6W50,252,0.04576865036702828,0.469482228915232,0.05300996353816967,0.40302448907745425,-0.1594366627595205,0.011256633419121455,-0.11462181879652339,0.06985246702864822
re,raw,6,T6W150,252,0.08307544067997437,0.1886784936717707,0.09567189286678093,0.13062763220243942,-0.1590208026736694,0.01147363112471723,-0.10315795830633588,0.10299070419906833
atd,raw,6,T6W50,252,0.09454631234988195,0.13445335202916578,0.11176351736588648,0.07716629039435594,-0.15724970119591494,0.012439670778549475,-0.09265980940716395,0.1432401664924952
lcc,raw,6,T6W50,252,-0.09944411861056256,0.11532947892409119,-0.11619945981676463,0.06606424915649742,0.15594108768966317,0.013198753207487665,0.0931234704349445,0.1412403730224483
nodes,raw,6,T6W50,252,-0.0969785154282262,0.1246724210156909,-0.11371479534673437,0.07210945569621224,0.15516130264262962,0.013670182947923428,0.09182293590417244,0.14690420055633016
atd,raw,6,T6W40,252,0.10198140066775829,0.10629567809347629,0.12081774354841933,0.05593179334844432,-0.15127033826598757,0.016250109481069124,-0.0842288738827553,0.18347204911817724
nodes,raw,6,T6W150,252,-0.10118430155675641,0.1090715367374095,-0.11421338181850162,0.07086156289495835,0.1506649339295206,0.016687592866292563,0.0961274029183795,0.12879721563316646
lcc,raw,6,T6W150,252,-0.10129726145902174,0.10867472910960037,-0.11434224585167316,0.07054191273826203,0.15040374195217196,0.016879489906935795,0.0958233634867556,0.130016751483245
atd,raw,6,T6W30,252,0.10503657197786488,0.09616853789387647,0.125734673463606,0.04659392566931797,-0.14944123624754474,0.017603356619480825,-0.0793027847014039,0.2105356377069289
nodes,raw,6,T6W40,252,-0.10517115003139792,0.0957407379226345,-0.12375389586305792,0.05018563556336223,0.1490923411821706,0.01787234866251557,0.08291567478963802,0.1904225919895425
lsc,raw,6,T6W150,252,-0.09525296848265812,0.13155269106816636,-0.1078708826649466,0.0881113728549852,0.14836007584203195,0.018448575865070403,0.09369864559805,0.13878933734710397
lcc,raw,6,T6W40,252,-0.1089318326168852,0.08438679316447015,-0.12750313293929216,0.043571380470708417,0.14803674110259257,0.01870811233330097,0.0824811218889147,0.1927645183321052
atd,raw,6,T6W150,252,0.100699061843703,0.11078906471790367,0.1139376302580623,0.07154953738794849,-0.14708065215037502,0.01949421192824889,-0.09164341407952593,0.14769939085290607
re,raw,6,T6W200,248,0.061199895834850575,0.3371519164198782,0.06953709981238547,0.27631442880099116,-0.14619448896843348,0.021277196834291908,-0.0962082576457316,0.13158999143912367
nodes,raw,6,T6W30,252,-0.11007982067604825,0.08114527812068482,-0.13067197219089044,0.038566897447696515,0.14563767907280115,0.020734910107708057,0.07622231130839678,0.22885556188889772
lcc,raw,6,T6W30,252,-0.10927688405658913,0.08340172289616093,-0.12901235706331451,0.04112374073987724,0.14518937961773012,0.021134045131212278,0.07714053227365453,0.22328057822145955
density,raw,6,T6W50,252,0.09600503374558078,0.1285188507241111,0.11266894576966191,0.07478520641782081,-0.14470604177865976,0.021571812837189935,-0.08017197231856935,0.20556268749658088
nodes,raw,6,T6W200,248,-0.0875876063388653,0.16912943353430251,-0.09657118831623951,0.13013333326527587,0.14288759805911525,0.02442435353884168,0.09544152722708224,0.13470860370373644
lcc,raw,6,T6W200,248,-0.08823806588335531,0.16597368436393886,-0.0972414169252019,0.12747603578822395,0.1426318450094771,0.024683653497031097,0.09521250650533683,0.13565105439045144
density,raw,6,T6W150,252,0.1009760200093901,0.10980617720657138,0.11256877408174625,0.07504566598637556,-0.13892153033836546,0.02745059844718115,-0.08720009065490779,0.1684386187942394
