target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T2W30,VALIDATION,R2,-0.004409,0.030733,-0.00743,-0.001388,1.9659,399,True
MOT,T2W30,VALIDATION,RMSE,7.543411,0.319045,7.51205,7.574772,1.9659,399,True
MOT,T2W30,VALIDATION,MAE,6.405094,0.24564,6.380949,6.42924,1.9659,399,True
MOT,T2W30,VALIDATION,rho,0.059179,0.13425,0.045983,0.072376,1.9659,399,True
MOT,T2W30,TEST,R2,-0.00865,0.053816,-0.01394,-0.00336,1.9659,399,True
MOT,T2W30,TEST,RMSE,7.604986,0.513407,7.55452,7.655452,1.9659,399,True
MOT,T2W30,TEST,MAE,6.478726,0.410677,6.438358,6.519094,1.9659,399,True
MOT,T2W30,TEST,rho,0.066711,0.214624,0.045615,0.087808,1.9659,399,True
COG,T2W30,VALIDATION,R2,-0.012871,0.047429,-0.017533,-0.008209,1.9659,399,True
COG,T2W30,VALIDATION,RMSE,2.242732,0.187866,2.224265,2.261198,1.9659,399,True
COG,T2W30,VALIDATION,MAE,1.738216,0.121846,1.726239,1.750193,1.9659,399,True
COG,T2W30,VALIDATION,rho,0.07377,0.123254,0.061655,0.085885,1.9659,399,True
COG,T2W30,TEST,R2,-0.021626,0.078543,-0.029346,-0.013905,1.9659,399,True
COG,T2W30,TEST,RMSE,2.237224,0.292117,2.20851,2.265938,1.9659,399,True
COG,T2W30,TEST,MAE,1.76815,0.195448,1.748938,1.787362,1.9659,399,True
COG,T2W30,TEST,rho,0.040472,0.194233,0.021379,0.059564,1.9659,399,True
MOT_V4,T2W30,VALIDATION,R2,-0.00059,0.039258,-0.004449,0.003269,1.9659,399,False
MOT_V4,T2W30,VALIDATION,RMSE,3.451388,0.200319,3.431697,3.471078,1.9659,399,True
MOT_V4,T2W30,VALIDATION,MAE,2.827028,0.135809,2.813679,2.840378,1.9659,399,True
MOT_V4,T2W30,VALIDATION,rho,0.083178,0.136007,0.069809,0.096547,1.9659,399,True
MOT_V4,T2W30,TEST,R2,-0.006458,0.058789,-0.012236,-0.000679,1.9659,399,True
MOT_V4,T2W30,TEST,RMSE,3.343886,0.275119,3.316843,3.370929,1.9659,399,True
MOT_V4,T2W30,TEST,MAE,2.755566,0.187948,2.737092,2.774041,1.9659,399,True
MOT_V4,T2W30,TEST,rho,0.081319,0.203892,0.061278,0.101361,1.9659,399,True
COG_V1,T2W30,VALIDATION,R2,0.021671,0.061939,0.015582,0.027759,1.9659,399,True
COG_V1,T2W30,VALIDATION,RMSE,1.328777,0.08247,1.32067,1.336883,1.9659,399,True
COG_V1,T2W30,VALIDATION,MAE,1.04652,0.066715,1.039962,1.053078,1.9659,399,True
COG_V1,T2W30,VALIDATION,rho,0.177209,0.133736,0.164064,0.190355,1.9659,399,True
COG_V1,T2W30,TEST,R2,0.007508,0.105317,-0.002845,0.01786,1.9659,399,False
COG_V1,T2W30,TEST,RMSE,1.336112,0.121746,1.324144,1.348079,1.9659,399,True
COG_V1,T2W30,TEST,MAE,1.048952,0.094576,1.039656,1.058249,1.9659,399,True
COG_V1,T2W30,TEST,rho,0.169781,0.19291,0.150818,0.188743,1.9659,399,True
