feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W30,0.1320217899003296,0.10733512620788381,1.0,398,0.995
l3_T2W30,-0.0750223306463393,0.07537245539232879,1.0,116,0.29
diameter_T2W30,-0.07358626431525814,0.0954195380623559,1.0,76,0.19
asp_T2W30,-0.07302962610545138,0.09117500114823553,1.0,67,0.1675
atd_T2W30,0.06519072500607465,0.13511589950912659,1.0,50,0.125
pe_T2W30,0.06337954213075113,0.04746331377761994,1.0,94,0.235
re_T2W30,-0.057475804486497584,0.08261452926760393,1.0,167,0.4175
lsc_T2W30,0.054645424092103274,0.06736770620151596,1.0,393,0.9825
l1_T2W30,-0.04562829120962737,0.03673516163388158,1.0,141,0.3525
l2_T2W30,0.042292154356406285,0.05173774904549347,1.0,73,0.1825
density_T2W30,0.03524372168297013,0.03232318234664889,1.0,38,0.095
lcc_T2W30,0.027058229285991452,0.13632341179736368,1.0,267,0.6675
nodes_T2W30,0.024103849000736418,0.10588305792023243,1.0,120,0.3
