feature,mean_coef,std_coef,frac_nonzero
edges_T2W10,1.055969785248954,0.5822168223243824,1.0
edges_T7W50,0.9163171667061002,0.39354774441171214,1.0
z_l3_T2W20,-0.5153964690196684,0.1177714461078682,1.0
l3_T6W30,-0.4900372427384647,0.1047819180795579,1.0
School year,0.18137389944365928,0.030601212525120474,1.0
