feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1
z_lsc,z,6,T6W30,252,-0.07806955318390368,0.21681558588600905,-0.08030332670821658,0.20481860144716885,0.002715790022823786,0.9657831851221743,-0.017893393195706774,0.7778727928914384,-0.08496314048570106,0.17879490403767004,-0.08860443738657178,0.16166147801694533,0.07023104506481931,0.26669212644932494,0.06194791253436423,0.32833169003260293
z_l3,z,6,T6W30,252,0.07634888490521081,0.22714770848826343,0.07751774748587728,0.22101853000341357,-0.13933284136220184,0.02699135905171255,-0.1314702143717522,0.03738574700452197,0.08745634325859582,0.1663347337737392,0.08942603930907948,0.15779260831136468,-0.09100076094760849,0.1497541184883677,-0.0865799553755279,0.1714978681910184
z_l2,z,6,T6W30,252,-0.05714945434077743,0.36628834180430103,-0.062072947926707374,0.3273544632298374,0.0798898689265676,0.20625573907270817,0.04068404356968477,0.5211297801153504,-0.046057432109033104,0.46668064261939873,-0.0535679821672049,0.39808449799020446,0.02693645315336914,0.6704326712283085,0.009172131568768154,0.885033333485108
z_l1,z,6,T6W30,252,-0.04818246462407354,0.44635093898058575,-0.04701694269231297,0.4583415065224152,0.01768220405145068,0.779997266149731,0.032047372869995955,0.61333313685088,-0.09727518787967593,0.12351812382534469,-0.09535192966935706,0.131925315928251,-0.02449023960503196,0.6988334248818158,-0.018670609291843276,0.7684925653304523
z_re,z,6,T6W30,252,0.04305686214852563,0.49623605781512137,0.04589031150340187,0.4691936581602401,-0.06610469466777864,0.2958815158154729,-0.04080844746522095,0.5198553525328402,0.028214261607381587,0.6557781875541377,0.03272715645399636,0.6058223870184319,-0.10494271521885223,0.0964677910020403,-0.09439394267884091,0.1358700470392648
z_asp,z,6,T6W30,252,0.035011940471243404,0.5801239142893234,0.036881331579158405,0.5608418726027435,-0.04531661852573677,0.47388606505672415,-0.027581489499779795,0.6636534814808546,0.05468633048745577,0.3873409232127338,0.05788740797721894,0.36108617749496724,-0.09590512267128923,0.1289187514924216,-0.0885013788325104,0.16215175558585682
z_diameter,z,6,T6W30,252,0.027291637782198768,0.6663464292754021,0.02929530787764472,0.644147706629699,-0.051798273719796104,0.4129382963944972,-0.03267792722034711,0.6063649315503951,0.05435430499361717,0.3902338268666373,0.057838523294354884,0.36149252481609817,-0.09698693886122116,0.12463953207312845,-0.0889622755472789,0.15996778048333835
z_pe,z,6,T6W30,252,-0.02144399260911431,0.734791013347746,-0.02270100377332601,0.7204163120872942,0.015906932600182704,0.8016013436407791,0.0030189963515110762,0.9620419966805461,-0.0026829316265168123,0.966196927237576,-0.00476810797582697,0.9400839099968404,-0.014285748526620672,0.8214633266145781,-0.020111569871655063,0.7511913780173031
z_atd,z,6,T6W30,252,0.014385312204766623,0.8202400957435031,0.009357927581667468,0.8827210789634947,0.12135608554529415,0.05435367464196835,0.06807244951979981,0.2826730644664055,-0.014919689792863875,0.8136822734412973,-0.02495309193032422,0.694009826795956,0.1388074118434011,0.027579195949080745,0.11828182095942787,0.06132340573511324
z_density,z,6,T6W30,252,0.011633368805060017,0.8542001022490712,0.009443719606404223,0.8816537204418743,0.02114100753668857,0.7384007536387741,-0.0029928686225568174,0.9623702587666306,0.017599986296413715,0.7809942299828306,0.013846248663360008,0.8272099218855817,0.0693975461142134,0.272423525216764,0.05946712590570132,0.3481085545610879
z_cc,z,6,T6W30,252,0.005890802610827029,0.9258642523158582,0.0043055010725986395,0.9458876892893794,-0.04741866426506646,0.4535997438203819,-0.06633519582681027,0.2951665462422691,0.02716623555880255,0.6677880103769904,0.024520551574286797,0.6990541108782289,-0.010892079589165174,0.863396748815302,-0.018548548539367316,0.7699635280067538
