feature,mean_coef,std_coef,frac_nonzero
pe_T2W20,0.3146937266626006,0.28172539446893335,1.0
l2_T2W20,0.18820775815666543,0.17205835134139913,1.0
diameter_T2W20,-0.12160741109849632,0.14335623356841776,1.0
lcc_T2W20,0.11065564344302713,0.1660140726032721,1.0
lsc_T2W20,0.076073165526497,0.0832306565987273,1.0
l1_T2W20,-0.06387801815212815,0.10715084842270804,1.0
l3_T2W20,-0.06164699013480143,0.1339056432871794,1.0
edges_T2W20,0.047996215684043136,0.08746599857972545,1.0
re_T2W20,0.026778399240337585,0.11331536786906547,1.0
nodes_T2W20,-0.02125505980480899,0.10694362036801591,1.0
asp_T2W20,-0.01497716729962838,0.032335742862694236,1.0
atd_T2W20,0.008885005062679717,0.020860800869620548,1.0
density_T2W20,-0.0001069878247862964,0.00207158596075463,1.0
