feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W10,0.1375529373379896,0.13594651735516147,1.0,400,1.0
z_l2_T2W10,0.07784413235183008,0.16749818554240073,1.0,400,1.0
z_l1_T2W10,-0.07487455139208554,0.10809339395479728,1.0,400,1.0
z_l3_T2W10,-0.07240867440477118,0.0845326764910655,1.0,400,1.0
z_atd_T2W10,-0.06374416547136677,0.07228965414068436,1.0,400,1.0
z_density_T2W10,-0.03816503209157905,0.09938121192542379,1.0,400,1.0
z_diameter_T2W10,0.03658678214316819,0.10818627260593142,1.0,400,1.0
z_re_T2W10,0.02624552954382776,0.08142748093688733,1.0,400,1.0
z_lsc_T2W10,0.0054750336296762285,0.09978153616000529,1.0,400,1.0
z_asp_T2W10,-0.0012173676116311101,0.0442235136254554,1.0,400,1.0
z_lcc_T2W10,-1.784420672613269e-17,3.9408207009305335e-16,0.0,400,1.0
z_edges_T2W10,0.0,0.0,0.0,400,1.0
z_nodes_T2W10,0.0,0.0,0.0,400,1.0
