feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W50,-0.02974977767726252,0.03445426948397169,1.0,277,0.6925
z_re_T7W50,0.02493136623704293,0.03724082030102508,1.0,163,0.4075
z_diameter_T7W50,-0.020455535765195893,0.042963402411167737,1.0,215,0.5375
z_lsc_T7W50,-0.015594405641750315,0.029699280775429167,1.0,235,0.5875
z_density_T7W50,-0.01435456736776813,0.017951825312187246,1.0,223,0.5575
z_asp_T7W50,-0.013918321464870287,0.025397554706638906,1.0,213,0.5325
z_pe_T7W50,-0.012375088297867006,0.05962711608629026,1.0,137,0.3425
z_l2_T7W50,0.006341395554940565,0.055364203478487334,1.0,139,0.3475
z_l3_T7W50,0.0029920108941659815,0.020939225556895813,1.0,132,0.33
z_l1_T7W50,0.0015015478890621126,0.00954685131374127,1.0,266,0.665
