subject,nodes_T6W40,edges_T6W40,l1_T6W40,l3_T6W40,atd_T6W40,diameter_T6W40,asp_T6W40
CDMS-11-4A-GACHSA,26.357677902621724,39.0,0.5617977528089888,1.2659176029962549,3.012918882368054,7.756554307116104,3.5863044132527238
CDMS-11-5A-EAARCA,26.98924731182796,39.0,0.2096774193548387,1.4086021505376345,2.9437155063957614,7.591397849462366,3.465480452500568
CDMS-11-5A-MGTHAR,25.11067193675889,39.0,0.7707509881422925,1.2885375494071147,3.154001371451252,7.6521739130434785,3.3780002253963417
CDMS-11-6A-DFVEBE,28.40072202166065,38.85920577617328,1.6967509025270755,0.9638989169675092,2.75619023501252,8.487364620938628,3.665001987903262
CDMS-11-6A-NMREPR,28.94136807817589,39.0,0.0,0.4625407166123778,2.7279228661115065,8.674267100977199,3.7975185292749063
CDMS-11-6B-ARAHE,27.378980891719745,38.7515923566879,1.2388535031847134,0.9713375796178344,2.8573489031858954,8.073248407643312,3.6311193177998704
CDMS-11-6B-AVROTO,29.86082474226804,39.0,0.0,1.190721649484536,2.656123652847278,10.716494845360824,4.411100988768332
CDMS-11-6B-EAFESA,28.46234676007005,39.0,0.4098073555166375,0.8966725043782837,2.7743328818958624,8.761821366024519,3.884532857133464
CDMS-11-6B-EFRGR,26.20281690140845,39.0,0.7690140845070422,1.8647887323943664,3.009188075486347,7.929577464788732,3.552261269766328
CDMS-11-6B-EROCO,27.042105263157893,38.61578947368421,0.2052631578947368,1.3421052631578947,2.878757406178696,7.652631578947369,3.440244776838933
CDMS-11-6B-JACUPE,24.73406193078324,38.47176684881603,1.5573770491803278,1.4899817850637522,3.148021306081669,7.122040072859745,3.294772440263538
CDMS-11-6B-JDCHBA,26.35008976660682,39.0,1.1543985637342908,1.303411131059246,3.0062638358236877,8.02692998204668,3.621903716360797
CDMS-11-6B-JFSAHE,30.121813031161476,38.889518413597735,0.0,0.8130311614730878,2.5907544210538784,8.80169971671388,3.890802595156402
CDMS-11-6B-JLPENA,27.42904290429043,38.0990099009901,0.3861386138613861,1.66006600660066,2.7951549109733067,8.561056105610561,3.66527995569943
CDMS-11-6B-JMARME,28.0,38.778093883357045,0.166429587482219,1.2304409672830725,2.7971245257304878,8.386913229018493,3.711919178686657
CDMS-11-6B-JPSAMA,29.905454545454543,38.85818181818182,0.2836363636363636,0.6181818181818182,2.6150693823716407,9.57090909090909,4.096157164988115
CDMS-11-6B-LESTA,27.0,39.0,0.3011583011583011,1.471042471042471,2.914401226336434,7.899613899613899,3.492581057463052
CDMS-11-6B-MAGIMU,25.913194444444443,39.0,0.1354166666666666,2.0381944444444446,3.035063374283568,6.986111111111111,3.202401223244328
CDMS-11-6B-MEBRTA,26.513513513513512,39.0,0.9797297297297296,0.9391891891891893,2.980195251162147,7.797297297297297,3.500894416350498
CDMS-11-6B-MMAMO,29.40114613180516,39.0,0.5501432664756447,0.7478510028653295,2.665670845248974,8.538681948424069,3.788037803021643
CDMS-11-6B-RSECA,27.295681063122924,39.0,0.1860465116279069,1.0996677740863787,2.889046837378,7.262458471760797,3.3588721375743105
CDMS-11-6B-SCAPA,29.564935064935064,39.0,0.0,0.922077922077922,2.6579014815323165,9.012987012987011,3.859585244941535
CDMS-11-6B-VZAPE,26.86725663716814,39.0,0.6902654867256637,0.8230088495575221,2.9281080570060403,7.938053097345133,3.585796362092704
CDMS-11-6B-YLNIME,28.854237288135597,39.0,0.0,0.6067796610169491,2.7219035302709167,8.647457627118644,3.7605568545083816
CDMS-11-7C-ICARE,27.34251968503937,39.0,0.2322834645669291,1.610236220472441,2.88094917437394,8.633858267716535,3.759261344045041
CDMS-11-7C-IMOIB,30.0230179028133,39.0,0.4987212276214833,0.7084398976982097,2.613048106930807,9.209718670076729,4.032076566187986
CDMS-11-7C-SALMA,28.19241982507289,39.0,0.0,0.9912536443148688,2.781784802800644,8.443148688046648,3.766745520251755
CDMS-11-7C-SPGAVE,28.102678571428573,38.65178571428572,1.5133928571428572,1.1517857142857142,2.772581388791637,9.9375,4.191305539221642
CDMS-12-5A-SRIGO,29.338461538461537,39.0,0.4285714285714285,0.545054945054945,2.6719547724599977,8.80879120879121,3.843246369209865
CDMS-12-6A-FAROPA,29.86377708978328,39.0,0.4829721362229102,0.4674922600619195,2.6242153566793336,8.21671826625387,3.743918334008231
CDMS-12-6A-JGIGA,26.34453781512605,39.0,0.3991596638655462,0.8319327731092437,2.9823940109714,6.907563025210084,3.1895368525230245
CDMS-12-6A-JSOTGU,26.51588785046729,39.0,0.4373831775700935,1.4598130841121495,2.968423035826456,7.611214953271028,3.420581582628813
CDMS-12-6A-SROAL,29.354166666666668,39.0,0.3046875,0.8880208333333334,2.690038565495341,8.471354166666666,3.81368851030485
CDMS-12-6B-IJDAGA,26.724137931034484,39.0,2.027586206896552,1.396551724137931,2.9429057724188787,8.572413793103449,3.741616752345382
CDMS-12-6B-SCLAG,27.32126696832579,39.0,0.8823529411764706,1.2692307692307692,2.874091422433542,8.133484162895927,3.6106924360422
CDMS-12-7C-ARAHE,27.04615384615385,39.0,0.0,1.7846153846153847,2.9013648532545373,7.420512820512821,3.3156951372737424
CDMS-12-7C-CATRAR,28.737945492662472,38.75471698113208,0.0,1.2410901467505242,2.716848679858529,8.446540880503145,3.773283260634468
CDMS-12-7C-DLOLO,27.2972972972973,39.0,0.2393822393822393,1.4247104247104247,2.87476417126413,7.787644787644788,3.4817808544600046
CDMS-12-7C-JSZAOR,30.513698630136982,39.0,0.2671232876712329,0.6917808219178082,2.564149727144681,8.45890410958904,3.856964757299856
CDMS-12-7C-MAROBE,30.17295597484277,39.0,0.0,0.9528301886792452,2.6114289993370114,9.336477987421384,4.065264124738477
CDMS-12-7C-VMAPA,27.93103448275862,39.0,0.0,1.0603448275862069,2.80341354279492,7.525862068965517,3.392989797508628
CDMS-12-7C-VQURA,28.83270676691729,38.71616541353384,0.0733082706766917,1.3289473684210529,2.707340494235179,9.364661654135338,3.994056207040661
CDMS-13-6B-ASUMO,28.674285714285716,37.90285714285714,0.4457142857142857,2.057142857142857,2.655100737989587,9.01142857142857,3.850186219036375
CDMS-13-6B-JDTAHE,28.486792452830187,38.41132075471698,0.5886792452830188,1.4188679245283018,2.7067679924662,8.660377358490566,3.8382742192543535
CDMS-13-7C-MVEAR,26.45330739299611,38.84824902723735,1.640077821011673,1.198443579766537,2.967823227645929,7.328793774319066,3.36381978426275
CDMS-13-7C-RAIZAC,28.86725663716814,39.0,0.3451327433628318,0.4867256637168141,2.720253182259478,8.300884955752212,3.7913258632275446
CDMS-13-7C-SSOSLO,27.01011804384485,38.86846543001686,0.9173693086003372,1.9376053962900504,2.918611218904802,7.834738617200674,3.5141307782440188
CDMS-14-10A-IMORTO,27.90681003584229,39.0,0.1326164874551971,0.953405017921147,2.8125347921445045,8.197132616487455,3.7034549512729766
CDMS-14-10A-JCVANI,30.04,39.0,0.2752941176470588,0.4211764705882353,2.6260919108517164,9.609411764705882,4.138050557665848
CDMS-14-5A-LSDUCO,26.129518072289155,39.0,0.3524096385542168,1.5150602409638554,3.005965309905738,7.36144578313253,3.389008904221041
CDMS-14-6B-KDCAHE,28.09576837416481,38.91314031180401,0.8819599109131403,1.2316258351893097,2.798024469976026,8.90423162583519,3.932136649132208
CDMS-15-10A-AMALOS,28.555371900826447,39.0,0.9669421487603306,0.7041322314049587,2.754761893696949,8.414876033057851,3.796495415882171
CDMS-15-10A-JJMACH,30.31303288672351,38.904993909866015,0.3325213154689403,0.7369062119366626,2.587696342930942,9.320341047503046,4.075756208406697
CDMS-15-10A-MAALCA,29.435530085959886,39.0,0.335243553008596,1.0659025787965617,2.6659933052022797,8.510028653295128,3.8497676721512826
CDMS-15-10A-MAALRI,29.717703349282296,39.0,0.2799043062200957,0.9114832535885168,2.643476013904519,9.39952153110048,4.097240032491861
CDMS-15-10A-SGOMO,30.400611620795107,39.0,0.1987767584097859,0.981651376146789,2.575520312289296,9.571865443425075,4.123180754154941
CDMS-15-10A-SHEGA,29.216710182767624,39.0,0.1018276762402088,1.9817232375979112,2.688552586249026,8.610966057441253,3.797268282781543
CDMS-15-11B-JEMOLO,29.598207617625093,39.0,0.4802091112770724,0.7565347274085138,2.6588033233418065,9.466019417475728,4.134339229796721
CDMS-15-11B-VSAHO,28.496031746031747,39.0,0.4642857142857143,0.75,2.763833816163373,8.488095238095237,3.808878457412833
CDMS-16-10A-SGALO,29.641160949868077,39.0,0.179419525065963,1.087071240105541,2.6475527981058877,9.646437994722955,4.195021253537373
CDMS-16-11B-NGABE,30.29867256637168,38.82743362831859,0.1725663716814159,0.6371681415929203,2.5789286338981463,9.502212389380531,4.108623122111147
CDMS-17-10A-ASSAMO,31.18505338078292,39.0,0.0,0.9395017793594306,2.510542115433302,9.622775800711745,4.178435339736164
CDMS-18-7C-VVECA,27.52710843373494,38.91265060240964,0.1174698795180722,1.2560240963855422,2.847986101729973,7.840361445783133,3.4919813427561417
CDMS-8-4A-DBEVA,25.100358422939067,39.0,0.8494623655913979,2.050179211469534,3.1394839006860704,6.634408602150538,3.0870184438260897
CDMS-8-4A-DJAVDA,24.09442060085837,38.85407725321888,2.257510729613734,1.7210300429184548,3.267318092316096,6.92274678111588,3.1321937081102784
CDMS-8-4A-DOSTR,25.84413309982487,39.0,0.9597197898423818,1.775831873905429,3.054581990513371,7.366024518388792,3.3444356381295544
CDMS-8-4A-LGOPA,25.66765578635015,38.90504451038576,0.6231454005934718,2.2759643916913945,3.058498883778336,7.955489614243324,3.536290307914657
CDMS-8-4C-JDBUTU,25.085808580858085,38.95709570957096,1.834983498349835,1.33003300330033,3.136790273658621,7.066006600660066,3.283104430251253
CDMS-9-4A-ACDUTR,27.152482269503547,39.0,0.8297872340425532,1.4078014184397163,2.898948357441256,7.429078014184397,3.3786512960639685
CDMS-9-4A-CARGA,27.43801652892562,39.0,0.5867768595041323,1.3856749311294765,2.8713281639006216,7.7190082644628095,3.470994666522416
CDMS-9-4A-CRAAG,25.503649635036496,38.71532846715328,0.8540145985401459,2.375912408759124,3.104825132722589,7.251824817518248,3.31458482753645
CDMS-9-4A-EROHI,28.195876288659797,39.0,0.979381443298969,1.075601374570447,2.783856540614944,8.70103092783505,3.820440633438124
CDMS-9-4A-ILOSE,26.328621908127207,39.0,0.0,1.685512367491166,3.00681574915862,7.293286219081272,3.3475873342748708
CDMS-9-4A-TGAFR,25.8641975308642,39.0,0.2222222222222222,1.7119341563786008,3.0384324383872623,6.802469135802469,3.192758469821755
CDMS-9-4C-SCAMO,31.52820512820513,38.6,0.2,0.5897435897435898,2.4568564398576505,10.44102564102564,4.451201203299584
CDMS-9-5A-ABERO,27.450331125827816,38.91390728476821,0.8344370860927153,0.5408388520971302,2.8766782285140966,8.613686534216335,3.7759302413461633
CDMS-9-5A-PAGACO,27.55350553505535,39.0,0.5756457564575646,0.996309963099631,2.860746700886283,8.210332103321033,3.690869074939639
CDMS-9-5A-VVAAR,25.762820512820515,39.0,0.5,1.448717948717949,3.07531197124199,7.160256410256411,3.2380455586628525
CDMS-9-5C-JDMADE,26.98876404494382,39.0,2.117977528089888,0.7415730337078652,2.9256312657089643,9.730337078651685,4.199242560498621
CDMS-9-5C-LVIZAC,28.48923076923077,39.0,0.48,1.676923076923077,2.7584422529226083,9.252307692307692,3.9260742518895753
CDMS-9-5C-MLOGO,26.60062893081761,39.0,0.8427672955974843,2.7327044025157234,2.962123462965645,8.116352201257861,3.5302721309044984
CDMS-9-5C-SCAAG,28.227642276422763,38.68292682926829,0.4715447154471545,1.3943089430894309,2.7741797720084063,8.467479674796747,3.734336966074412
CDMS-XX-10A-VGILO,28.674698795180724,38.765060240963855,1.2921686746987953,0.713855421686747,2.7255667008309747,8.50301204819277,3.804229542872876
CDMS-XX-5C-MJSARU,29.247311827956988,39.0,0.2795698924731182,0.996415770609319,2.6849858470335874,8.491039426523297,3.793636551290801
CDMS-XX-5C-MPCAQU,26.96120689655172,39.0,0.0,1.7112068965517242,2.939879464041232,7.456896551724138,3.4069952392277405
CDMS-XX-6A-MAGICA,29.626358695652176,38.89538043478261,0.1059782608695652,0.7092391304347826,2.638353871040932,8.941576086956522,3.938529578685536
CDMS-XX-6B-SPUCA,29.02910602910603,39.0,0.081081081081081,1.0561330561330562,2.713573923120578,8.812889812889813,3.86359942536551
CSO-10-4A-ICAPA,26.60091743119266,38.9105504587156,0.1788990825688073,1.4197247706422018,2.947285565449977,7.596330275229357,3.380292368294034
CSO-10-4A-KCOMO,25.876857749469213,39.0,0.5711252653927813,1.10828025477707,3.0725288767764445,7.522292993630574,3.3547684929584505
CSO-10-4A-LRAVI,24.46710526315789,38.75657894736842,0.0,2.2828947368421053,3.1923911586417506,6.302631578947368,2.9497889877104284
CSO-10-4A-LSCAVA,29.271375464684017,39.0,0.1449814126394052,0.8810408921933085,2.683308230595147,10.223048327137546,4.3395194710937215
CSO-10-5A-ACAVA,29.72830188679245,39.0,1.181132075471698,0.8679245283018868,2.647267909679086,9.856603773584906,4.266900746643068
CSO-10-5A-ARACA,27.73076923076923,37.65034965034965,1.048951048951049,0.3706293706293706,2.732124290155766,9.20979020979021,3.96264312703582
CSO-10-5A-DABRZA,25.847272727272728,38.92909090909091,0.5672727272727273,1.6,3.086313203889628,8.42909090909091,3.645424853835193
CSO-10-5A-GZAMA,28.58147512864494,38.86620926243568,0.1337907375643224,1.2984562607204118,2.754003966902077,8.331046312178387,3.743782125262981
CSO-10-5A-IPECA,28.726190476190474,39.0,0.1547619047619047,1.6666666666666667,2.7381924230485093,8.428571428571429,3.717999335135456
CSO-10-5A-JANORO,28.725352112676056,38.725352112676056,0.2147887323943662,1.193661971830986,2.710764176088919,8.242957746478874,3.701565611880506
CSO-10-5A-JBUVE,29.527131782945737,39.0,0.6046511627906976,1.0852713178294573,2.657339178357537,9.2015503875969,4.100378911857068
CSO-10-5A-JJSEMO,26.180616740088105,38.82819383259912,0.171806167400881,0.9074889867841408,2.990004312989856,6.969162995594714,3.2475631413857187
CSO-10-5A-JLCARI,28.748571428571427,38.63428571428572,0.4,0.6971428571428572,2.7062257887875107,9.17142857142857,3.951754968058838
CSO-10-5A-MAARAN,26.453634085213032,39.0,0.1954887218045112,2.085213032581453,2.9753172410501008,7.105263157894737,3.259317683331583
CSO-10-5A-MAOSMO,30.46335697399527,39.0,0.0921985815602836,0.4609929078014184,2.576998744140162,9.803782505910164,4.225090406019269
CSO-10-5A-RVMOIB,29.496519721577727,39.0,0.3109048723897912,1.0719257540603249,2.664565655822813,8.802784222737818,3.852370810207389
CSO-10-5A-SVHEES,27.12941176470588,39.0,1.08,1.1294117647058823,2.907405882797833,7.731764705882353,3.4567180010517604
CSO-11-5A-MDVOSPE,28.408045977011493,38.88793103448276,0.2385057471264367,1.160919540229885,2.7606016566862213,8.32183908045977,3.7013813048495767
CSO-11-5A-MTAGA,30.80441640378549,39.0,0.6529968454258676,0.5867507886435331,2.555339696850806,10.782334384858045,4.557139593522922
CSO-11-6A-CAPAMU,29.88976377952756,38.28346456692913,0.5564304461942258,1.1181102362204725,2.5825201606943717,9.910761154855644,4.211841841005134
CSO-11-6A-DSCACH,30.28048780487805,39.0,0.1585365853658536,0.508130081300813,2.5957986674987152,8.890243902439025,3.878202748440224
CSO-11-6A-EROMO,27.413265306122447,39.0,0.0,0.5816326530612245,2.865375912561901,7.821428571428571,3.5732289988737653
CSO-11-6A-FSOVRE,26.39650872817955,38.80548628428928,0.4164588528678304,1.4413965087281797,2.966268529449213,7.29426433915212,3.3657936860349174
CSO-11-6B-ANREVA,27.982905982905983,39.0,0.2222222222222222,1.4586894586894588,2.8106765607838056,7.532763532763533,3.462660017661028
CSO-11-6B-DISEMO,30.26,38.07,0.0,0.82,2.535404536656052,10.51,4.354742501117276
CSO-11-6B-LHFDLACH,28.674479166666668,38.796875,0.4661458333333333,1.0260416666666667,2.748579591504708,10.0625,4.338800912005197
CSO-11-6B-RJGIHE,27.73192771084337,39.0,0.7379518072289156,2.069277108433735,2.82725558719476,7.960843373493976,3.514149098342192
CSO-11-6B-SFLVA,26.2,39.0,1.4779661016949153,1.9966101694915253,3.0237749479238736,8.07457627118644,3.62905862339582
CSO-11-6B-VCOMA,29.14181818181818,39.0,0.2545454545454545,1.069090909090909,2.7080289097624144,9.163636363636364,3.9250806691037856
CSO-12-6A-DGISE,27.89837398373984,39.0,1.8780487804878048,1.0447154471544715,2.8153589999299133,9.378048780487806,4.057865012125157
CSO-12-6A-FJOVRE,27.371335504885995,38.74592833876221,0.7328990228013029,1.3583061889250814,2.856047457769148,7.749185667752443,3.466016898688589
CSO-12-6B-GQULO,27.51034482758621,39.0,1.0482758620689656,0.696551724137931,2.866173966464201,8.437931034482759,3.661082170700516
CSO-12-6B-LJHEFE,29.76106194690265,39.0,0.3805309734513274,1.084070796460177,2.646951888754256,9.730088495575222,4.221183967097331
CSO-12-6B-VPAMA,25.761904761904763,36.50595238095238,0.4642857142857143,1.5476190476190477,2.850231505839667,7.559523809523809,3.32211297504985
CSO-12-7A-DALRE,25.472689075630253,38.90756302521008,0.7941176470588235,1.745798319327731,3.088665743283794,7.647058823529412,3.4654356996813886
CSO-12-7A-ESALA,26.95477386934673,39.0,0.0,1.6080402010050252,2.916218815078387,6.582914572864322,3.1219634414886537
CSO-12-7A-IMERO,28.540636042402827,39.0,0.4823321554770318,1.1448763250883391,2.7567741204063285,9.43816254416961,3.999426294796134
CSO-12-7A-JHEZA,30.223107569721115,38.24701195219124,0.848605577689243,1.1474103585657371,2.538365706928256,11.171314741035856,4.714370181778104
CSO-12-7A-LSARAR,26.54976303317536,39.0,0.0,1.0236966824644549,2.9678328035509898,7.099526066350711,3.2917338936714597
CSO-12-7A-SCAHO,27.913888888888888,39.0,0.1083333333333333,1.2083333333333333,2.80759914481579,8.227777777777778,3.667577098869809
CSO-12-7B-DVAGRO,29.775244299674267,39.0,0.8892508143322475,1.1368078175895766,2.645079040372137,10.859934853420196,4.577348599447934
CSO-12-7B-SMUGU,28.61802575107296,39.0,0.5021459227467812,1.51931330472103,2.7560455875925443,8.729613733905579,3.757701933382141
CSO-12-7B-SSARA,30.04095563139932,39.0,0.6655290102389079,0.5221843003412969,2.622466753694804,9.535836177474405,4.156350318533155
CSO-12-7B-VHOMA,30.920430107526883,39.0,0.6451612903225806,0.6387096774193548,2.5383433831640514,9.961290322580645,4.30543686259769
CSO-12-8A-YTOME,28.94,39.0,0.156,0.988,2.7057949455784605,8.164,3.69046280407682
CSO-13-6A-ANASA,30.48997134670487,39.0,0.1117478510028653,0.667621776504298,2.58350732487392,9.498567335243552,4.172616318762316
CSO-13-6B-JETAVE,26.93528183716075,39.0,0.162839248434238,1.674321503131524,2.9258733126731973,7.386221294363256,3.3446963024769056
CSO-13-6B-LFMIES,28.836653386454184,38.37848605577689,0.5776892430278885,1.2231075697211156,2.6977773755705794,8.282868525896415,3.645665223868634
CSO-13-6B-LJMAHU,27.96165191740413,38.26253687315634,0.2300884955752212,0.3480825958702065,2.749804355357324,8.516224188790561,3.739025259066692
CSO-13-7A-CAPAMU,28.90493601462523,38.714808043875685,0.7330895795246801,1.012797074954296,2.701162373893688,9.581352833638023,4.161594858914644
CSO-13-7A-CDDITR,30.440366972477065,39.0,0.1788990825688073,0.7706422018348624,2.5775863838612887,9.619266055045872,4.149848243669767
CSO-13-7A-JJATFL,27.48192771084337,39.0,0.2449799196787148,1.0321285140562249,2.856556515093388,6.923694779116466,3.2270347552468306
CSO-13-7A-KRAMA,26.88888888888889,39.0,0.4166666666666667,0.8101851851851852,2.926768090017009,7.208333333333333,3.243226835310522
CSO-13-7A-RXCHLU,28.0,39.0,0.0,0.995,2.7949917200194068,7.375,3.3990478114385287
CSO-13-7A-YAMEZA,29.636986301369863,39.0,0.4811643835616438,0.910958904109589,2.64499422845266,9.143835616438356,3.983865545379887
CSO-13-7A-YBOSO,26.36309523809524,36.345238095238095,0.6964285714285714,1.2857142857142858,2.8056263428893358,8.327380952380953,3.571760799133245
CSO-13-8A-KIGAGU,28.13302752293578,39.0,1.4908256880733946,1.110091743119266,2.7850050964599022,8.192660550458715,3.6917956592179
CSO-13-8A-MBUAN,29.573673870333987,38.8467583497053,0.5363457760314342,0.555992141453831,2.6480958771927328,9.785854616895874,4.260160387062394
CSO-13-8A-MGAAN,30.22408963585434,39.0,0.4369747899159664,0.5602240896358543,2.5964492535205763,9.294117647058824,4.107914421804311
CSO-13-8A-MGAHE,28.75462962962963,39.0,0.3611111111111111,0.9212962962962964,2.7358715538744884,8.456018518518519,3.730767550417615
CSO-13-8A-MJAGA,25.452296819787986,39.0,2.180212014134276,1.4734982332155475,3.0906890334646087,7.678445229681979,3.454068233173844
CSO-13-8A-VHODU,28.18020304568528,39.0,0.4949238578680203,1.263959390862944,2.7831767239607603,7.601522842639594,3.445519326384868
CSO-13-8B-FCJISA,29.64651162790698,39.0,0.1813953488372093,1.3674418604651162,2.65038103679459,9.646511627906976,4.107237293957813
CSO-13-8B-JEMABE,26.118840579710145,38.54782608695652,0.3565217391304348,0.9333333333333332,2.973713175865874,7.188405797101449,3.295679599993264
CSO-13-9B-DMLLLU,26.725274725274726,39.0,0.3681318681318681,1.598901098901099,2.945176150857489,7.5,3.410812630337832
CSO-14-7A-MVEBE,27.496402877697843,39.0,0.460431654676259,1.1798561151079137,2.8475157823844213,6.798561151079137,3.1186424686234155
CSO-14-7B-EALHU,27.75085324232082,39.0,0.1331058020477815,1.252559726962457,2.8257156773982666,8.071672354948806,3.6405844120200768
CSO-14-7B-EVEGO,30.24277456647399,39.0,0.1352601156069364,1.0242774566473989,2.596927717559637,9.464739884393063,4.121484984118934
CSO-14-8A-AQUMA,26.907894736842103,39.0,0.1710526315789473,1.4210526315789471,2.907014901508472,7.2105263157894735,3.298819787808036
CSO-14-8A-MCIDOS,27.456521739130437,38.13405797101449,0.4239130434782608,1.7753623188405796,2.8337486474232976,7.844202898550725,3.507397835665204
CSO-14-8A-SZARA,28.612040133779264,39.0,1.0903010033444815,0.745819397993311,2.738667295130389,8.936454849498327,3.873273926612872
CSO-14-8B-JLLORA,27.704545454545453,39.0,0.5909090909090909,2.261363636363636,2.8276709700225413,7.5643939393939394,3.415967942562609
CSO-14-9A-AEDCAGO,30.05072463768116,38.81159420289855,0.3526570048309179,0.8671497584541062,2.601563218147356,9.306763285024154,4.099492602040422
CSO-14-9A-HASACA,29.341013824884797,39.0,0.1797235023041474,0.6820276497695853,2.680686789886191,9.28110599078341,3.9950630245884016
CSO-14-9A-JSMAAL,29.017857142857142,38.91294642857143,0.7745535714285714,0.8772321428571429,2.7056456543411893,8.723214285714286,3.9100258906770495
CSO-14-9A-MARJA,28.865443425076453,39.0,0.0,1.5504587155963303,2.7326515029718945,8.568807339449542,3.7725602010739214
CSO-14-9A-SORZU,28.21103896103896,38.46103896103896,0.7305194805194806,1.172077922077922,2.76954153667762,8.581168831168831,3.808940700848831
CSO-14-9B-ERAGA,26.26,38.777142857142856,0.6685714285714286,1.7085714285714286,2.979892483686281,7.52,3.39922048637195
CSO-14-9B-MFEGA,27.13223140495868,39.0,1.0,1.6363636363636365,2.8992812830711854,8.392561983471074,3.67108894401137
CSO-15-10A-LJRAGU,28.559183673469388,38.73061224489796,0.0795918367346938,1.063265306122449,2.7448101855811946,8.106122448979592,3.652033740565636
CSO-15-10A-MAARLO,27.576219512195124,38.76219512195122,0.5,1.4603658536585369,2.822894162154693,7.8689024390243905,3.5067424930115427
CSO-15-10A-SFEGA,25.67058823529412,38.38823529411765,0.4588235294117647,2.1058823529411765,3.062855427712558,7.125490196078432,3.309962890059322
CSO-15-10B-MEBUAR,28.996875,39.0,0.09375,1.046875,2.718768966390961,9.490625,4.018094069185123
CSO-15-10B-YVBUAN,28.88157894736842,38.6578947368421,0.1710526315789473,1.100877192982456,2.689939469107079,8.535087719298245,3.7227177518751495
CSO-15-10C-ALBAHO,28.654390934844194,39.0,0.9943342776203966,1.0708215297450423,2.7384933915931344,9.141643059490084,4.043038696954356
CSO-15-10C-SSCAMO,29.063953488372093,39.0,0.5319767441860465,0.6918604651162791,2.723552066022596,9.372093023255816,4.111075510058691
CSO-15-11C-JETALO,27.455696202531644,39.0,0.8028933092224232,1.1717902350813745,2.865730744691154,8.96745027124774,3.969097989117836
CSO-15-7B-JCRAGA,28.508196721311474,39.0,1.1557377049180328,1.5901639344262295,2.7618722950402246,9.155737704918034,3.9423434152100025
CSO-15-8A-VBMABR,27.753535353535355,39.0,0.0787878787878787,0.8888888888888888,2.837277511192176,8.258585858585858,3.684217935781247
CSO-15-8B-KEPOGO,30.83870967741936,39.0,0.1397849462365591,0.8888888888888888,2.5486148829616853,9.838709677419354,4.229455488749276
CSO-15-9B-ALRIHE,29.26086956521739,39.0,0.75,0.5942028985507246,2.680903854353317,8.721014492753623,3.828146617910294
CSO-15-9B-AMSAGO,30.268551236749115,38.745583038869256,0.0,1.3780918727915197,2.57110039882791,9.060070671378092,3.982081134699542
CSO-15-9B-JCAPA,28.705202312138727,39.0,0.4508670520231214,1.0664739884393064,2.737780364852835,8.320809248554914,3.720736374751559
CSO-15-9B-KSBEJA,26.1355421686747,39.0,0.5783132530120482,0.6234939759036144,3.028763490363973,7.331325301204819,3.385203438447954
CSO-15-9B-RMCHLU,27.882736156351797,39.0,0.1270358306188925,1.3876221498371335,2.8161443092429974,7.866449511400652,3.574012596696347
CSO-15-9B-SJAGRO,31.40686274509804,39.0,0.0,0.3823529411764705,2.501790584078639,10.014705882352942,4.270151583690719
CSO-16-10A-JEGAHE,28.115596330275228,39.0,0.2146788990825688,0.8146788990825689,2.796424513491489,8.157798165137615,3.686341191745353
CSO-16-10A-MSACO,29.850162866449512,39.0,0.1270358306188925,0.996742671009772,2.624824196780568,9.123778501628664,3.9677289913843343
