subject,pe_T2W10,density_T2W10,diameter_T2W10,asp_T2W10,z_pe_T2W10,z_l1_T2W10,z_l2_T2W10,z_l3_T2W10,y_true,y_pred
CDMS-11-6B-JMARME,-0.03612226785932339,-0.02874875372932075,0.08612859160559502,0.05409192419052137,-0.009687113103412623,-0.05263337164833426,0.026814023040590017,-0.009367625849587502,5,5.6188216
CDMS-11-6B-JPSAMA,-0.05614637181872429,-0.04990081848417056,-0.01262762996128568,-0.09768559898648989,-0.1012028756141664,0.020671475478581225,0.053662457602364766,-0.02696680902299458,0,5.31815
CDMS-11-6B-LESTA,-0.027344804922739732,-0.0406255949338273,0.0803032884597778,0.041724560374305254,-0.037632358392079644,0.029944525923047735,-0.048322338263193945,-0.01819290431340604,8,5.5682006
CDMS-11-6B-MAGIMU,-0.02565493365696481,-0.025960599513281217,-0.006387418020339097,0.006023457845051747,0.043706582500821094,0.0896062956537517,0.026196557272047657,0.06224056573141229,9,5.7581167
CDMS-11-6B-MEBRTA,-0.021579883257548452,-0.004305005277905838,0.08096596892674741,0.051512099084399667,-0.039294320061092944,-0.058482795102255646,-0.03457678874333731,0.06619201410384407,8,5.6287775
CDMS-11-6B-MMAMO,-0.042957269941057676,-0.04350288052786017,-0.020568966570354175,-0.11315221418653224,-0.05088815938858732,-0.06216874797003619,-0.040367477530524956,-0.05153535138993075,2,5.163205
CDMS-11-6B-RSECA,-0.0546954140890214,-0.17674366349265705,0.08819639621462158,-0.06016512219111131,-0.044486006214505325,0.0053861522220426394,0.05629139489219282,-0.042241874853769706,1,5.359888
CDMS-11-6B-SCAPA,-0.022423744701204278,-0.03084112060637661,-0.0052694586345126805,-0.08705677379880572,-0.03783125255221391,0.03425220652988937,-0.04844079905464655,-0.0018430977094739953,5,5.388892
CDMS-11-6B-VZAPE,-0.03123142694291625,-0.020204856622786448,0.06814555177234473,0.05994486213865722,-0.005433900356293014,-0.06821418896175548,0.04029379211153262,0.05700217644373554,8,5.688648
CDMS-11-6B-YLNIME,-0.06615231189273726,-0.18202312178838836,-0.016496724219549175,-0.10966995330083901,-0.054016448270706986,0.013576540356590505,-0.05657753142856454,-0.05292168419701674,0,5.064065
CDMS-11-7C-ICARE,-0.04769514744622412,-0.03939814306440857,0.048143351123446525,0.039519990989140115,0.3577816299483885,0.05261532006944953,0.28767384949184605,-0.020423649878728467,7,6.2665634
CDMS-11-7C-SALMA,-0.06669669673556343,-0.0185170765150158,0.07591177774610998,0.05843380215054468,-0.021401139236631943,0.022829929646991508,-0.03369007839475436,0.040814169906433946,7,5.646031
CDMS-11-7C-SPGAVE,-0.02022867711385046,-0.0442473046666097,0.08100254799070755,0.05505973189217692,-0.018459022113254772,-0.05650423295157298,-0.031014206954411414,-0.049460383324396714,5,5.5044947
CDMS-12-5A-SRIGO,-0.05937911907831787,-0.04776241284324987,-0.012986250287010337,-0.0811467870303565,0.32369372515451317,0.03792064523696874,0.08136957125436649,-0.0380991619882133,7,5.7919564
CDMS-12-6A-FAROPA,-0.05789401958102277,-0.01047111663364203,0.07155677629652467,0.06055011192957568,-0.026801792122068787,-0.053824523426237586,-0.042669869354793395,-0.023026820160094226,5,5.505765
CDMS-12-6A-JGIGA,-0.02862441485268753,-0.09816448811122287,-0.010882351602826912,-0.10345515046800884,-0.02909999611264213,0.03404931533904285,-0.0406776128269377,0.03391787765139575,1,5.3454094
CDMS-12-6A-JSOTGU,-0.013507308097113035,0.24215784318106554,0.07336062192916831,0.1527378705569677,-0.0160938195728123,0.034185763518015555,-0.05054592443647859,0.010249451364789717,10,6.0208907
CDMS-12-6A-SROAL,-0.020229095731463212,0.008677656014761025,-0.039116190433502236,0.0015366190728685614,-0.043862859680539074,0.03957347222736849,-0.04977794070470914,-0.013471525419326048,10,5.4716763
CDMS-12-6B-IJDAGA,-0.041008405957903456,-0.016240767910367365,0.0718178334690273,0.06509927327292234,-0.00764140219915449,-0.05484078552609385,-0.013181656792050332,-0.041197119667415946,10,5.551153
CDMS-12-6B-SCLAG,1.1487853575661071,0.2941180359522504,0.005974887212117228,0.0018468846593586719,0.5041707734380448,0.0867296311968848,0.09990939966837574,0.02168474923996619,14,7.751566
CDMS-12-7C-ARAHE,0.18281329902013066,0.11483846812021103,0.029251591273716744,-0.03759808926355257,0.24572917851947604,0.049081091017950294,0.2974289352326161,0.08766403361729283,11,6.5575547
CDMS-12-7C-CATRAR,-0.039553615433829466,0.001454505897703684,-0.04443573263713296,-0.00801375205176216,-0.04149034168606737,0.01598039132072817,-0.04579988084520626,-0.0034774395851862503,6,5.4230103
CDMS-12-7C-DLOLO,-0.046839494432722326,-0.053931284018925045,0.006409514518011417,-0.07893773533049037,0.4391800536428178,0.06822669839858966,0.32850642054421536,0.04183670100711599,10,6.292797
CDMS-12-7C-JSZAOR,-0.020298956757500753,0.007520980153765372,-0.05156646907897169,0.03333931763966888,-0.04449520624251604,-0.08787357032866723,-0.04958962508610322,-0.02061869991393375,5,5.354764
CDMS-12-7C-MAROBE,-0.013310803753989475,-0.07622895676749102,-0.0050567874454315875,-0.07558008232570869,-0.03282354293550767,-0.05738781434013741,-0.04649980420157988,-0.011881396157401044,2,5.269577
CDMS-12-7C-VMAPA,-0.014607530911763877,0.2202217898141771,0.06874260246186005,0.1550343902451653,-0.00432494594937205,0.016264709586188933,-0.02915694184530436,0.022548617181323706,4,6.023069
CDMS-12-7C-VQURA,-0.04386844562348865,-0.027043285437992486,0.022453099614097485,0.0030501142002285417,-0.03898863840103116,0.036813033626193044,0.03559665409723913,0.016503859678903842,4,5.5928626
CDMS-13-6B-ASUMO,-0.04851858229864234,0.038189047268459175,-0.07938124361492378,-0.00990862646557077,-0.05620674451192261,0.019032183374677582,-0.06149602787835238,-0.0013643180075145478,1,5.388692
CDMS-13-6B-JDTAHE,-0.04380347869509643,-0.019478684243702152,-0.05128883391334943,-0.0013045336405438368,-0.07348991296404898,-0.035983781632922755,0.02545423160280457,0.01963650960013964,8,5.4080877
CDMS-13-7C-MVEAR,0.2339072024027503,-0.004866778487250478,-0.022245614256177562,-0.00636457427342677,0.41809287325541145,-0.07266304272697124,0.1004838628087724,0.06234221324466461,9,6.2970324
CDMS-13-7C-RAIZAC,-0.0371763220287511,-0.007613243261973393,0.07719439681371063,0.053563484032948847,-0.026551338354746323,-0.062007976418449746,-0.025118103186289514,-0.020447368848891433,4,5.5401897
CDMS-13-7C-SSOSLO,-0.03539449818929074,0.04470825694856264,-0.028737383592696508,0.024952467441558875,0.4348619999658489,0.04580810278937902,0.025018670513516257,0.01251722070149008,10,6.112081
CDMS-14-10A-IMORTO,-0.06023756683440452,-0.09533248862766074,-0.017474471500941884,-0.07963280264536549,-0.05143932251703185,0.03674195709682654,-0.05847247450692304,-0.0251132949420387,6,5.2373857
CDMS-14-10A-JCVANI,-0.02855758260545315,-0.00023915472484740963,0.08305169287182022,0.04925885107403677,-0.019882173288436666,0.030849818479447465,-0.023096335002354057,-0.012315235365004826,10,5.667416
CDMS-14-6B-KDCAHE,-0.015870847043536473,0.014384387742904903,-0.059176209427061546,-0.005861216726757733,-0.054240447929927244,-0.05238497243608779,-0.05792899856113189,-0.016650730042230968,8,5.340617
CDMS-15-10A-AMALOS,-0.0276865362212772,-0.04517420085271226,-0.014399343808491893,-0.11005790524255644,-0.044352124236879155,-0.05219285599390703,-0.03174639844894403,-0.0558634325890314,5,5.2068734
CDMS-15-10A-JJMACH,-0.06022708061763221,-0.17124909053530016,0.054845745268321776,0.088914764585949,-0.04591192933491319,0.008256015164511465,-0.062433434486388745,-0.07420672786803491,1,5.3263345
CDMS-15-10A-MAALCA,0.1708472476459685,-0.043175639175233614,0.04391394299552594,0.03055118812833471,0.17292346843083709,0.049787344819023215,0.12984412924448654,-0.0031672527676540607,6,6.1398706
CDMS-15-10A-MAALRI,-0.05756696710132422,-0.02076695582980218,0.07424980965114807,0.05922987147739954,-0.020960734617142634,-0.05270811439695785,-0.028731015455155173,-0.005690286886125162,5,5.535402
CDMS-15-10A-SGOMO,-0.05672274267105867,-0.04920695572807704,0.04335896142323828,0.03357721355983148,0.27975279546919307,0.023158165659223573,0.07207636122476536,0.05550621632167235,4,5.989846
CDMS-15-10A-SHEGA,-0.04403448633920597,0.005435752391815914,-0.04348872968128799,0.004565935793376913,-0.05914004850387534,0.046821956861586314,-0.027731350898742877,-0.04422819344202699,7,5.426547
CDMS-15-11B-JEMOLO,-0.021672271637689297,-0.0021978847866965384,0.08411657328832679,0.05466180760519776,-0.034615509169441824,-0.05828071373984931,-0.04649558694022077,-0.022489376045408713,6,5.5413733
CDMS-15-11B-VSAHO,-0.047049789201645625,-0.05365142751875401,-0.01218040062132299,-0.10036837827591662,-0.04436882918221606,-0.05770931988670743,0.04785076847530544,0.018666875112623826,4,5.3395357
CDMS-16-10A-SGALO,-0.015631811845870244,0.19820783456166557,0.05573533069519759,0.13060995274498352,-0.012493400233132779,0.01975976562499993,-0.030418071133749638,-0.048078465007600484,7,5.8860373
CDMS-16-11B-NGABE,-0.04489464407875448,-0.046943783691951346,0.0073491350582667765,-0.06240327203841454,0.3989606892949055,0.07754142497834728,0.3085942575818016,-0.0020941879635762994,12,6.224456
CDMS-17-10A-ASSAMO,-0.021698000544593598,-0.017106265817369917,-0.006489115192776201,-0.10045062017440821,-0.03898631504603832,0.025458595684596307,-0.05497119224639124,-0.0018756321952460298,6,5.3722277
CDMS-18-7C-VVECA,-0.01737645585196398,-0.0060378597123284805,-0.014122558979761038,-0.1032831223805746,-0.04056557491847467,0.03215692129589287,-0.03868716823487054,-0.008416845707666284,4,5.3920135
CDMS-8-4A-DBEVA,-0.021571294330415342,0.1642419440405711,-0.0960686073984418,-0.041639270691645004,-0.018935386612301996,0.0850441828228176,-0.018636204424358538,0.12643081319899793,8,5.7672124
CDMS-8-4A-DJAVDA,-0.05815121673402328,0.003861569222949543,-0.04911787864140069,-0.018328190667288715,0.05018546599433498,-0.05227539938972106,0.029595654623848854,0.04650983033861418,2,5.540626
CDMS-8-4A-DOSTR,-0.03135637667065588,0.003218147731962079,-0.04370140255065183,0.00436525860286839,-0.04590726807003936,-0.06549909773327028,-0.02136464057649879,0.037064818200611235,9,5.4251657
CDMS-8-4A-LGOPA,-0.0362363816215883,0.009059495585304833,-0.05582728574389481,-0.007994550977434517,-0.04833695843106219,0.03312093101229005,0.03859572480973756,-0.0448727921077185,6,5.4758544
CDMS-8-4C-JDBUTU,0.1140560267766316,0.007136470862797256,-0.06295097855159248,-0.028787386803400098,-0.07278771409534213,-0.08689893286568778,-0.06754892792020542,-0.016167493865603903,3,5.3743973
CDMS-9-4A-ACDUTR,-0.028342015765962285,0.003294716971261158,-0.06284397368204038,-0.018537546180543516,-0.07064591823305416,-0.05277838259651564,0.02908577503476829,0.06091079614275972,3,5.4484897
CDMS-9-4A-CARGA,-0.03544271702993473,0.00923863860539033,-0.05653472148804409,0.00047223445347316373,-0.06308126270203351,0.016063582102457428,-0.048506252879188125,-0.007882947717394569,3,5.402673
CDMS-9-4A-CRAAG,1.1104249482381905,0.14829256155377282,0.0019188531466909353,0.006667559260413426,0.5842169364974611,0.07065813854762432,-0.011854187193371162,0.14959052274340656,14,7.6482615
CDMS-9-4A-EROHI,-0.025179218201410537,-0.01793894213721882,0.08418468750090848,0.05150455533890507,-0.023255474794478537,-0.05042268834795284,-0.03116742363430207,0.028502016635167746,2,5.6045737
CDMS-9-4A-ILOSE,-0.017415166128249844,-0.13770700958796975,-0.01909955120086634,-0.10753324558621344,-0.03490292862483446,0.015755943707057407,-0.041418933028266325,-0.02859187123889033,1,5.2174335
CDMS-9-4A-TGAFR,-0.03443152359553734,0.0025958512624104646,-0.06419696612585185,-0.008517661321731183,-0.043026546432858324,-0.05461112260818498,-0.031993795826321274,-0.022201864197140948,2,5.3319626
CDMS-9-4C-SCAMO,-0.07148708906627868,-0.18255349849519273,-0.01822273690359947,-0.10843931733994261,-0.042479601451328654,0.01786311074665603,-0.05568851604915804,-0.05524460211254326,1,5.072094
CDMS-9-5A-ABERO,0.16492619593938193,0.01479360040028873,-0.037115326563517285,-0.0022051294417609127,0.002137545903523351,-0.12418775862739216,0.05490393877029454,-0.04628050549825048,6,5.615319
CDMS-9-5A-VVAAR,-0.053860621020907315,-0.042451628730410744,0.027347658906663533,0.001492211182912262,-0.01770215611230752,-0.06672913508188145,-0.039905294145856446,-0.051456873621259835,2,5.3450804
CDMS-9-5C-JDMADE,-0.03999097488040014,-0.015317599183036976,0.07327557543345874,0.062168134144373874,-0.04300390184493281,-0.05965576653253484,-0.032534622555687724,-0.05065251450311578,6,5.4826345
CDMS-9-5C-LVIZAC,-0.03566273786908083,0.04033834843408483,-0.04447267314365982,-0.0036268845739819977,-0.07428513379324038,-0.07456617185047654,-0.02951784749258166,-0.022241876670292756,2,5.344311
CDMS-9-5C-MLOGO,-0.03817924905958625,0.015436828681400694,-0.06003956815174575,-0.0018569874082294824,-0.05556372413181119,0.00799019534247196,-0.04864049793425067,-0.014122583275749969,5,5.3933706
CDMS-9-5C-SCAAG,0.7427087477956499,0.19412239267712486,-0.03447924813770148,-0.009203695047468763,0.36852155923843405,0.10929829863139524,0.08769702686582269,0.025034983589535875,10,7.0720463
CDMS-XX-10A-VGILO,-0.0038948546364197534,0.24964870436986258,0.07062718952269759,0.157562436489832,-0.03442445863996207,-0.046898351124354726,-0.05627846206937544,0.09661809653327576,7,6.0213065
CDMS-XX-5C-MPCAQU,-0.03742888972872785,-0.01109843288149151,0.07662074845177749,0.06411369691576252,-0.0336750227383203,0.023333978312356035,0.03642069246655422,-0.045089138961973745,9,5.661544
CDMS-XX-6B-SPUCA,-0.044994487444560145,-0.020368915557861546,0.06367543729146304,0.055662741978963065,-0.17515478579203272,-0.005060526529947373,0.023790869077046504,0.029062311172485207,0,5.514959
CSO-10-4A-KCOMO,-0.05986339528220028,-0.17580087103162517,-0.017449866521925886,-0.10915477843511658,-0.03911178865886873,0.021161654585883538,-0.05610405896958875,-0.026599201747349855,4,5.125424
CSO-10-4A-LRAVI,-0.009255931195758738,0.20741957827976773,0.11313177344912505,0.22619354693094873,0.32889742260887506,0.08414040295282983,0.3202377640406292,0.12806135540916838,12,6.987172
CSO-10-4A-LSCAVA,-0.01899012041091922,-0.024568155447642046,0.028310097694397043,-0.0018028207960580772,-0.037212267398834535,0.04701286629268089,0.03830068000157608,-0.01982717355092343,11,5.5995693
CSO-10-5A-ACAVA,-0.025813818818046955,0.010192221755073458,-0.06404859259015032,-0.004595018772851997,-0.028918624605451703,0.010426911195119208,-0.020261621997470402,0.02839715253739133,4,5.493725
CSO-10-5A-ARACA,-0.045588030224754134,0.005715860366821063,-0.044844812279655706,-0.007641143549056559,-0.07522735028039841,0.03652850666500261,-0.02955441038949215,-0.019378168037959564,0,5.4083567
CSO-10-5A-DABRZA,0.08994855231330505,0.023516236123584604,-0.026863613310314116,0.02014578701200896,0.26818561367761534,-0.13942041376658873,0.023366860367002237,-0.09992794972374289,3,5.7472973
CSO-10-5A-GZAMA,-0.026505623363313288,-0.015331843648638648,0.07813067906243469,0.06483970635277896,-0.022309638999756985,0.03982425056184998,-0.04758463575726466,-0.035698476178305544,6,5.6237106
CSO-10-5A-IPECA,-0.010024810177939492,-0.12242919653937966,-0.009460552760532814,-0.07650198091779424,-0.029632347606477198,0.05751942850294559,-0.03458212060020086,-0.011367435250963759,11,5.351867
CSO-10-5A-JANORO,-0.06498556713830918,-0.04128793334961022,-0.01453999337695844,-0.1095980841318761,-0.05005663117908311,0.0237763134638469,-0.05867935014906415,-0.022799015522002947,5,5.250176
CSO-10-5A-JBUVE,-0.05716490566162823,-0.07408902745019856,-0.034911815007527935,-0.07068516274860925,0.31544532987049567,-0.11359073682058407,0.06865374533335425,-0.08308228560856423,2,5.5389214
CSO-10-5A-JJSEMO,0.2815429181371416,-0.01234369729814011,0.007863172122409777,0.008442622139340128,0.4066510929380143,0.10815061065128821,0.2686081814538868,-0.046020250638326016,13,6.611241
CSO-10-5A-JLCARI,0.19019544476554473,-0.01750210160300838,0.04902035193216166,0.028696414243606912,0.20660471757253057,0.06413772810073125,0.13394204612005353,-0.0028550114404588545,9,6.240586
CSO-10-5A-MAARAN,-0.05997041211809387,-0.0045044215747286065,-0.05181335115432774,-0.018077451569693783,-0.040954120022910136,0.024117776689075276,-0.029076650960105206,-0.014116167568025173,4,5.3939514
CSO-10-5A-RVMOIB,-0.0436892009689697,-0.048633997690110106,-0.01336006253106216,-0.09819827107020777,-0.040796585968562456,0.022706346216655793,0.02817853489376231,-0.018596918673742902,4,5.375956
CSO-10-5A-SVHEES,-0.026336684249696846,-0.01718240485872572,0.08605131941749941,0.043280484199523836,-0.04811089311327221,-0.05207047893887481,-0.05094222007478958,0.05657930260612825,7,5.5796146
CSO-11-5A-MDVOSPE,-0.043763320105416836,-0.007164132004692389,0.07206637991042389,0.06130384897050336,-0.05813833749861874,0.026807150114150094,-0.015685341653370235,-0.012268860953194627,3,5.6115036
CSO-11-5A-MTAGA,-0.016258514222644634,-0.03701140521821535,0.07774616813659649,0.06672457933425868,-0.021159030414763073,-0.048878348486764346,-0.046553077720460204,-0.04320456009819372,5,5.519752
CSO-11-6A-CAPAMU,-0.052167034376234676,-0.007668062596093856,-0.06544381498155168,-0.020302455538795103,-0.10466199277696155,0.017031975473676214,0.027415687333968916,-0.012658396471114402,1,5.369892
CSO-11-6A-DSCACH,-0.06209966475623033,-0.05217509324209993,0.043840753282819785,-0.0007631925174172438,-0.034185866787320204,0.02352673905236363,-0.057008153029850565,0.019851435547783073,0,5.469333
CSO-11-6A-EROMO,-0.019941057886396402,0.28824344662257645,0.15104536160968637,-0.048793282735915655,-0.014682751700991759,0.01680035118829616,0.05334541220891997,0.10053165017990832,7,6.1148953
CSO-11-6A-FSOVRE,0.0004440437952676346,-0.02858712373461062,-0.02858854498182053,-0.02448321771621714,0.26680647243772243,0.03857680093674444,0.24090309220268624,-0.029126221883864788,5,6.0242915
CSO-11-6B-ANREVA,-0.029556613717760496,-0.17688621936525548,-0.00975678196407459,-0.09380687118711944,-0.046570549987611495,0.017503751686640825,0.0419756343478245,0.05942987980161328,5,5.3506784
CSO-11-6B-DISEMO,-0.04932956429890269,0.056305578663234844,-0.10977449324017477,-0.04698426503226887,-0.06889388381867152,-0.057567824840545574,-0.06067935668854498,0.030379772390638604,0,5.281802
CSO-11-6B-LHFDLACH,-0.050127011594317566,-0.02228415023712904,0.038852602935972785,0.03424997638520747,0.2756835175695871,0.04044333049229177,0.11919729988915535,-0.031030347392672734,7,5.9933314
CSO-11-6B-RJGIHE,-0.025226557232085153,-0.013234223774501737,-0.012576246829259258,0.045094214916229086,-0.030005129677909192,0.03288060948962225,-0.040676222733088546,-0.05040862769172294,3,5.494194
CSO-11-6B-SFLVA,0.22802483749389624,-0.044244959944770304,0.003895216601235485,-0.05942308023997688,0.287037182149433,0.047978306770324525,0.2670019520804993,0.019376998946779796,8,6.3379927
CSO-11-6B-VCOMA,-0.03800692674091879,-0.016891703741891126,0.08465150283631771,0.05620916882015445,-0.04679774486450931,0.03574762024198228,-0.013291359969547722,-0.015186363924117433,14,5.6347804
CSO-12-6A-DGISE,-0.0523883470353623,-0.2280045187359763,0.04046961028235272,0.036425638357797885,0.12365595626831069,-0.06620191474187945,0.06857127873102765,-0.08732855685551962,2,5.4235454
CSO-12-6A-FJOVRE,-0.041385998839423684,-0.008561637197222248,-0.06562610356012993,-0.015512537978944377,-0.05987544759114602,-0.07953116428284421,-0.057738134656633494,0.025536970456440933,1,5.285652
CSO-12-6B-GQULO,-0.042008864266531803,-0.041981880051749645,-0.015530881336756659,-0.1025065150487988,-0.04763650303795251,-0.06179853616442055,-0.006029440539223496,-0.020263746284303427,4,5.25059
CSO-12-6B-LJHEFE,-0.04208100773039337,0.003645741962251703,-0.06139627163750808,-0.01249340861184271,-0.046682034628731744,-0.05991246411913949,-0.03331916473025355,-0.04612671643211775,2,5.289981
CSO-12-6B-VPAMA,-0.022816327072325393,0.220900831086295,0.0785563302040098,0.15315613878340958,-0.04503533919652315,0.08041785324187498,-0.06183128513608616,0.11613706191380758,9,6.1078315
CSO-12-7A-DALRE,-0.017353913829440036,0.1260963652474533,-0.059438469932192865,-0.017643246219271498,-0.05653008751642118,0.026614839394887194,-0.055015733605339484,0.04410141177404465,8,5.5791774
CSO-12-7A-ESALA,-0.018034928548903865,0.26929423990703766,0.09834054942358106,0.13519935809998235,0.006709987140836978,0.03774830488931591,-0.005225045113336435,0.027733243124825623,7,6.140112
CSO-12-7A-IMERO,-0.027017311414082815,0.007243071397146327,-0.0432361179760524,0.004043358416784007,-0.02846618413925207,0.034694109008425476,-0.029512568632761527,-0.008897896607717403,9,5.4971967
CSO-12-7A-JHEZA,-0.041382142975216925,-0.004422484783899117,0.0805876913978941,0.06609220052900734,-0.02027219397681077,0.03685745577585149,0.034164414337702745,-0.012849801449549033,9,5.7271214
CSO-12-7A-LSARAR,-0.030875237124306856,-0.16668357653844965,-0.004912146977016363,-0.10000684404373149,-0.039170597008296115,-0.05609576082229582,-0.04974597052165443,0.060516542184919954,6,5.2013726
CSO-12-7A-SCAHO,-0.075289481004079,-0.02233492783137746,0.07079108333587612,0.06242226780028526,-0.025590929099491587,0.026620480741773603,-0.03191538467861378,-0.02063730955123902,1,5.572412
CSO-12-7B-DVAGRO,0.15067600938252054,-0.00398955996831242,0.07661141057241468,0.05624962409337323,-0.049636453946430986,-0.12378829479217503,-0.027487771352132737,-0.050701099395752056,8,5.61628
CSO-12-7B-SMUGU,-0.026891672702062875,-0.014106563727061538,-0.04816866450082699,0.002178598517462993,-0.03367850037983466,0.027688015097663797,-0.044561943213144634,0.020789327099209522,4,5.471595
CSO-12-7B-SSARA,-0.053023159004392355,-0.04934519542966616,0.017701935790833904,-0.06186504840850829,-0.15471153559003603,0.00984970921561823,0.01743546535855231,-0.012141815639677624,2,5.3022466
CSO-12-7B-VHOMA,-0.0424144186746509,-0.01292770272209545,0.07907032603309255,0.06406028263909473,-0.004676228182656422,0.03300216063998975,0.032696629229045586,-0.013720430828275579,8,5.723437
CSO-12-8A-YTOME,0.31472915581294464,0.024786656584058382,0.04093198204040502,0.04162946408135529,0.32166985021318756,0.09107477417446293,0.24689493656158437,0.019381508168719863,13,6.6894445
