subject,pe_T2W10,density_T2W10,diameter_T2W10,asp_T2W10,z_pe_T2W10,z_l1_T2W10,z_l2_T2W10,z_l3_T2W10,y_true,y_pred
CSO-13-6A-ANASA,-0.06151260037649257,-0.16822629567554984,-0.016207985242207155,-0.10736327375684483,-0.024659119288126946,0.023422157174064984,-0.03961286544799847,-0.01553299147742194,3,5.1786532
CSO-13-6B-JETAVE,-0.0635871633802138,-0.07984615321386435,0.0371609618550257,0.03480039505731486,0.2353715185210814,0.05468621031443253,0.24437020326796,-0.08828043149766476,9,5.9630218
CSO-13-6B-LFMIES,-0.02039634970256235,0.1528316830453416,0.07791189479827848,0.0692511330105005,-0.01579613410858849,0.04629275932766112,0.0405488592102418,-0.03756088354474046,8,5.901429
CSO-13-6B-LJMAHU,-0.0025133159274144945,-0.07406571004504232,-0.014241662252517188,0.020032133125122864,0.22848778045745155,0.02490792083740206,0.1448525868824553,0.052957404068537633,8,5.9687634
CSO-13-7A-CAPAMU,-0.04078261112031535,0.00759319807234247,-0.04367236684617512,-0.0014498357318698946,-0.03606459513164683,0.03174966610045708,0.023438088189987487,-0.01975071437018284,7,5.509407
CSO-13-7A-CDDITR,-0.04462024827230559,-0.010603972389584576,-0.0540457199414572,-0.021559595698402368,-0.04989177031744074,0.018594363257998653,0.034615635758354385,-0.00858156501679209,2,5.4522533
CSO-13-7A-JJATFL,-0.06387779637745514,-0.062211625326247626,0.08126660158520656,0.054698998110634854,-0.039722299780164616,0.019486760888780964,-0.050645370619637586,-0.005778906481606345,7,5.5215626
CSO-13-7A-KRAMA,-0.04446464686166634,-0.022357746805463635,-0.02003947691690326,0.03753475804555931,-0.07438002416065762,-0.03986143398284899,0.06495692995616317,-0.02113620778492546,6,5.4685984
CSO-13-7A-RXCHLU,-0.04581567144393948,-0.01016099087397299,-0.059656153996785775,-0.02721221256256064,-0.17921049165725753,-0.019103711446126388,0.12368844509124839,0.023280551751454326,1,5.394156
CSO-13-7A-YAMEZA,-0.0323130365099228,-0.013183136690230968,0.07008821171805991,0.06278902603331028,-0.046231925714583344,0.03429417258217223,-0.05241725569679597,-0.04196051540828928,3,5.5694118
CSO-13-8A-KIGAGU,-0.04923625787099199,-0.01936181915374008,-0.019970879713694042,-0.109160511334737,-0.046379263968694955,-0.08509829700560838,-0.05397836814607927,-0.03371640105474592,2,5.1714444
CSO-13-8A-MBUAN,-0.04002196970115705,0.06200322819080456,-0.06125238554493895,-0.03545310131384441,-0.045300596937841275,0.0,-0.039191352046265664,-0.03133006822170904,3,5.3978
CSO-13-8A-MGAAN,-0.004684595993587391,0.25558489878972357,0.06429677661259975,-0.05050149399893583,0.00498822135016995,-0.071199584597633,-0.015726559252966107,-0.06704141535077784,9,5.7040625
CSO-13-8A-MGAHE,-0.05811087844485246,-0.0412349367822924,0.05343642947787321,0.04397868142809161,0.39444012194588024,0.0448479660579137,0.13782834943135555,0.0504787680762154,12,6.2140107
CSO-13-8A-MJAGA,-0.04793999004364057,0.00024818447657998233,-0.036602957225981114,0.003070722738901546,-0.17032262336640144,-0.07072206288292293,-0.05210359128316196,-0.016914742197309665,2,5.197059
CSO-13-8A-VHODU,-0.052417368048713664,-0.04817747604279329,-0.013388679686046883,-0.08246283653804268,-0.08795156967072255,0.023647514388675073,0.0339772036189128,-0.010996124721708925,8,5.350577
CSO-13-8B-FCJISA,-0.05817610974538911,0.18856229868389307,0.05929628156480368,-0.0335457857449848,-0.03127447616486357,0.015035426957266368,-0.0003858117830184138,-0.07140061389832313,5,5.6564574
CSO-13-8B-JEMABE,0.04346873973664783,0.02041100819905578,-0.04161426587331846,-0.011230255013420634,-0.1183851058596656,0.026260044143313288,0.024839002155121817,-0.0025524588085354544,6,5.529543
CSO-13-9B-DMLLLU,-0.016943868682497906,-0.0157948496455243,0.08315164908908612,0.03772550989332647,-0.03666429571878312,0.0585043223017737,-0.027437302952720795,0.05478248226074933,10,5.72567
CSO-14-7A-MVEBE,-0.014391809645153736,0.259222382250287,0.07776715560186369,0.16343672831853245,0.0058573011897860355,0.02680294338862103,-0.004515484514690082,0.030287545953477744,10,6.132813
CSO-14-7B-EALHU,-0.03748176420302635,-0.0029685294741675916,-0.08508510417030014,-0.04883841321581912,0.21209003841309298,0.03184618609292201,0.0795860590934757,0.07212187887373395,5,5.8096166
CSO-14-7B-EVEGO,-0.033546199230921066,-0.042780495870680925,-0.013869267213912226,-0.10824064758845792,-0.05265211016791175,0.029856071040743892,-0.05603181178229216,-0.05153261255082631,1,5.259549
CSO-14-8A-AQUMA,-0.05957199625741873,0.0074702728135242185,-0.04847969457081341,0.0013087234042934714,-0.0418977712449573,0.021948189735412384,-0.0339744140761238,-0.04724774110884911,3,5.387902
CSO-14-8A-MCIDOS,0.4899700654574798,-0.007910056341262614,-0.0022609756560550975,-0.0073661518096927656,0.28184369087219285,-0.06130641648882885,0.11975763139270644,0.08414595372336199,7,6.48522
CSO-14-8A-SZARA,0.001991714454832209,0.12924408070246357,-0.019109880401974047,-0.0008893158322293981,0.5756426004909332,0.10692004256021435,0.33448902870359876,0.009835985456193807,12,6.7264705
CSO-14-8B-JLLORA,-0.028773627258482874,0.02141088583355889,-0.034996876353309454,-0.0024761330740794424,0.08723474863597329,-0.02002026285443945,0.044369088354564636,0.012783159687405152,13,5.667877
CSO-14-9A-AEDCAGO,-0.024037173066820697,-0.029152272655850076,0.07084123441151173,0.05113343261537087,-0.03980707736242398,0.015749125616891332,-0.050595449243273145,0.03606559026808943,2,5.6185436
CSO-14-9A-HASACA,-0.012837761379423662,-0.09596787609372769,0.0740291248049053,0.0605504621324084,-0.01780318410055996,0.035893925530569616,-0.020521642889295148,0.029861755461919364,11,5.641551
CSO-14-9A-JSMAAL,-0.058752227737789875,-0.04431207715897363,-0.01773713234492647,-0.1097700265248619,-0.0377174542290825,0.025514250641777148,-0.059577601546333375,-0.055131804738726066,2,5.230862
CSO-14-9A-MARJA,-0.013931194055648438,-0.16255607357479218,-0.006789703459966767,-0.07349681879225212,-0.033913503919328784,-0.050266978808812604,-0.04549790282476512,-0.017204040232159257,3,5.18469
CSO-14-9A-SORZU,-0.029660238561176222,0.029286763304755742,-0.06404033858435468,-0.005650961603437933,-0.0535092554546535,0.0075418662570768125,-0.049205013161613534,-0.004747849509829748,5,5.418361
CSO-14-9B-ERAGA,-0.02501028712590575,-0.014659214973450067,0.07426613830384766,0.06482512832823226,-0.029918311278025453,-0.07546434025537384,-0.04536565701166791,-0.018907010827745437,1,5.5181127
CSO-14-9B-MFEGA,-0.017522176333836792,-0.04358380424408673,0.053368720213572425,0.038671229021890526,0.23637407189323736,0.05159661692664772,0.3220023255802334,0.06335077222188232,11,6.292604
CSO-15-10A-LJRAGU,-0.05785618609473797,-0.06857656497047078,0.04049598550796506,0.047250980309077636,0.2465732739993501,0.04837765139625191,0.2829294854572838,-0.08822990773973016,8,6.039311
CSO-15-10A-MAARLO,-0.03465475096021398,-0.01406033645357434,-0.043122329008011974,0.002448322205316489,-0.04495784487043117,-0.06721238292966546,-0.04653490254992517,-0.017769403820946217,4,5.3224826
CSO-15-10A-SFEGA,-0.03868647573107799,0.11303833518709461,0.035179371561323086,0.07787714322408003,-0.05960887734095302,-0.07949913894562469,-0.08615732158933366,0.07192915296554568,2,5.6224184
CSO-15-10B-MEBUAR,-0.03427759781337878,0.0070617697352458215,0.04753192197708864,0.06167676164990313,-0.04960582294918269,0.02655186076391303,-0.05055146330878853,-0.008014276368277819,8,5.5887194
CSO-15-10B-YVBUAN,-0.05922855692818048,-0.046240126223790964,0.07384424073355532,0.05902756822676827,-0.019429394381387004,-0.04664631037485011,-0.02973725339344559,-0.009169875758035309,6,5.5107665
CSO-15-10C-ALBAHO,-0.015380540734246204,0.22362166277567566,0.04948252768743579,0.13714541065125252,-0.035207684653146235,0.012891029017312039,-0.050797027474357805,-0.07506531379336386,5,5.8350363
CSO-15-10C-SSCAMO,-0.02483745552244691,0.004411192394438462,0.07319959177289709,0.06202556601024776,-0.03619278449103965,0.03828101653144448,-0.04729803400947935,-0.007184669926052728,3,5.6507506
CSO-15-11C-JETALO,-0.053553696473439535,0.00493906116485568,-0.04440336942672754,-0.0009495582353499787,-0.06917029651006067,0.038026867276146153,-0.031693520182654866,-0.018669864291236685,5,5.412872
CSO-15-7B-JCRAGA,-0.03272117469424299,-0.016228066830408124,0.0796356326738994,0.06425862773259469,-0.028112374918801718,-0.04358717741285063,-0.04095041754132167,0.05196119946525147,8,5.6226025
CSO-15-8A-VBMABR,-0.011984935624258902,-0.01606318480627868,0.08471060977663283,0.05253670592535142,-0.011253306888398956,0.040244385900951404,-0.02648824614570251,0.06140061773572617,12,5.761449
CSO-15-8B-KEPOGO,-0.03389529743648714,-0.024641795544397407,-0.01376374351410587,-0.10823642630804169,-0.05904492400941389,0.02998456884565809,-0.057920439629328024,-0.02964277766999801,5,5.2911854
CSO-15-9B-ALRIHE,-0.011622576895214481,-0.17394619212831766,-0.016303640229361545,-0.080660147190094,-0.022979597591218776,0.01933653034482674,-0.03136551668530433,-0.05501861685798266,3,5.2157865
CSO-15-9B-AMSAGO,0.023557312329610648,0.38853386449813815,0.1978453688848584,0.23188565183821128,-0.004501734529223089,0.06999787982304874,0.09868809584208918,0.14202983145486756,15,6.7363825
CSO-15-9B-JCAPA,-0.028179368723006627,-0.020051756336575702,0.07138782605670765,0.06518619753065522,-0.05025801744915159,0.028436420962923786,-0.045617053258986226,-0.015112317630223398,5,5.594138
CSO-15-9B-KSBEJA,-0.019428551764715158,-0.01130519446872594,0.08411156386420829,0.05710378054210108,-0.028963206699915985,0.030584134964715824,-0.029971822193690666,-0.008221154530843308,13,5.662256
CSO-15-9B-RMCHLU,-0.046094598225185024,-0.09851915146055688,-0.01597179167611253,-0.10913231954120502,-0.023894700459071435,0.023868714968363403,-0.05563411276681072,-0.050215436072576704,5,5.212753
CSO-16-10A-JEGAHE,-0.05184564699445473,0.12854354145413374,-0.06515892769041529,-0.01272983126413268,0.05330128917239937,0.01811587370009681,0.0024529997053595407,-0.0009040714899698349,6,5.6601214
CSO-16-10A-MSACO,-0.04598342950003518,0.03183160727364656,-0.06874208675112027,-0.006709845588320634,-0.053522725173405714,0.01816342521849142,-0.04811559413728255,-0.00398121157146647,5,5.4112864
CSO-16-10A-SMOUT,-0.058405296166737904,-0.016924646377563152,-0.07990822760264073,-0.037112475554148254,-0.03937591266632077,-0.0031949949264530875,-0.05350248368581137,0.029393961906432405,0,5.329316
CSO-16-10A-YKMUJO,0.005030152956644995,-0.046179681687128354,0.03570380676360293,0.030821261065346283,0.2103498208636334,0.016457311721075178,0.13746615384873911,0.0445274096670605,5,6.0225224
CSO-16-10B-JESUGU,-0.033407037666866195,-0.010288992972601139,-0.05365580856232373,0.027780661991664374,-0.03310016123453776,-0.05206390578406216,-0.04688160439899989,-0.01236737378438352,3,5.374362
CSO-16-10B-LTVIFA,-0.047646665323348866,-0.02127934594381401,0.027880419095357465,-0.060390215873718636,-0.008687357902526857,0.03347832736514868,0.06398803122838288,-0.010651679583957857,10,5.5650377
CSO-16-10B-VVILI,-0.004176986013140649,0.19086239687601758,0.09802145476568305,-0.05322510823749361,0.006712926592145807,0.028770923886980264,0.06715487516494048,0.10666233099074539,13,6.029129
CSO-16-10C-ACALGU,-0.029889328729538152,-0.00885433778308721,0.08410549300057527,0.05381838891619715,-0.04566441560926923,0.024458271889459336,-0.04767818173908052,-0.01611830052875337,6,5.602524
CSO-16-10C-MAVAVE,-0.056703348023550655,-0.17135786285854496,0.04695308122180684,-0.07495345117932292,-0.039910641897292334,0.04425410786129186,-0.06432215797333533,-0.0355610607692172,4,5.236745
CSO-16-11A-JAVABO,-0.04831557748431249,-0.04380092109952672,0.06813546718869885,0.06508811980202071,-0.01692426461265137,0.02324096920376696,0.02826454319272696,-0.02400321274712002,4,5.6400313
CSO-16-11A-JDMUVA,-0.036635004202525114,-0.17137701781590742,0.103069620745523,-0.06745082734880019,-0.04166026269821904,0.013109421707334562,-0.01050542638415377,0.0633861033575872,4,5.440283
CSO-16-11A-VZAOR,-0.05889361597242844,-0.0404372347650072,-0.013427078201656971,-0.08496549329303586,-0.045216923441206085,0.024930701687222445,-0.05601998047601627,-0.011225540637969919,1,5.303091
CSO-16-11B-KRORE,-0.06393371920358548,-0.0118086980183923,-0.01736723911194555,-0.10846423080989283,-0.039221393539792065,0.039229564053671395,-0.04379678801127884,-0.013708578427632644,3,5.329275
CSO-16-11B-LLOZA,-0.06344444633665546,-0.04739977125894505,0.010836723849886975,0.032668677761441375,0.2912539297966727,0.051851104373023676,0.07945648929051,-0.0006210572378977375,4,5.942948
CSO-16-11B-YAROMO,-0.042486602124714126,-0.04369923226038626,-0.01540486412956598,-0.1073149258749826,-0.050665269601912255,0.02803815407980037,-0.018616905189695904,-0.046616368997665025,4,5.29158
CSO-16-9A-JALEMO,-0.029688324519565917,-0.17608700581959374,0.012007867631458169,-0.08374906369618035,-0.03664798500424301,0.01757449320384425,0.032744837556566396,-0.06411122880663211,5,5.26039
CSO-16-9A-JPROSO,-0.03754962249029285,-0.026028399467468627,-0.01631694398607475,-0.11079225254058828,-0.04796928585143324,-0.07237613412312108,-0.05887361356190291,-0.05389871776671655,0,5.1645412
CSO-16-9A-JSMAGU,-0.029049569175356883,-0.015321458930061007,0.07247544436227703,0.06000071938832578,-0.037996911253247924,0.025948798338572606,-0.03219451534180471,-0.012235539004916474,9,5.619973
CSO-16-9B-SJPAJI,-0.014524979069119485,0.008693559056236838,-0.06023969071252007,-0.006382008938562909,-0.0449336410704111,-0.048276918956211765,-0.02702133380799056,0.06195417472294365,7,5.4576154
CSO-17-10A-YVGOCA,-0.008665765512557154,0.3165568269547963,0.1307248769487652,0.21620990106037685,-0.002327950409480861,-0.030682546388535237,-0.02025210235232382,0.10005617498216113,13,6.2899656
CSO-17-10B-EHECO,-0.01968179166884681,-0.03998975281488313,-0.004107208887736095,-0.07011004983811175,-0.033380042030697755,0.04465077527364104,-0.0321656670116241,-1.736470631233389e-05,8,5.433545
CSO-17-10B-YCQUVE,-0.06071728377115144,-0.08680594010580173,0.05555841761543579,0.02800549899964132,0.20916298380352202,-0.06888626639048266,0.022583003793444262,0.00043218569528437334,4,5.687679
CSO-17-11A-DJAPA,-0.037358616011482694,-0.0013517234893069413,-0.06266444490069434,-0.008060445467631646,-0.023612074829283843,0.025364893300192693,-0.02255440979912177,0.04126213552838258,7,5.4993715
CSO-17-11A-JDAMO,-0.03964266093572059,-0.007342867692312047,-0.04908966175715093,-0.003770050207773611,-0.037155232906341255,-0.001999475161234582,-0.05021291669209824,-0.004809999942779549,3,5.3943233
CSO-17-11A-NPAHE,0.2076268620718085,-0.016449401287805254,0.040951774665287335,0.012806246507735488,0.2126575420697527,0.06335691127322987,0.25773981194269163,-0.044512844471704734,6,6.322523
CSO-17-11A-RLPAIG,-0.034013832682654926,-0.010719049567268124,-0.044702893416086506,0.036576823121025115,-0.06119187668391665,-0.07513475477127805,-0.03587723504929347,-0.020547151043301445,1,5.3427362
CSO-17-11A-SPUVA,-0.05640247964859012,-0.0019082496960960427,0.07156407499313332,0.050286567165737955,-0.04182710286549149,-0.05332899472827017,-0.04545305208932776,-0.004632728463127597,2,5.5066442
CSO-17-11B-CDBEBU,0.20215766920362216,0.029290838241576998,-0.021824863365717553,-0.015366652715773865,0.2702923118727546,0.07396941473370502,0.14284738547461306,-0.05285297707148996,5,6.2168593
CSO-17-11C-JDAAG,-0.06456062568937065,-0.23551713393983414,-0.035545073009672794,-0.05778824765341604,0.2715146671249751,0.03991302717299696,0.2627554675283888,-0.10720776192347209,3,5.6619105
CSO-17-11C-MAPAMA,-0.038136866274334394,-0.19188932847976653,-0.008416203794025079,-0.09966391658782964,-0.03849007588341138,0.03154280646642023,0.033115403447832086,-0.05893309575035472,2,5.217475
CSO-17-11C-MCAAG,-0.052786406766801235,-0.20304005086989665,-0.028704736164638187,-0.0714142981483821,-0.14132011513482975,0.034730427673884734,0.10183672364552836,-0.06785867314111589,3,5.159789
CSO-17-11C-SARJA,-0.059575253736404654,-0.06670308535439685,-0.017913081577845717,-0.10961780193873849,-0.03881185906273992,0.01647095920926056,-0.06431461994988606,-0.05102163530531394,3,5.19686
CSO-18-11A-ADBAHO,-0.024907951786404786,-0.04413927927471366,-0.01606187016623323,-0.08012747869037441,-0.018985934416453326,0.026689006373995905,-0.02566595538457286,-0.02004352524167005,7,5.385103
CSO-18-11B-YLLRE,-0.043076519534701325,-0.03956039131255386,-0.011187995956057612,-0.07766034389677512,-0.018202614034925527,0.05397041479746481,0.032205286775316616,-0.00656447410583505,10,5.4782696
CSO-18-9B-MAMOLO,-0.05049587304251585,-0.0027311604817704116,-0.06181210438410481,-0.014290910788944566,-0.08016089477993193,-0.06351542522793738,-0.03565794760840312,-0.02105209909166597,1,5.25863
CSO-8-3A-AIPRBR,-0.05327729147956494,0.0765654948325383,-0.11824168638955986,-0.0657321222169061,-0.06310786801292777,-0.06058434536343521,-0.07456700036639267,0.03648252727871837,0,5.265884
CSO-8-3A-DAPAVA,-0.03658824234917103,-0.010488317149025733,0.07099018083299938,0.062427653335389285,-0.051583475408100245,-0.05935116761071384,-0.045206762767972954,-0.018486955370221925,3,5.500059
CSO-8-3A-KVPECO,0.33115783977508473,-0.071971573489053,-0.06173598975227005,-0.017514142717634296,0.23598822046461576,0.044220708597274644,0.09937761867614016,0.045406555811564095,7,6.1932755
CSO-8-4A-ARAGR,-0.038667875766754435,-0.004228260835012029,-0.0464730929874243,-0.011801495756421847,-0.02594335889816277,0.014659355322520051,-0.045398092905679956,-0.010719336986541953,10,5.419774
CSO-8-4A-JRAAR,-0.06710621540887024,-0.10093226437341646,-0.09748172694160781,-0.04865057418459985,0.19781497181029573,0.008544116065615975,0.0572201767876029,-0.021494074117569706,1,5.5162606
CSO-9-2A-EXMOCO,-0.021823996634710782,-0.13071517860321744,-0.014235993703206495,-0.09808124047233945,-0.045195399534134845,-0.05372572481064587,-0.006365287303924438,0.030939253557295834,5,5.2491426
CSO-9-4A-AGAPE,-0.049619721435365034,-0.09689999634878962,-0.02559303533463257,-0.08725543898627906,-0.09865664734159207,0.003898387727282737,-0.053051849546886694,-0.03176720196860161,1,5.1494007
CSO-9-4A-DKVIMO,-0.05391481908162445,-0.05481022505533175,-0.016957245508829655,-0.09034970444724705,-0.03871261696588421,-0.05198434268860566,-0.05947353160948982,-0.011724550928388366,3,5.210419
CSO-9-4A-DSMOMU,-0.04507637525740148,-0.021350168273562536,0.07009950422105336,0.06675805834361498,-0.0905128217197597,0.021781474726541048,0.06723443535395969,-0.014607306094397171,7,5.642673
CSO-9-4A-DVGATO,-0.04542866845357975,-0.004577884628659424,0.010819158599490668,0.033777167002359686,-0.09221297084717561,-0.062176628385271646,0.1951061180886768,-0.018618631158556217,4,5.605034
CSO-9-4A-FAGIGA,-0.056759052276611294,-0.04328931919733736,0.0507369054158532,0.03461275323231991,0.34662919823328664,0.02949739472071335,0.0328167988459267,0.05361725950241075,9,6.036208
CSO-9-4A-GSBRCO,-0.01847694910140271,-0.015241665726616517,0.026244675409226148,-0.06125049579711231,-0.0300128922916595,-0.08629998581750023,-0.04944710152489792,-0.045811643804822784,3,5.30805
CSO-9-4A-KEMOCO,-0.03649529684157615,-0.009031786646161255,-0.04889040013722013,-0.0059756207920258495,-0.04438295591445253,0.017956893126169344,-0.05056664074034863,-0.0007769766308014514,2,5.4101834
CSO-9-4A-LCOMO,-0.03326889617102445,0.008081373260134611,-0.058170772983914744,-0.011809879348391669,-0.0449008729798454,-0.03510604917435388,-0.04493253321874716,0.0704377735909956,3,5.4386764
CSO-9-4A-MLORO,-0.04494752318518514,0.007269553252629199,-0.0542602394421892,-0.011692116737366387,-0.11054695358730521,-0.0014813308715825035,0.08266403675079356,-0.017130662691025443,3,5.438221
CSO-9-4A-MPAME,0.20099697458176377,-0.0001189162390566878,-0.022225037869952974,0.01767679523286391,0.414735809757596,-0.022921997796921518,0.11280584203629225,0.10734509359087167,10,6.396641
CSO-9-4A-NSARPA,-0.02081793099358025,-0.1772020065897993,-0.016244601385933893,-0.10400406056358684,-0.03537071707135188,0.017186970256623912,-0.039569285256521786,-0.00640770112900486,3,5.205917
CSO-9-4A-SLOCA,0.07715509464627221,0.0020632065364290797,-0.053084238529205456,-0.015515037627447494,-0.12835443732852025,-0.0916860329537164,-0.05667070974622452,0.031101348422822386,4,5.3533554
CSO-9-4A-YVDITR,-0.025816835721333774,-0.009306014696757443,0.09010874854950651,0.05494389926819559,-0.024772020271846416,0.025422559533800498,-0.045058780829111404,-0.004630614212581152,8,5.649237
