subject,pe_T2W10,density_T2W10,diameter_T2W10,asp_T2W10,z_pe_T2W10,z_l1_T2W10,z_l2_T2W10,z_l3_T2W10
CDMS-15-11B-VSAHO,0.2054794520547945,0.2323766036094803,7.335616438356165,3.146091541639487,0.1074855509648734,0.2725265772090753,0.1152399552818368,-0.1323877830637529
CDMS-16-10A-SGALO,0.0,0.2179271708683473,8.019607843137255,3.365157173980704,-0.139339468448509,-0.1442039042652548,-0.1395840339118231,0.1973198420499826
CDMS-16-11B-NGABE,0.2531645569620253,0.2345087402049427,7.455696202531645,3.17804902551738,0.3400651584937013,-0.0698649849885607,0.3386430168207692,0.1201571834425299
CDMS-17-10A-ASSAMO,0.0,0.2336382113821138,7.396341463414634,3.162345141308556,-0.2473125194619924,-0.2609755520754983,-0.2488883301207257,0.3079220333053977
CDMS-18-7C-VVECA,0.0449438202247191,0.2493802389869805,7.314606741573034,3.1354556803995006,-0.2014189737631584,-0.1404975389670766,-0.2053858422777045,0.2536546257770631
CDMS-8-4A-DBEVA,0.25,0.2083333333333333,5.5,2.519345238095238,-0.1256367212494178,1.3189024352847845,-0.1082984651743327,-0.5254183741649933
CDMS-8-4A-DJAVDA,0.0,0.266183574879227,5.543478260869565,2.592046238785369,-0.5824879285231715,0.4674955626960791,-0.5866611604520245,-0.5213450739822759
CDMS-8-4A-DOSTR,0.2033898305084746,0.2675073984396018,6.279661016949152,2.808454398708636,-0.164206611495133,0.3943687877830048,-0.1592497603127093,-0.1501783688790072
CDMS-8-4A-LGOPA,0.2790697674418604,0.2501015134736065,6.023255813953488,2.7397563676633445,0.1078903416320418,-0.1683638352060261,0.1130436206891883,-0.003319938277804
CDMS-8-4C-JDBUTU,0.5897435897435898,0.2851037851037851,4.615384615384615,2.240984940984941,-0.0428334105048508,0.7291404854171715,-0.3026077263600676,0.1787745990066969
CDMS-9-4A-ACDUTR,0.4102564102564102,0.2733821733821733,5.333333333333333,2.4874033374033373,0.1480300790685425,0.2189830193412504,0.1418227240283041,-0.5228769819813609
CDMS-9-4A-CARGA,0.1951219512195122,0.2509614143760485,6.138211382113822,2.7927474512840367,0.0438434121321901,-0.2803227784471778,0.0409206710984019,-0.0509579524369367
CDMS-9-4A-CRAAG,0.9777777777777776,0.2777248677248677,5.644444444444445,2.598148148148148,0.38895188967137,-0.0400284716299121,-0.1264426949278147,-0.5850110734232333
CDMS-9-4A-EROHI,0.1666666666666666,0.2404761904761904,6.805555555555555,2.97255291005291,-0.1106004225551283,0.1890885105789424,-0.0969462637036057,-0.1527302440964767
CDMS-9-4A-ILOSE,0.0467836257309941,0.2264550264550264,7.350877192982456,3.15932887774993,-0.1182992588972758,-0.2448154470229823,-0.1188297488589555,0.1151292779950597
CDMS-9-4A-TGAFR,0.1904761904761904,0.2477418745275888,5.821428571428571,2.66343537414966,-0.2188614953432753,0.1933425332460597,-0.2145148784660214,0.2091585199427246
CDMS-9-4C-SCAMO,0.0864864864864864,0.2235864435864436,7.394594594594595,3.170832260832261,-0.0270644676997202,-0.1310202676367427,-0.025742781977281,0.0222899684988517
CDMS-9-5A-ABERO,0.5970149253731343,0.2697228144989339,6.114427860696518,2.763796098870726,0.267461906109708,0.5201687849000709,0.1848435437534694,-0.0245927874289778
CDMS-9-5A-VVAAR,0.0833333333333333,0.2309391534391534,7.233333333333333,3.11521164021164,-0.1320435635742081,0.0472112541742945,-0.1947543703134362,0.005026701993655
CDMS-9-5C-JDMADE,0.3318777292576419,0.2427704997573993,6.960698689956332,3.020385388507659,0.0375968766746743,0.283607554709993,-0.0934556952681935,0.0080811623775642
CDMS-9-5C-LVIZAC,0.4404145077720207,0.2782712394111357,6.331606217616581,2.811859527921704,0.0938053111946755,0.3658892336622804,-0.0567110751691657,0.2165901033181874
CDMS-9-5C-MLOGO,0.1848739495798319,0.2680872348939576,6.092436974789916,2.76031079098306,-0.3269990887907409,0.0166335984220299,-0.3563792056697422,0.5417878621526778
CDMS-9-5C-SCAAG,2.4,0.3503174603174603,4.96,2.3823809523809523,1.11409352248888,-0.7677020209108104,0.4900371360756435,0.6371178965157634
CDMS-XX-10A-VGILO,0.0634920634920634,0.2118102796674225,8.063492063492063,3.370118417737465,-0.0009337614499701,0.2040905273581137,-0.0007150466612729,-0.149009821455189
CDMS-XX-5C-MPCAQU,0.2185792349726776,0.2411137132448608,6.852459016393443,3.007828085696938,0.091559631155504,-0.1104559952711749,0.1011909670211956,0.0346559208006656
CDMS-XX-6B-SPUCA,0.3903743315508021,0.2408242084712673,7.117647058823529,3.0736652236652238,0.2346497267420393,-0.3156383885588461,0.1398937761580523,-0.3064962415207277
CSO-10-4A-KCOMO,0.0747663551401869,0.2224224892449191,7.4392523364485985,3.183615190624536,-0.0540343189567857,-0.0763115287208508,-0.0548147800398663,-0.0264524756063444
CSO-10-4A-LRAVI,0.1818181818181818,0.218488455988456,7.772727272727272,3.2822871572871573,0.2809358387729461,-0.2342875571221147,0.2808345401047996,-0.2000446692709209
CSO-10-4A-LSCAVA,0.1666666666666666,0.2342261904761905,7.276041666666667,3.122325562169312,0.0926713541652593,-0.2086659328863311,0.090581829875409,0.1121135321828303
CSO-10-5A-ACAVA,0.1739130434782608,0.2582384403036576,6.043478260869565,2.73373878536922,-0.0742160386420071,0.0004962034694242,-0.072911716092875,-0.1582357766024739
CSO-10-5A-ARACA,0.3291139240506329,0.2705846895720313,6.291139240506329,2.8177265420936304,-0.0388728244134142,-0.1451089547129881,-0.1368700694701583,0.3007206025173077
CSO-10-5A-DABRZA,0.5454545454545454,0.2595280536457007,6.705882352941177,2.951027077497666,0.3009228887497849,0.2582660439624711,0.1489519494267388,0.0349795616909251
CSO-10-5A-GZAMA,0.0,0.2332070707070707,6.965909090909091,3.050595238095238,-0.2969668903527886,-0.065971609497369,-0.2976024864415035,-0.0185731399341596
CSO-10-5A-IPECA,0.0592592592592592,0.2258612580834803,7.451851851851852,3.196972369194591,-0.1006081631602138,0.0253048733902416,-0.1008208694195786,0.1896948093966484
CSO-10-5A-JANORO,0.0941176470588235,0.2311811391223155,7.317647058823529,3.140336134453782,-0.026316245113939,-0.2680378274134705,-0.0270274408365418,0.1098695407644512
CSO-10-5A-JBUVE,0.3333333333333333,0.2313227513227513,7.516666666666667,3.199603174603175,0.2859963486212515,0.4336843937725537,0.2063658425711781,0.0404932476214907
CSO-10-5A-JJSEMO,0.5192307692307693,0.2423840048840048,6.5,2.880677655677656,0.3891235716406488,0.0214336942751755,0.2447612352064161,-0.0251803244291491
CSO-10-5A-JLCARI,0.5714285714285714,0.2416595804988662,6.883928571428571,2.99953231292517,0.6614781923486621,-0.050401357870906,0.4718595614031873,-0.115690895245475
CSO-10-5A-MAARAN,0.0833333333333333,0.2489996693121693,6.53125,2.8936011904761902,-0.1625180100804052,-0.3153885369013647,-0.164775760718473,0.1896016313668666
CSO-10-5A-RVMOIB,0.1970443349753694,0.2297443115177105,7.315270935960591,3.1420908593322388,0.1435874447506359,-0.1127468404449781,0.0884719509943981,-0.1058180238064526
CSO-10-5A-SVHEES,0.2751322751322751,0.2441253044427647,6.735449735449736,2.953586125808348,0.050548324010028,0.3292180332384289,0.0367498068890472,-0.3436821085927397
CSO-11-5A-MDVOSPE,0.2133333333333333,0.2462539682539682,7.04,3.045915343915344,0.0188912016012815,-0.2756357187316536,-0.0661277178158553,0.4239846942919195
CSO-11-5A-MTAGA,0.0,0.2291225749559083,7.064814814814815,3.043261316872428,-0.2897857532594968,0.170365454863565,-0.2904283071471947,0.0285927890976673
CSO-11-6A-CAPAMU,0.2897196261682243,0.2469700341195668,6.574766355140187,2.893139000148346,0.2122526336869622,-0.2876897874711833,0.1619709388246729,0.1592741254277546
CSO-11-6A-DSCACH,0.0987654320987654,0.2291397217323143,7.197530864197531,3.1150548696844997,-0.0539177140519848,-0.1587242167142946,-0.051311189628055,-0.1346817634053687
CSO-11-6A-EROMO,0.1379310344827586,0.2188241196861886,7.747126436781609,3.274940704251049,0.1479193122804254,-0.0979470392310385,0.1508608730993636,-0.1901994706156027
CSO-11-6A-FSOVRE,0.4407894736842105,0.2424081035923141,6.506578947368421,2.8906328320802004,0.4284244203350556,-0.2472335375918758,0.2734372060725218,-0.0551378758484746
CSO-11-6B-ANREVA,0.1759259259259259,0.2243606701940035,7.324074074074074,3.170708406819518,0.1566105744011921,0.0012958096076905,0.1584266905980071,-0.2550591249128608
CSO-11-6B-DISEMO,0.0,0.2162337662337662,6.363636363636363,2.825541125541126,-0.2191225241458363,0.2080328403462814,-0.2191225241458363,-0.1840497435932254
CSO-11-6B-LHFDLACH,0.3536585365853658,0.2437717770034843,7.103658536585366,3.06527293844367,0.3652177459503195,-0.2037369000049482,0.2262338802121754,-0.0527141482447437
CSO-11-6B-RJGIHE,0.0289855072463768,0.243823326432022,6.710144927536232,2.960605014952841,-0.4002471874379188,0.8413339618761367,-0.4010646974603266,0.0104435692067777
CSO-11-6B-SFLVA,0.4461538461538462,0.2371306471306471,7.3076923076923075,3.1323565323565323,0.5762446987589449,-0.3502128344072869,0.3865790624021206,-0.1288318962221888
CSO-11-6B-VCOMA,0.2135416666666666,0.2393642526455026,7.1875,3.0979910714285714,0.0519700301174833,-0.1433998383016499,-0.0700302619406974,0.1811619663740884
CSO-12-6A-DGISE,0.35,0.2225,6.85,2.998730158730159,0.4721422718148934,0.1551477151694052,0.4776805247405782,0.0527943040012945
CSO-12-6A-FJOVRE,0.3522012578616352,0.2506788459618648,6.566037735849057,2.88853449136468,0.0880783759393368,0.6111542959167147,-0.0377091479497957,-0.1495651550644762
CSO-12-6B-GQULO,0.1893491124260355,0.2328261482107636,7.3076923076923075,3.1411665257819106,0.0767664496676737,0.0951746381208019,0.082950395381337,0.1582268484710282
CSO-12-6B-LJHEFE,0.2831050228310502,0.2565557729941291,6.616438356164384,2.912821627890121,-0.0442442270459393,0.1050636034286317,-0.1248832172981783,0.0309296279778932
CSO-12-6B-VPAMA,0.0,0.2166666666666666,8.055555555555555,3.364197530864198,-0.2953952556161415,0.9297002265674372,-0.2953952556161415,-0.2496445175049807
CSO-12-7A-DALRE,0.1481481481481481,0.3000881834215168,4.685185185185185,2.3418430335097,-0.337850920282164,-0.6518056438284171,-0.3370376330307015,-0.4198090615378215
CSO-12-7A-ESALA,0.0384615384615384,0.2186736874236874,7.826923076923077,3.30448717948718,-0.0624795814817693,-0.0364959749764472,-0.0626479546664723,-0.0835296818716461
CSO-12-7A-IMERO,0.1677419354838709,0.2555913978494624,6.367741935483871,2.8430107526881723,-0.0878996977828585,-0.0227576821525312,-0.0891980023284928,-0.0646958417508613
CSO-12-7A-JHEZA,0.2654028436018957,0.2493116677950801,7.156398104265403,3.0841044158579702,0.1407133618039159,-0.1855227869518543,0.1030657334110259,0.1838607220821236
CSO-12-7A-LSARAR,0.0,0.2247732426303854,7.428571428571429,3.1514172335600907,-0.2841275175852503,0.4257247407598708,-0.2849699582353677,-0.2554352757116342
CSO-12-7A-SCAHO,0.0851063829787234,0.2373142519419115,7.00531914893617,3.0469604863221886,-0.1043523770406318,-0.1427631679899205,-0.102760254580022,0.1399643984945752
CSO-12-7B-DVAGRO,0.5,0.2582691409897292,6.882352941176471,2.9951680672268908,0.0814517756123417,0.5065331459338311,-0.0734192346942453,0.0221990161080804
CSO-12-7B-SMUGU,0.1584158415841584,0.2425506836397925,6.415841584158416,2.852938865315103,-0.1140018820645743,-0.1059711827733799,-0.2306660965720942,-0.1438537985797338
CSO-12-7B-SSARA,0.3004694835680751,0.2323459274163499,7.272300469483568,3.1284372904091216,0.2452988780366724,-0.1197224048273013,0.0979655273537092,-0.0549388830724507
CSO-12-7B-VHOMA,0.256,0.2396,7.168,3.096031746031746,0.1757154932826314,-0.1489097260111193,0.180050500698446,0.2821896708546151
CSO-12-8A-YTOME,0.4516129032258064,0.2462749615975422,6.903225806451613,3.027726574500768,0.4492413574971272,-0.2789106297703411,0.4072029943764058,0.1188720714921962
CSO-13-6A-ANASA,0.0824742268041237,0.2257813778432335,7.371134020618556,3.1607142857142856,-0.0844011286815162,-0.1762272173439291,-0.1477890506819361,0.1561935891175074
CSO-13-6B-JETAVE,0.3218390804597701,0.2277960226236088,7.2011494252873565,3.0976737821565403,0.3746954261759049,-0.2168862378913567,0.2375333949315513,0.0123645868922749
CSO-13-6B-LFMIES,0.1212121212121212,0.2133116883116883,6.984848484848484,3.016786916786917,0.0833130089928928,-0.208323579737879,0.0833130089928928,0.1461154690034889
CSO-13-6B-LJMAHU,0.3934426229508196,0.2295342180588082,6.672131147540983,2.927335415040333,0.5456081290510146,-0.1235513891902855,0.5453996544177485,-0.3502235553449079
CSO-13-7A-CAPAMU,0.2666666666666666,0.2517777777777777,6.466666666666667,2.8825449735449737,0.1626803471474732,-0.2370666873448684,0.0898414191529967,0.0696957365950802
CSO-13-7A-CDDITR,0.1904761904761904,0.2417139077853363,6.488095238095238,2.8964002267573696,0.1180290202220161,-0.4152837437828225,0.117404448889034,0.3461996170047912
CSO-13-7A-JJATFL,0.0961538461538461,0.2272283272283272,7.173076923076923,3.105006105006105,-0.0102528678658461,-0.2411637725482058,-0.0105969745441001,0.4941103331172511
CSO-13-7A-KRAMA,0.2857142857142857,0.2366213151927437,6.678571428571429,2.9525226757369616,0.198367669001553,0.1886242778237334,0.1958169638369764,0.1594894247233386
CSO-13-7A-RXCHLU,0.256,0.2455428571428571,6.576,2.908952380952381,0.2337416731184837,-0.412271967519995,0.2331462763988107,-0.2274611850817231
CSO-13-7A-YAMEZA,0.1377410468319559,0.2399645808736717,7.115702479338843,3.0711683938956664,-0.0049525237950005,-0.2320773338259479,-0.0035754157722954,0.0516005232463503
CSO-13-8A-KIGAGU,0.2882882882882883,0.2403689403689403,7.333333333333333,3.1302087802087804,0.1551492340384481,0.4755010454967924,0.0601754176178909,0.074321157837956
CSO-13-8A-MBUAN,0.0,0.2116487455197132,6.419354838709677,2.825832053251408,-0.2180482302691555,-0.2510710126937558,-0.2180482302691555,0.4573549810963073
CSO-13-8A-MGAAN,0.0606060606060606,0.2215247715247715,7.6856060606060606,3.250616281866282,-0.0773384841420506,0.0559345685879548,-0.078534712440986,0.0227377546152065
CSO-13-8A-MGAHE,0.3413461538461538,0.2380685286935286,7.0,3.0566926129426126,0.2938307391235115,-0.2744254914025056,0.2304732009291429,-0.1483475175289225
CSO-13-8A-MJAGA,0.4137931034482758,0.2565590220762634,6.459770114942529,2.8735221674876845,0.2226059916969331,0.090986205107991,0.0431331397544507,0.1641698096071527
CSO-13-8A-VHODU,0.2038216560509554,0.2286320897785866,7.6050955414012735,3.23710949347892,0.1912124029313971,-0.1508726947803314,0.1171163689254682,0.1527419429849372
CSO-13-8B-FCJISA,0.0869565217391304,0.2165890269151139,7.695652173913044,3.27833850931677,0.0705384117823077,-0.1649018844616357,0.0703810828298323,0.0596348225152233
CSO-13-8B-JEMABE,0.4426229508196721,0.2664454852979443,5.557377049180328,2.5934035909445745,0.2169507451441466,-0.3733878269104539,0.1278530555736385,0.2714700540794387
CSO-13-9B-DMLLLU,0.135593220338983,0.2430320150659133,6.745762711864407,2.9244686575195047,-0.2092597008628037,0.7459217119365945,-0.2121262196212694,-0.2056715023602316
CSO-14-7A-MVEBE,0.0,0.2083333333333333,8.416666666666666,3.467592592592592,-0.0725731480483656,-0.0699924227387457,-0.0725731480483656,-0.0727211385886378
CSO-14-7B-EALHU,0.3333333333333333,0.1883597883597883,4.333333333333333,2.146031746031746,0.5868445802900499,-0.2269397819861723,0.5868445802900499,-0.2133317974437226
CSO-14-7B-EVEGO,0.135593220338983,0.231656353690252,7.293785310734464,3.137032553134248,0.032973404889087,-0.1715219763278749,0.0062207193752563,0.0230440297464208
CSO-14-8A-AQUMA,0.1138211382113821,0.2505936249838689,6.357723577235772,2.836165956897664,-0.1988356961534333,-0.2734953226128685,-0.1994960276450713,0.0041547249913028
