subject,pe_T2W10,density_T2W10,diameter_T2W10,asp_T2W10,z_pe_T2W10,z_l1_T2W10,z_l2_T2W10,z_l3_T2W10
CSO-14-8A-MCIDOS,0.8421052631578947,0.2445279866332497,6.368421052631579,2.829782790309106,0.9332603123405188,0.091438311368157,0.988915303345932,-0.5300230327585
CSO-14-8A-SZARA,0.3932584269662921,0.2683520599250936,6.0,2.718735509184947,0.2911073208727611,-0.547650426244722,0.2989585507043915,0.1302605784286331
CSO-14-8B-JLLORA,0.0,0.2566308243727598,6.32258064516129,2.817204301075269,-0.485688515610659,0.1779926873932967,-0.4883087809835532,-0.047680728824126
CSO-14-9A-AEDCAGO,0.1411764705882353,0.2357329598506069,6.8352941176470585,2.977735760971055,-0.0314877948743847,-0.2363155598925711,-0.0284799403755557,-0.2261607510000213
CSO-14-9A-HASACA,0.0601503759398496,0.2268588137009189,6.984962406015038,3.041174364482635,-0.1689292350436551,-0.0397935573263268,-0.1651544078731532,-0.1208673536585333
CSO-14-9A-JSMAAL,0.0792079207920792,0.2281863900675781,7.346534653465347,3.1504007543611507,-0.0559781645267045,-0.0814543948786155,-0.0555177909334483,-0.0118683235074729
CSO-14-9A-MARJA,0.0,0.2241789819376026,7.603448275862069,3.251368363437329,-0.2459069689420549,0.1228269509585408,-0.246311363085631,0.2259766216167689
CSO-14-9A-SORZU,0.1415929203539823,0.2636887203258884,5.911504424778761,2.6889591234723977,-0.2837915058356355,0.0123348837569765,-0.3888043885549037,-0.1046839158450574
CSO-14-9B-ERAGA,0.0,0.2405635648754915,6.972477064220183,3.040075724479394,-0.4041630093523856,0.3803170065254818,-0.4053985574251412,0.1468734657729165
CSO-14-9B-MFEGA,0.4057971014492754,0.235277202668507,7.036231884057971,3.0496031746031744,0.4643108293928208,-0.0320145615215375,0.3051909046985361,-0.2456909022751535
CSO-15-10A-LJRAGU,0.3350785340314136,0.2319828804121997,7.031413612565445,3.0484791822488155,0.3573571023043304,-0.1598682180726157,0.3221785563160673,0.0342411565878581
CSO-15-10A-MAARLO,0.1860465116279069,0.24328165374677,6.465116279069767,2.8700166112956813,-0.0461378776970782,0.3540831677599993,-0.0367486223397675,0.3757838624470018
CSO-15-10A-SFEGA,0.0,0.2222552910052909,7.875,3.306960978835979,-0.2530029957449573,0.6131164888007709,-0.253361081047239,-0.217789269438312
CSO-15-10B-MEBUAR,0.1333333333333333,0.2551851851851852,7.2,3.0859391534391536,-0.0081800766146064,-0.2971164205137047,-0.0154487366517241,0.4141555760720622
CSO-15-10B-YVBUAN,0.1111111111111111,0.2320326278659611,7.097222222222222,3.070160934744268,-0.1773261216398692,0.1395415295669919,-0.177396665050277,-0.0573932601825364
CSO-15-10C-ALBAHO,0.0,0.2,9.0,3.6666666666666665,0.0,0.0,0.0,0.0
CSO-15-10C-SSCAMO,0.0,0.255131418289313,6.939271255060729,3.009456333140544,-0.3878706505520878,-0.0343973128862674,-0.3943589343565769,0.467213074005798
CSO-15-11C-JETALO,0.3820754716981132,0.2714547768793052,6.320754716981132,2.8074648098233004,-0.0420351621842961,-0.1869094618832586,-0.1405228587514996,0.2726334565161731
CSO-15-7B-JCRAGA,0.0,0.2384199134199134,6.977272727272728,3.018939393939394,-0.3165135429879682,0.1992507906299766,-0.3197312952614374,-0.2932730304454475
CSO-15-8A-VBMABR,0.146788990825688,0.2394932284840541,6.743119266055046,2.9688000582495992,-0.0881412756010352,-0.0341019115711184,-0.2029226276122783,-0.1809960798123478
CSO-15-8B-KEPOGO,0.1344086021505376,0.23363201911589,7.306451612903226,3.136222051544632,0.0151149203872736,-0.1744493648543043,0.0204050107482505,0.0635576727906572
CSO-15-9B-ALRIHE,0.0470588235294117,0.2242483660130718,7.605882352941176,3.237861811391223,-0.1031538784665729,-0.0160320573022264,-0.1039271264804562,-0.0056366704107108
CSO-15-9B-AMSAGO,0.1311475409836065,0.2210122300286235,7.737704918032787,3.2871454592766067,0.1108428900610653,-0.1951946159164848,0.1131572561293665,-0.1746342537311114
CSO-15-9B-JCAPA,0.1666666666666666,0.2357308201058201,7.006944444444445,3.0491347001763667,0.03393782450549,-0.0877063740583015,0.0398685760837879,0.2609079965872418
CSO-15-9B-KSBEJA,0.042016806722689,0.241063091903428,6.823529411764706,2.9865679605175406,-0.2150446256738488,-0.1008896610596392,-0.2165557856895528,0.1428267776396248
CSO-15-9B-RMCHLU,0.2068965517241379,0.226867816091954,7.413793103448276,3.1782293377120965,0.1386326218683274,-0.2703850494615927,0.0323064607715112,0.0259731305620525
CSO-16-10A-JEGAHE,0.0,0.3626262626262626,4.636363636363637,2.219444444444445,-0.7719030716145963,-0.1147821705962844,-0.7865808635499814,0.6114111717010194
CSO-16-10A-MSACO,0.0,0.2601540616246498,6.147058823529412,2.7896825396825395,-0.4497639013573229,-0.4588119071204119,-0.4534641592119827,0.6893564635299694
CSO-16-10A-SMOUT,0.0,0.234297052154195,5.142857142857143,2.409863945578232,-0.2904127071071438,-0.3166505810606556,-0.2914696426995842,-0.2899490951539725
CSO-16-10A-YKMUJO,0.4,0.2361309523809523,6.825,2.975892857142857,0.6522128693415539,-0.3872244365603403,0.652013187090179,-0.3444620212681974
CSO-16-10B-JESUGU,0.0,0.2464193429309708,6.662790697674419,2.924972314507198,-0.3657547103717196,0.093470425140122,-0.3682742429691079,-0.0312691872953171
CSO-16-10B-LTVIFA,0.2352941176470588,0.2336951447245565,7.25,3.1301353874883286,0.1717172862412875,-0.3022733237211747,0.1861271247519183,0.4869747962692409
CSO-16-10B-VVILI,0.1438848920863309,0.2223820943245403,7.640287769784172,3.2466598150051387,0.1374449589267329,-0.0092151017192805,0.1377803917563323,-0.2267848034578236
CSO-16-10C-ACALGU,0.1269841269841269,0.2405517762660619,6.809523809523809,2.984282354917276,-0.0340554963409866,-0.2866180413714963,-0.0348713078889687,0.2023064923363664
CSO-16-10C-MAVAVE,0.0808823529411764,0.2257703081232493,7.654411764705882,3.2543183940242764,-0.0462615213848875,-0.209973900034051,-0.0431230512147427,0.0935966796880601
CSO-16-11A-JAVABO,0.188235294117647,0.2318860877684407,6.941176470588236,3.0541083099906627,0.1607716521530686,-0.114416179923929,0.1609634850570502,0.1134230982598316
CSO-16-11A-JDMUVA,0.1927710843373494,0.2224803977816025,7.734939759036145,3.2685264868999813,0.14227393964794,-0.0007907864321456,0.0781052743558142,-0.2236129241510173
CSO-16-11A-VZAOR,0.1126760563380281,0.2288732394366197,7.570422535211268,3.228694388553543,-0.0161485957572893,-0.1147480481829154,-0.0123613243517123,0.2655694881350899
CSO-16-11B-KRORE,0.0808823529411764,0.2463468720821662,7.404411764705882,3.16530112044818,-0.178834987087076,-0.196534818513222,-0.1934812324622993,0.2428804787622343
CSO-16-11B-LLOZA,0.3390804597701149,0.2394134282065316,7.224137931034483,3.104565772669221,0.3165795742415523,-0.3103372004872775,0.2167798293446434,0.1642643083439653
CSO-16-11B-YAROMO,0.2645914396887159,0.2305046013217219,7.428015564202335,3.1778055709962323,0.0628290937842664,-0.1194085359834088,-0.0656221365818939,0.0397631681150766
CSO-16-9A-JALEMO,0.1428571428571428,0.2252578450735132,7.626728110599078,3.243050983834394,0.0916055800253189,-0.0028667555579061,0.0928161388947826,0.0100140873133213
CSO-16-9A-JPROSO,0.2154471544715447,0.2345399406375016,7.288617886178862,3.1301458252677765,0.0605441157559191,0.0608705446129004,-0.0426140164237819,0.0395548409744433
CSO-16-9A-JSMAGU,0.1666666666666666,0.2396384479717813,7.013888888888889,3.034617504409171,-0.0231562419426318,-0.1150786640898724,-0.0995338493503267,-0.0892049458898546
CSO-16-9B-SJPAJI,0.1818181818181818,0.2638167388167388,6.0227272727272725,2.7058982683982684,-0.1367010797023207,0.1050601510585671,-0.129056492569111,-0.2740848491318147
CSO-17-10A-YVGOCA,0.0,0.2092490842490842,7.846153846153846,3.307030932030932,-0.1332089929194389,0.1291797323468249,-0.1336232251953325,-0.1205073038836291
CSO-17-10B-EHECO,0.0,0.228107810781078,7.495049504950495,3.2055241238409558,-0.1858202582120482,-0.1965995894730622,-0.1866232781949803,0.3221358364078438
CSO-17-10B-YCQUVE,0.3128491620111732,0.2285004877183648,7.189944134078212,3.0971889686973486,0.3076386603823251,0.0839698335347926,0.1794210088967496,-0.1218628607456819
CSO-17-11A-DJAPA,0.296875,0.2496527777777777,6.078125,2.713169642857143,-0.0664310815614242,-0.0223606919230805,-0.1298795757881236,-0.2213284376938212
CSO-17-11A-JDAMO,0.0,0.2428571428571428,6.4603174603174605,2.881204333585286,-0.3310077459753484,-0.3448618446957033,-0.3325929258116881,-0.0488239740788199
CSO-17-11A-NPAHE,0.5161290322580645,0.2424782386072708,6.716129032258064,2.950332821300563,0.4841555192842797,-0.1094288495324361,0.2861663382541042,-0.0879702604977556
CSO-17-11A-RLPAIG,0.2142857142857142,0.2456774376417233,6.669642857142857,2.9538690476190474,-0.0047136778987481,0.0391432822167389,-0.1089898273160662,0.4722196608886559
CSO-17-11A-SPUVA,0.0952380952380952,0.2659108087679516,6.904761904761905,2.976039304610733,-0.2643623661376255,0.3024584236965334,-0.2697334361758327,-0.0803711684731268
CSO-17-11B-CDBEBU,0.5494505494505495,0.2483952555381126,6.2967032967032965,2.8156985871271583,0.5107847956768982,-0.4466908885230919,0.4373124729664878,0.0627235050211984
CSO-17-11C-JDAAG,0.2666666666666666,0.225068783068783,7.54,3.2173544973544974,0.3684501897977069,-0.2766972859130563,0.2873441103077538,-0.0068555964434789
CSO-17-11C-MAPAMA,0.1736526946107784,0.2242277350061781,7.467065868263473,3.1954662104362703,0.1607226478492226,-0.0372527482753021,0.140880176059915,0.0113385521619032
CSO-17-11C-MCAAG,0.1834862385321101,0.2253567787971457,7.596330275229357,3.2241153342070774,0.2348455713421057,-0.1993091104425013,0.2352633985215012,0.0102318420822867
CSO-17-11C-SARJA,0.0757575757575757,0.2272486772486772,7.325757575757576,3.1591810966810967,-0.0435271546210881,-0.2540112786289457,-0.0436234929558547,0.0206149775529143
CSO-18-11A-ADBAHO,0.0666666666666666,0.2292195767195767,7.541666666666667,3.199041005291005,-0.0822212887830702,-0.1001711869413589,-0.0834130245502705,0.123105391005301
CSO-18-11B-YLLRE,0.1904761904761904,0.229522549760645,7.547619047619047,3.215561224489796,0.1273137747148935,-0.2075119158354485,0.0831759838458731,0.3092819732269412
CSO-18-9B-MAMOLO,0.3593314763231198,0.2661780961223858,6.615598885793872,2.896332404828226,-0.0013291637952978,0.2808732306909465,-0.1134758481856573,0.1667872891477837
CSO-8-3A-AIPRBR,0.0,0.1819444444444444,5.25,2.4166666666666665,-0.3342888221536465,0.5491100269061935,-0.3342888221536465,-0.1713597220725484
CSO-8-3A-DAPAVA,0.238095238095238,0.2474060331203188,6.956709956709957,3.020638356352642,0.0484962013662926,0.1366548163544577,0.0541043284837962,0.5170052585392357
CSO-8-3A-KVPECO,0.813953488372093,0.2315799187892211,5.790697674418604,2.6272425249169435,0.8385250503151993,-0.1527261056884788,0.464818922956817,-0.4457883874617442
CSO-8-4A-ARAGR,0.0,0.2338820301783264,6.382716049382716,2.820987654320988,-0.3423829518108233,-0.3595363582099696,-0.3446741595328623,0.1293539596777168
CSO-8-4A-JRAAR,0.2962962962962963,0.212933568489124,5.851851851851852,2.633656672545561,0.4301620762208309,-0.3408918928123625,0.4317265184025966,0.5299148748009458
CSO-9-2A-EXMOCO,0.1438848920863309,0.2258935708575996,7.503597122302159,3.191903619961174,0.0661216751885246,0.0705046575100811,0.066874440973505,-0.1632747645771803
CSO-9-4A-AGAPE,0.2560975609756097,0.2270760743321719,7.621951219512195,3.228779519938056,0.1945417816377558,-0.0222838099876399,0.0574852091312949,0.078258934809085
CSO-9-4A-DKVIMO,0.1012658227848101,0.2278581474784006,7.6075949367088604,3.2317058468957205,-0.0255646779080916,0.0807402366476526,-0.0244848358963051,-0.0922942154498344
CSO-9-4A-DSMOMU,0.226950354609929,0.2371270967015648,6.886524822695035,3.027637059551953,0.2121647499830583,-0.1335117516145164,0.2128168807804081,0.2569027870036355
CSO-9-4A-DVGATO,0.3511904761904761,0.2473119803476946,6.714285714285714,2.9537414965986395,0.2587498707429209,0.1356838103556284,0.2521443223053283,-0.0801521068472957
CSO-9-4A-FAGIGA,0.3457943925233644,0.2373980121643673,7.196261682242991,3.09411808337042,0.2743061367606121,0.0163522344593921,0.1676214380079216,-0.1374643907259957
CSO-9-4A-GSBRCO,0.0273972602739726,0.2378125679495542,7.232876712328767,3.123929115025005,-0.3191618853699797,0.4980535061717257,-0.3253539287573446,0.0321726983738889
CSO-9-4A-KEMOCO,0.0,0.240865234982882,6.372549019607843,2.8285869903516963,-0.3402760431066891,0.0152811570949904,-0.3438291337601198,-0.1130262096560306
CSO-9-4A-LCOMO,0.3134328358208955,0.2750533049040511,6.104477611940299,2.7503672115612416,-0.1629819587806448,0.6777168115108426,-0.2391054995644043,-0.3674914694664012
CSO-9-4A-MLORO,0.3870967741935484,0.2533282130056323,6.096774193548387,2.7422043010752684,0.2017907437386917,-0.0209108551061896,0.2149592687092482,0.2655002646752515
CSO-9-4A-MPAME,0.4509803921568627,0.2469187675070028,6.666666666666667,2.9341581076875194,0.2901067491278323,0.8085414699618417,0.2115144189012011,-0.5246673330670791
CSO-9-4A-NSARPA,0.0142857142857142,0.2252380952380952,7.357142857142857,3.1494671201814057,-0.207046636455725,-0.2385182603454958,-0.2079084996652294,0.4575745510666226
CSO-9-4A-SLOCA,0.55,0.2675595238095238,6.15,2.7548809523809523,0.2202918605316598,0.3919627482889992,0.0034846241276305,-0.1813909702913643
CSO-9-4A-YVDITR,0.0,0.2390589569160997,6.821428571428571,2.9637188208616783,-0.32197729289983,-0.0888498541494948,-0.3224686781707687,-0.1106895909437205
