feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W10,0.46181882771252536,0.5313420847057734,1.0,389,0.9725
z_l3_T2W10,-0.38395526208888575,0.23839214542260664,1.0,351,0.8775
z_density_T2W10,-0.2784119302809325,0.17123459282110248,1.0,252,0.63
z_l2_T2W10,0.23664789712905362,0.45062910747517126,1.0,391,0.9775
z_diameter_T2W10,0.1825719707490992,0.10349657847269664,1.0,172,0.43
z_l1_T2W10,-0.17573035825662842,0.24110180088304378,1.0,89,0.2225
z_re_T2W10,-0.08703089752767089,0.1662055932801626,1.0,133,0.3325
z_asp_T2W10,0.08375238256506676,0.28985177702005177,1.0,33,0.0825
z_lsc_T2W10,0.051580481539879486,0.4153258469659558,1.0,36,0.09
z_atd_T2W10,0.01240091239546455,0.10306566497748407,1.0,154,0.385
