run_name,target,window,feature_type,covariates,n_subjects,n_candidate_predictors,n_selected_per_split,predictors,n_iter,alpha_mean,alpha_std,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,rmse_mean,rmse_std,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_std,mae_ci_lower,mae_ci_upper,rho_mean,rho_std,rho_ci_lower,rho_ci_upper,frac_r2_below_zero
W150_raw_all,MOT,T6W150,raw,,252,14,14,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,996.7698428800893,47.53824205498305,-0.002512002354450766,0.022834062734982785,-0.004756507714824391,-0.0002674969940771421,7.790580846661714,0.4896312140228158,7.742451878232598,7.838709815090831,6.663328323056817,0.379922093154523,6.625983362394023,6.700673283719611,0.057233294558823096,0.174958970060823,0.040035463813384284,0.07443112530426191,0.52
W150_raw_all,COG,T6W150,raw,,252,14,14,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,792.0432209219049,325.36460011016555,-0.0072021450701015895,0.054440063233035234,-0.012553405385175728,-0.0018508847550274508,2.171734388953054,0.27269535155184155,2.1449294271987287,2.1985393507073794,1.686969173351396,0.1870552188923228,1.6685823253181524,1.7053560213846397,0.12197088922900452,0.19333207149060652,0.102967049402989,0.14097472905502006,0.4525
W150_raw_all,MOT_V4,T6W150,raw,,252,14,14,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,867.5691859303766,271.16229383378,-0.00802025589129805,0.04347455326463334,-0.012293646438343499,-0.0037468653442526015,3.471225944478814,0.263860231613372,3.445289442896977,3.4971624460606505,2.8838176869759438,0.17568085128839492,2.86654889793002,2.9010864760218675,0.11002683557273547,0.19793116836253447,0.09057092124286456,0.1294827499026064,0.485
W150_raw_all,COG_V1,T6W150,raw,,252,14,14,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,852.9754932940402,287.9486983296843,-0.01052460463875851,0.058768554395910985,-0.016301339900195135,-0.004747869377321883,1.3415811436174596,0.11578972595400075,1.330199434475451,1.3529628527594681,1.0393496039195194,0.08145355504758992,1.0313430155586267,1.047356192280412,0.10271352427712845,0.18665208103778969,0.08436630322949709,0.1210607453247598,0.4625
W150_raw_top5,MOT,T6W150,raw,,252,14,5,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,791.7437886814863,281.7621070191618,-0.0032339932091407842,0.02655300292043298,-0.005844056870638088,-0.0006239295476434801,7.793251941165624,0.4929831452991477,7.744793490076998,7.84171039225425,6.666519174272269,0.38282248084209436,6.628889116043288,6.7041492325012495,0.06989400900673821,0.18030024388482402,0.05217115046101983,0.0876168675524566,0.51
W150_raw_top5,COG,T6W150,raw,,252,14,5,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,262.3801639009343,284.73624828355514,-0.007412964724574108,0.06182708176141902,-0.013490342107669397,-0.00133558734147882,2.172045788000395,0.2772834063189137,2.1447898371409813,2.1993017388598086,1.6908534043858707,0.19384149595350572,1.671799489987014,1.7099073187847273,0.11905484168988231,0.19131052933744222,0.10024971210880479,0.13785997127095984,0.49
W150_raw_top5,MOT_V4,T6W150,raw,,252,14,5,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,496.02116124556005,345.01890892508544,-0.013449167966086887,0.05290393800583946,-0.018649432755456184,-0.00824890317671759,3.4804062956919735,0.27169867480478704,3.45369930363876,3.5071132877451867,2.890464128395554,0.182674211870289,2.8725079174267223,2.9084203393643855,0.09860933665434098,0.20086705986044912,0.07886483486278945,0.1183538384458925,0.535
W150_raw_top5,COG_V1,T6W150,raw,,252,14,5,"nodes_T6W150, edges_T6W150, re_T6W150, pe_T6W150, l1_T6W150, l2_T6W150, l3_T6W150, lcc_T6W150, lsc_T6W150, atd_T6W150, density_T6W150, diameter_T6W150, asp_T6W150, cc_T6W150",400,567.3488809046755,353.38333955309594,-0.015003907860371873,0.07113693030549122,-0.0219964095121512,-0.008011406208592545,1.3441786945718952,0.11684923108142428,1.3326928399273783,1.355664549216412,1.0428091260095962,0.08143707103058227,1.0348041579676528,1.0508140940515396,0.10717393471814081,0.1832077317535424,0.08916528068423882,0.1251825887520428,0.42
W150_z_all,MOT,T6W150,z,,252,14,14,"z_nodes_T6W150, z_edges_T6W150, z_re_T6W150, z_pe_T6W150, z_l1_T6W150, z_l2_T6W150, z_l3_T6W150, z_lcc_T6W150, z_lsc_T6W150, z_atd_T6W150, z_density_T6W150, z_diameter_T6W150, z_asp_T6W150, z_cc_T6W150",400,1000.0,0.0,-0.011521075448257834,0.011329425138819718,-0.012634716754632729,-0.01040743414188294,7.825664796127075,0.4818436199700539,7.778301319883853,7.873028272370298,6.708517059227569,0.3654063168272804,6.672598946609936,6.744435171845202,-0.1521729307619023,0.1753522051884257,-0.16940941509089458,-0.13493644643291003,0.865
W150_z_all,COG,T6W150,z,,252,14,14,"z_nodes_T6W150, z_edges_T6W150, z_re_T6W150, z_pe_T6W150, z_l1_T6W150, z_l2_T6W150, z_l3_T6W150, z_lcc_T6W150, z_lsc_T6W150, z_atd_T6W150, z_density_T6W150, z_diameter_T6W150, z_asp_T6W150, z_cc_T6W150",400,602.721254090486,375.2625521776729,-0.020334714519939796,0.06102834767673587,-0.026333579246072034,-0.014335849793807557,2.1852581529338364,0.27146823703578504,2.1585738120756277,2.211942493792045,1.6974917016308426,0.18874151222933158,1.6789390970925913,1.716044306169094,0.03208830982038661,0.18921564319046405,0.013489099932218637,0.050687519708554576,0.5875
