subject,z_re_T6W40,z_l1_T6W40,z_l2_T6W40,z_l3_T6W40,z_diameter_T6W40,z_asp_T6W40
CDMS-10-4A-JURAN,-1.5121741353823868,-0.5239037821440315,0.7840793616146459,0.4041580731454332,-1.3630538631661562,-1.3189584226283475
CDMS-10-5A-HEPIHO,-1.3138564544684581,-0.8968258755054431,0.12210771593020897,-0.24854083873215302,-1.6422615704046681,-1.4565584485131726
CDMS-10-5A-KSRAGU,-0.36224999305648037,0.5177130343854509,-0.518331614666259,-2.0134646214026253,-1.3760434520871776,-0.671328558507621
CDMS-10-5A-SROPU,1.9912808097112074,0.2483726796070153,0.7856327311931252,-1.9092552045616935,1.0761978256936573,1.1396944534091886
CDMS-10-5A-SZURO,0.8237736585713864,-0.3248483558162092,-0.9728565747722056,-0.9302785008210416,0.0014337325400041719,-0.12835763917510037
CDMS-10-5B-SRAJA,-0.6546553620987219,-0.9336899864196317,-1.4218461354509642,-0.5960132595728842,-1.1877099466782661,-1.273438577100594
CDMS-10-5C-DAAUSA,-0.06777573405091394,-0.8870476090787877,0.6286251528387845,1.0316097497995724,-0.002326599349498859,0.08427112383331664
CDMS-10-5C-ICAPA,-0.5702069250586165,0.04372069891528755,-0.8929839540937295,-0.41208240952537223,-0.691773016619418,-0.6709075186582508
CDMS-10-5C-JFALGI,-0.9950398063883349,-1.5608043655887507,-1.2933302351352707,-0.11144753661773957,-0.8751797053613565,-1.1578167546648663
CDMS-10-5C-MAORTO,0.6770859512270663,0.196057649640926,-0.22298254922802133,-0.027280067473883896,0.8698005880125435,0.5715776002955459
CDMS-10-5C-NBEMO,0.9018271460843724,1.6761187157186284,-0.26537803181468,0.5888091933410925,0.8975122997581682,1.293924436627622
CDMS-10-6B-ASCACO,-0.10523693852718016,-1.4508092805099642,-1.7954065868997204,0.39117160003576606,-1.6338057299531286,-1.7053377557382623
CDMS-10-6B-JJMOBE,0.02388129494666263,-1.061926692127236,0.4065282243010198,0.2394483624340482,-0.682531931553298,-0.7667254039729504
CDMS-11-4A-GACHSA,1.8101359917433733,-0.21688733822267045,-0.7362148031609119,0.7434708257069953,0.8341324482125311,1.5952302609971338
CDMS-11-5A-EAARCA,0.5831101606308977,-0.8582352557619137,-1.2604351858794587,-0.08350013717192631,-0.7052352930132485,-0.5135814561461542
CDMS-11-5A-MGTHAR,1.335767246063294,-0.32923776379682074,-0.6473507781559602,-0.8673494338075435,1.8492641029701515,1.4874942393062172
CDMS-11-6A-DFVEBE,-1.9484974072851813,2.573056051817081,-1.0711198754443765,-1.3107977594449431,-0.022666894784427877,-0.44840875486182336
CDMS-11-6A-NMREPR,1.4481394292290999,-0.9859018975395801,-1.1806745619738723,-1.4528033000332976,-0.4848013690207042,-0.58269481385061
CDMS-11-6B-ARAHE,1.080850231545896,1.5864170944596614,-1.5338487265693144,-0.9480990292753007,-0.08202624031679401,0.12896313466787557
CDMS-11-6B-AVROTO,0.6152813731531633,-0.7827183824521309,-0.9013744110454691,-0.33108510231172905,0.5682595949956575,-0.1855407601262781
CDMS-11-6B-EAFESA,1.7859443523554266,0.18800828053267093,0.23705636914494077,-0.181857603629008,0.35147303458640594,0.6396722359653113
CDMS-11-6B-EFRGR,2.1445517658655855,0.052026752461710284,-1.6880231729384305,3.307730774154876,1.3763878362477189,1.4791093553668924
CDMS-11-6B-EROCO,0.26756070627797324,-0.6970506156555548,-0.7561105169926612,0.8050355754966181,-0.2785195494175549,-0.2770246184933111
CDMS-11-6B-JACUPE,-0.5928679993356143,1.8053489507132974,0.6879908696065228,-0.5857558750069244,1.1991333072680976,1.6303140373645264
CDMS-11-6B-JDCHBA,0.5382686508034887,1.1980110900685548,1.8237386408255212,-0.8628091161317022,1.4193277507190283,1.8257172863382238
CDMS-11-6B-JFSAHE,-0.4267524222968206,-0.9073968262870048,0.6638227510304444,0.010815277563422408,-1.275092015535352,-1.1804867948275977
CDMS-11-6B-JLPENA,-0.047167755611641715,-0.04974346465253803,0.3196774350624394,0.9191733242010522,1.03454791548152,0.5085474354736295
CDMS-11-6B-JMARME,0.4138229051418543,-0.8317422790685618,0.5355459994953881,0.30733696494968127,0.16512910288182267,0.13954588732175494
CDMS-11-6B-JPSAMA,0.6696012805739682,0.029372823245637867,0.29343340750350216,-1.162707386579744,0.06985391736992913,-0.12485932877003139
CDMS-11-6B-LESTA,0.4479569209748249,-0.3733803153543761,-0.7323913620788802,0.6982094770202522,0.800961357427865,0.33497611016662326
CDMS-11-6B-MAGIMU,0.47790888225515127,-1.1859832051072674,-0.2786538364189631,1.6405625738652962,-0.1857423975356949,-0.35418180541484545
CDMS-11-6B-MEBRTA,-0.7214068849229229,0.5056081221106461,1.983003822863768,-1.6984844645679205,1.015713684923978,1.0366926349998125
CDMS-11-6B-MMAMO,-1.0926001340487135,0.4670198295894677,-0.22389081801195335,-0.8409225418358338,-0.7732942679570758,-0.789292099347748
CDMS-11-6B-RSECA,-0.41621224316441996,-0.8449025804684935,0.28583766422471435,-0.6941625641412936,-1.3354429565794745,-1.2271834627175373
CDMS-11-6B-SCAPA,-0.4437686361567256,-0.9624552222074333,-1.7841049127043658,-0.12151455301788731,-0.9156007610163425,-1.2062682629013586
CDMS-11-6B-VZAPE,1.2120365089498477,0.2846585942013755,0.396117202994165,-1.5313359291156676,0.8566920975767968,1.1761803605107581
CDMS-11-6B-YLNIME,-0.10271689064059458,-1.0123638023654544,-0.31285033050725003,-1.1657270532302308,-0.34461986516753207,-0.6511089836231412
CDMS-11-7C-ICARE,1.7355695268207312,-0.6713530910790121,-0.4828129700178645,1.284248217346353,1.8093736438038397,1.6279320015703869
CDMS-11-7C-IMOIB,-1.497601747724773,0.42379662447472033,1.1042277244256062,-0.6556966126926865,-0.5575568399551069,-0.5756513494869668
