feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T6W150,0.11424209888714781,0.2557374946690533,1.0,95,0.2375
z_re_T6W150,-0.10425207971920172,0.21794427441773265,1.0,249,0.6225
z_l2_T6W150,-0.09554556642145719,0.17512035629306114,1.0,312,0.78
z_l1_T6W150,-0.0930645750675933,0.1276665035530482,1.0,350,0.875
z_diameter_T6W150,0.08802567651867005,0.09758799454112127,1.0,167,0.4175
z_cc_T6W150,0.05845356059207409,0.06731627632394173,1.0,202,0.505
z_lsc_T6W150,-0.036791835151557574,0.040624966009718724,1.0,115,0.2875
z_l3_T6W150,0.029557948805112283,0.07369411816091827,1.0,123,0.3075
z_asp_T6W150,0.028320316012202154,0.0826174898424022,1.0,95,0.2375
z_atd_T6W150,0.026201568561137457,0.06644791209028032,1.0,117,0.2925
z_density_T6W150,-0.024832466884578127,0.2319709254317817,1.0,175,0.4375
