feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T7W50,0.11563110064800096,0.09483392205357331,1.0,400,1.0
re_T7W50,-0.09907312053496958,0.11294679373216286,1.0,400,1.0
asp_T7W50,-0.07159262344490325,0.053461873244979856,1.0,400,1.0
diameter_T7W50,-0.06276072390719832,0.05457171645697781,1.0,400,1.0
density_T7W50,0.05401189417494081,0.046714608749248286,1.0,400,1.0
l1_T7W50,-0.04881272876506333,0.06473568701272753,1.0,400,1.0
pe_T7W50,-0.04337208798929849,0.05921348835972644,1.0,400,1.0
l2_T7W50,-0.041238108264747046,0.05861703097539706,1.0,400,1.0
atd_T7W50,0.019982546844298465,0.028120932701662264,1.0,400,1.0
nodes_T7W50,-0.018402066928804042,0.027585434024374546,1.0,400,1.0
lcc_T7W50,-0.015252749211631295,0.02761388025961164,1.0,400,1.0
l3_T7W50,-0.007901043712352144,0.060185357228082555,1.0,400,1.0
lsc_T7W50,0.005160697156904938,0.048855322224232674,1.0,400,1.0
