feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T2W30,0.059275967423172586,0.05499565694918701,1.0,400,1.0
z_asp_T2W30,-0.05629412420402139,0.07720785295570974,1.0,400,1.0
z_diameter_T2W30,-0.046486583321158154,0.05026841108033056,1.0,400,1.0
z_l3_T2W30,-0.04502265642939669,0.04384356849765691,1.0,400,1.0
z_pe_T2W30,0.043684505461677965,0.09167257014553443,1.0,400,1.0
z_lsc_T2W30,0.024504876214415074,0.04412016256476995,1.0,400,1.0
z_re_T2W30,-0.0216712444190863,0.028616423478727965,1.0,400,1.0
z_l1_T2W30,0.006650206492192105,0.03797890683788776,1.0,400,1.0
z_l2_T2W30,0.005385942198533631,0.08044373214069707,1.0,400,1.0
z_density_T2W30,-0.002276269453787904,0.04300473137145035,1.0,400,1.0
z_lcc_T2W30,-2.3994108263697466e-18,8.402078838385178e-17,0.0,400,1.0
z_edges_T2W30,0.0,0.0,0.0,400,1.0
z_nodes_T2W30,0.0,0.0,0.0,400,1.0
