feature,selected,ranking
pe_T2W30,True,1
z_asp_T2W30,True,1
z_diameter_T2W30,True,1
z_density_T2W30,False,2
z_l2_T2W30,False,3
z_l3_T2W30,False,3
z_lsc_T2W30,False,3
z_l1_T2W30,False,4
z_pe_T2W30,False,4
z_re_T2W30,False,4
asp_T2W30,False,5
density_T2W30,False,5
diameter_T2W30,False,5
atd_T2W30,False,6
lcc_T2W30,False,6
lsc_T2W30,False,6
l1_T2W30,False,7
l2_T2W30,False,7
l3_T2W30,False,7
edges_T2W30,False,8
nodes_T2W30,False,8
re_T2W30,False,8
