target,window,set,metric,mean,std,ci_lower,ci_upper,t_critical,df,significant
MOT,T7W20,VALIDATION,R2,-0.01364,0.024241,-0.016023,-0.011257,1.9659,399,True
MOT,T7W20,VALIDATION,RMSE,7.646199,0.318954,7.614847,7.677551,1.9659,399,True
MOT,T7W20,VALIDATION,MAE,6.513438,0.236804,6.490161,6.536715,1.9659,399,True
MOT,T7W20,VALIDATION,rho,-0.020783,0.117569,-0.03234,-0.009226,1.9659,399,True
MOT,T7W20,TEST,R2,-0.014652,0.027398,-0.017345,-0.011958,1.9659,399,True
MOT,T7W20,TEST,RMSE,7.76969,0.491137,7.721413,7.817967,1.9659,399,True
MOT,T7W20,TEST,MAE,6.594009,0.376445,6.557005,6.631012,1.9659,399,True
MOT,T7W20,TEST,rho,0.003624,0.188145,-0.01487,0.022118,1.9659,399,False
COG,T7W20,VALIDATION,R2,-0.015074,0.040058,-0.019012,-0.011136,1.9659,399,True
COG,T7W20,VALIDATION,RMSE,2.255023,0.150157,2.240263,2.269783,1.9659,399,True
COG,T7W20,VALIDATION,MAE,1.753763,0.096706,1.744257,1.763268,1.9659,399,True
COG,T7W20,VALIDATION,rho,0.068992,0.120033,0.057193,0.080791,1.9659,399,True
COG,T7W20,TEST,R2,-0.021035,0.070253,-0.02794,-0.014129,1.9659,399,True
COG,T7W20,TEST,RMSE,2.220493,0.230471,2.197839,2.243148,1.9659,399,True
COG,T7W20,TEST,MAE,1.722541,0.148444,1.70795,1.737133,1.9659,399,True
COG,T7W20,TEST,rho,0.065333,0.200179,0.045656,0.08501,1.9659,399,True
MOT_V4,T7W20,VALIDATION,R2,-0.012273,0.02908,-0.015131,-0.009414,1.9659,399,True
MOT_V4,T7W20,VALIDATION,RMSE,3.454655,0.178294,3.43713,3.472181,1.9659,399,True
MOT_V4,T7W20,VALIDATION,MAE,2.866176,0.118359,2.854542,2.87781,1.9659,399,True
MOT_V4,T7W20,VALIDATION,rho,0.027024,0.121668,0.015064,0.038983,1.9659,399,True
MOT_V4,T7W20,TEST,R2,-0.013075,0.041724,-0.017176,-0.008973,1.9659,399,True
MOT_V4,T7W20,TEST,RMSE,3.492401,0.275744,3.465296,3.519506,1.9659,399,True
MOT_V4,T7W20,TEST,MAE,2.899067,0.186412,2.880744,2.917391,1.9659,399,True
MOT_V4,T7W20,TEST,rho,0.039008,0.193802,0.019958,0.058058,1.9659,399,True
COG_V1,T7W20,VALIDATION,R2,-0.01722,0.035149,-0.020676,-0.013765,1.9659,399,True
COG_V1,T7W20,VALIDATION,RMSE,1.346881,0.077395,1.339274,1.354489,1.9659,399,True
COG_V1,T7W20,VALIDATION,MAE,1.035749,0.05324,1.030516,1.040982,1.9659,399,True
COG_V1,T7W20,VALIDATION,rho,-0.108213,0.116479,-0.119663,-0.096764,1.9659,399,True
COG_V1,T7W20,TEST,R2,-0.020904,0.039419,-0.024778,-0.017029,1.9659,399,True
COG_V1,T7W20,TEST,RMSE,1.35679,0.113704,1.345614,1.367967,1.9659,399,True
COG_V1,T7W20,TEST,MAE,1.041008,0.08146,1.033,1.049015,1.9659,399,True
COG_V1,T7W20,TEST,rho,-0.123146,0.183727,-0.141205,-0.105086,1.9659,399,True
