subject,nodes_T6W40,lcc_T6W40,lsc_T6W40
CSO-17-11A-DJAPA,0.5910388881307228,0.6234588465126655,0.5975430965468339
CSO-17-11A-JDAMO,0.1795438741425996,0.21709167086909653,0.45148323469479507
CSO-17-11A-NPAHE,1.0850847691803285,1.1197252931298234,1.3994561835378645
CSO-17-11A-RLPAIG,0.06658325630493893,0.10449371730304678,0.07155171904585056
CSO-17-11A-SPUVA,-0.8164877135476919,-0.7757421203044453,-0.32071290993805435
CSO-17-11B-CDBEBU,0.9831868299127503,1.0181545009921968,0.8898839316334655
CSO-17-11C-JDAAG,1.8381340498085912,1.8703568809898097,2.0028591313257698
CSO-17-11C-MAPAMA,0.24761364314896925,0.2849428993463156,0.4442985771384203
CSO-17-11C-MCAAG,0.7406073447911927,0.7763538263442663,0.9523245470826344
CSO-17-11C-SARJA,0.4678715901931285,0.504493700046374,0.9517681918375798
CSO-18-11A-ADBAHO,1.357674491560556,1.3914398560517545,1.608726755522467
CSO-18-11B-YLLRE,0.8632233561346058,0.8985761744155326,0.5591540186180071
CSO-18-9B-MAMOLO,0.5395174450929994,0.5759095332601157,-0.5402205414250935
CSO-8-3A-AIPRBR,-0.7468768418043694,-0.7063547368580201,-0.259254485924485
CSO-8-3A-DAPAVA,-0.6617309635672133,-0.6214822226348243,-0.49072416522002926
CSO-8-3A-KVPECO,-0.4603410752740791,-0.42073890408029224,-0.45461146895439136
CSO-8-4A-ARAGR,0.747895504541702,0.7644660358753258,-0.05630300377517168
CSO-8-4A-JRAAR,-2.181365846972493,-2.170645652062532,-1.7102988127297123
CSO-9-2A-EXMOCO,-1.0323936212775406,-1.006387125634535,-1.708613400276117
CSO-9-4A-AGAPE,0.08587762174953412,0.12372613746862256,0.2514808102269522
CSO-9-4A-DKVIMO,-1.2889771595558759,-1.253659455814635,-0.44328858189168124
CSO-9-4A-DSMOMU,1.001751850166866,0.7120068514057297,0.3626018458933653
CSO-9-4A-DVGATO,0.026302785406727675,0.02932076024552612,-0.571457440633212
CSO-9-4A-EGCAMO,-1.0160537207682525,-0.974667413424531,-0.40795040527308885
CSO-9-4A-FAGIGA,0.24911925847545172,-0.04532282782247133,-1.4039145868584648
CSO-9-4A-GSBRCO,-1.7248292969651489,-1.6811674392305251,-1.018563311952354
CSO-9-4A-KEMOCO,-1.4563210745484036,-1.4135212724643986,-0.4889774431863364
CSO-9-4A-LCOMO,1.1032064384103462,1.1377887820657044,0.7822914337108684
CSO-9-4A-MLORO,-0.80342985693234,-0.7627261864241923,-0.08058588238477281
CSO-9-4A-MPAME,-0.9721966174451934,-0.9342819934543525,-0.9395087309117006
CSO-9-4A-NSARPA,-0.03271499246955792,-0.0026574859707289267,0.3226766940240328
CSO-9-4A-SLOCA,-1.0155375912381512,-0.9741529409475131,-0.7853247441648121
CSO-9-4A-YVDITR,-2.657013974471433,-2.644290466672051,-2.0241429791441847
