subject,nodes_T6W40,lcc_T6W40,lsc_T6W40,y_true,y_pred
CSO-12-7B-VHOMA,2.439726746374469,-3.8922638119040123,0.6219552888592024,8,4.710581574956709
CSO-12-8A-YTOME,0.7085093893557962,-1.1677154253226596,0.5081607062193123,13,5.590118021879499
CSO-13-6A-ANASA,2.063435921778579,-3.3000663302407998,0.6040379246722846,3,4.908570867837113
CSO-13-6B-JETAVE,-1.043939670193147,1.5902469058674975,-0.04894002863243974,9,6.03853055866896
CSO-13-6B-LFMIES,0.6181676749576823,0.9805150429922167,-0.198222977904226,8,6.941623091672723
CSO-13-6B-LJMAHU,-0.1467256302284138,0.4866574733272006,-0.42627316747768274,8,5.454822027248153
CSO-13-7A-CAPAMU,0.6778577749128806,-1.1144465368774983,-0.0735063318770658,7,5.031068257785366
CSO-13-7A-CDDITR,2.0200736474317877,-3.2318238220825517,0.4679841546873626,2,4.797397331663648
CSO-13-7A-JJATFL,-0.5660824506602739,0.8382066659656642,0.11628072353720298,7,5.929568290469643
CSO-13-7A-KRAMA,-1.0844946370088222,1.6540713407124612,-0.020243124623044506,6,6.090496930707644
CSO-13-7A-RXCHLU,-0.11320318177338506,0.1254761261755605,0.27512196271245787,1,5.828558258741682
CSO-13-7A-YAMEZA,1.3177885443988242,-2.1265843577072294,0.44225332747076557,3,5.174620865789409
CSO-13-7A-YBOSO,-1.5441236292184466,2.819625191796847,-2.6154636409526235,4,4.201201273252826
CSO-13-8A-KIGAGU,0.003084464931408506,-0.05753458528963785,0.19470022089309447,2,5.681413452161914
CSO-13-8A-MBUAN,1.2624432034510285,-1.8205547166926312,0.22360311530287882,3,5.206654953688325
CSO-13-8A-MGAAN,1.8310121513113304,-2.9342833704856974,0.5550483463761281,9,4.99294047882881
CSO-13-8A-MGAHE,0.546465598240683,-0.9126947903640849,0.21451977922683807,12,5.389453938730486
CSO-13-8A-MJAGA,-2.3403092782478563,3.630442326574837,-0.5652217994293642,2,6.266074600524666
CSO-13-8A-VHODU,0.04432352885997576,-0.1224356357759814,0.2547897799870861,8,5.71784102469813
CSO-13-8B-FCJISA,1.3261152258452693,-2.139688689412612,0.029955383703021102,5,4.757545271762727
CSO-13-8B-JEMABE,-1.7576418455502514,3.2318474447605494,-0.6293995936432659,6,6.385969357194081
CSO-13-9B-DMLLLU,-1.2275199721753587,1.8791611854904213,-0.07312222462550148,10,6.1196823403166105
CSO-14-7A-MVEBE,-0.5534288053693016,0.8182926622606289,0.19720581894762337,10,6.003233027466
CSO-14-7B-EALHU,-0.33099788692344767,0.4682362135307638,0.07520059012403289,5,5.7536022683583985
CSO-14-7B-EVEGO,1.8473458134186094,-2.9599888964619323,0.4711802431723882,1,4.899700511756114
CSO-14-8A-AQUMA,-1.0678804410640081,1.6279243173059128,-0.04988388239989377,3,6.0513233454690605
CSO-14-8A-MCIDOS,-0.5882913935733252,3.564815358883588,-0.8444511146895017,7,7.673236202247811
CSO-14-8A-SZARA,0.42181923520747244,-0.7165293314639958,-0.028373608801555497,12,5.21807964656897
CSO-14-8B-JLLORA,-0.3714784096428093,0.5319434900410565,0.07153949104007375,13,5.77316792306537
CSO-14-9A-AEDCAGO,1.6794630040850644,-2.4299363085611327,0.2287985398316302,2,5.019488586982611
CSO-14-9A-HASACA,1.0590605607434902,-1.7194044576364935,0.07176198913928061,11,4.952581443873327
