number,value,datetime_start,datetime_complete,duration,params_bag_n_estimators,params_dt_max_depth,params_dt_min_samples_split,params_elastic_alpha,params_elastic_l1_ratio,params_et_max_depth,params_et_min_samples_split,params_et_n_estimators,params_gpr_alpha,params_knn_metric,params_knn_n_neighbors,params_knn_weights,params_regressor,params_rf_max_depth,params_rf_min_samples_split,params_rf_n_estimators,params_rfe_n_features,params_rfe_proxy_et_max_depth,params_rfe_proxy_et_min_samples_split,params_rfe_proxy_et_n_estimators,params_rfe_proxy_svc_C,params_rfe_proxy_type,params_ridge_alpha,params_ridge_solver,params_stack_final_estimator,params_svr_C,params_svr_degree,params_svr_epsilon,params_svr_gamma,params_svr_kernel,params_use_scaler,user_attrs_d2mae_ci_lower_val,user_attrs_d2mae_ci_upper_val,user_attrs_d2mae_df_val,user_attrs_d2mae_mean_val,user_attrs_d2mae_samperror_val,user_attrs_d2mae_std_val,user_attrs_d2mae_t_critical_val,user_attrs_mae_ci_lower_val,user_attrs_mae_ci_upper_val,user_attrs_mae_df_val,user_attrs_mae_mean_val,user_attrs_mae_samperror_val,user_attrs_mae_std_val,user_attrs_mae_t_critical_val,user_attrs_mape_ci_lower_val,user_attrs_mape_ci_upper_val,user_attrs_mape_df_val,user_attrs_mape_mean_val,user_attrs_mape_samperror_val,user_attrs_mape_std_val,user_attrs_mape_t_critical_val,user_attrs_max_error_ci_lower_val,user_attrs_max_error_ci_upper_val,user_attrs_max_error_df_val,user_attrs_max_error_mean_val,user_attrs_max_error_samperror_val,user_attrs_max_error_std_val,user_attrs_max_error_t_critical_val,user_attrs_median_ae_ci_lower_val,user_attrs_median_ae_ci_upper_val,user_attrs_median_ae_df_val,user_attrs_median_ae_mean_val,user_attrs_median_ae_samperror_val,user_attrs_median_ae_std_val,user_attrs_median_ae_t_critical_val,user_attrs_n_splits_val,user_attrs_r2_below_zero_val,user_attrs_r2_ci_lower_val,user_attrs_r2_ci_upper_val,user_attrs_r2_df_val,user_attrs_r2_mean_val,user_attrs_r2_samperror_val,user_attrs_r2_std_val,user_attrs_r2_t_critical_val,user_attrs_regressor_final,user_attrs_rfe_clf,user_attrs_rfe_n_features,user_attrs_rfe_selected_features,user_attrs_rho_ci_lower_val,user_attrs_rho_ci_upper_val,user_attrs_rho_df_val,user_attrs_rho_mean_val,user_attrs_rho_samperror_val,user_attrs_rho_std_val,user_attrs_rho_t_critical_val,user_attrs_rmse_ci_lower_val,user_attrs_rmse_ci_upper_val,user_attrs_rmse_df_val,user_attrs_rmse_mean_val,user_attrs_rmse_samperror_val,user_attrs_rmse_std_val,user_attrs_rmse_t_critical_val,user_attrs_termination_reason,user_attrs_use_scaler_final,state
0,2.8352335443432577,2026-06-21 00:18:44.904614,2026-06-21 00:18:51.292640,0 days 00:00:06.388026,,,,,,,,,,,,,Ridge,,,,6,,,,,,0.29110519961044856,sparse_cg,,,,,,,True,-0.01291484923124813,-0.006758673315355959,398.0,-0.009836761273302045,0.0030780879579460864,0.03127495555428003,1.9659423239762661,2.821792228409917,2.8486748602765983,398.0,2.8352335443432577,0.013441315933340638,0.13657067769004524,1.9659423239762661,842758444594116.8,946551978497830.0,398.0,894655211545973.4,51896766951856.61,527297823195789.56,1.9659423239762661,8.241538166975555,8.447077164299792,398.0,8.344307665637674,0.10276949866211801,1.0441909220612593,1.9659423239762661,2.4849292690710527,2.5212901801300704,398.0,2.5031097246005616,0.018180455529508668,0.1847227715420299,1.9659423239762661,399.0,0.556390977443609,-0.02575225180471325,-0.014076413958562822,398.0,-0.019914332881638037,0.005837918923075215,0.05931625650181166,1.9659423239762661,Ridge,"{'mode': 'original', 'type': 'Ridge'}",6,"['nodes_T6W40', 'pe_T6W40', 'lcc_T6W40', 'lsc_T6W40', 'density_T6W40', 'diameter_T6W40']",0.07556169950867483,0.10024182663421602,398.0,0.08790176307144543,0.012340063562770594,0.1253813876456485,1.9659423239762661,3.4504275880230884,3.488703278663703,398.0,3.4695654333433956,0.01913784532030746,0.19445034384159907,1.9659423239762661,completed,True,COMPLETE
1,2.9991807515811124,2026-06-21 00:18:51.321339,2026-06-21 00:19:37.832860,0 days 00:00:46.511521,79.0,,,,,,,,,,,,BaggingRegressor,,,,3,,,,1.7123375973163988,LinearSVC,,,,,,0.03334792728637585,,,True,-0.07507533608459112,-0.06137175117572186,398.0,-0.0682235436301565,0.0068517924544346295,0.0696177326337949,1.9659423239762661,2.977063452840044,3.021298050322181,398.0,2.9991807515811124,0.0221172987410683,0.22472312180747647,1.9659423239762661,879709036573729.2,997711799135760.5,398.0,938710417854744.9,59001381281015.68,599484356007872.0,1.9659423239762661,9.322517432446,9.569332445413204,398.0,9.445924938929602,0.12340750648360195,1.2538836878834823,1.9659423239762661,2.526915841088346,2.5915131427636893,398.0,2.5592144919260176,0.03229865083767174,0.32817089154444695,1.9659423239762661,399.0,0.9172932330827067,-0.19493607908898833,-0.16857303199598442,398.0,-0.18175455554248637,0.013181523546501943,0.13393105352636733,1.9659423239762661,BaggingRegressor,"{'mode': 'proxy', 'type': 'LinearSVC', 'C': 1.7123375973163988, 'epsilon': 0.03334792728637585}",3,"['edges_T6W40', 'lcc_T6W40', 'lsc_T6W40']",0.06314054327275846,0.08780484839222717,398.0,0.07547269583249282,0.012332152559734355,0.12530100778915043,1.9659423239762661,3.70330677419947,3.7553418269579395,398.0,3.7293243005787047,0.026017526379234945,0.26435143902964886,1.9659423239762661,completed,True,COMPLETE
2,2.9717210410696766,2026-06-21 00:19:37.884670,2026-06-21 00:21:16.346569,0 days 00:01:38.461899,,,,,,19.0,8.0,399.0,,,,,ExtraTreesRegressor,,,,8,,,,,,,,,,,,,,False,-0.06343812405159069,-0.05348634020942979,398.0,-0.05846223213051024,0.004975891921080445,0.05055761914566373,1.9659423239762661,2.9541230702625847,2.9893190118767685,398.0,2.9717210410696766,0.017597970807091856,0.1788044274097236,1.9659423239762661,810465842741437.0,916605082334113.2,398.0,863535462537775.1,53069619796338.086,539214610852288.25,1.9659423239762661,8.561087588805936,8.772596908372968,398.0,8.666842248589452,0.10575465978351527,1.0745216931989237,1.9659423239762661,2.544437171662138,2.602140692754353,398.0,2.5732889322082455,0.028851760546107254,0.2931487147444405,1.9659423239762661,399.0,0.9172932330827067,-0.126042531334,-0.1076759599790518,398.0,-0.1168592456565259,0.009183285677474099,0.09330690198889027,1.9659423239762661,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",8,"['nodes_T6W40', 're_T6W40', 'pe_T6W40', 'l1_T6W40', 'l3_T6W40', 'lcc_T6W40', 'atd_T6W40', 'asp_T6W40']",0.014116998884992732,0.03786353175258582,398.0,0.025990265318789275,0.011873266433796542,0.12063848891728646,1.9659423239762661,3.6068916746366755,3.649451718392422,398.0,3.6281716965145487,0.021280021877873135,0.21621595858120893,1.9659423239762661,completed,False,COMPLETE
3,2.811664106603494,2026-06-21 00:21:16.382141,2026-06-21 00:21:22.506203,0 days 00:00:06.124062,,,,,,,,,,,,,LinearRegression,,,,2,,,,,,,,,,,,,,False,-0.003983104461564066,0.0012447961269495514,398.0,-0.001369154167307257,0.0026139502942568085,0.026559078359972843,1.9659423239762661,2.798636549554999,2.824691663651989,398.0,2.811664106603494,0.013027557048494898,0.13236667477962366,1.9659423239762661,844235565248628.5,948472903978891.5,398.0,896354234613760.0,52118669365131.54,529552465755514.1,1.9659423239762661,8.20405305172082,8.411903198255118,398.0,8.307978124987969,0.1039250732671499,1.0559321539252577,1.9659423239762661,2.4991749176843645,2.532837609852202,398.0,2.516006263768283,0.016831346083918532,0.17101512623586876,1.9659423239762661,399.0,0.37844611528822053,-0.002847356661385848,0.006750133060717551,398.0,0.0019513881996658512,0.004798744861051699,0.04875771397574544,1.9659423239762661,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",2,"['atd_T6W40', 'density_T6W40']",0.12581933534108125,0.15100170445605954,398.0,0.1384105198985704,0.01259118455748915,0.12793290600895416,1.9659423239762661,3.414088752952528,3.4516941917356294,398.0,3.4328914723440787,0.018802719391550683,0.1910452921763605,1.9659423239762661,completed,False,COMPLETE
4,2.8432482992954915,2026-06-21 00:21:22.533715,2026-06-21 00:21:28.876202,0 days 00:00:06.342487,,,,,,,,,,,,,LinearRegression,,,,5,,,,,,,,,,,,,,True,-0.016582076749194128,-0.009045884868819902,398.0,-0.012813980809007015,0.003768095940187114,0.0382857912651238,1.9659423239762661,2.8291342275572346,2.8573623710337483,398.0,2.8432482992954915,0.014114071738257029,0.1434062224129724,1.9659423239762661,839073138871585.9,943763356137892.1,398.0,891418247504739.0,52345108633153.164,531853205091061.1,1.9659423239762661,8.222970568535619,8.414479513362899,398.0,8.318725040949259,0.09575447241364002,0.972914650190311,1.9659423239762661,2.5251019055379795,2.5599456585245677,398.0,2.5425237820312736,0.017421876493294224,0.17701521868254438,1.9659423239762661,399.0,0.5137844611528822,-0.023325792506533116,-0.008487297799914247,398.0,-0.01590654515322368,0.007419247353309435,0.07538336603473582,1.9659423239762661,LinearRegression,"{'mode': 'original', 'type': 'LinearRegression'}",5,"['pe_T6W40', 'l1_T6W40', 'lcc_T6W40', 'atd_T6W40', 'density_T6W40']",0.11969543465041069,0.144756450191706,398.0,0.13222594242105834,0.012530507770647657,0.12731639867142164,1.9659423239762661,3.4418099744649795,3.480730727800314,398.0,3.461270351132647,0.019460376667667294,0.19772742808719404,1.9659423239762661,completed,True,COMPLETE
5,2.9715025830688298,2026-06-21 00:21:28.894339,2026-06-21 00:22:38.000671,0 days 00:01:09.106332,,,,,,10.0,2.0,285.0,,,,,ExtraTreesRegressor,,,,3,,,,,,,,,,,,,,True,-0.0643710723680942,-0.05247886557558431,398.0,-0.058424968971839256,0.005946103396254944,0.06041546634785417,1.9659423239762661,2.951826511878033,2.9911786542596266,398.0,2.9715025830688298,0.01967607119079697,0.19991899529266258,1.9659423239762661,798901224900617.0,907075068331960.0,398.0,852988146616288.5,54086921715671.48,549550921168016.0,1.9659423239762661,8.878437735693176,9.094243575200213,398.0,8.986340655446694,0.1079029197535187,1.0963491185353096,1.9659423239762661,2.5344897461430143,2.595112994853577,398.0,2.5648013704982957,0.030311624355281296,0.30798168130387754,1.9659423239762661,399.0,0.9072681704260651,-0.15488072670010017,-0.13212588870207853,398.0,-0.14350330770108935,0.011377418999010814,0.11560042415224474,1.9659423239762661,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",3,"['re_T6W40', 'l3_T6W40', 'lcc_T6W40']",0.02969567220201065,0.054375969334837154,398.0,0.0420358207684239,0.012340148566413252,0.12538225132634329,1.9659423239762661,3.645770887244746,3.6934220244265346,398.0,3.66959645583564,0.02382556859089433,0.24208002140162424,1.9659423239762661,completed,True,COMPLETE
6,2.944182930043281,2026-06-21 00:22:38.018303,2026-06-21 00:23:50.716227,0 days 00:01:12.697924,,,,,,,,,,,,,RandomForestRegressor,6.0,8.0,164.0,10,,,,,,,,,,,,,,False,-0.05302000969228038,-0.04415688172006575,398.0,-0.048588445706173065,0.004431563986107317,0.04502696758345265,1.9659423239762661,2.9274967509221783,2.960869109164384,398.0,2.944182930043281,0.016686179121102675,0.16954015528895494,1.9659423239762661,852528709307335.4,963013641832358.6,398.0,907771175569847.0,55242466262511.58,561291847625338.44,1.9659423239762661,8.677186508194032,8.909749184887191,398.0,8.793467846540612,0.11628133834658033,1.1814781573065094,1.9659423239762661,2.562651638312608,2.6143681484588264,398.0,2.588509893385717,0.025858255073109224,0.2627331607061542,1.9659423239762661,399.0,0.9047619047619048,-0.1044531517386934,-0.08841319094753272,398.0,-0.09643317134311306,0.008019980395580342,0.08148712247499904,1.9659423239762661,RandomForestRegressor,"{'mode': 'original', 'type': 'RandomForestRegressor'}",10,"['re_T6W40', 'pe_T6W40', 'l1_T6W40', 'l2_T6W40', 'l3_T6W40', 'lcc_T6W40', 'lsc_T6W40', 'atd_T6W40', 'density_T6W40', 'asp_T6W40']",-0.01418312058595666,0.010032874925911288,398.0,-0.002075122830022686,0.012107997755933974,0.12302347978413099,1.9659423239762661,3.5748694971677217,3.6177700468153944,398.0,3.596319771991558,0.02145027482383647,0.21794581600917584,1.9659423239762661,completed,False,COMPLETE
7,2.8776570799929746,2026-06-21 00:23:50.734764,2026-06-21 00:24:26.647542,0 days 00:00:35.912778,,,,,,,,,,,,,RandomForestRegressor,3.0,2.0,89.0,5,,,,,,,,,,,,,,False,-0.028570455015095482,-0.021129824009741352,398.0,-0.024850139512418417,0.003720315502677066,0.037800317464534966,1.9659423239762661,2.862364381669957,2.8929497783159923,398.0,2.8776570799929746,0.015292698323017799,0.15538167423796914,1.9659423239762661,849907268495769.6,957286651406772.9,398.0,903596959951271.2,53689691455501.61,545514857578748.94,1.9659423239762661,8.548676689855183,8.802814823417526,398.0,8.675745756636354,0.12706906678117075,1.2910870222684403,1.9659423239762661,2.551836995618074,2.5984944252366917,398.0,2.575165710427383,0.02332871480930881,0.23703173163591146,1.9659423239762661,399.0,0.7243107769423559,-0.04958015061435253,-0.03592539862143472,398.0,-0.042752774617893625,0.006827375996458907,0.06936964887257151,1.9659423239762661,RandomForestRegressor,"{'mode': 'original', 'type': 'RandomForestRegressor'}",5,"['re_T6W40', 'l3_T6W40', 'lcc_T6W40', 'lsc_T6W40', 'density_T6W40']",0.03681597538915859,0.06124536104830267,398.0,0.04903066821873063,0.012214692829572042,0.1241075565653929,1.9659423239762661,3.4871757920894924,3.529166492215662,398.0,3.508171142152577,0.020995350063084835,0.21332354664344189,1.9659423239762661,completed,False,COMPLETE
8,2.8418146053348807,2026-06-21 00:24:26.664981,2026-06-21 00:25:24.113184,0 days 00:00:57.448203,,,,,,2.0,3.0,276.0,,,,,ExtraTreesRegressor,,,,11,,,,,,,,,,,,,,False,-0.01463031392735278,-0.009716634647660788,398.0,-0.012173474287506784,0.0024568396398459954,0.02496275336831122,1.9659423239762661,2.829326821666703,2.8543023890030583,398.0,2.8418146053348807,0.012487783668177497,0.12688229983340715,1.9659423239762661,850127425406592.2,955031392036185.2,398.0,902579408721388.8,52451983314796.5,532939106781961.25,1.9659423239762661,8.288679538410625,8.52521340152204,398.0,8.406946469966332,0.11826693155570778,1.201652804754134,1.9659423239762661,2.5385330947467044,2.5765612382724155,398.0,2.55754716650956,0.019014071762855488,0.19319274088775476,1.9659423239762661,399.0,0.5639097744360902,-0.01650679101509825,-0.00790938406086319,398.0,-0.01220808753798072,0.0042987034771175305,0.04367703653198678,1.9659423239762661,ExtraTreesRegressor,"{'mode': 'original', 'type': 'ExtraTreesRegressor'}",11,"['nodes_T6W40', 'edges_T6W40', 're_T6W40', 'pe_T6W40', 'l3_T6W40', 'lcc_T6W40', 'lsc_T6W40', 'atd_T6W40', 'density_T6W40', 'diameter_T6W40', 'asp_T6W40']",0.07531824430712518,0.09817128603743404,398.0,0.08674476517227961,0.011426520865154433,0.11609932434686379,1.9659423239762661,3.438884557603922,3.4756198189288723,398.0,3.457252188266397,0.018367630662475175,0.18662456708665756,1.9659423239762661,completed,False,COMPLETE
9,2.844048888598176,2026-06-21 00:25:24.138168,2026-06-21 00:25:33.240730,0 days 00:00:09.102562,,,,,,,,,,,,,SVR,,,,8,,,,,,,,,15.01455544253768,,0.0401698606222607,scale,linear,,-0.017943763465899164,-0.007926154159169627,398.0,-0.012934958812534396,0.005008804653364769,0.050892029420297004,1.9659423239762661,2.8264054710658124,2.8616923061305393,398.0,2.844048888598176,0.017643417532363575,0.1792661894946216,1.9659423239762661,728399511597576.9,821486039723453.1,398.0,774942775660515.0,46543264062938.1,472903482553764.0,1.9659423239762661,8.617500827939676,8.786874027286117,398.0,8.702187427612897,0.08468659967322026,0.860459375108429,1.9659423239762661,2.403346694922314,2.4524478656787347,398.0,2.4278972803005243,0.024550585378210366,0.24944656456387562,1.9659423239762661,399.0,0.7017543859649122,-0.06645108584357641,-0.04811117957435831,398.0,-0.057281132708967356,0.00916995313460905,0.09317143650147508,1.9659423239762661,SVR,"{'mode': 'original', 'type': 'SVR'}",8,"['nodes_T6W40', 're_T6W40', 'pe_T6W40', 'l1_T6W40', 'l2_T6W40', 'lcc_T6W40', 'lsc_T6W40', 'asp_T6W40']",0.09358069934038075,0.11848544939192453,398.0,0.10603307436615264,0.012452375025771891,0.12652252982923495,1.9659423239762661,3.508258195218385,3.5522576106887644,398.0,3.5302579029535748,0.021999707735189573,0.2235283367549745,1.9659423239762661,completed,True,COMPLETE
