subject,re_T2W40,lsc_T2W40
CDMS-11-7C-SALMA,0.7107807245334679,0.3245845160822245
CDMS-11-7C-SPGAVE,-1.016922426801209,-0.6842552012238731
CDMS-12-5A-SRIGO,0.4645446510152606,0.2786357129754522
CDMS-12-6A-FAROPA,-0.5872623201804568,0.43178570046389925
CDMS-12-6A-JGIGA,-0.9418790520147076,0.4449944178252125
CDMS-12-6A-SROAL,0.7263928951621281,0.27201470451044407
CDMS-12-6B-IJDAGA,0.39100673553938,-0.19410429142602098
CDMS-12-6B-SCLAG,1.5809026356609082,-1.491135544382357
CDMS-12-7C-CATRAR,-1.2795742385539635,1.260201995841915
CDMS-12-7C-DLOLO,-0.02006246173187445,0.10909564882852552
CDMS-12-7C-JSZAOR,0.7704743181136393,-0.705704139495044
CDMS-12-7C-MAROBE,-0.41701172719981794,0.8940908081098625
CDMS-12-7C-VMAPA,-0.006338313009658711,1.0763328215587056
CDMS-12-7C-VQURA,0.04955938026079943,0.4669610890891352
CDMS-13-6B-JDTAHE,-1.0487446173752317,-0.20022634543184933
CDMS-13-7C-MVEAR,-0.4506860534121539,0.33937688730372245
CDMS-13-7C-RAIZAC,-0.6781992488265216,1.015793522570563
CDMS-13-7C-SSOSLO,-0.4916188032957,0.10259328796533261
CDMS-14-10A-IMORTO,-0.7111206745462163,0.7232389205015716
CDMS-14-10A-JCVANI,0.15266062294921157,0.22785430165743248
CDMS-14-6B-KDCAHE,-1.2014040564846913,-2.114800768102817
CDMS-15-10A-AMALOS,-0.5427847406501328,0.6384103609198333
CDMS-15-10A-JJMACH,0.04274904806323458,1.0092718559356761
CDMS-15-10A-MAALCA,-1.2011581278220014,0.9516813320227699
CDMS-15-10A-MAALRI,-0.17793749668812464,-0.03078741014301912
CDMS-15-10A-SGOMO,-0.6179113120827388,0.5190500792136141
CDMS-15-10A-SHEGA,0.7608370391500934,-0.015746954816217844
CDMS-15-11B-JEMOLO,1.1856006231826028,-0.8974132705256455
CDMS-15-11B-VSAHO,-0.7070450429845356,0.5347126996924226
CDMS-16-10A-SGALO,-1.1294874889809607,1.4473254917938525
CDMS-16-11B-NGABE,-0.5769220144787933,0.6645085841362216
CDMS-17-10A-ASSAMO,-0.37065336334133975,1.1006430901437658
CDMS-18-7C-VVECA,0.8850214841728874,0.4600346612131234
CDMS-8-4A-DJAVDA,1.091327383607061,-0.4940807787075012
CDMS-8-4A-DOSTR,1.23011498868096,-1.1522488457439841
CDMS-8-4A-LGOPA,1.267210293262923,-1.1622336963184958
CDMS-8-4C-JDBUTU,2.2349571472805128,-4.421301250814744
CDMS-9-4A-ACDUTR,1.7096535237750037,-0.8144280679730467
CDMS-9-4A-CARGA,0.38227339986323394,0.1629182138292194
CDMS-9-4A-CRAAG,2.532629200600301,-0.26770202762651524
CDMS-9-4A-EROHI,0.7465968806815707,0.5523870328932806
CDMS-9-4A-ILOSE,-0.2704803478078186,0.535423015683947
CDMS-9-4A-TGAFR,-1.1649246381856975,-0.4284293589320931
CDMS-9-4C-SCAMO,-0.14303022364227477,0.5082962231879153
CDMS-9-5A-ABERO,0.48855299545079445,-1.4938390830235602
CDMS-9-5A-VVAAR,-1.2758220698146383,1.224404457485891
CDMS-9-5C-JDMADE,0.4060734262483519,-0.029711358053560337
CDMS-9-5C-LVIZAC,0.9883010019264368,-1.0995306043500717
CDMS-9-5C-MLOGO,-0.050211986433527124,-0.5840659723214182
CDMS-XX-10A-VGILO,-0.14806085310124906,0.7196795061763972
CDMS-XX-5C-MPCAQU,-0.14950930059253234,-0.01935261714230643
CDMS-XX-6B-SPUCA,0.5960321478296733,0.47403457488183487
CSO-10-4A-KCOMO,-0.9009463021311614,0.6322658374893643
CSO-10-4A-LRAVI,-0.9981615831045837,0.4303499703159298
CSO-10-4A-LSCAVA,-0.5763900229619331,0.48278070831212555
CSO-10-5A-ACAVA,-0.7911871139353623,-0.5498832097408546
CSO-10-5A-ARACA,1.091327383607061,-0.35526362002576484
CSO-10-5A-DABRZA,2.0916418274918542,-0.6968993809558786
CSO-10-5A-GZAMA,2.376849505353839,-0.30187240514817393
CSO-10-5A-IPECA,-1.0019137518439087,1.1902340799642337
CSO-10-5A-JANORO,0.3751321754883894,0.6182870466850501
CSO-10-5A-JBUVE,-1.2057815866805703,0.9624315631531786
CSO-10-5A-JJSEMO,2.2150592827537885,-2.0725192403613715
CSO-10-5A-JLCARI,-0.20471516920340557,0.027330012438533408
CSO-10-5A-MAARAN,-0.13686830430496674,0.5989830022409977
CSO-10-5A-RVMOIB,-0.1734435697355919,-0.14484668185500654
CSO-10-5A-SVHEES,-0.7252444040461286,-0.04505730364891844
CSO-11-5A-MDVOSPE,0.6678013371557443,0.1964456003760063
CSO-11-5A-MTAGA,-1.2434956929835301,-0.5734830982690469
CSO-11-6A-CAPAMU,-0.3454065757904789,-0.06787960255421144
CSO-11-6A-DSCACH,-0.638294490378407,0.9613960971676724
CSO-11-6A-EROMO,0.013360572871798149,0.2605150582291154
CSO-11-6A-FSOVRE,0.17823558311823337,-1.4166109505268591
CSO-11-6B-ANREVA,-0.9505379029516116,0.7626662791804084
CSO-11-6B-DISEMO,-0.8293139898349557,-3.5480582697057015
CSO-11-6B-LHFDLACH,0.2173730808812447,-0.2865722361086264
CSO-11-6B-RJGIHE,-0.8091100043155132,0.4384857744877538
CSO-11-6B-SFLVA,0.04869349516710903,0.8257500530665464
CSO-11-6B-VCOMA,0.14347049813820886,0.273961734568659
CSO-12-6A-DGISE,0.5102102501040919,-0.6777465578864145
CSO-12-6A-FJOVRE,0.4534041605854726,-1.1163988460714218
CSO-12-6B-GQULO,-0.6365766891243014,-0.9053851879947264
CSO-12-6B-LJHEFE,-0.12890915849427734,-0.628208550262423
CSO-12-7A-DALRE,5.507160968700244,-2.622610545160793
CSO-12-7A-ESALA,-0.24367143660246282,1.305058862086562
CSO-12-7A-IMERO,-0.08548405895115528,0.31729483554427274
CSO-12-7A-JHEZA,0.9816775077751961,0.04077530314911721
CSO-12-7A-LSARAR,-0.4747340439687373,-1.1903022207112872
CSO-12-7A-SCAHO,0.22794267013182787,0.09606110523063115
CSO-12-7B-DVAGRO,-0.10082688931316519,0.3428516990340561
CSO-12-7B-SMUGU,0.5579314947746625,0.2876869253311397
CSO-12-7B-SSARA,-0.10594506566343564,0.25362963379681536
CSO-12-7B-VHOMA,-0.6219572963459391,0.7286342432681496
CSO-12-8A-YTOME,-0.5946038601835582,0.37426485219527533
CSO-13-6A-ANASA,-0.858141627710258,0.5398856752634061
CSO-13-6B-JETAVE,1.6221029198574184,-0.2971265193812768
CSO-13-6B-LFMIES,-1.4859435192168418,-1.0991812139868644
CSO-13-6B-LJMAHU,-0.2701198099742528,-1.3986312965691385
CSO-13-7A-CAPAMU,-0.6717229027833032,0.4612660261688579
CSO-13-7A-CDDITR,-0.8001304551957609,0.4448136221769499
CSO-13-7A-JJATFL,0.5675160999410565,0.05536335985098025
CSO-13-7A-RXCHLU,2.032208380313474,-0.5014993475115456
CSO-13-7A-YAMEZA,-0.1762338092605394,0.3748652517747561
CSO-13-8A-KIGAGU,-0.5082951088038115,0.6072283795329789
CSO-13-8A-MBUAN,-1.617269425093219,-4.573169595355447
CSO-13-8A-MGAAN,-0.33431634460861087,0.6122582071833671
CSO-13-8A-MGAHE,0.25080469669884314,0.2433178878940134
CSO-13-8A-MJAGA,-0.3313699300536922,0.011356055467026492
CSO-13-8A-VHODU,1.7889316296846278,0.17301512497565838
CSO-13-8B-FCJISA,-0.5497168999046044,0.8665340520440099
CSO-13-8B-JEMABE,0.16198478355447238,-1.6301080475223078
CSO-13-9B-DMLLLU,-0.9108266210685692,-0.6259018471638965
CSO-14-7B-EVEGO,-0.27184891999237504,0.3571277327695191
CSO-14-8A-AQUMA,0.06878575357768828,-0.7115495119938609
CSO-14-8A-SZARA,-0.5087897449841368,-0.12522892812943218
CSO-14-8B-JLLORA,-0.4916188032957,0.0913581298232885
CSO-14-9A-AEDCAGO,-0.8405704960529309,0.518216655371622
CSO-14-9A-HASACA,0.7542469334510684,0.2571284310071083
CSO-14-9A-JSMAAL,-0.9402936286037252,0.191432340763088
CSO-14-9A-MARJA,-0.3162267296667843,0.7470787187724953
CSO-14-9A-SORZU,0.8225443925136924,-1.0202737156938793
CSO-14-9B-ERAGA,-0.10120327117858588,0.3750470989201176
CSO-14-9B-MFEGA,-0.14350092581387472,0.37837122144039165
CSO-15-10A-LJRAGU,-1.1914798420654618,-0.29444406220868347
CSO-15-10A-MAARLO,-0.25241804616372726,-1.2842707588958466
CSO-15-10A-SFEGA,-0.654212781999786,1.3876629278671468
CSO-15-10B-MEBUAR,1.8322243692596225,-0.4385539152348062
CSO-15-10B-YVBUAN,-0.5103796469923253,0.7069673121579261
CSO-15-10C-SSCAMO,0.6376629495398752,0.19336186814959147
CSO-15-11C-JETALO,0.18810099525126314,-0.029635880937161286
CSO-15-7B-JCRAGA,-1.617269425093219,0.9184982206253332
CSO-15-8A-VBMABR,0.4872697754066993,0.2842144498119124
CSO-15-8B-KEPOGO,-0.34441833736833216,0.8327593612761173
CSO-15-9B-ALRIHE,-0.5085035626226627,0.830631535569641
CSO-15-9B-AMSAGO,0.46699979075121917,0.29886487708742954
CSO-15-9B-JCAPA,0.5737996361073902,-0.10104650217000777
CSO-15-9B-KSBEJA,0.1711238099873337,0.1722895750680939
CSO-15-9B-RMCHLU,-0.28873991215777506,0.6993991222306478
CSO-16-10A-MSACO,0.7465968806815707,-0.8998540117771922
CSO-16-10A-YKMUJO,-0.9081095333607822,0.3815351452849897
CSO-16-10B-JESUGU,-1.0263028486495216,0.8940908081098625
CSO-16-10B-LTVIFA,-0.995199344626169,1.3616854478799219
CSO-16-10B-VVILI,-1.0389535093073377,1.0727799382689938
CSO-16-10C-ACALGU,0.008198391037034727,0.07314211545115648
CSO-16-10C-MAVAVE,-0.6211748182573014,0.8554073618589288
CSO-16-11A-JAVABO,-0.943925689508885,0.5399614410672235
CSO-16-11A-JDMUVA,-1.217497917498953,1.4192091097294621
CSO-16-11A-VZAOR,0.6832790332054604,0.4181462640581951
CSO-16-11B-KRORE,-0.22719710062816972,0.6168594433115038
CSO-16-11B-LLOZA,-0.8840331172834462,0.7612060066367472
CSO-16-11B-YAROMO,0.3786529329398266,0.23627340824357954
CSO-16-9A-JALEMO,-0.1087772014437096,0.9708371105649231
CSO-16-9A-JPROSO,-0.3769692029274342,0.4764528606229294
CSO-16-9A-JSMAGU,0.7742444398134397,0.4444805775617291
CSO-16-9B-SJPAJI,-0.7167489276552039,-0.6679835928802265
CSO-17-10A-YVGOCA,-0.9770556339458801,1.2998640411795535
CSO-17-10B-EHECO,-0.45198321802113967,0.31656330070155475
CSO-17-10B-YCQUVE,-0.5807642887803357,-0.44291121169729986
CSO-17-11A-DJAPA,-0.6207375510901214,-1.1561318431896286
CSO-17-11A-JDAMO,-0.2801329288973783,0.510968393473089
CSO-17-11A-NPAHE,0.07841067158256361,-0.00527352826018139
CSO-17-11A-RLPAIG,-0.20471516920340557,0.36903378765511524
CSO-17-11A-SPUVA,1.578327617898626,-0.6372483326755596
CSO-17-11B-CDBEBU,0.6561757651601308,-1.2121488555202162
CSO-17-11C-JDAAG,-0.30401036632944684,0.8570728991280658
CSO-17-11C-MAPAMA,-0.5877510096827874,0.7120150738703686
CSO-17-11C-MCAAG,-1.0430678579103358,0.6141845241558543
CSO-17-11C-SARJA,-0.2653850998952184,0.3949352933326988
CSO-18-11A-ADBAHO,-0.9081095333607822,0.7687994238637823
CSO-18-11B-YLLRE,-0.5844089221195496,0.49081878510650917
CSO-18-9B-MAMOLO,1.80997746808178,-0.8798607057804775
CSO-8-3A-DAPAVA,-0.17464454860047823,-0.32652267748966846
CSO-8-3A-KVPECO,0.5041490544482591,-5.913699790435883
CSO-8-4A-ARAGR,1.2564503976133883,-0.050619629253629964
CSO-9-2A-EXMOCO,-0.055816452471339456,0.31099996232743665
CSO-9-4A-AGAPE,-0.1589638434212094,0.8762406108970563
CSO-9-4A-DKVIMO,-0.7167489276552039,0.07121232901687087
CSO-9-4A-DSMOMU,-0.6944387351511089,0.38615276386899716
CSO-9-4A-DVGATO,0.11851646127281018,-0.8391892111046828
CSO-9-4A-FAGIGA,0.7261305057397978,-0.19314847667017118
CSO-9-4A-GSBRCO,0.7465968806815707,0.6000666294351293
CSO-9-4A-KEMOCO,-0.0038368671834420115,-0.8144280679730467
CSO-9-4A-LCOMO,5.836363070593055,-2.9385326166166634
CSO-9-4A-MLORO,0.10638308953423185,-0.600863208462683
CSO-9-4A-MPAME,-0.9418790520147076,-1.4490207933752703
CSO-9-4A-NSARPA,-0.2383474133912583,-0.5496076421801962
CSO-9-4A-SLOCA,1.235129250541694,-0.8622665965033683
