feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
pe_T2W40,0.3944451956516794,0.23256764108474293,1.0,318,0.795
l2_T2W40,0.3653615894933979,0.23959676536903157,1.0,311,0.7775
l1_T2W40,-0.24902476126984888,0.34120854199139206,1.0,39,0.0975
asp_T2W40,-0.21809888506511121,0.26074316951453136,1.0,111,0.2775
diameter_T2W40,-0.1749814042083205,0.15013457411771447,1.0,79,0.1975
re_T2W40,0.1653843920692418,0.20127518923433127,1.0,57,0.1425
atd_T2W40,0.11726797196668833,0.28030576416652275,1.0,229,0.5725
lcc_T2W40,-0.11627520060953857,1.3693034028400206,1.0,249,0.6225
l3_T2W40,-0.1029934541813621,0.12097693818993004,1.0,99,0.2475
lsc_T2W40,-0.05184635388391448,0.1384060628030073,1.0,285,0.7125
edges_T2W40,0.04582991747602177,0.17649226698149773,1.0,47,0.1175
nodes_T2W40,-0.024724369414462634,1.8871153838749397,1.0,159,0.3975
density_T2W40,-0.003852187952907188,0.1014646932134961,1.0,17,0.0425
