feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T6W50,-0.29848300432149194,0.3399862612790237,1.0,99,0.2475
z_l3_T6W50,-0.21417950774996997,0.10955651175564766,1.0,393,0.9825
z_lsc_T6W50,-0.1919725296565715,0.13220360537752163,1.0,207,0.5175
z_l2_T6W50,0.1665350472302658,0.24477069223278491,1.0,316,0.79
z_density_T6W50,0.10255873404750536,0.13737321355932397,1.0,132,0.33
z_re_T6W50,-0.06258263678686408,0.06811217538106601,1.0,202,0.505
z_l1_T6W50,0.061742632811272555,0.07893673958723958,1.0,147,0.3675
z_atd_T6W50,0.04998450178474236,0.050206650267909304,1.0,321,0.8025
z_diameter_T6W50,0.013239192797740431,0.054309285102631805,1.0,81,0.2025
z_asp_T6W50,-0.012662918224358753,0.1083513060550161,1.0,102,0.255
