feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_pe_T2W40,0.11565493184778287,0.09976936271772566,1.0,400,1.0
z_l2_T2W40,0.08386115745671226,0.06882382522371544,1.0,400,1.0
z_density_T2W40,-0.06500457235992002,0.0886308384379231,1.0,400,1.0
z_atd_T2W40,-0.06261814287710864,0.06993001728989975,1.0,400,1.0
z_l1_T2W40,-0.04685052102749017,0.06165373092438236,1.0,400,1.0
z_diameter_T2W40,-0.043106941810464594,0.11218142910990113,1.0,400,1.0
z_lsc_T2W40,-0.03727022442640249,0.08913729668927657,1.0,400,1.0
z_l3_T2W40,-0.03392816907300026,0.05639521022892085,1.0,400,1.0
z_re_T2W40,0.03392787091598931,0.05420249860064109,1.0,400,1.0
z_asp_T2W40,-0.02730907557230714,0.052527735461794324,1.0,400,1.0
z_lcc_T2W40,-6.446054424783498e-18,1.0094881846462375e-16,0.0,400,1.0
z_edges_T2W40,0.0,0.0,0.0,400,1.0
z_nodes_T2W40,0.0,0.0,0.0,400,1.0
