feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_density_T2W10,-0.1557727006018894,0.23507068848954696,1.0,87,0.2175
z_l3_T2W10,-0.1344441964790444,0.052857995473517855,1.0,235,0.5875
z_atd_T2W10,-0.11423763584762406,0.07483538626678848,1.0,398,0.995
z_asp_T2W10,-0.10081611662833251,0.22643005593413518,1.0,364,0.91
z_l2_T2W10,-0.09344612500568347,0.15569520953261287,1.0,113,0.2825
z_l1_T2W10,0.07634618140860344,0.05458962893790447,1.0,99,0.2475
z_diameter_T2W10,0.025530717595702898,0.12671883571003992,1.0,189,0.4725
z_re_T2W10,0.015459627314181663,0.04745954675870987,1.0,71,0.1775
z_lsc_T2W10,0.011595545903383703,0.05505066318441865,1.0,305,0.7625
z_pe_T2W10,-0.000440316205702724,0.1299539812313573,1.0,139,0.3475
