feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T7W50,0.20867294947563636,0.18334750569203837,1.0,379,0.9475
re_T7W50,-0.204921887520905,0.22292799128661472,1.0,300,0.75
pe_T7W50,-0.14858865458586185,0.1271881967669813,1.0,115,0.2875
l1_T7W50,-0.14836462934497718,0.14960420880668124,1.0,104,0.26
asp_T7W50,-0.14382371428119045,0.11525041642785296,1.0,327,0.8175
density_T7W50,0.1388076329046231,0.0813689284175659,1.0,111,0.2775
diameter_T7W50,-0.12196845859899977,0.09915886810639235,1.0,347,0.8675
l2_T7W50,-0.11025304475913135,0.14794564842704078,1.0,50,0.125
l3_T7W50,0.06736618865696123,0.09926593274486907,1.0,104,0.26
atd_T7W50,0.03404931953938608,0.08843051490466286,1.0,25,0.0625
nodes_T7W50,-0.028412994475156918,0.06927304289804409,1.0,22,0.055
lsc_T7W50,0.024123030964611696,0.12929212984149754,1.0,85,0.2125
lcc_T7W50,0.017784486576302543,0.03401046924461996,1.0,31,0.0775
