subject,edges_T2W30,re_T2W30,l1_T2W30,lcc_T2W30,z_l3_T2W30,y_true,y_pred
CSO-15-10A-MAARLO,-0.2195401811362647,-0.05205119178696066,0.05354196234383903,0.09376468021976886,0.044702418049764873,10,8.133461165951017
CSO-15-10A-SFEGA,-0.2335641106965299,0.167782787693181,0.05165451098326526,0.1526952298585172,0.13442482091730446,9,8.486036717016606
CSO-15-10B-MEBUAR,0.08904104718700144,-0.11375515433166261,0.023319786144039473,0.01345485041566168,-0.23062847228702316,8,7.994475535388886
CSO-15-10B-YVBUAN,0.18121064041415455,0.0735786602894632,0.05924825928096571,0.06601093095743446,0.08709321975548931,9,8.680185188958378
CSO-15-10C-ALBAHO,0.09745952350658292,0.3408157770081799,-0.12867881557080524,0.03320219626032754,0.05669130796517314,7,8.612533467430334
CSO-15-10C-SSCAMO,0.10060224853618314,0.00721369115927976,-0.012079951648547372,0.03308679439145157,-0.26714664227437385,9,8.074719618424863
CSO-15-11C-JETALO,0.09445827511794917,-0.010810224920220197,0.11031643364876058,0.010496824534625714,-0.29672839912175114,8,8.120776387520236
CSO-15-7B-JCRAGA,0.16246888438583879,0.4389539190198152,0.12079813700896527,0.1486679231382752,0.11747173093332491,12,9.20140407274709
CSO-15-8A-VBMABR,0.1301778055142531,0.04899348757614102,0.1202213572273059,0.05379166068147297,0.13739671589083058,11,8.70362450515087
CSO-15-8B-KEPOGO,0.15079341529662157,-0.1133368836819207,-0.1613712485056629,-0.0733652589013854,-0.02577562757546654,5,7.989987874893056
CSO-15-9B-ALRIHE,0.15938400436846603,-0.11270663514995992,0.07491916475327665,-0.08197465508788267,-0.005401301729423043,7,8.24726405541535
CSO-15-9B-AMSAGO,0.1088628722835624,0.09373155098877119,0.01017514567778195,-0.048074431170224814,0.1010657471280225,11,8.478804363168777
CSO-15-9B-JCAPA,-0.07327349707607923,0.02023366784118631,0.11606276453566297,0.05317122142328564,-0.1457868999842851,9,8.18345073500064
CSO-15-9B-KSBEJA,-0.13485775264389163,0.03678059075564336,0.08917270973911594,0.09032297260473787,-0.08386817906802754,11,8.21059381964845
CSO-15-9B-RMCHLU,0.12231640994672809,-0.06273466903264147,-0.023392248160323644,0.01664091312142849,0.05473074785536617,7,8.320604631991424
CSO-16-10A-JEGAHE,-0.1587611819974292,0.013183647747340667,-0.08858634005263236,-0.0882882383662446,-0.15733205322556992,5,7.7332593123663305
CSO-16-10A-MSACO,0.08351923824806914,-0.07073183125734099,0.0638133412077116,0.04292526352076019,-0.2262685488621298,9,8.10630094111794
CSO-16-10A-YKMUJO,0.09332892140767099,0.030517188696777206,-0.021738703848629973,0.07722244164012475,0.08367744419535156,7,8.476050770352163
CSO-16-10B-JESUGU,-0.07305106423690694,0.07049941863743181,0.015432513139563078,-0.08020274876348467,0.005711912638958669,6,8.151433509676433
CSO-16-10B-LTVIFA,0.09288007912924079,0.18246630774495448,-0.08859152790419977,-0.0011358969210345715,-0.3048663913745241,7,8.093796048935308
CSO-16-10B-VVILI,0.15109104174297072,0.2982577693663762,0.2026306318851087,0.17331426259731916,0.1391882081958094,11,9.177525392048455
CSO-16-10C-ACALGU,-0.14773539311536485,0.008020742213566745,-0.0438619900642503,0.10759460266797695,0.030763115839720925,12,8.167824555802516
CSO-16-10C-MAVAVE,0.1340113802976641,-0.12577435617160057,-0.02059604951306435,-0.0490268496947298,0.056872837722073084,9,8.208530440901209
CSO-16-11A-JAVABO,0.14584180641251102,0.07719513206081852,-0.07998853094154595,0.016591351796533146,0.005709388918930544,7,8.37839262650812
