subject,edges_T2W30,re_T2W30,l1_T2W30,lcc_T2W30,z_l3_T2W30,y_true,y_pred
CSO-16-11A-JDMUVA,0.15545377261859977,0.30561929844703645,0.17748775720743118,0.1640837800630334,0.16032594144011952,15,9.176014028037095
CSO-16-11A-VZAOR,0.10370572187500494,0.028022790341628284,-0.009301748210114928,0.009058860562663935,-0.24547699887402286,9,8.099052103956032
CSO-16-11B-KRORE,0.14797632781370404,-0.026600769563374715,-0.09287786098165132,-0.010765753734970757,0.053678017320103764,10,8.284453439114683
CSO-16-11B-LLOZA,-0.10962389408553078,0.036114558901681325,-0.026004151188630805,-0.04746195647777289,0.10803455711106288,9,8.17410259252168
CSO-16-11B-YAROMO,-0.03131930713963191,0.11192182276929284,-0.06520248461899905,-0.041354190217319356,-0.004436655452917708,11,8.182652663601294
CSO-16-9A-JALEMO,0.164092905614335,-0.033160210736546146,0.16845836169599196,0.07929650244569131,0.08611174237442894,13,8.677842779654773
CSO-16-9A-JPROSO,0.1567842687957254,-0.06775723161992027,0.023599690045482354,-0.0740016085852836,0.0010106789634920582,8,8.252679275860368
CSO-16-9A-JSMAGU,0.13139383051395442,0.008775320533456619,0.1346609012128349,0.08191108565149167,0.09186165929828487,12,8.661646275470888
CSO-16-9B-SJPAJI,0.00328983480069711,0.17922970590849022,0.006877450115621811,-0.09543396701625138,0.015002149356404176,10,8.32200865142583
CSO-17-10A-YVGOCA,-0.11049840368445323,0.17912069137113074,0.18131110803553935,0.1445439679255938,0.11299447789198633,12,8.720515319800667
CSO-17-10B-EHECO,-0.1963819513868251,-0.11449188523601904,0.02396451744706282,-0.09940277916065592,0.03958580556833319,8,7.8663171854927665
CSO-17-10B-YCQUVE,-0.26626102257590417,-0.104997724708222,-0.005332266635412923,0.0731075233115552,0.023613192331546875,8,7.933173179984431
CSO-17-11A-DJAPA,-0.2167653312416035,-0.1066869078505316,0.01322324831386773,-0.1191434663902438,0.024171626117877886,9,7.807842647210235
CSO-17-11A-JDAMO,0.10672631090875258,-0.02498546046749706,-0.0095200192358327,0.09853803887524962,0.08887231515228242,8,8.472674663493825
CSO-17-11A-NPAHE,0.13245392371572584,-0.002019632679447154,0.07707352539269133,0.06296387588378777,0.04452722234279008,11,8.528042392916417
CSO-17-11A-RLPAIG,0.12651788269636627,-0.03718578807931337,-0.07222081693742953,0.04110737870424729,0.0019674355548763333,6,8.273229570199618
CSO-17-11A-SPUVA,0.09680764635192277,-0.1374013382752601,-0.03575676344838791,0.034980257217559076,-0.07296139052942092,9,8.098711889577277
CSO-17-11B-CDBEBU,-0.16385527138534633,0.013139261111509015,0.1203864309677542,0.09229895223758276,-0.007609981678284759,7,8.267402869514086
CSO-17-11C-JDAAG,0.13236733706671885,-0.09516079307837304,-0.015010955614606948,-0.07743494676904122,0.02766689441594948,7,8.185471014281516
CSO-17-11C-MAPAMA,-0.06844838730773001,-0.10125679670455501,0.07883877617958368,-0.07526175958408547,-0.023127076905002143,8,8.023788233939086
CSO-17-11C-MCAAG,0.12815432560628884,0.07552622791021017,-0.15393730627508545,0.058087326185428084,0.03708330924773039,7,8.357957360935444
CSO-17-11C-SARJA,0.13842195127290827,-0.06159110496107294,0.014230635783280638,-0.07704795143619622,0.012693767294226124,10,8.239750776214015
CSO-18-11A-ADBAHO,0.14779637232078893,0.09495789806706863,0.015221348631672939,-0.010126944492625323,0.06438942063784234,8,8.52528157342562
CSO-18-11B-YLLRE,0.10431490302097768,-0.1281017085481067,-0.15229892159600447,-0.07690212398392764,-0.1427228960476354,7,7.817332731106176
CSO-18-9B-MAMOLO,0.007281831540770098,-0.15178220984891536,0.014863762010451446,-0.02778298031852189,-0.07762811691431744,8,7.977995764730333
CSO-8-3A-DAPAVA,-0.17039084826231726,-0.05747269887177355,-0.03488829179959976,0.037884128645185526,-0.2504615140087663,5,7.737714253963595
CSO-8-3A-KVPECO,-0.5540631214028392,0.002631285454132218,0.01576765145887687,-0.16455359475282236,0.18607059280215685,8,7.698896291820372
CSO-8-4A-ARAGR,-0.1223553786197263,0.08290712783970466,0.10459245753315326,0.1181571039875011,0.09728041907734862,9,8.493625208078848
CSO-8-4A-JRAAR,-0.5581281121879244,-0.06913589616489044,0.033983622382007236,-0.16562193990052798,-0.23611188100269878,4,7.218029271386834
CSO-9-2A-EXMOCO,-0.3278431170467447,-0.20696382463050805,-0.019765014395034558,-0.12898762201611388,-0.02138348635980065,2,7.508100413812668
CSO-9-4A-AGAPE,0.1655164873456262,-0.035757460225698284,0.10535068091369383,-0.0601527800300373,0.04485686741750188,9,8.432857273681957
CSO-9-4A-DKVIMO,0.157402283614005,0.06417763978007512,0.09190244180150525,0.03573248006944785,0.0013246831153667458,7,8.563583006641274
CSO-9-4A-DSMOMU,0.16673868006316653,0.06957222688650588,0.11273976729893324,-0.024466015664511887,0.08742694706826531,12,8.62505508391323
CSO-9-4A-DVGATO,0.14408918418498995,-0.03247668719926145,-0.008420393622373758,0.05739818140667653,0.01965093431422048,7,8.393284697345122
CSO-9-4A-FAGIGA,0.13208970729923633,0.025997841814386125,0.09117445169397316,0.037585371062407225,0.02380157712097176,9,8.523692427251845
CSO-9-4A-GSBRCO,0.10383866603376254,-0.058380875994737375,-0.025823841346736362,0.04911186653424924,0.012871813525538622,9,8.294661107012946
CSO-9-4A-KEMOCO,-0.18917092777910535,-0.042663353418241096,-0.05748006308753149,0.0036867658131933753,0.019717003014615948,6,7.947132902803801
CSO-9-4A-LCOMO,0.10119712138086037,-0.13421162333590983,-0.11671417401826843,-0.07963975967979293,0.07581899652840274,10,8.059494039136158
CSO-9-4A-MLORO,-0.1611897146772218,-0.08046695659009324,-0.03331558130582708,-0.16964008923411028,-0.0036881192527500393,5,7.764743017200866
CSO-9-4A-MPAME,0.15321562770970537,0.11398379479626114,-0.04481683052878064,0.08509873806483143,0.13765195911317357,11,8.65817676741606
CSO-9-4A-NSARPA,-0.14085382468924906,-0.11368455278819069,0.014111995680093687,-0.0288258198048949,-0.1690792179358632,8,7.7747120587227645
CSO-9-4A-SLOCA,0.10609232872956254,-0.07850632302650112,-0.16908415927897252,-0.19217829651929058,0.052967751767184226,6,7.932334779932849
CSO-9-4A-YVDITR,0.15177634447549024,0.3620062583247159,0.15969153233796599,0.16646041148185386,0.011723731532109309,9,9.064701756413005
