subject,edges_T2W30,re_T2W30,l1_T2W30,lcc_T2W30,z_l3_T2W30
CDMS-10-4A-JURAN,29.0,1.2605042016806722,0.4873949579831932,22.638655462184875,-0.0406358462512198
CDMS-10-5A-HEPIHO,28.85185185185185,1.148148148148148,0.0,22.25,-0.2195785218946834
CDMS-10-5A-KSRAGU,29.0,1.4943820224719102,0.9325842696629212,22.146067415730336,0.1347205805213248
CDMS-10-5A-SROPU,29.0,1.6319444444444444,0.3819444444444444,23.47222222222222,-0.4779289445947781
CDMS-10-5A-SZURO,28.384615384615383,1.0769230769230769,0.0,23.0,-0.905070846759882
CDMS-10-5B-SRAJA,29.0,1.8975903614457832,0.3072289156626506,22.10843373493976,1.5602406694902666
CDMS-10-5C-DAAUSA,29.0,1.504,0.128,22.712,1.1536176739143305
CDMS-10-5C-ICAPA,28.17391304347826,1.826086956521739,2.1739130434782608,20.956521739130437,-0.8055033159175228
CDMS-10-5C-JFALGI,29.0,0.2830188679245283,0.0,24.433962264150946,0.0392133974504503
CDMS-10-5C-NBEMO,28.272727272727277,0.106060606060606,0.7727272727272727,23.454545454545453,-0.3210999915328646
CDMS-10-6B-ASCACO,28.88659793814433,1.556701030927835,1.175257731958763,21.63917525773196,-0.4530101931301512
CDMS-10-6B-JJMOBE,28.181818181818183,0.7272727272727273,0.0,22.954545454545453,-0.9155560550812758
CDMS-11-5A-EAARCA,29.0,0.9814814814814816,0.7160493827160493,23.97530864197531,0.4002124889204812
CDMS-11-5A-MGTHAR,28.853932584269664,0.5393258426966292,0.7191011235955056,23.584269662921347,-0.0113690193040534
CDMS-11-6A-DFVEBE,29.0,1.121212121212121,0.7272727272727273,20.818181818181817,1.835292853659089
CDMS-11-6A-NMREPR,29.0,1.404494382022472,1.1235955056179776,23.426966292134832,2.9122825205337253
CDMS-11-6B-ARAHE,29.0,2.533333333333333,1.4,21.766666666666666,-0.1054370686150621
CDMS-11-6B-AVROTO,29.0,0.8373983739837398,0.4715447154471545,23.121951219512194,0.670017110855307
CDMS-11-6B-EAFESA,29.0,0.9494949494949496,1.3737373737373737,23.737373737373737,-0.8385060909734552
CDMS-11-6B-EFRGR,29.0,1.5670103092783505,1.407216494845361,22.2319587628866,-0.5747598321824502
CDMS-11-6B-EROCO,29.0,0.746031746031746,1.8571428571428568,23.53968253968254,0.3701786039793469
CDMS-11-6B-JACUPE,28.83888888888889,2.1333333333333333,2.172222222222222,19.133333333333333,-0.4946792097381441
CDMS-11-6B-JDCHBA,28.820987654320987,1.530864197530864,1.0432098765432098,22.049382716049383,2.033918988148588
CDMS-11-6B-JFSAHE,29.0,1.1971830985915493,0.1901408450704225,23.88732394366197,-0.2566973616119489
CDMS-11-6B-JLPENA,27.488636363636363,0.9431818181818182,1.318181818181818,20.045454545454547,-0.3542953673733277
CDMS-11-6B-JMARME,28.893382352941178,0.7720588235294118,0.7720588235294118,23.522058823529413,-0.1026252693697005
CDMS-11-6B-JPSAMA,29.0,0.0,0.453125,24.78125,0.4385557739498351
CDMS-11-6B-LESTA,28.306306306306308,1.108108108108108,0.5405405405405406,22.82882882882883,0.0518438891175681
CDMS-11-6B-MEBRTA,29.0,1.7567567567567568,2.0,22.954954954954957,-0.5601293009942553
CDMS-11-6B-MMAMO,29.0,1.2233502538071066,0.5685279187817259,22.80203045685279,0.2138368540222235
CDMS-11-6B-RSECA,29.0,0.4590163934426229,0.3770491803278688,25.83606557377049,0.3428239959822959
CDMS-11-6B-SCAPA,29.0,0.7142857142857143,0.0,25.0,1.0017396246798174
CDMS-11-6B-VZAPE,29.0,0.1557377049180328,1.680327868852459,22.852459016393443,-0.3956020192938003
CDMS-11-6B-YLNIME,29.0,0.390625,0.0,24.265625,0.0804073302900164
CDMS-11-7C-ICARE,29.0,1.6521739130434785,0.0,21.65217391304348,0.4737752308026196
CDMS-11-7C-SALMA,29.0,1.5263157894736843,0.1447368421052631,22.289473684210527,-0.7196884041452996
CDMS-11-7C-SPGAVE,28.23076923076923,0.3653846153846153,0.7115384615384616,23.46153846153846,0.7286827644647681
CDMS-12-5A-SRIGO,29.0,1.543010752688172,0.1559139784946236,23.392473118279568,0.1236851588987498
CDMS-12-6A-FAROPA,29.0,0.6319018404907976,1.3987730061349692,23.153374233128837,-0.1211488036482578
CDMS-12-6A-JGIGA,29.0,0.7565217391304347,0.1478260869565217,23.991304347826087,-0.5167876516922465
CDMS-12-6A-SROAL,29.0,1.8979591836734693,0.4285714285714285,21.93877551020408,0.3221524967756975
CDMS-12-6B-IJDAGA,29.0,1.380487804878049,1.497560975609756,22.478048780487804,0.3142560534080641
CDMS-12-6B-SCLAG,28.81967213114754,2.377049180327869,1.3442622950819672,18.34426229508197,0.4293055688986266
CDMS-12-7C-ARAHE,28.0,2.125,0.0,21.125,-1.0253409449769877
CDMS-12-7C-CATRAR,29.0,0.2105263157894736,0.0,23.710526315789476,1.1034852493975449
CDMS-12-7C-DLOLO,29.0,1.0,0.0,23.27659574468085,-0.6509451378090243
CDMS-12-7C-JSZAOR,28.61842105263158,1.6973684210526316,2.289473684210526,21.34210526315789,0.668928488814089
CDMS-12-7C-MAROBE,29.0,0.7604166666666666,0.6041666666666666,23.95833333333333,1.1681395020172285
CDMS-12-7C-VMAPA,29.0,0.7272727272727273,0.0,24.25454545454545,-0.7374714437439199
CDMS-12-7C-VQURA,29.0,1.087719298245614,0.4210526315789473,22.43859649122807,-0.5207525608391833
CDMS-13-6B-ASUMO,28.0,2.0,0.0,19.0,1.356736043492118
CDMS-13-6B-JDTAHE,28.685393258426966,0.3707865168539326,1.1348314606741574,23.0561797752809,-0.164442448598754
CDMS-13-7C-MVEAR,29.0,0.9195402298850576,1.011494252873563,22.689655172413797,-0.5821998180334316
CDMS-13-7C-RAIZAC,29.0,0.7349397590361446,0.6987951807228916,23.97590361445783,1.8090135791005355
CDMS-13-7C-SSOSLO,29.0,0.9074074074074074,0.0555555555555555,23.12037037037037,1.400636015669703
CDMS-14-10A-IMORTO,29.0,0.58,0.0,24.1,0.6644067981352947
CDMS-14-10A-JCVANI,29.0,1.2822966507177034,0.5550239234449761,22.598086124401917,0.9115278698208108
CDMS-14-6B-KDCAHE,28.195652173913043,0.1956521739130435,1.5217391304347827,20.695652173913043,1.21459401372414
CDMS-15-10A-AMALOS,29.0,0.7973856209150327,0.7450980392156863,24.07843137254902,0.3328252648331204
CDMS-15-10A-JJMACH,29.0,1.1595744680851063,0.1382978723404255,24.20744680851064,0.1753500296015508
CDMS-15-10A-MAALCA,29.0,0.3535353535353535,0.3131313131313131,23.696969696969692,-0.2637469926994955
CDMS-15-10A-MAALRI,28.85,1.025,1.26875,23.5625,-0.0638319789078008
CDMS-15-10A-SGOMO,29.0,0.7744360902255639,0.4360902255639097,23.18045112781955,-0.3516868811998277
CDMS-15-10A-SHEGA,28.835227272727277,1.9829545454545452,1.0340909090909092,21.375,0.0367525730275378
CDMS-15-11B-JEMOLO,28.6375,2.3375,1.45,21.7,1.2655543419638169
CDMS-15-11B-VSAHO,29.0,0.6984126984126984,1.0,24.03174603174603,-0.3736246380950389
CDMS-16-10A-SGALO,29.0,0.3225806451612903,0.0,25.06451612903226,0.0117195623036364
CDMS-16-11B-NGABE,29.0,0.6086956521739131,0.5289855072463768,23.83333333333333,0.7781522674441901
CDMS-17-10A-ASSAMO,29.0,0.8819444444444444,0.0,24.25,0.5398925857489484
CDMS-18-7C-VVECA,29.0,1.981012658227848,0.3670886075949367,23.16455696202532,1.2473124303902456
CDMS-8-4A-DJAVDA,29.0,2.3846153846153846,2.0384615384615383,19.923076923076923,-1.3797636902894888
CDMS-8-4A-DOSTR,29.0,2.193877551020408,1.7857142857142858,20.79591836734694,0.1918844796232214
CDMS-8-4A-LGOPA,28.33333333333333,1.803030303030303,0.5454545454545454,20.5,-0.2995127499602101
CDMS-8-4C-JDBUTU,27.05263157894737,3.473684210526316,4.947368421052632,14.210526315789474,-0.5104283461830403
CDMS-9-4A-ACDUTR,28.63157894736842,2.421052631578948,3.0526315789473686,19.42105263157895,-1.4389404122321032
CDMS-9-4A-CARGA,29.0,1.6019417475728157,0.3106796116504854,21.54368932038835,-0.2073174393007112
CDMS-9-4A-CRAAG,29.0,3.0,1.56,20.8,-1.2922886253360195
CDMS-9-4A-EROHI,29.0,2.375,1.0,22.5625,-0.6421950749411752
