subject,edges_T2W30,re_T2W30,l1_T2W30,lcc_T2W30,z_l3_T2W30
CDMS-9-4A-ILOSE,28.807947019867548,1.0132450331125828,0.0,24.05298013245033,-0.0112084581919109
CDMS-9-4A-TGAFR,28.3125,0.3125,1.46875,22.125,0.1915503388941756
CDMS-9-4C-SCAMO,28.824242424242424,1.1090909090909091,0.1757575757575757,23.945454545454545,-0.0201677275187018
CDMS-9-5A-ABERO,29.0,1.7458563535911602,2.325966850828729,20.84530386740332,-0.100746315959954
CDMS-9-5A-VVAAR,29.0,0.175,0.45,24.625,0.3611424179774509
CDMS-9-5C-JDMADE,28.86124401913876,1.7033492822966507,1.5263157894736843,22.870813397129183,0.5375995434900465
CDMS-9-5C-LVIZAC,28.647398843930635,2.2716763005780347,1.9421965317919077,20.930635838150287,1.093888903086849
CDMS-9-5C-MLOGO,29.0,1.4242424242424243,1.1717171717171715,21.67676767676768,1.535401542182966
CDMS-9-5C-SCAAG,28.0,6.0,0.4,17.0,1.7483039264977542
CDMS-XX-10A-VGILO,28.87735849056604,0.9433962264150944,0.3867924528301887,23.73584905660377,-0.3430570554410349
CDMS-XX-5C-MPCAQU,29.0,1.2331288343558282,0.5337423312883436,22.386503067484664,0.1141181484590932
CDMS-XX-6B-SPUCA,28.982035928143716,1.5508982035928145,0.0419161676646706,23.05389221556886,-0.7451758462613954
CSO-10-4A-KCOMO,28.666666666666668,0.6436781609195402,0.2183908045977011,24.229885057471265,0.017873694096834
CSO-10-4A-LRAVI,29.0,0.4583333333333333,0.0,24.791666666666668,-0.7122759982145954
CSO-10-4A-LSCAVA,29.0,0.7674418604651163,0.1686046511627907,24.47093023255814,0.5794690243603736
CSO-10-5A-ACAVA,28.194444444444443,0.625,1.2083333333333333,22.38888888888889,-0.1903346302192735
CSO-10-5A-ARACA,29.0,2.398550724637681,0.782608695652174,21.07246376811594,0.7278424423486616
CSO-10-5A-DABRZA,28.82634730538922,2.688622754491018,1.7005988023952097,20.89820359281437,0.9052068477470122
CSO-10-5A-GZAMA,28.97058823529412,2.8823529411764706,0.1617647058823529,21.352941176470587,-0.3329818158587941
CSO-10-5A-IPECA,29.0,0.4,0.4608695652173913,24.62608695652174,0.0243230128368177
CSO-10-5A-JANORO,28.926666666666662,1.5333333333333334,0.0,24.06,0.8116003135798157
CSO-10-5A-JBUVE,29.0,0.46,1.26,24.44,-0.2744406201270902
CSO-10-5A-JJSEMO,28.15625,1.90625,1.34375,20.28125,-0.4524507586391302
CSO-10-5A-JLCARI,28.93478260869565,1.0978260869565215,0.5108695652173914,22.75,-0.1899369445335611
CSO-10-5A-MAARAN,29.0,1.118421052631579,0.0789473684210526,22.407894736842103,1.1155686864775567
CSO-10-5A-RVMOIB,28.84153005464481,1.0218579234972678,0.2185792349726776,24.010928961748636,0.0719342595267679
CSO-10-5A-SVHEES,28.828402366863905,0.7100591715976331,1.544378698224852,22.615384615384617,-0.5523724151540685
CSO-11-5A-MDVOSPE,29.0,1.6,0.1538461538461538,22.83076923076923,0.9782562711737992
CSO-11-5A-MTAGA,28.01136363636364,0.125,0.8409090909090909,23.420454545454547,0.1476378856927378
CSO-11-6A-CAPAMU,28.850515463917525,1.0309278350515465,0.2989690721649484,22.18556701030928,0.3266478251189371
CSO-11-6A-DSCACH,29.0,0.7253521126760564,0.1830985915492957,24.549295774647888,-0.4565972977461123
CSO-11-6A-EROMO,28.81168831168831,1.1363636363636365,0.1883116883116883,23.82467532467533,-0.6377738338654696
CSO-11-6A-FSOVRE,28.34090909090909,1.4242424242424243,0.4393939393939394,22.545454545454547,-0.0056387125123287
CSO-11-6B-ANREVA,29.0,0.5227272727272727,0.6590909090909091,23.227272727272727,-0.8813206291202923
CSO-11-6B-DISEMO,26.384615384615383,0.7692307692307693,0.5384615384615384,22.153846153846157,-0.6713146043814553
CSO-11-6B-LHFDLACH,29.0,1.6111111111111112,0.4027777777777778,23.42361111111111,0.0248693716397036
CSO-11-6B-RJGIHE,29.0,0.4285714285714285,2.4081632653061225,22.551020408163264,-0.1860410473121753
CSO-11-6B-SFLVA,29.0,1.2222222222222223,0.0,24.266666666666666,-0.2191795128496832
CSO-11-6B-VCOMA,29.0,1.3604651162790695,0.3372093023255814,23.773255813953487,0.2460304400533505
CSO-12-6A-DGISE,27.5,1.05,1.15,22.1,-0.0998009227733911
CSO-12-6A-FJOVRE,28.74100719424461,1.856115107913669,2.050359712230216,20.690647482014388,-0.4167239602321231
CSO-12-6B-GQULO,29.0,0.6375838926174496,0.7046979865771812,23.70469798657718,0.4381735595633205
CSO-12-6B-LJHEFE,28.90954773869347,1.201005025125628,0.8391959798994975,23.39698492462312,0.1778012525817182
CSO-12-7A-DALRE,29.0,5.676470588235294,0.0,15.823529411764708,0.8493765920208677
CSO-12-7A-ESALA,29.0,0.8095238095238095,0.3452380952380952,25.05952380952381,-0.6038018937961412
CSO-12-7A-IMERO,29.0,1.237037037037037,0.8592592592592593,22.385185185185183,0.2974875021906461
CSO-12-7A-JHEZA,29.0,2.0157068062827226,0.3036649214659686,22.047120418848166,1.0365933679098105
CSO-12-7A-LSARAR,28.58,0.84,1.12,25.06,-0.7237902135433909
CSO-12-7A-SCAHO,28.851190476190474,1.3988095238095235,0.2619047619047619,23.226190476190474,0.2821750389538702
CSO-12-7B-DVAGRO,29.0,1.0948275862068966,1.3189655172413792,22.30172413793104,0.2029237443211258
CSO-12-7B-SMUGU,28.876543209876544,1.7654320987654322,0.6790123456790124,22.617283950617285,-0.5409489866570958
CSO-12-7B-SSARA,29.0,1.1243523316062176,0.1295336787564766,23.76165803108808,0.1307386357249606
CSO-12-7B-VHOMA,29.0,0.6666666666666666,0.238095238095238,23.73333333333333,0.4372259047394642
CSO-12-8A-YTOME,29.0,0.7403846153846154,0.5576923076923077,23.25,0.5148648646222922
CSO-13-6A-ANASA,28.83333333333333,0.4080459770114942,0.160919540229885,24.82758620689655,0.5335666844430145
CSO-13-6B-JETAVE,28.649350649350648,2.2337662337662336,0.1883116883116883,22.149350649350648,0.0390767932491252
CSO-13-6B-LFMIES,28.08695652173913,0.1304347826086956,0.0,24.93478260869565,-0.382081385348728
CSO-13-6B-LJMAHU,28.24390243902439,0.8780487804878049,1.4146341463414631,22.48780487804878,-0.961471749412346
CSO-13-7A-CAPAMU,28.77692307692308,0.7230769230769231,0.2692307692307692,22.853846153846156,0.1843346554466104
CSO-13-7A-CDDITR,29.0,0.46875,0.0,22.625,0.5016870692890975
CSO-13-7A-JJATFL,28.65625,1.46875,0.0,23.28125,0.5363332886811084
CSO-13-7A-KRAMA,28.0,1.75,1.0,22.125,-0.0252516790790986
CSO-13-7A-RXCHLU,29.0,2.857142857142857,0.0,20.504761904761907,-1.0685068686498091
CSO-13-7A-YAMEZA,29.0,1.0408163265306123,0.1690962099125364,23.571428571428573,0.5583006523603011
CSO-13-8A-KIGAGU,29.0,0.9010989010989012,1.6263736263736264,23.75824175824176,0.6222361165242986
CSO-13-8A-MBUAN,27.363636363636363,0.0,0.0,24.454545454545453,1.2114655347066672
CSO-13-8A-MGAAN,28.74590163934426,0.9344262295081968,0.4754098360655737,24.540983606557376,0.0334925282161963
CSO-13-8A-MGAHE,29.0,1.196808510638298,0.1542553191489361,22.24468085106383,-0.379005766997645
CSO-13-8A-MJAGA,29.0,1.0909090909090908,1.2337662337662338,22.266233766233768,0.7162827985128898
CSO-13-8A-VHODU,28.78832116788321,2.605839416058394,0.2116788321167883,22.087591240875916,0.0325018386621244
CSO-13-8B-FCJISA,28.83333333333333,0.7083333333333334,0.0,24.76388888888889,-0.4414219128566559
CSO-13-8B-JEMABE,28.682926829268293,1.3414634146341464,0.1707317073170731,19.92682926829268,1.087188854196545
CSO-13-9B-DMLLLU,27.56410256410257,0.4102564102564102,2.41025641025641,21.615384615384617,-0.4380552428342877
CSO-14-7B-EVEGO,29.0,0.9872611464968152,0.1847133757961783,24.38216560509554,0.2430947823417732
CSO-14-8A-AQUMA,28.718446601941743,1.1553398058252426,0.4174757281553398,22.689320388349515,0.3569467571624989
CSO-14-8A-SZARA,28.71014492753623,0.9420289855072465,0.0,21.956521739130437,0.1978333151183086
CSO-14-8B-JLLORA,29.0,1.0684931506849316,1.0273972602739727,22.493150684931507,-0.1381831023270578
CSO-14-9A-AEDCAGO,28.613333333333333,0.6733333333333333,0.1933333333333333,23.886666666666667,-0.607240189590396
CSO-14-9A-HASACA,28.86725663716814,1.584070796460177,0.3185840707964602,22.84955752212389,-0.5719235493339567
CSO-14-9A-JSMAAL,29.0,0.3333333333333333,0.3580246913580246,24.074074074074076,0.063255921532797
CSO-14-9A-MARJA,29.0,1.0,0.4270833333333333,24.92708333333333,0.5495602400114569
CSO-14-9A-SORZU,28.688172043010752,1.870967741935484,1.053763440860215,20.397849462365592,0.1112206252549688
CSO-14-9B-ERAGA,29.0,1.2359550561797752,0.9775280898876404,22.34831460674157,1.0264116880150265
CSO-14-9B-MFEGA,29.0,0.8813559322033898,0.6864406779661016,23.43220338983051,-0.4052720874882689
CSO-15-10A-LJRAGU,28.53216374269006,0.1812865497076023,0.3099415204678362,23.73684210526316,0.1933897378953127
CSO-15-10A-MAARLO,28.439393939393938,0.803030303030303,1.5,22.5,0.46444039312233
CSO-15-10A-SFEGA,28.428571428571427,0.3571428571428571,1.0,25.428571428571427,-0.6419961341670076
CSO-15-10B-MEBUAR,29.0,2.69,0.29,22.24,2.5222646379892395
CSO-15-10B-YVBUAN,29.0,0.5576923076923077,1.0384615384615383,23.25,-0.5523105142317064
CSO-15-10C-ALBAHO,29.0,0.0,0.0,27.0,-0.4571443992078602
CSO-15-10C-SSCAMO,29.0,1.6784140969162995,0.7929515418502202,22.911894273127757,1.5454616922550004
CSO-15-11C-JETALO,29.0,1.546875,0.4583333333333333,22.41145833333333,1.3374200806935317
CSO-15-7B-JCRAGA,29.0,0.0,0.625,24.916666666666668,-0.2669612009799972
CSO-15-8A-VBMABR,29.0,1.5280898876404494,0.4719101123595505,22.078651685393258,-0.5550699461004227
CSO-15-8B-KEPOGO,29.0,0.6807228915662651,0.1746987951807229,23.710843373493976,-0.0778216064636063
CSO-15-9B-ALRIHE,29.0,0.8333333333333334,0.3866666666666666,24.286666666666665,-0.1700083916995855
CSO-15-9B-AMSAGO,29.0,1.6829268292682926,0.0,24.07317073170732,-0.7762066661917214
CSO-15-9B-JCAPA,28.806451612903224,1.5564516129032258,0.4677419354838709,22.451612903225808,0.9672852828300696
CSO-15-9B-KSBEJA,28.484848484848484,1.4343434343434345,0.3434343434343434,22.545454545454547,0.8939202101123765
CSO-15-9B-RMCHLU,29.0,0.9583333333333334,0.0,23.42708333333333,-0.5475265080418169
CSO-16-10A-JEGAHE,28.0,4.5,2.0,16.5,2.2937267880176093
CSO-16-10A-MSACO,29.0,2.7142857142857144,0.0,22.642857142857142,3.915047507209729
CSO-16-10A-YKMUJO,29.0,0.45,0.0,22.05,-1.012605186145944
CSO-16-10B-JESUGU,28.863636363636363,0.5,0.6060606060606061,23.57575757575757,-0.1846395241457597
CSO-16-10B-LTVIFA,29.0,0.2083333333333333,0.0,24.75,1.4344515204581685
CSO-16-10B-VVILI,29.0,0.2773109243697479,0.4201680672268907,25.01680672268908,-0.710031385990436
CSO-16-10C-ACALGU,28.65680473372781,1.242603550295858,0.1715976331360946,22.840236686390533,0.5924088905802314
CSO-16-10C-MAVAVE,29.0,0.7155172413793104,0.0,23.81896551724138,-0.2634850837632777
CSO-16-11A-JAVABO,29.0,0.4153846153846154,0.2153846153846154,23.32307692307692,0.6152330600426411
CSO-16-11A-JDMUVA,29.0,0.2671232876712329,0.3287671232876712,25.164383561643834,-0.6437042176983727
CSO-16-11A-VZAOR,29.0,1.598360655737705,0.2377049180327868,24.459016393442624,1.2658952874155631
CSO-16-11B-KRORE,29.0,1.1896551724137931,0.1724137931034483,23.48275862068965,0.4088233059526863
CSO-16-11B-LLOZA,28.83116883116883,0.5454545454545454,0.0,24.61038961038961,0.5074889971664052
CSO-16-11B-YAROMO,28.877637130801688,1.5738396624472577,0.2067510548523206,23.60759493670886,0.1237623588164971
CSO-16-9A-JALEMO,29.0,1.0203045685279188,0.4213197969543147,24.781725888324875,0.3461239502877275
CSO-16-9A-JPROSO,29.0,0.9203539823008848,0.5752212389380531,23.98672566371681,0.2572062994685055
CSO-16-9A-JSMAGU,29.0,2.0080645161290325,0.3387096774193548,22.532258064516128,-0.3087507363252892
CSO-16-9B-SJPAJI,28.875,0.2916666666666667,0.875,20.5,-0.0163383892213934
CSO-17-10A-YVGOCA,28.810344827586206,0.4137931034482758,0.5,24.93103448275862,-0.6211337428150789
CSO-17-10B-EHECO,28.64197530864197,0.7160493827160493,0.0,24.271604938271604,0.6692491530116964
CSO-17-10B-YCQUVE,28.17610062893082,0.8176100628930818,0.6226415094339622,23.0251572327044,-0.2943258959977759
CSO-17-11A-DJAPA,28.318181818181817,0.8181818181818182,0.5909090909090909,19.772727272727277,-0.2731116218580506
CSO-17-11A-JDAMO,29.0,1.0465116279069768,0.0,22.74418604651163,-0.6589554308509311
CSO-17-11A-NPAHE,29.0,1.325925925925926,0.5037037037037037,22.348148148148148,-0.126030630434885
CSO-17-11A-RLPAIG,29.0,1.065217391304348,0.7065217391304348,22.40217391304348,0.5397049746458015
CSO-17-11A-SPUVA,29.0,2.40625,1.765625,22.421875,0.8694351689992782
CSO-17-11B-CDBEBU,28.183098591549296,1.4507042253521127,0.0,22.464788732394368,-0.0726380556260094
CSO-17-11C-JDAAG,29.0,0.8307692307692308,0.0,24.1,-0.1218216350244623
CSO-17-11C-MAPAMA,28.877551020408163,0.8571428571428571,0.3945578231292517,23.68027210884354,0.0433654109422606
CSO-17-11C-MCAAG,29.0,0.4343434343434343,0.1464646464646464,25.454545454545453,0.2482956408520652
CSO-17-11C-SARJA,29.0,0.9375,0.0,23.964285714285715,-0.0189104616847679
CSO-18-11A-ADBAHO,29.0,0.45,0.29,24.5,0.4102317718100965
CSO-18-11B-YLLRE,29.0,0.7844827586206896,0.125,24.54741379310345,0.9496558599211732
CSO-18-9B-MAMOLO,28.914454277286136,2.631268436578171,1.4041297935103243,21.536873156342185,0.937038764155516
CSO-8-3A-DAPAVA,28.725118483412324,1.2274881516587677,1.0758293838862558,23.018957345971565,1.8890858861388484
CSO-8-3A-KVPECO,26.47826086956522,1.4782608695652173,0.6086956521739131,17.08695652173913,-0.9590292152595496
CSO-8-4A-ARAGR,28.65573770491803,1.8032786885245904,0.0,22.36065573770492,-0.4333119060407798
CSO-8-4A-JRAAR,26.571428571428573,1.0,0.0,20.142857142857142,1.642044282013847
CSO-9-2A-EXMOCO,28.386554621848735,0.7647058823529411,0.5378151260504201,24.26050420168067,-0.3339483532776449
CSO-9-4A-AGAPE,29.0,1.0833333333333333,0.4027777777777778,24.291666666666668,-0.2166876458375795
CSO-9-4A-DKVIMO,29.0,0.5084745762711864,0.423728813559322,22.25423728813559,-0.0878322539111503
CSO-9-4A-DSMOMU,29.0,0.5950413223140496,0.371900826446281,24.016528925619838,0.5497290361243782
CSO-9-4A-DVGATO,29.0,1.3108108108108107,1.0135135135135136,22.60135135135135,-0.0906098937953249
CSO-9-4A-FAGIGA,29.0,1.735632183908046,0.4712643678160919,22.632183908045977,-0.1058903715295237
CSO-9-4A-GSBRCO,29.0,2.0754716981132075,1.1886792452830188,22.83018867924528,0.5510782337161416
CSO-9-4A-KEMOCO,28.64516129032258,0.967741935483871,0.7096774193548387,21.64516129032258,0.4008833270156774
CSO-9-4A-LCOMO,29.0,5.574468085106383,2.5531914893617023,14.95744680851064,-1.098980045199775
CSO-9-4A-MLORO,28.785714285714285,1.2142857142857142,0.8809523809523809,19.38095238095238,0.2698877964962324
CSO-9-4A-MPAME,29.0,0.5806451612903226,2.935483870967742,22.548387096774192,-0.8944759584858287
CSO-9-4A-NSARPA,28.48,0.7,0.0,23.7,1.1958202962383473
CSO-9-4A-SLOCA,29.0,2.05,2.583333333333333,19.866666666666667,-0.791609133464288
CSO-9-4A-YVDITR,29.0,0.0,0.5,25.625,-0.069755392821627
