feature,selected,ranking
edges_T2W30,True,1
l1_T2W30,True,1
lcc_T2W30,True,1
re_T2W30,True,1
z_l3_T2W30,True,1
diameter_T2W30,False,2
z_diameter_T2W30,False,2
nodes_T2W30,False,3
z_asp_T2W30,False,3
z_l1_T2W30,False,3
asp_T2W30,False,4
l3_T2W30,False,4
lsc_T2W30,False,4
density_T2W30,False,5
z_pe_T2W30,False,5
z_re_T2W30,False,5
z_density_T2W30,False,6
z_l2_T2W30,False,6
z_lsc_T2W30,False,6
atd_T2W30,False,7
l2_T2W30,False,7
pe_T2W30,False,7
