feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG
z_cc,z,7,T7W20,250,0.118784763428966,0.06073983597780016,0.11843206659752417,0.062042001967673316,0.05035721747756909,0.42793494960920453,0.046180813447328294,0.46818129675493475
z_diameter,z,7,T7W20,250,-0.09361506356730795,0.13994137973846496,-0.09343258597998837,0.14152367531271529,-0.021679956495516805,0.733018964777868,-0.019590574991256236,0.758380548165926
z_density,z,7,T7W20,250,0.09307350279606147,0.14225821936282063,0.09259036560976937,0.14516304534010774,0.007942781231705774,0.9005560189600893,0.0013058004790830148,0.9836433049661201
z_asp,z,7,T7W20,250,-0.08141514842171906,0.19950395975246993,-0.08134609755660227,0.20079774088050723,-0.002577831667838024,0.9676507401680009,-0.0016672376207420574,0.9791167936585823
z_re,z,7,T7W20,250,-0.06759862248559594,0.2870162750145094,-0.06698264050907297,0.2924176532802034,-0.014849226762031865,0.8152775708440477,-0.0066551895055214074,0.916780615105462
z_lsc,z,7,T7W20,250,0.05707989031618315,0.36880059324985714,0.05664712743210367,0.3734155101675656,0.04156641932124241,0.5129752881941455,0.03658974931370776,0.5655187015564873
z_atd,z,7,T7W20,250,-0.040594669097030175,0.5228848612547958,-0.03836697192656239,0.5467773310336347,-0.08628944138145632,0.17381207567951665,-0.05130587709173865,0.42021375125811844
z_l1,z,7,T7W20,250,-0.03745148331404291,0.5555935557567978,-0.03900065726561958,0.5401696391114782,0.1076243750607031,0.089489205171233,0.09316308589077035,0.14268056777936902
z_pe,z,7,T7W20,250,-0.036805761457624105,0.5624339745332221,-0.03594208399148908,0.5724239825000756,-0.06250203129089003,0.324990677972141,-0.05222330246847661,0.4119406005643448
z_l2,z,7,T7W20,250,-0.03396919758835577,0.5929522247083356,-0.03357773511728337,0.5979641580762848,-0.07276288076434803,0.2516973109670339,-0.06899215327078818,0.2781464244741354
z_l3,z,7,T7W20,250,0.02997417796001228,0.6371664711318688,0.029532372616011528,0.642813031824981,0.01572015256877395,0.8046551142462846,0.010433091941373505,0.8698826921654723
