feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
edges_T2W20,0.1937627617300074,0.09073921288450594,1.0,400,1.0
l3_T2W20,-0.10225473532492473,0.056340178822382396,1.0,102,0.255
l2_T2W20,-0.09457910167821866,0.1265708680429025,1.0,32,0.08
l1_T2W20,0.08382126318996037,0.05644837436728219,1.0,40,0.1
nodes_T2W20,0.06990162431080921,0.08321117549017218,1.0,269,0.6725
pe_T2W20,0.05281560273638332,0.1155505745217356,1.0,20,0.05
lcc_T2W20,0.051755715239387275,0.07266559365583686,1.0,391,0.9775
re_T2W20,0.03601284774588662,0.07963038734736105,1.0,23,0.0575
density_T2W20,-0.013257938483838059,0.019285347603229985,1.0,6,0.015
diameter_T2W20,0.008397002898045148,0.06234924668659391,1.0,244,0.61
lsc_T2W20,-0.00541824790354813,0.09105063930827599,1.0,153,0.3825
atd_T2W20,-0.005334510433141455,0.06790774636035593,1.0,25,0.0625
asp_T2W20,0.00040697901108124494,0.0723363970806574,1.0,295,0.7375
