feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
lcc_T6W50,0.1443192443439941,1.023359138252161,1.0,389,0.9725
nodes_T6W50,-0.10274633702468443,1.0275152182056564,1.0,344,0.86
edges_T6W50,0.05542864191310143,0.07079002610854976,1.0,135,0.3375
pe_T6W50,-0.04380614624716118,0.03267148090111268,1.0,6,0.015
l1_T6W50,-0.03862049501494572,0.04073703709136253,1.0,8,0.02
diameter_T6W50,0.03358288642882588,0.015960898957576547,1.0,8,0.02
re_T6W50,-0.02782654099104047,0.021616103807469592,1.0,280,0.7
l3_T6W50,-0.025133443254136616,0.028119347088839442,1.0,291,0.7275
asp_T6W50,0.022600665580226203,0.008187318238756309,1.0,6,0.015
density_T6W50,-0.013498959906235227,0.027807136421042038,1.0,155,0.3875
lsc_T6W50,0.012696944246420361,0.05143979213938026,1.0,227,0.5675
l2_T6W50,-0.010124225014641627,0.014547074888498428,1.0,5,0.0125
atd_T6W50,0.008903045406884549,0.17032121835520242,1.0,146,0.365
