subject,edges_T2W40,re_T2W40,l1_T2W40,l3_T2W40,lsc_T2W40,y_true,y_pred
CSO-16-11A-JAVABO,0.13723708775059734,0.031908156111626326,-0.09966955468106178,-0.007950923588244372,-0.021103708299136725,7,8.265646282519002
CSO-16-11A-JDMUVA,0.17450131852213302,0.330522217138004,0.05635563592587255,0.11986009101522904,0.345447687156092,15,9.251912174982552
CSO-16-11A-VZAOR,0.13510613876316913,0.09857246997551393,-0.012647171791187382,0.13761015213875072,0.055522508455380065,9,8.639389322766846
CSO-16-11B-KRORE,0.12311979149689281,-0.07428790521117168,-0.07868943133398179,0.17428773505292788,0.006223580271096665,10,8.375878995500985
CSO-16-11B-LLOZA,-0.0842469217360449,0.03222961152619997,-0.03368584996579363,0.019450360299815,-0.0365940895779068,9,8.122378335771494
CSO-16-11B-YAROMO,-0.026210704534866378,0.1040203877944637,-0.040882729684448754,0.0008392131774640544,0.10408601608827299,11,8.367077408066104
CSO-16-9A-JALEMO,0.16590851325211156,-0.04936284967936563,0.11610141451074485,0.04930177063660595,0.09691229880189117,13,8.604086372747204
CSO-16-9A-JPROSO,0.15647594795254227,-0.08091439291150226,0.03463785290192994,0.024863027526341844,0.009323200575238163,8,8.369610861269766
CSO-16-9A-JSMAGU,0.16238080393203544,0.1224313079280444,0.051595368466295935,0.043486441002096525,0.06673723899463438,12,8.671856385548326
CSO-16-9B-SJPAJI,-0.08913205052183072,0.028385713479393598,0.07966497357297408,0.11994535455287458,-0.15277783201308237,10,8.211311384295554
CSO-17-10A-YVGOCA,-0.19809099994836368,0.1384094159649327,0.08144338468448503,0.08450746735541688,0.29049053973800204,12,8.621985033019692
CSO-17-10B-EHECO,-0.32334540841085363,-0.0315657440518275,0.02762517355217284,-0.0378523621636288,0.04157580047488471,8,7.9016626846259665
CSO-17-10B-YCQUVE,-0.20922448265349813,0.03145983225880841,-0.0023186143915969377,-0.008944904421046191,-0.09646561995696025,8,7.939731436060931
CSO-17-11A-DJAPA,-0.20492261424108416,0.026927562319596865,0.007460708915661045,0.11595908906718314,-0.04388291135520919,9,8.126767059931367
CSO-17-11A-JDAMO,0.12251904922240348,-0.1132193182762943,-0.05505652805180192,-0.04204485035516385,-0.03378169500054683,8,8.103641882763815
CSO-17-11A-NPAHE,0.13977320813447985,-0.03728223380311388,0.02109032266557038,0.0115228908568209,-0.0014481968146754253,11,8.358881216264296
CSO-17-11A-RLPAIG,0.11460783754766915,-0.09996125433359135,-0.08115913796253231,0.02708335749239879,0.03408270558693087,6,8.219878733556095
CSO-17-11A-SPUVA,0.09990777400426606,-0.08829449005055923,-0.005908148321784307,-0.17912759038266177,-0.11699041280615738,9,7.934812357668331
CSO-17-11B-CDBEBU,-0.19423068160699328,0.0006322399902206031,0.06771912317825128,-0.03579350546342648,-0.044471485629850795,7,8.019080915693424
CSO-17-11C-JDAAG,0.12380625092910677,-0.1308291159360412,-0.0621628644799579,0.0032882359675185917,-0.0722291175202698,7,8.087098614185578
CSO-17-11C-MAPAMA,-0.08108795778454449,-0.04152078443625263,0.04734692289796982,-0.018905204602041942,-0.027522571107629127,8,8.103535630192717
CSO-17-11C-MCAAG,0.1530383573750348,0.07040818913648202,-0.11202176759097875,0.012561275705849872,-0.022036194333012078,7,8.327175085518594
CSO-17-11C-SARJA,0.1438007385702355,-0.09291639638206113,-0.006911371904157327,0.017413343446429922,0.05667663457197476,10,8.343288173527643
CSO-18-11A-ADBAHO,0.1667948841340292,0.058827722296399,0.03506465487573504,0.020626474550477673,0.004807367718716635,8,8.511346328800578
CSO-18-11B-YLLRE,0.12833446145259655,-0.004057958292127883,-0.10955700401429476,0.007638245315309385,-0.008683702977297123,7,8.238899266709407
CSO-18-9B-MAMOLO,0.012086797183764146,-0.1149242571540616,0.04251764060397471,-0.09277805292664401,-0.10169834050993966,8,7.970429012422322
CSO-8-3A-DAPAVA,-0.2074694522554707,-0.08737721119976717,-0.0024451355254695765,-0.23975777476195204,-0.10641497333324008,5,7.581760678149324
CSO-8-3A-KVPECO,-0.4422355404379894,-0.020172561742840923,-0.05516013493891082,0.09060304187039572,-0.06421188065973382,8,7.734048149316145
CSO-8-4A-ARAGR,-0.22070141594857623,-0.0006042178409659936,0.060020371624173584,-0.012196806894080663,0.025171898387833774,9,8.0769150545536
CSO-9-2A-EXMOCO,-0.3795350987145468,-0.08898418362462775,-0.0411932094006091,-0.05331335835132925,-0.01489815843898666,2,7.647301216695118
CSO-9-4A-AGAPE,0.1617125654892662,-0.09239182654932397,0.07807875456664116,0.02186500420242852,-0.0015500921414724196,9,8.392939630792753
CSO-9-4A-DKVIMO,0.13310756226371673,0.00325259428079022,0.05227606531509649,0.000428583820527552,0.025639772622153074,7,8.439929803527502
CSO-9-4A-DSMOMU,0.18062854363727315,0.032343496461223344,0.07985952385266024,0.03571037812144638,0.07374482428152533,12,8.627511991579345
CSO-9-4A-DVGATO,0.12304148311242025,-0.06570460454807625,-0.04496819376746459,-0.012093989234236796,-0.23521316574714227,7,7.990286755040718
CSO-9-4A-FAGIGA,0.12351900106564581,0.0693090775390862,0.05328334355427174,-0.022373113800273448,-0.09465519554360037,9,8.354308338040346
CSO-9-4A-GSBRCO,0.12591962481344257,0.023763785056474796,0.03948337237631399,0.06860213579618354,0.04563932820757534,9,8.52863347147521
CSO-9-4A-KEMOCO,-0.24146089477526086,-0.06968517657156183,-0.09563708887188475,0.0015703943768679994,-0.14084304447467388,6,7.679169414908701
CSO-9-4A-LCOMO,0.10790341924716727,-0.12665568831769408,-0.04390017923683129,-0.06234827881265814,0.017782494272127154,10,8.118006992377337
CSO-9-4A-MLORO,-0.20758647018823337,-0.06817036969345563,-0.0777081686154391,-0.011875161079707965,-0.181159705310025,5,7.678725350338358
CSO-9-4A-MPAME,0.12704098318348656,0.11539619076745974,-0.03402331031633048,0.07109039060301878,-0.057278758507973655,11,8.447450720954883
CSO-9-4A-NSARPA,-0.19650149234368364,-0.03238480639998581,0.09749939499852317,0.17654484607859502,-0.09382972297616428,8,8.176553444582506
CSO-9-4A-SLOCA,0.10462164467384724,-0.12163583046067175,-0.11712460242180835,-0.022018803154538063,-0.17045717009852632,6,7.8986104637635295
